GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
26077077022,4,26077077022,1108,915,128,1215,1038,149,1203,983,165,1039,858,119,1028,846,104,1046,892,89,1109,870,133,2672,1825,274,205,325,47,0,186,185,0,0,0,2855,1853,409,253,324,49,0,0,0,2837,2063,277,267,187,52,0,165,132,0,0,0,0,2948,2065,363,302,207,49,0,165,154,0,0,0,203,2797,2130,136,454,63,54,6,0,0,2523,2044,103,300,53,45,5,0,0,2368,1733,152,256,46,9,1,22,149,2713,1889,194,478,79,77,5,2368,1733,152,342,75,63,4
26077077051,4,26077077051,853,594,235,1084,760,307,1074,728,323,817,586,217,449,322,105,817,593,209,897,591,245,1033,824,65,98,38,5,0,85,38,0,0,0,1550,1069,301,170,40,5,0,0,0,1202,874,44,275,0,3,0,275,0,0,0,0,0,1589,1047,242,289,0,3,0,279,0,0,0,0,21,1521,1274,79,133,23,14,0,0,0,1219,1052,42,97,15,13,0,0,0,1278,1020,48,143,9,4,0,7,47,1602,1236,70,254,14,33,1,1278,1020,48,173,11,25,1
26151151014,9,26151151014,460,122,326,553,122,429,548,145,392,401,124,266,394,112,262,402,120,266,468,122,320,685,679,3,1,0,1,0,1,0,0,0,0,947,923,20,4,0,2,0,0,0,700,697,2,2,1,4,0,2,0,4,0,0,0,926,900,17,4,1,1,0,1,1,1,0,0,7,1051,998,34,3,3,13,1,0,0,751,714,22,1,2,12,0,0,0,744,688,13,1,3,4,0,3,32,958,873,26,3,8,29,2,744,688,13,1,7,15,0
26147147002,9,26147147002,1090,369,674,1334,386,916,1308,406,871,938,384,519,914,328,523,927,384,485,1090,295,734,1489,1479,9,1,0,0,0,0,0,0,0,0,1835,1820,11,3,0,1,0,0,0,1411,1370,14,26,0,5,0,0,0,0,0,0,0,1806,1762,13,27,0,3,0,0,0,1,0,0,29,2015,1936,26,10,8,29,0,0,0,1594,1545,17,3,7,19,0,0,0,1688,1566,28,5,6,16,0,10,57,2070,1909,38,26,13,48,0,1688,1566,28,15,8,39,0
26147147037,9,26147147037,1671,552,1062,2058,599,1424,2014,617,1347,1447,552,858,1412,487,839,1438,564,807,1681,485,1100,3026,2892,21,4,35,49,0,4,30,2,25,0,4032,3812,77,29,74,91,0,0,0,2948,2862,24,4,2,16,0,4,0,6,0,40,0,3861,3637,88,94,66,68,0,7,5,3,0,0,121,3620,3419,80,59,12,55,0,0,0,2719,2590,53,42,10,32,0,0,0,2854,2614,66,39,17,8,0,3,107,3651,3294,97,77,39,92,2,2854,2614,66,45,24,64,2
26121121054,3,26121121054,1242,558,644,1487,690,776,1468,671,777,1108,509,571,1082,471,546,1110,536,539,1234,490,661,1898,1621,49,196,26,9,0,140,26,0,0,0,2532,2196,54,205,48,26,0,0,0,1935,1664,42,194,15,10,0,126,15,0,0,0,0,2674,2266,63,271,34,39,0,139,25,1,0,0,177,2415,2041,104,184,54,37,2,0,0,1877,1633,63,115,42,28,1,0,0,2149,1775,107,143,55,11,0,5,53,2857,2261,163,270,81,65,7,2149,1775,107,155,62,35,7
26077077089,4,26077077089,1353,748,571,1542,889,626,1527,821,690,1282,726,536,1253,653,549,1279,738,507,1260,665,526,1817,1687,44,45,15,22,0,45,11,15,0,0,2405,2032,104,78,160,32,0,0,0,1937,1700,179,43,15,4,0,43,11,0,0,0,0,2516,2088,240,44,140,4,0,44,136,0,0,0,9,2242,1932,70,82,148,22,2,0,0,1712,1514,41,55,92,14,1,0,0,1893,1576,44,52,167,8,0,6,40,2379,1915,73,88,261,39,2,1893,1576,44,61,177,32,1
26151151002,9,26151151002,280,102,170,357,115,241,353,129,219,240,112,123,233,89,124,236,95,134,276,84,179,465,456,10,0,0,0,0,0,0,0,0,0,573,560,12,3,0,1,0,0,0,501,492,7,0,0,2,0,0,0,0,0,0,0,607,593,9,3,0,3,0,0,0,0,0,0,5,665,664,0,0,0,1,0,0,0,502,502,0,0,0,0,0,0,0,492,478,2,1,0,0,0,0,11,619,594,9,4,1,9,0,492,478,2,2,0,9,0
26147147030,9,26147147030,739,232,485,888,243,629,876,270,587,651,234,401,634,201,401,650,245,389,738,186,498,1095,1065,10,15,8,4,0,15,4,0,0,0,1578,1519,12,23,21,3,0,0,0,1080,1055,15,4,8,4,0,4,4,0,0,0,0,1514,1474,15,3,15,2,0,3,5,0,0,0,17,1538,1467,29,13,17,26,4,0,0,1100,1059,19,4,5,15,0,0,0,1156,1107,20,3,0,1,0,3,22,1490,1421,30,10,2,16,0,1156,1107,20,6,1,11,0
26151151021,9,26151151021,838,179,640,990,215,762,977,230,737,740,174,552,723,132,554,738,180,537,872,157,670,1301,1249,22,6,14,9,0,6,10,1,0,0,1743,1664,30,12,25,10,0,0,0,1332,1280,20,10,11,12,0,10,6,1,0,0,0,1705,1625,32,14,12,15,0,12,9,1,0,0,24,1763,1681,56,18,4,11,0,0,0,1328,1285,27,3,3,10,0,0,0,1303,1199,33,5,5,3,0,14,44,1686,1538,50,16,6,53,0,1303,1199,33,6,5,37,0
26151151029,9,26151151029,206,45,155,251,46,202,250,51,193,178,57,119,172,32,128,176,41,128,216,39,166,354,328,23,0,0,7,0,0,0,3,0,0,502,456,39,0,2,17,0,0,0,354,340,10,0,0,7,0,0,0,3,0,0,0,497,461,27,0,1,20,0,0,0,6,0,0,5,488,450,21,1,1,15,1,0,0,374,347,13,0,1,9,1,0,0,312,295,3,0,0,0,0,0,14,416,394,4,0,3,9,0,312,295,3,0,3,8,0
26025025003,5,26025025003,578,385,169,645,435,194,643,411,208,529,360,154,521,346,145,528,363,139,593,391,174,1019,679,27,305,0,3,0,292,0,3,6,0,1400,923,47,425,2,5,0,0,0,986,695,13,260,0,9,0,259,0,9,0,2,0,1372,956,36,366,3,11,4,347,0,9,4,0,19,1454,786,103,568,9,27,0,0,0,1077,637,66,368,5,17,0,0,0,1043,587,61,345,3,0,0,2,45,1403,764,97,519,7,46,1,1043,587,61,367,7,30,0
26025025014,4,26025025014,628,515,95,746,615,124,740,598,121,540,422,94,529,434,78,537,439,80,720,605,92,1451,613,52,761,1,19,0,735,1,16,0,0,2165,740,241,1289,48,26,0,0,0,1570,683,27,837,3,26,0,822,3,21,0,0,0,2213,860,38,1245,49,31,0,1170,48,14,0,0,87,2363,551,146,1660,6,50,5,0,0,1672,434,76,1147,5,38,3,0,0,1581,458,92,907,7,7,0,10,100,2185,569,163,1411,14,61,1,1581,458,92,992,11,50,0
26025025016,4,26025025016,911,708,174,1098,852,232,1081,806,235,789,595,165,768,595,137,783,620,131,964,780,154,2014,959,19,1019,19,6,0,1019,15,0,0,0,2838,1290,35,1465,41,19,0,0,0,2010,1025,175,791,24,16,0,781,20,0,0,0,0,2585,1295,186,1054,39,38,0,1043,19,0,0,0,39,2933,984,148,1784,35,50,0,0,0,2086,760,72,1232,19,36,0,0,0,2180,842,127,1062,11,12,0,14,112,2948,1060,198,1613,27,75,1,2180,842,127,1145,15,53,0
26077077063,4,26077077063,1079,662,379,1243,828,396,1230,776,427,985,605,360,966,531,375,976,599,346,1093,640,377,1627,1305,31,180,89,0,25,159,89,0,0,0,1930,1447,33,233,171,5,63,0,0,1932,1688,7,173,35,0,30,173,35,0,30,0,0,2222,1777,64,240,53,0,87,240,53,0,28,0,59,2355,1924,74,304,41,24,3,0,0,2190,1837,64,247,36,18,1,0,0,2266,1586,76,437,79,3,1,7,77,2552,1695,127,601,113,60,2,2266,1586,76,485,88,44,1
26077077071,4,26077077071,838,396,401,1011,478,503,990,447,506,732,371,336,724,335,329,740,372,330,842,374,409,1871,1646,44,95,17,19,43,90,17,15,0,0,2295,2041,46,115,25,18,45,0,0,1571,1394,37,75,17,15,37,70,17,0,37,0,0,1944,1733,37,102,17,13,37,72,17,0,37,4,42,2265,1960,118,134,19,55,1,0,0,1608,1448,62,62,15,34,0,0,0,1799,1440,106,72,15,18,0,6,142,2505,1895,183,251,34,121,4,1799,1440,106,106,26,93,3
26115115039,5,26115115039,1225,422,775,1450,444,986,1427,444,958,1077,424,639,1041,368,639,1076,425,631,1277,422,791,1904,1859,30,2,0,12,0,2,0,0,0,0,2402,2336,43,8,0,13,0,0,0,1930,1898,28,2,0,3,0,2,0,0,0,0,0,2439,2409,27,1,0,3,0,1,0,0,0,0,3,2392,2342,32,15,1,8,0,0,0,1804,1777,17,6,1,7,0,0,0,1826,1711,40,3,5,0,0,4,63,2325,2172,57,20,6,48,0,1826,1711,40,7,5,43,0
26063063018,9,26063063018,243,65,172,261,61,194,256,75,179,199,64,132,195,46,141,202,58,138,364,96,248,365,349,13,0,0,3,0,0,0,3,0,0,433,411,12,3,0,3,3,0,0,352,330,19,0,0,3,0,0,0,3,0,0,0,449,428,18,2,1,4,2,0,1,3,0,0,3,445,428,13,0,2,2,0,0,0,367,354,10,0,1,2,0,0,0,325,317,4,0,0,1,0,2,1,401,387,8,3,0,2,0,325,317,4,1,0,2,0
26151151006,9,26151151006,923,349,522,1143,398,712,1129,414,663,797,340,419,785,296,414,794,350,396,914,291,538,1854,1640,137,15,8,61,0,15,4,42,0,0,2407,2044,216,37,36,91,0,0,0,1828,1651,142,0,4,36,0,0,4,32,0,0,0,2359,2054,214,14,37,54,0,0,18,33,0,0,43,2446,2078,313,22,15,35,0,0,0,1789,1558,196,16,8,25,0,0,0,1790,1499,205,10,2,6,0,4,64,2322,1903,285,34,7,91,1,1790,1499,205,16,2,57,0
26147147014,9,26147147014,755,242,501,845,245,591,837,267,557,711,259,447,694,213,465,706,247,441,772,222,523,1000,985,0,0,0,18,0,0,0,4,0,0,1045,1027,0,0,0,18,0,0,0,1021,1001,0,0,0,18,0,0,0,4,0,0,0,1074,1051,0,0,0,18,0,0,0,4,0,0,19,1190,1177,3,1,1,8,0,0,0,1085,1073,2,1,1,8,0,0,0,882,858,0,0,0,4,0,2,18,933,902,3,2,2,18,2,882,858,0,0,0,17,2
26147147003,9,26147147003,1645,400,1206,1989,437,1523,1963,460,1478,1428,401,1003,1393,339,989,1428,404,984,1694,350,1273,2575,2515,35,0,0,24,0,0,0,0,0,0,3224,3150,33,8,0,27,0,0,0,2500,2440,30,0,0,29,0,0,0,0,0,0,0,3205,3134,31,0,0,29,0,0,0,0,0,1,39,3285,3129,95,21,13,27,0,0,0,2448,2367,49,14,6,11,0,0,0,2513,2369,60,2,12,4,0,2,64,3115,2912,82,7,37,49,1,2513,2369,60,3,19,40,1
26157157025,9,26157157025,638,153,466,778,173,600,767,192,564,558,151,391,549,123,386,560,160,378,643,116,488,1120,1095,18,0,0,4,0,0,0,4,0,0,1341,1312,24,0,0,6,0,0,0,1039,1025,8,1,0,11,0,0,0,4,0,0,0,1274,1231,37,1,0,8,0,0,0,5,0,0,3,1491,1441,26,1,0,22,0,0,0,1133,1099,17,1,0,15,0,0,0,1103,1058,22,0,1,2,2,3,15,1443,1370,32,7,9,11,3,1103,1058,22,3,3,9,3
26121121014,3,26121121014,1650,674,913,1982,799,1145,1955,789,1125,1458,630,781,1404,552,762,1464,646,759,1634,622,907,2734,2613,49,50,13,10,0,50,4,10,0,0,3582,3268,95,174,37,9,0,0,0,2594,2431,39,120,5,0,0,120,0,0,0,0,0,3470,3038,89,310,18,18,0,261,11,0,0,0,72,3514,3208,130,80,37,71,1,0,0,2589,2408,76,50,18,46,1,0,0,2818,2469,119,53,15,34,0,0,128,3708,3151,183,154,47,149,5,2818,2469,119,85,26,112,0
26121121037,3,26121121037,1014,563,432,1098,655,434,1099,624,462,977,551,411,964,501,429,977,549,413,975,495,452,992,968,20,0,0,4,0,0,0,0,0,0,1071,1039,21,0,5,7,0,0,0,943,919,15,0,0,10,0,0,0,0,0,0,0,1001,977,13,0,4,8,0,0,4,0,0,0,8,1215,1149,20,24,8,16,0,0,0,1101,1059,11,15,5,13,0,0,0,1148,1076,16,15,2,5,0,1,33,1226,1134,20,32,12,24,3,1148,1076,16,22,7,20,2
26121121055,3,26121121055,1507,686,782,1692,808,866,1684,753,906,1404,653,727,1351,575,722,1401,670,701,1522,656,779,1890,1777,28,0,42,37,0,0,34,37,0,0,2399,2194,27,0,44,135,0,0,0,1709,1601,47,0,18,41,0,0,15,37,0,0,0,2314,2138,49,0,20,107,0,0,16,106,0,0,5,2269,2058,66,60,74,12,1,0,0,1682,1562,29,32,52,8,1,0,0,1890,1694,41,30,64,5,0,9,47,2430,2138,67,68,100,41,1,1890,1694,41,36,77,24,1
26121121062,3,26121121062,1036,567,438,1196,666,508,1180,648,515,946,539,386,916,471,400,956,561,364,1022,523,438,1397,1007,118,188,44,44,0,159,35,10,0,0,1870,1202,141,330,153,51,0,0,0,1500,1192,123,115,37,35,0,80,23,0,0,0,0,1884,1392,154,209,102,33,0,145,88,0,0,0,105,1835,1568,58,154,35,26,0,0,0,1416,1238,28,110,23,20,0,0,0,1515,1236,57,130,35,5,0,3,49,1924,1502,102,223,60,51,0,1515,1236,57,147,47,31,0
26121121028,3,26121121028,712,610,82,876,759,104,863,731,105,591,492,76,578,491,59,587,498,69,778,675,91,1928,640,56,1207,4,23,0,1148,4,17,2,0,2647,708,135,1762,1,44,0,0,0,1863,503,56,1274,0,22,0,1256,0,20,0,2,0,2809,579,360,1831,0,42,0,1791,0,19,0,0,59,2773,743,251,1778,11,68,1,0,0,2003,603,152,1227,9,52,1,0,0,2014,644,161,1113,0,9,1,10,76,2669,777,239,1590,21,82,3,2014,644,161,1151,13,57,3
26125125075,11,26125125075,1560,662,853,1871,811,1035,1858,783,1035,1393,612,756,1353,569,719,1392,640,707,1511,568,860,2083,1979,78,5,8,16,0,5,4,0,0,0,2583,2430,95,15,38,25,0,0,0,2053,1957,60,1,8,19,0,1,4,0,0,0,0,2611,2476,76,15,40,28,0,1,17,0,0,0,39,2577,2409,67,26,55,26,0,0,0,2052,1939,44,17,37,21,0,0,0,2363,2108,59,43,57,2,2,4,88,2836,2501,86,69,84,61,2,2363,2108,59,57,65,43,2
26125125299,10,26125125299,1465,558,886,1707,711,986,1694,645,1043,1326,508,812,1269,427,816,1317,515,786,1492,542,882,1834,1596,35,63,137,0,0,63,128,0,0,0,2630,2265,40,76,251,0,0,0,0,1818,1629,34,28,127,0,0,28,119,0,0,0,0,2484,2161,33,27,244,0,0,27,168,0,0,0,93,2633,2266,43,74,239,10,4,0,0,1696,1471,24,44,149,6,1,0,0,1972,1602,49,18,239,1,0,3,60,2600,2069,77,38,366,15,0,1972,1602,49,28,253,10,0
26125125397,12,26125125397,875,731,125,1016,848,157,1017,844,151,783,654,112,764,639,105,779,661,99,899,750,120,1445,344,47,994,6,50,0,966,6,36,6,0,1981,398,99,1459,17,70,0,0,0,1241,313,47,850,3,37,0,788,3,23,0,3,0,1542,368,97,1097,6,65,0,932,6,21,0,17,103,1859,374,20,1430,31,23,2,0,0,1456,335,12,1076,26,15,1,0,0,1556,388,24,1051,24,6,1,8,54,1898,413,35,1396,45,27,2,1556,388,24,1097,37,24,1
26125125148,9,26125125148,1266,542,667,1517,631,854,1490,625,825,1109,526,554,1080,483,525,1100,545,495,1334,460,739,2554,2392,38,66,16,40,0,66,16,11,0,0,3166,2914,117,65,27,43,0,0,0,2747,2590,39,8,0,109,0,8,0,10,0,0,0,3406,3190,67,9,0,111,0,9,0,12,0,0,127,3088,2830,130,67,28,50,1,0,0,2306,2155,68,38,18,34,1,0,0,2424,2161,86,30,14,6,0,4,123,3109,2733,136,78,24,124,1,2424,2161,86,44,20,101,1
26125125433,11,26125125433,1529,756,747,1772,933,820,1766,899,853,1390,695,681,1356,624,691,1391,700,665,1508,685,769,1921,1437,25,124,339,4,0,95,339,0,0,0,3040,1981,52,183,824,4,0,0,0,1911,1446,25,119,315,4,0,115,314,0,0,0,0,3016,2024,55,120,816,4,0,116,753,0,0,0,68,2458,1931,54,59,410,11,2,0,0,1885,1519,32,38,289,10,2,0,0,2277,1479,59,64,613,2,0,6,54,2987,1854,101,110,890,26,1,2277,1479,59,78,633,24,1
26021021017,5,26021021017,959,410,509,1159,507,626,1140,460,650,820,361,420,804,339,402,822,372,404,1021,418,534,1933,1667,2,179,15,0,0,179,15,0,70,0,2586,2117,5,366,15,13,84,0,0,1985,1705,2,203,15,0,0,91,15,0,0,70,0,2602,2213,6,297,14,16,70,169,14,0,0,0,198,2617,2113,101,343,16,54,5,0,0,1968,1616,59,250,9,39,3,0,0,1906,1493,97,167,13,15,0,5,116,2424,1857,138,261,29,113,3,1906,1493,97,193,17,74,2
26021021055,4,26021021055,1208,501,685,1393,631,744,1382,570,803,1107,461,627,1091,422,634,1104,476,611,1207,450,699,1596,1455,14,84,20,7,4,56,17,4,14,0,2105,1812,48,110,136,15,5,0,0,1567,1453,14,66,18,11,4,66,10,4,4,4,0,2025,1746,42,70,126,45,3,70,110,1,1,0,57,2066,1899,32,47,84,4,0,0,0,1654,1536,19,32,64,3,0,0,0,1662,1432,34,38,98,2,0,10,48,2055,1743,51,50,152,22,4,1662,1432,34,40,108,19,4
26021021007,4,26021021007,950,587,331,1166,731,420,1145,697,417,809,502,270,797,480,271,809,509,265,1012,633,349,1971,1155,133,650,0,33,0,599,0,25,0,0,2639,1356,193,1055,0,35,3,0,0,1821,986,170,653,0,15,0,587,0,15,0,0,0,2692,1187,280,1205,0,15,8,1115,0,15,0,0,94,3006,1370,311,1297,26,33,2,0,0,2183,1183,185,788,24,19,2,0,0,2191,1057,177,842,6,15,0,5,89,3023,1231,298,1414,21,83,3,2191,1057,177,896,13,50,1
26145145043,8,26145145043,878,608,242,1005,679,316,997,696,274,771,534,214,748,509,192,772,560,187,1010,673,278,2167,1165,464,540,0,35,0,441,0,0,4,0,3156,1310,1051,877,21,43,0,0,0,2161,1168,538,434,0,39,0,341,0,0,0,4,0,3197,1409,1088,734,62,74,0,495,0,0,0,0,205,3084,1589,577,933,15,79,3,0,0,2088,1266,327,485,6,33,2,0,0,2013,1057,336,491,4,14,0,36,75,2793,1270,536,937,14,82,3,2013,1057,336,564,11,45,2
26145145016,8,26145145016,504,441,53,598,517,76,594,514,69,414,358,48,412,352,39,417,370,39,592,524,55,960,105,160,675,0,20,0,675,0,0,0,0,1410,104,188,1165,0,20,0,0,0,765,85,100,585,0,0,0,585,0,0,0,0,0,1250,175,99,976,0,0,0,976,0,0,0,0,0,1789,457,226,1123,10,49,3,0,0,1245,367,134,739,7,30,2,0,0,1270,333,127,743,2,6,0,6,53,1805,410,194,1187,8,42,0,1270,333,127,796,5,27,0
26145145031,8,26145145031,1456,594,827,1679,599,1054,1652,648,985,1316,617,676,1280,495,728,1323,624,658,1494,561,841,1973,1870,49,23,7,17,0,23,0,7,0,0,2526,2361,81,30,8,19,0,0,0,1844,1785,33,20,0,6,0,20,0,6,0,0,0,2417,2272,85,31,0,9,0,16,0,9,0,19,15,2668,2582,41,31,1,20,0,0,0,2020,1969,22,16,1,13,0,0,0,2077,1956,45,16,0,4,0,5,51,2676,2500,62,28,11,50,8,2077,1956,45,25,5,35,3
26099099240,10,26099099240,1463,663,772,1761,752,991,1724,757,936,1290,655,622,1247,581,625,1280,632,623,1497,609,836,2453,2097,31,137,183,5,0,134,135,5,0,0,3196,2665,57,211,257,6,0,0,0,2601,2122,34,262,176,3,0,259,137,3,0,0,0,3578,2903,47,374,249,4,0,370,201,4,0,0,54,3239,2827,51,162,190,5,4,0,0,2682,2389,38,109,141,5,4,0,0,2746,2272,50,189,165,2,0,6,62,3337,2692,71,272,259,40,1,2746,2272,50,194,195,28,0
26125125212,11,26125125212,1174,674,469,1250,696,539,1228,669,548,1106,665,425,1076,632,400,1111,696,388,1288,682,523,1866,1316,82,291,162,13,0,291,148,13,0,0,3424,1911,223,406,878,18,6,0,0,1511,1055,34,204,186,34,0,204,179,34,0,0,0,2662,1445,84,233,852,44,0,233,838,44,0,0,15,2825,1987,135,418,270,24,2,0,0,2201,1606,94,306,188,14,2,0,0,2044,1513,73,169,186,6,2,8,87,2630,1933,106,243,296,54,2,2044,1513,73,196,207,41,2
26063063013,9,26063063013,732,283,427,847,324,513,846,335,498,671,279,372,646,220,385,677,283,371,724,260,419,1386,1321,12,23,8,19,0,23,4,18,5,0,1785,1689,15,30,39,21,4,0,0,1348,1281,21,26,2,10,0,26,2,6,0,6,0,1764,1656,20,31,45,16,6,26,40,6,0,0,15,1703,1631,11,13,26,25,0,0,0,1356,1307,11,11,16,15,0,0,0,1282,1197,16,0,23,8,1,0,37,1604,1469,29,12,42,41,2,1282,1197,16,5,28,28,1
26125125329,10,26125125329,863,463,381,1000,547,443,1000,548,445,795,440,348,765,389,344,797,456,326,826,404,377,688,547,0,30,107,5,0,30,107,0,0,0,1219,694,59,58,402,6,0,0,0,640,478,0,36,127,0,0,36,127,0,0,0,0,1158,638,58,64,399,0,0,64,390,0,0,0,9,943,749,40,55,92,3,2,0,0,744,602,34,38,65,3,2,0,0,1056,632,72,39,239,0,0,6,68,1379,793,115,89,347,35,0,1056,632,72,63,258,27,0
26145145081,8,26145145081,1192,404,763,1414,501,892,1407,481,915,1050,365,673,1009,315,654,1055,395,646,1219,367,789,1325,1235,50,0,35,0,0,0,35,0,0,0,1856,1703,51,0,102,0,0,0,0,1507,1493,0,2,15,0,0,2,15,0,0,0,0,2002,1971,0,1,30,0,0,1,14,0,0,0,17,2168,2051,73,22,11,10,0,0,0,1472,1411,38,12,5,7,0,0,0,1592,1475,45,5,6,4,0,3,54,2129,1922,79,26,19,45,3,1592,1475,45,12,6,32,1
26145145010,8,26145145010,1180,441,702,1364,460,873,1343,500,822,1046,436,590,1025,377,587,1047,456,554,1258,412,782,1930,1735,150,30,0,4,0,30,0,0,4,0,2319,2088,188,36,6,6,0,0,0,2030,1780,180,45,0,20,0,45,0,0,0,4,0,2474,2161,241,50,6,22,0,45,0,0,0,0,27,2334,2082,151,49,27,39,1,0,0,1900,1718,105,35,18,31,1,0,0,1849,1613,112,29,17,14,0,2,62,2241,1951,147,45,20,65,2,1849,1613,112,38,18,58,1
26145145052,8,26145145052,1157,521,612,1284,629,639,1278,612,654,1075,495,564,1047,434,574,1081,489,567,1189,457,673,1397,1176,46,97,69,0,15,97,69,0,0,0,1759,1474,56,126,90,0,14,0,0,1561,1380,26,118,29,0,10,118,29,0,10,0,0,1946,1666,36,187,47,0,11,187,47,0,11,0,0,1857,1636,70,87,50,8,6,0,0,1473,1308,48,68,38,8,3,0,0,1572,1296,87,122,24,4,0,8,31,1940,1553,124,181,48,35,1,1572,1296,87,132,31,21,0
26145145018,8,26145145018,1047,616,399,1214,688,502,1200,716,461,931,567,335,913,510,350,936,607,306,1115,622,434,2246,1522,180,538,0,10,0,528,0,0,0,0,2694,1700,224,769,0,10,0,0,0,2432,1875,165,390,0,21,0,370,0,0,0,0,0,3145,2397,198,549,0,23,0,527,0,0,0,0,23,2447,1718,271,446,9,11,5,0,0,1871,1407,176,279,7,7,2,0,0,1842,1299,249,205,5,6,0,5,73,2334,1530,376,386,13,66,0,1842,1299,249,243,9,45,0
26125125158,9,26125125158,1638,590,1010,1856,714,1111,1840,664,1164,1517,565,939,1478,503,926,1518,562,927,1610,529,983,1824,1782,20,0,9,0,0,0,4,0,7,0,2440,2386,26,7,22,7,0,0,0,1964,1559,395,0,4,0,0,0,4,0,0,5,0,2526,1955,547,6,18,6,0,0,18,0,0,0,6,2482,2322,80,47,40,25,4,0,0,1850,1751,44,31,25,11,0,0,0,1963,1808,53,18,21,0,1,7,55,2636,2372,106,52,55,42,1,1963,1808,53,28,30,28,1
26125125062,11,26125125062,1197,558,627,1381,711,657,1376,635,737,1106,511,592,1085,467,605,1111,501,597,1152,521,598,1296,1137,8,37,90,14,0,37,80,0,14,0,1818,1496,15,86,215,54,0,0,0,1091,985,25,22,45,6,0,22,41,4,0,0,0,1653,1248,26,25,347,157,0,25,106,3,0,1,243,1636,1428,31,71,104,4,5,0,0,1249,1108,23,39,79,2,3,0,0,1519,1267,38,38,142,3,0,4,27,1891,1575,49,52,197,8,1,1519,1267,38,42,158,6,1
26125125136,11,26125125136,1046,589,409,1263,692,545,1241,683,525,906,536,327,882,515,309,909,568,299,1057,523,452,2121,1827,44,131,38,87,0,116,30,20,0,0,2622,2101,94,267,53,116,0,0,0,1918,1606,21,227,36,31,0,204,30,20,0,0,0,2375,1808,57,375,79,55,0,230,70,20,0,2,187,2729,2221,67,315,72,85,1,0,0,2027,1729,37,163,54,60,1,0,0,2118,1640,90,215,52,12,0,11,98,2549,1899,127,368,81,61,5,2118,1640,90,249,68,58,3
26125000006,11,26125000006,915,566,316,1120,698,400,1109,700,365,793,501,271,784,478,256,799,531,249,901,485,356,1788,1320,18,390,6,50,0,375,0,25,0,0,2341,1572,34,626,19,74,2,0,0,1845,1272,37,480,13,43,0,469,0,14,0,0,0,2314,1478,61,676,12,70,3,599,0,14,3,11,147,2449,1931,52,378,47,73,1,0,0,1802,1500,34,196,39,55,1,0,0,1844,1377,89,264,19,1,0,8,86,2305,1604,130,476,47,52,2,1844,1377,89,306,33,39,1
