GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
26049049154,8,26049049154,1137,602,510,1268,704,541,1263,683,570,1065,570,482,1038,513,487,1058,591,438,1154,560,549,1538,1298,0,152,88,0,0,152,88,0,0,0,2021,1660,0,255,106,0,0,0,0,1299,1106,0,134,59,0,0,134,59,0,0,0,0,1756,1465,0,221,71,0,0,221,71,0,0,0,0,1953,1604,50,193,108,11,6,0,0,1504,1266,32,135,72,6,1,0,0,1560,1240,53,155,64,3,0,8,37,1977,1554,81,233,83,30,1,1560,1240,53,171,72,27,1
26049049100,8,26049049100,848,532,296,971,612,343,967,614,334,773,498,258,765,450,274,775,507,246,851,502,324,1582,993,97,477,11,2,0,419,11,0,0,0,2248,1204,178,842,46,71,25,0,0,1780,1178,104,486,9,1,0,435,9,0,0,0,0,2265,1150,201,805,46,90,25,684,9,0,0,0,216,1656,1298,51,283,27,29,0,0,0,1294,1064,31,177,18,13,0,0,0,1400,956,49,299,26,6,0,8,56,1879,1165,89,532,39,44,1,1400,956,49,317,31,35,1
26049049031,8,26049049031,1026,381,621,1176,432,732,1169,444,715,924,355,559,896,310,546,926,392,511,1078,361,671,1362,1303,54,5,0,0,0,5,0,0,0,0,1691,1584,82,14,27,9,0,0,0,1348,1310,29,0,6,0,0,0,6,0,0,0,0,2099,2006,48,0,73,0,0,0,26,0,0,0,20,1702,1619,45,11,9,19,0,0,0,1338,1291,21,7,5,11,0,0,0,1400,1279,47,14,5,7,0,0,48,1780,1596,67,35,17,65,0,1400,1279,47,23,10,44,0
26163163594,12,26163163594,726,678,34,902,833,55,902,828,51,593,552,30,576,524,33,593,560,26,790,741,33,1243,140,8,1096,0,4,0,1092,0,0,10,0,1633,164,16,1462,17,18,7,0,0,1760,467,2,1228,0,26,0,1201,0,0,0,60,0,2214,496,8,1708,13,89,1,1620,0,0,0,0,88,2025,234,32,1749,21,19,0,0,0,1376,210,13,1132,19,14,0,0,0,1374,158,35,1136,6,3,1,9,26,1935,183,55,1671,15,18,4,1374,158,35,1162,8,13,3
26163163754,12,26163163754,1584,802,747,1803,933,850,1780,928,832,1448,745,687,1413,696,669,1452,775,649,1610,715,797,2218,1957,20,121,109,11,0,121,90,0,0,0,2881,2532,29,151,165,11,0,0,0,2207,1784,22,104,279,17,0,104,269,0,0,0,0,2874,2343,28,107,383,16,0,102,346,0,0,0,54,2763,2370,93,124,168,16,0,0,0,2118,1847,57,92,114,9,0,0,0,2159,1782,83,80,131,0,0,19,64,2700,2135,141,146,204,40,1,2159,1782,83,94,148,26,0
26163163965,12,26163163965,1277,738,498,1490,854,614,1471,825,601,1140,690,424,1113,629,431,1149,708,405,1279,720,498,1936,1508,31,328,47,22,0,311,32,0,0,0,2652,1884,187,401,161,24,0,0,0,1740,1336,25,285,73,22,0,268,38,0,0,0,0,2320,1672,52,363,219,23,0,337,107,0,0,0,151,2614,2006,103,359,124,31,2,0,0,2135,1706,67,242,99,26,1,0,0,2245,1626,78,326,118,15,1,9,72,2633,1819,129,467,152,76,5,2245,1626,78,357,126,55,5
26163163798,6,26163163798,2020,923,1063,2233,1120,1082,2210,1026,1169,1917,874,1034,1865,769,1059,1918,895,998,2036,856,1058,2134,2017,14,71,32,0,0,71,26,0,0,0,2980,2602,23,200,197,0,0,0,0,2061,2003,7,28,27,0,0,28,22,0,0,0,0,2805,2604,6,28,164,0,0,28,161,0,0,0,3,3005,2789,50,26,129,9,1,0,0,2292,2158,29,18,80,6,1,0,0,2392,2132,82,15,109,0,0,10,44,3093,2714,120,44,166,24,1,2392,2132,82,21,122,15,0
26163163478,13,26163163478,217,181,30,275,241,30,260,222,32,187,151,35,187,150,29,184,147,31,218,185,22,1591,655,97,769,41,11,0,748,30,7,11,0,1763,690,103,866,131,22,0,0,0,1556,649,115,742,32,16,0,719,21,11,0,7,0,1692,672,117,799,97,22,0,746,82,11,0,7,58,1026,284,44,652,53,20,2,0,0,976,277,43,611,49,20,2,0,0,1117,640,117,260,63,2,0,9,26,1196,666,126,315,70,14,1,1117,640,117,273,67,11,0
26163163715,6,26163163715,1696,628,1020,2049,733,1282,2013,736,1231,1487,606,856,1431,546,822,1487,634,808,1718,512,1112,2478,2345,87,17,25,0,0,17,25,0,0,0,3171,2973,153,19,23,0,0,0,0,2644,2485,53,21,0,80,0,21,0,0,0,0,0,3542,3311,102,23,0,104,0,23,0,0,0,0,104,2817,2574,85,90,28,42,1,0,0,2048,1889,57,64,17,24,0,0,0,2579,2240,118,93,11,10,0,9,98,3343,2857,174,180,21,87,1,2579,2240,118,111,18,69,1
26163163003,13,26163163003,995,514,449,1166,577,575,1147,574,544,910,509,388,872,454,375,910,518,358,988,458,474,1670,1366,174,81,7,45,0,81,7,0,0,0,2156,1732,280,153,7,43,0,0,0,1476,1162,147,88,13,65,0,88,13,0,0,0,0,1961,1549,234,98,13,67,0,86,13,0,0,0,79,2119,1739,244,87,34,39,2,0,0,1671,1421,160,51,27,22,2,0,0,1726,1304,273,51,40,4,3,2,49,2161,1572,365,107,62,74,4,1726,1304,273,60,40,56,3
26163163817,6,26163163817,1252,588,631,1497,709,764,1472,676,761,1131,571,546,1117,518,553,1131,562,539,1186,508,624,1699,1501,39,56,99,12,0,45,85,0,0,0,2251,1923,69,60,193,10,0,0,0,1826,1606,61,73,89,12,0,48,69,0,0,0,0,2372,1958,122,93,196,12,0,48,153,0,0,0,92,2253,1931,91,76,133,21,1,0,0,1705,1501,49,48,95,13,1,0,0,1958,1628,91,59,84,7,1,3,85,2501,2038,131,127,136,49,3,1958,1628,91,80,93,39,1
26163163849,13,26163163849,621,601,13,716,691,22,712,668,28,544,523,14,538,515,7,545,527,12,691,681,5,708,34,0,674,0,0,0,674,0,0,0,0,886,50,4,832,0,0,0,0,0,838,59,0,781,0,0,0,755,0,0,0,0,0,1142,82,4,1056,0,0,0,1005,0,0,0,0,50,1448,14,69,1383,10,29,9,0,0,1037,10,37,997,6,14,7,0,0,921,26,64,795,0,4,0,8,24,1265,30,113,1128,1,34,0,921,26,64,829,1,17,0
26163163730,12,26163163730,713,613,83,887,771,112,884,749,108,602,520,64,596,517,57,602,529,52,717,609,89,1237,449,4,726,0,0,0,725,0,0,53,0,1709,490,14,1203,55,55,0,0,0,1257,425,0,789,0,0,0,766,0,0,0,44,0,1882,476,0,1407,44,44,0,1335,0,0,0,0,72,1901,528,62,1294,13,44,0,0,0,1376,469,38,850,11,31,0,0,0,1583,409,56,999,11,9,2,6,91,2168,512,87,1530,24,67,6,1583,409,56,1084,15,48,4
26163163035,6,26163163035,729,498,212,929,653,266,925,637,270,640,442,187,629,420,179,649,460,171,591,370,195,768,451,16,51,240,2,0,48,231,2,0,0,1317,696,44,86,492,2,0,0,0,1174,690,66,45,371,4,0,31,371,0,0,0,0,2037,1031,121,56,830,12,0,33,805,0,0,0,48,1018,651,29,86,256,5,0,0,0,671,440,13,55,158,2,0,0,0,1395,672,56,186,430,0,0,3,48,1958,902,77,274,678,31,3,1395,672,56,197,451,20,3
26163163462,13,26163163462,492,470,13,584,557,21,589,553,21,427,397,19,422,388,8,422,402,11,544,532,5,1285,256,29,999,1,0,0,996,1,0,0,0,1544,280,39,1216,1,0,0,0,0,1362,432,28,902,3,2,0,902,3,0,0,0,0,1627,457,33,1095,1,0,0,1094,1,0,0,44,0,1748,123,16,1602,8,16,6,0,0,1417,112,13,1284,7,12,6,0,0,1055,177,26,803,8,3,2,4,32,1177,180,42,949,16,27,6,1055,177,26,839,15,20,6
26163163646,13,26163163646,322,308,7,387,373,12,386,364,11,262,247,7,262,246,4,266,253,7,389,378,5,1048,69,18,963,1,0,0,963,1,0,0,0,1376,65,17,1289,4,0,0,0,0,864,44,1,806,1,6,0,806,1,6,0,0,0,1119,45,1,1064,3,6,0,1042,3,6,0,0,21,1259,12,18,1240,5,8,0,0,0,1005,12,11,990,3,7,0,0,0,646,7,13,609,1,0,0,1,15,799,7,16,774,4,12,2,646,7,13,628,1,8,1
26073073012,2,26073073012,954,423,493,1159,510,621,1136,523,586,841,401,411,808,347,402,851,420,396,945,378,506,1552,1440,49,12,14,41,0,8,14,41,4,0,1955,1775,83,15,17,79,0,0,0,1728,1624,45,12,8,39,0,8,8,35,0,4,0,2196,2027,84,21,12,66,0,11,10,54,0,0,13,2253,2017,61,40,9,144,1,0,0,1669,1529,29,24,6,87,1,0,0,1611,1445,37,14,3,65,0,2,45,2096,1827,70,36,8,155,4,1611,1445,37,18,7,97,0
26073073013,2,26073073013,1001,350,626,1191,394,777,1178,401,755,893,351,528,866,283,549,898,349,530,999,317,630,1614,1549,36,10,8,13,0,10,4,9,3,0,2116,1988,49,48,20,18,0,0,0,1676,1591,23,15,11,41,0,15,7,37,0,3,0,2101,1965,27,40,26,45,0,17,14,38,0,0,47,2115,1968,75,17,13,48,4,0,0,1557,1465,50,10,9,26,1,0,0,1585,1462,55,14,0,7,0,0,47,2069,1899,71,39,14,42,0,1585,1462,55,25,0,35,0
26163163060,6,26163163060,1175,807,335,1442,946,481,1427,949,455,1013,737,249,994,707,244,1015,736,244,1161,775,330,1896,754,56,562,476,18,0,536,476,3,30,0,3042,977,137,777,1080,57,9,0,0,1731,849,71,427,350,16,0,409,350,3,0,17,0,2714,1074,156,580,874,64,0,508,809,19,0,0,148,2863,1441,84,739,595,33,6,0,0,2128,1138,55,482,437,24,2,0,0,2651,1022,75,392,1048,13,0,11,90,3287,1185,113,596,1311,79,2,2651,1022,75,430,1067,59,1
26163163064,6,26163163064,1227,797,414,1649,1113,522,1629,1095,521,1035,674,354,1017,631,354,1041,661,361,1024,615,379,1447,994,68,142,238,0,0,133,227,0,0,0,2258,1321,152,236,548,0,0,0,0,1640,846,10,237,526,25,0,204,506,0,0,0,0,2749,1314,11,264,1139,24,0,203,1042,0,0,0,181,1822,1257,62,133,360,9,1,0,0,1165,818,36,88,210,3,1,0,0,2312,839,114,156,1099,2,0,20,82,3441,1238,167,276,1706,51,2,2312,839,114,187,1130,36,2
26033033004,1,26033033004,587,169,402,667,176,479,657,178,472,522,177,339,514,133,352,526,179,330,611,137,436,1059,875,8,3,3,163,0,3,3,140,9,0,1302,1037,10,22,11,244,0,0,0,1140,956,11,9,3,166,0,9,3,136,0,3,0,1396,1120,16,25,9,248,0,7,3,171,0,0,81,1263,1037,1,9,0,217,0,0,0,974,828,1,2,0,143,0,0,0,995,780,16,0,1,100,0,11,87,1327,1028,22,8,14,226,0,995,780,16,7,3,158,0
26033033005,1,26033033005,460,195,254,535,226,307,530,235,294,447,199,241,426,155,245,445,206,223,409,144,243,637,571,0,0,3,55,1,0,3,50,6,0,708,615,1,6,8,84,1,0,0,602,550,0,0,3,39,0,0,3,30,0,3,0,656,589,0,3,5,60,1,0,3,46,0,0,18,807,695,3,0,2,109,0,0,0,692,609,3,0,2,80,0,0,0,613,513,7,0,1,43,0,6,43,671,552,9,2,4,95,0,613,513,7,0,1,80,0
26033033014,1,26033033014,1602,711,835,1873,814,1016,1852,817,1000,1450,687,730,1413,602,731,1448,711,687,1624,633,880,3486,3039,47,86,12,288,3,36,10,165,0,0,4577,3914,93,144,26,449,4,0,0,3381,2846,71,107,22,313,7,57,19,171,7,0,0,4306,3550,111,176,34,496,9,95,20,269,8,1,255,4590,3569,74,55,83,830,6,0,0,3529,2915,43,27,55,495,4,0,0,3755,2860,96,36,31,441,0,13,278,4665,3351,136,97,78,992,14,3755,2860,96,55,51,662,11
26049049126,8,26049049126,741,374,349,862,433,415,863,448,404,666,337,316,653,310,318,672,372,291,727,335,351,1032,1013,1,16,0,0,0,16,0,0,0,0,1350,1258,67,25,0,0,0,0,0,822,805,0,16,0,0,0,16,0,0,0,0,0,1018,961,30,25,3,0,0,17,3,0,0,0,7,1326,1263,30,16,4,14,0,0,0,1046,1003,21,10,3,10,0,0,0,1103,991,38,23,9,6,0,4,32,1377,1214,56,41,21,38,2,1103,991,38,31,12,23,1
26049049065,8,26049049065,365,352,7,414,400,14,416,394,11,300,287,7,301,284,4,301,289,6,454,445,8,729,0,3,727,0,0,0,727,0,0,0,0,1009,0,2,1007,0,2,0,0,0,760,0,0,760,0,0,0,760,0,0,0,0,0,922,0,0,922,0,0,0,922,0,0,0,0,0,1444,40,32,1388,1,21,0,0,0,1000,35,22,954,1,15,0,0,0,658,24,21,583,0,1,0,0,29,912,24,24,869,3,19,1,658,24,21,616,3,12,1
26049049062,8,26049049062,553,526,16,610,579,26,605,567,29,484,455,17,483,449,15,481,458,12,643,617,16,1069,34,9,1022,0,20,0,1002,0,0,0,0,1462,39,10,1414,0,22,0,0,0,1093,51,12,1039,0,0,0,1039,0,0,0,0,0,1403,51,12,1341,0,0,0,1330,0,0,0,0,13,1973,90,22,1871,1,31,0,0,0,1342,72,16,1262,1,24,0,0,0,879,32,11,809,3,3,0,0,21,1104,48,12,1042,4,21,0,879,32,11,837,3,18,0
26049049038,8,26049049038,1241,557,634,1548,690,819,1539,682,819,1077,500,549,1054,475,513,1080,540,493,1213,490,620,1744,1636,55,6,14,34,0,6,0,0,0,0,2256,2097,86,8,14,52,0,0,0,1790,1605,30,0,35,120,0,0,0,0,0,0,0,2364,2097,57,0,35,175,0,0,0,0,0,0,210,2395,2258,58,23,41,21,1,0,0,1678,1600,30,13,21,16,1,0,0,2083,1866,71,18,19,5,1,5,98,2826,2490,110,85,43,73,1,2083,1866,71,39,26,61,1
26049049051,8,26049049051,327,315,9,348,333,14,346,321,17,288,275,9,279,265,8,288,274,9,408,395,13,503,7,0,495,0,15,0,479,0,0,0,0,615,10,5,600,0,13,5,0,0,483,15,0,462,0,0,0,461,0,0,0,4,0,714,18,6,688,7,0,6,684,2,0,0,0,6,1217,66,35,1115,3,29,2,0,0,868,46,23,792,1,18,2,0,0,543,39,22,448,0,4,1,5,24,666,41,26,583,1,27,2,543,39,22,471,0,24,1
26049049050,8,26049049050,708,685,14,768,738,25,767,738,19,628,599,17,625,589,14,627,609,10,836,820,5,1330,25,11,1251,0,5,0,1246,0,0,40,0,1676,66,10,1601,51,30,0,0,0,1076,0,11,1028,0,8,0,1018,0,0,0,35,0,1383,0,9,1375,39,32,0,1301,0,0,0,0,74,1847,43,33,1788,7,29,0,0,0,1378,41,20,1327,6,21,0,0,0,1058,31,10,968,0,3,0,13,33,1353,31,19,1290,3,33,0,1058,31,10,1000,3,28,0
26049049141,8,26049049141,613,237,358,694,247,434,686,258,416,563,246,307,549,195,325,562,257,288,625,219,380,843,794,22,13,14,4,0,13,6,0,0,0,1108,1045,26,20,15,4,0,0,0,788,744,19,9,10,9,0,9,2,0,0,0,0,1024,969,25,9,12,9,0,9,3,0,0,0,18,1129,1088,22,4,2,16,0,0,0,862,836,13,3,2,11,0,0,0,833,781,20,0,1,5,0,1,25,1040,963,28,3,5,30,2,833,781,20,1,4,20,2
26071071014,1,26071071014,333,142,183,377,148,226,369,155,211,325,152,160,313,124,176,324,142,173,294,122,164,462,450,1,0,2,5,0,0,1,2,0,0,509,495,6,0,2,4,0,0,0,488,477,2,2,3,2,0,2,2,2,0,0,0,557,542,9,2,5,3,0,2,3,3,0,0,2,544,536,4,1,1,1,1,0,0,481,476,1,1,0,1,1,0,0,432,418,4,0,2,1,0,1,6,489,465,11,1,4,8,0,432,418,4,0,2,6,0
26163163640,13,26163163640,526,501,17,580,556,19,581,554,18,467,442,17,462,437,9,462,449,8,593,568,17,982,0,0,982,0,5,0,978,0,0,0,0,1318,0,0,1318,0,5,0,0,0,1048,11,0,897,0,35,1,894,0,31,1,110,0,1282,37,0,1183,0,225,0,1020,0,61,0,0,163,1436,12,8,1418,3,4,0,0,0,1082,12,5,1066,3,4,0,0,0,1026,6,25,965,0,1,0,0,29,1423,10,32,1370,1,20,5,1026,6,25,998,0,14,4
26163163148,12,26163163148,466,450,11,522,510,11,520,491,18,422,408,11,408,388,7,418,404,10,509,495,9,1093,39,0,1054,0,0,0,1053,0,0,0,0,1536,41,41,1453,0,0,0,0,0,905,50,0,855,0,0,0,855,0,0,0,0,0,1057,52,0,1005,0,0,0,1005,0,0,0,0,0,1067,10,8,1052,6,6,0,0,0,837,10,5,822,6,4,0,0,0,912,5,4,871,3,0,0,8,21,1170,5,12,1148,9,13,0,912,5,4,893,3,11,0
26163163987,13,26163163987,1232,650,554,1473,761,690,1455,753,678,1107,617,476,1058,552,456,1103,622,448,1260,606,577,1904,1890,2,0,10,0,0,0,10,0,0,0,2350,2325,4,0,11,10,0,0,0,1845,1827,2,0,10,0,0,0,10,0,0,0,0,2240,2208,5,0,12,17,0,0,12,0,0,0,17,2354,2184,109,19,25,17,3,0,0,1834,1736,61,8,18,9,2,0,0,1895,1683,97,19,6,3,1,6,80,2316,1989,146,68,36,68,1,1895,1683,97,37,17,48,1
26163163432,13,26163163432,279,267,8,335,325,9,335,316,12,235,223,6,227,213,8,239,224,8,319,307,9,561,39,0,519,0,4,2,519,0,4,1,0,743,37,0,698,1,5,2,0,0,629,56,0,569,0,3,0,569,0,3,0,0,0,830,57,65,701,0,4,0,701,0,4,0,7,0,1197,31,15,1156,5,3,0,0,0,856,29,12,820,3,3,0,0,0,575,17,4,545,2,1,0,0,6,754,18,5,727,4,5,0,575,17,4,553,3,4,0
26163163676,13,26163163676,960,366,579,1067,476,585,1070,413,652,908,322,582,882,285,564,905,354,543,939,350,543,881,866,7,2,6,0,0,2,6,0,0,0,1245,1217,15,2,11,0,0,0,0,1008,882,8,110,11,0,0,2,11,0,0,0,0,1344,1204,11,109,20,0,0,2,20,0,0,0,107,1327,1279,18,17,13,3,0,0,0,1043,1008,13,12,10,3,0,0,0,1102,1050,13,3,19,0,0,2,15,1412,1318,23,22,32,9,0,1102,1050,13,6,21,7,0
26163163411,13,26163163411,352,330,14,454,434,14,453,433,9,265,242,17,262,233,16,268,245,11,411,393,14,921,43,0,877,0,0,0,877,0,0,0,0,1285,41,0,1244,0,0,0,0,0,585,29,5,542,0,5,0,542,0,5,0,0,0,893,29,13,856,0,5,0,825,0,5,0,0,19,1019,41,9,965,5,6,0,0,0,728,41,5,674,5,5,0,0,0,662,39,9,592,2,2,0,2,16,942,39,14,891,6,18,0,662,39,9,616,3,13,0
26163163444,13,26163163444,384,367,12,486,458,25,487,460,17,312,302,9,308,288,11,314,296,9,402,388,10,958,111,8,843,0,0,0,843,0,0,0,0,1334,110,8,1216,0,8,0,0,0,850,112,0,735,0,1,0,735,0,1,0,0,0,1208,114,0,1088,0,4,0,1084,0,2,0,0,6,1020,107,8,901,5,2,0,0,0,691,101,8,581,5,2,0,0,0,752,37,13,666,8,0,0,2,26,1076,43,13,1012,13,14,4,752,37,13,695,13,9,4
26163163701,13,26163163701,912,791,96,1061,932,118,1062,919,111,779,673,82,775,661,77,783,687,75,1046,902,122,1721,447,7,1261,0,9,0,1198,0,8,0,0,2232,493,8,1721,0,16,0,0,0,1572,487,10,1066,0,15,0,1019,0,14,0,0,0,2331,512,12,1789,0,25,0,1700,0,20,0,0,93,2463,1047,43,1358,19,28,1,0,0,1694,874,28,778,14,16,1,0,0,1899,405,24,1398,2,15,0,7,48,2779,455,35,2251,20,44,0,1899,405,24,1439,10,28,0
26163163709,13,26163163709,487,463,13,604,579,21,601,561,23,387,357,20,375,349,10,385,362,11,599,580,10,1282,67,5,1190,3,4,0,1186,3,4,7,0,1700,73,4,1621,23,8,0,0,0,1274,59,12,1197,0,11,0,1197,0,11,0,5,0,1612,59,61,1531,20,19,0,1458,0,10,0,0,23,1797,50,20,1732,2,31,0,0,0,1423,45,18,1362,1,25,0,0,0,918,51,14,824,1,5,0,0,23,1130,52,25,1055,5,11,0,918,51,14,850,4,9,0
26163163415,13,26163163415,488,470,13,559,524,30,557,519,20,428,415,11,428,409,9,432,412,13,549,530,14,1193,11,4,1176,0,2,0,1176,0,0,0,0,1581,18,7,1563,0,2,0,0,0,1166,64,0,1096,0,0,0,1096,0,0,0,0,0,1507,74,0,1436,0,0,0,1436,0,0,0,0,0,2450,53,20,2384,5,15,3,0,0,1619,39,13,1566,5,11,0,0,0,1232,32,8,1161,0,2,0,5,24,1703,32,21,1650,3,18,1,1232,32,8,1186,3,16,1
26163163524,13,26163163524,406,328,65,465,387,65,458,358,89,406,325,70,393,305,68,409,338,57,321,259,45,1089,625,16,374,59,13,0,368,57,14,5,0,1195,669,32,389,93,16,0,0,0,1040,592,16,274,117,27,0,272,115,26,0,11,0,1138,609,34,297,184,28,0,284,172,26,0,0,12,921,171,25,715,12,11,1,0,0,874,163,23,680,12,11,1,0,0,1436,811,78,411,91,3,0,6,36,1487,822,85,461,100,21,1,1436,811,78,432,99,19,1
26163163475,13,26163163475,581,560,11,655,635,15,641,596,25,486,471,11,481,457,2,483,464,7,744,736,6,1322,52,4,1260,0,4,0,1260,0,0,0,0,1752,57,7,1684,0,5,0,0,0,1336,71,4,1260,0,4,0,1260,0,0,0,0,0,1798,61,12,1707,0,17,0,1703,0,0,0,18,5,1751,3,7,1735,11,14,2,0,0,1179,3,6,1169,5,9,1,0,0,1302,14,17,1249,1,2,0,1,18,1952,18,17,1914,2,11,1,1302,14,17,1272,2,7,1
26163163456,13,26163163456,379,366,7,455,439,16,460,432,17,300,286,7,294,284,1,303,286,7,464,456,4,1162,33,8,1121,0,4,0,1117,0,0,0,0,1295,38,7,1250,3,3,0,0,0,1057,124,4,791,135,4,0,787,135,0,0,0,0,1179,125,4,916,137,4,0,909,137,1,0,0,3,1568,34,6,1522,3,16,0,0,0,1218,30,3,1178,3,13,0,0,0,760,39,2,687,1,2,0,4,25,926,39,4,868,6,26,5,760,39,2,708,5,20,2
26163163506,13,26163163506,218,211,4,303,297,6,300,294,4,161,152,4,160,142,4,159,153,3,241,234,4,438,44,0,398,0,0,0,390,0,0,0,0,626,49,0,577,0,0,0,0,0,469,57,0,407,0,0,0,398,0,0,0,0,0,702,63,0,639,0,0,0,629,0,0,0,0,11,831,49,3,780,1,2,0,0,0,592,49,1,541,1,1,0,0,0,542,68,22,435,0,0,0,2,15,723,76,30,620,6,6,0,542,68,22,456,2,4,0
26163163517,13,26163163517,137,133,1,173,169,4,174,169,2,122,116,4,120,112,1,121,118,1,140,136,1,359,105,8,237,5,7,0,237,3,1,0,0,445,103,7,316,6,6,0,0,0,503,155,33,307,6,3,0,307,6,0,0,0,0,630,176,33,406,7,3,0,396,7,0,0,4,18,574,77,9,484,8,9,0,0,0,445,72,6,362,6,6,0,0,0,247,25,10,186,3,1,0,9,13,303,33,13,244,5,10,1,247,25,10,202,4,10,0
26163163198,12,26163163198,374,361,9,457,436,19,455,427,14,312,302,8,304,288,7,313,304,5,435,415,14,743,10,0,726,0,0,0,726,0,0,5,0,1118,10,0,1109,0,39,0,0,0,728,5,0,718,0,0,0,718,0,0,0,5,0,994,5,0,989,0,35,0,954,0,0,0,0,35,1176,10,6,1151,6,9,0,0,0,835,10,3,813,5,6,0,0,0,749,5,7,694,0,4,0,3,36,971,6,8,948,4,17,0,749,5,7,731,4,16,0
26163163250,12,26163163250,479,449,23,461,435,24,453,424,24,476,441,28,465,433,17,470,451,15,544,506,25,911,0,35,876,0,0,0,876,0,0,0,0,1041,0,34,1007,0,0,0,0,0,706,0,0,706,0,0,0,706,0,0,0,0,0,935,0,0,935,0,0,0,935,0,0,0,0,0,1150,13,14,1120,2,20,0,0,0,954,13,12,927,1,14,0,0,0,1023,14,4,984,2,0,0,9,10,1246,14,7,1216,4,6,0,1023,14,4,996,4,2,0
26163163587,12,26163163587,517,466,39,592,532,57,586,511,56,428,389,24,421,380,25,431,398,26,629,586,32,1499,100,33,1369,0,11,0,1358,0,0,0,0,2314,103,115,2120,19,22,0,0,0,1184,161,96,921,5,11,0,913,5,3,0,0,0,2152,213,179,1811,19,16,0,1723,6,1,0,0,26,1951,304,107,1547,5,13,7,0,0,1277,264,61,940,5,11,7,0,0,1231,131,126,934,0,3,0,9,28,1822,165,199,1449,6,35,0,1231,131,126,967,0,25,0
26163163589,12,26163163589,559,472,74,684,570,105,680,558,93,476,393,69,472,391,62,481,410,60,592,520,64,1668,556,125,953,0,28,0,938,0,9,15,0,2709,934,316,1455,0,64,4,0,0,1860,657,219,957,0,20,0,948,0,11,0,14,0,3186,1053,484,1673,0,53,5,1609,0,11,0,0,33,2304,867,304,1130,30,32,6,0,0,1559,672,186,693,20,24,5,0,0,1840,604,386,766,6,2,0,20,56,2768,876,613,1205,42,63,2,1840,604,386,798,24,33,2
26049049161,8,26049049161,1746,853,857,1875,1006,837,1853,954,874,1658,788,852,1621,715,852,1655,841,785,1830,826,939,1888,1445,15,208,184,17,0,158,174,2,13,0,2466,1855,61,283,267,34,8,0,0,2228,1707,24,192,255,4,0,152,225,0,0,45,0,2985,2140,83,427,386,67,29,327,253,0,0,1,179,2860,2247,91,274,233,20,0,0,0,1963,1582,45,176,149,12,0,0,0,2511,1815,104,314,161,2,1,8,106,3268,2302,165,491,235,67,6,2511,1815,104,350,182,45,4
