GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
04013000129,5,04013000129,1399,720,644,1681,940,741,1701,913,762,1227,672,521,1187,609,578,1220,544,634,1353,526,731,1390,637,633,2105,1505,315,44,190,50,0,40,180,50,0,0,3039,1967,485,78,414,131,0,0,0,1957,1411,345,49,109,40,0,45,105,30,0,0,0,2877,1953,571,111,186,116,0,86,174,62,0,5,26,2841,1913,487,172,285,55,3,0,0,2057,1444,311,96,199,32,2,0,0,2253,1357,423,104,244,15,4,4,102,3026,1700,651,209,382,117,17,2253,1357,423,128,270,78,14
04013000119,4,04013000119,4073,2052,1964,4961,2693,2268,5021,2708,2258,3622,1890,1683,3528,1699,1827,3619,1549,2031,3685,1430,2098,3789,1803,1738,5813,4351,721,172,368,174,0,147,341,160,40,0,8008,5314,1152,378,848,357,19,0,0,5685,3940,685,420,440,134,0,420,405,134,0,55,0,8064,4938,1433,627,798,306,55,477,726,239,0,0,251,7263,5649,649,349,582,56,19,0,0,5370,4335,411,221,369,38,13,0,0,6039,4293,717,327,418,48,9,18,209,7623,5152,1045,575,678,207,23,6039,4293,717,396,471,162,15
04013000144,5,04013000144,3737,1389,2311,4089,1680,2409,4075,1639,2416,3622,1496,2062,3537,1229,2303,3609,1003,2547,3562,1236,2166,3591,1302,2154,5282,5002,85,90,35,45,0,90,20,0,25,0,5392,5114,81,86,64,64,14,0,0,5433,5212,70,50,30,40,0,50,20,0,0,20,0,5628,5406,71,52,58,59,12,52,26,0,0,0,73,5232,5020,94,65,39,18,5,0,0,5227,5016,94,65,38,18,5,0,0,5330,4993,125,77,38,9,1,11,76,5357,4996,138,94,58,56,8,5330,4993,125,86,50,53,7
04013000571,1,04013000571,1855,902,922,2254,1124,1130,2273,1128,1113,1644,857,759,1601,765,834,1631,689,912,1727,722,934,1757,851,787,3035,2720,165,24,84,25,0,24,80,10,10,0,3566,3028,258,37,213,25,14,0,0,3300,2990,154,24,94,25,14,14,90,10,14,0,0,3847,3318,243,27,170,23,66,19,166,9,66,0,26,3436,2938,216,87,180,30,5,0,0,3143,2743,168,68,148,24,4,0,0,3488,2905,248,48,169,4,1,19,94,3786,3076,294,95,258,37,15,3488,2905,248,74,203,28,7
04013000638,8,04013000638,2196,835,1329,2519,1077,1442,2529,1017,1497,2060,848,1147,2010,752,1254,2058,550,1435,2069,742,1140,2097,758,1242,3011,2698,79,128,26,60,0,128,26,60,14,0,3118,2769,110,132,43,84,4,0,0,2970,2655,134,75,26,65,0,75,26,57,0,16,0,3072,2737,147,82,43,92,4,76,30,60,0,0,26,3428,3209,111,66,27,13,2,0,0,3417,3205,109,62,26,13,2,0,0,3656,3202,237,66,48,15,2,5,81,3679,3206,246,85,65,70,3,3656,3202,237,80,55,68,3
04013000412,3,04013000412,1418,1170,217,1878,1574,304,1881,1563,295,1194,1021,141,1163,983,176,1186,934,219,1204,886,260,1222,942,171,2024,1163,597,84,70,114,0,64,50,108,0,0,2835,1228,1317,132,130,155,0,0,0,2186,1249,707,66,151,12,0,36,134,12,0,0,0,3018,1356,1340,150,306,67,0,51,137,11,0,0,123,2511,1081,1195,137,33,120,6,0,0,2029,1008,815,119,29,103,4,0,0,3028,1595,906,184,140,60,9,23,111,3445,1705,1159,257,223,165,18,3028,1595,906,225,196,139,15
04013000317,1,04013000317,2206,965,1214,2568,1170,1398,2566,1240,1304,2030,943,1070,1984,812,1170,2019,734,1267,2044,635,1359,2079,882,1067,2625,2265,275,0,78,0,0,0,74,0,0,0,3609,2995,431,60,178,0,0,0,0,2765,2355,345,0,70,0,0,0,55,0,0,0,0,3627,3036,457,54,131,0,0,3,54,0,0,0,77,3295,3020,157,39,66,21,0,0,0,2360,2182,103,25,45,11,0,0,0,2937,2507,219,38,81,8,0,2,82,3819,3208,295,81,177,39,8,2937,2507,219,55,111,29,4
04013000632,4,04013000632,3510,1847,1595,4136,2326,1810,4160,2306,1782,3195,1755,1380,3103,1585,1512,3182,1473,1646,3283,1332,1791,3341,1624,1457,4784,3678,599,131,255,89,40,131,239,65,0,0,7178,4728,1038,471,834,189,39,0,0,5046,3839,616,116,330,125,25,116,330,106,25,0,0,7188,4978,980,272,827,147,27,167,777,132,27,48,81,6851,4705,852,301,932,122,35,0,0,5015,3597,554,173,632,81,19,0,0,5453,3459,764,187,719,85,6,24,209,7060,4193,1148,402,1106,311,30,5453,3459,764,251,807,208,19
04013000460,1,04013000460,1885,1037,820,2128,1237,891,2126,1242,854,1781,1040,716,1737,916,820,1771,855,881,1818,823,912,1843,956,760,2026,1677,180,19,99,48,4,4,45,5,0,0,2593,1894,263,32,243,155,7,0,0,2424,1889,234,155,87,51,4,140,46,14,4,0,0,3146,2199,333,236,227,141,6,207,48,19,6,1,332,2703,2387,205,29,73,31,9,0,0,2183,1965,143,15,46,17,4,0,0,2311,1927,214,21,52,8,10,12,67,2792,2245,313,72,111,74,20,2311,1927,214,53,65,56,14
04021000069,5,04021000069,1111,429,650,1444,598,846,1461,570,856,888,375,480,873,365,506,885,298,560,1075,353,665,1103,368,637,2970,2090,655,50,110,65,0,50,110,35,0,0,4298,2930,984,49,193,142,0,0,0,2870,2005,630,30,130,80,0,30,130,45,0,0,0,4193,2698,1125,29,205,136,0,29,205,102,0,0,34,3446,2225,808,256,101,82,31,0,0,2199,1488,458,158,59,49,11,0,0,2393,1539,574,132,36,20,3,10,79,3507,2121,961,241,79,108,13,2393,1539,574,155,49,66,8
04013000362,3,04013000362,1579,1193,354,2025,1584,441,2035,1564,449,1225,945,239,1196,917,276,1223,854,334,1773,1144,551,1795,1292,380,3670,1020,1600,735,230,65,0,710,215,55,35,0,6957,1570,3514,1459,558,142,53,0,0,3000,715,1290,749,170,55,0,715,155,40,0,40,0,5984,1088,2858,1311,766,141,67,1100,696,41,0,0,201,5663,997,3594,836,233,227,15,0,0,3711,779,2236,501,155,133,11,0,0,4483,712,2443,828,226,74,25,39,136,6682,938,3815,1507,381,332,57,4483,712,2443,955,285,224,43
04013000110,1,04013000110,1943,1239,663,2287,1542,745,2315,1515,754,1723,1167,527,1694,1079,612,1722,999,680,1905,990,829,1924,1122,658,3028,2121,622,214,73,0,0,165,73,0,0,0,3626,2409,901,277,89,42,0,0,0,3111,2189,671,107,108,12,0,104,108,0,0,35,0,3992,2661,942,196,224,82,0,114,217,0,0,0,59,3620,2671,514,192,100,152,13,0,0,2930,2274,365,129,68,104,5,0,0,3177,2265,481,86,79,81,3,24,158,3896,2624,689,200,185,214,20,3177,2265,481,134,123,152,6
04013000222,4,04013000222,2611,963,1592,3045,1263,1782,3088,1206,1840,2345,937,1341,2286,820,1460,2335,677,1603,2529,805,1544,2589,882,1510,4229,3515,510,102,13,79,0,102,13,79,0,0,5167,4209,733,105,53,102,0,0,0,4012,3166,641,111,13,77,0,111,13,73,0,0,0,5103,3834,992,158,60,114,0,112,46,72,0,0,49,5320,4408,577,171,121,50,24,0,0,4334,3712,381,114,93,32,17,0,0,4713,3818,523,145,64,36,3,6,118,5663,4378,766,244,120,165,30,4713,3818,523,169,86,113,21
04013000037,7,04013000037,955,681,254,1278,937,341,1294,901,377,762,567,162,735,545,188,756,479,242,897,542,303,924,667,210,2943,969,1534,339,7,70,0,324,7,70,25,0,5333,1299,3519,442,76,149,24,0,0,2929,710,1815,325,0,90,0,305,0,90,0,0,0,5672,1014,4200,413,32,224,0,339,0,89,0,0,31,5533,1036,4018,369,74,215,47,0,0,3664,896,2455,212,43,144,36,0,0,4259,834,2893,293,66,36,19,25,93,6113,1019,4308,663,134,260,40,4259,834,2893,394,94,185,24
04013000610,9,04013000610,2131,1351,716,2783,1848,935,2834,1760,998,1711,1132,508,1670,1114,553,1718,1019,633,2026,1025,834,2083,1231,683,6134,2312,3151,400,125,110,35,400,125,110,0,0,10474,3513,5852,1085,242,284,37,0,0,5774,2093,2991,440,135,80,35,440,135,80,35,0,0,10306,3054,6165,1131,183,242,33,761,156,99,33,0,38,9973,3326,5659,792,212,292,56,0,0,6179,2300,3252,477,128,168,24,0,0,7111,1985,4256,467,103,67,14,22,197,10656,2700,6595,1026,295,381,84,7111,1985,4256,585,198,246,44
04013000081,1,04013000081,2321,1148,1136,2599,1385,1214,2617,1394,1189,2193,1131,1020,2140,1008,1129,2182,951,1200,2232,875,1247,2276,1042,1103,2591,2329,152,38,70,6,0,4,70,3,0,0,3245,2779,258,97,109,16,0,0,0,2860,2592,164,20,73,7,0,8,73,3,0,0,0,3638,3158,314,54,121,10,0,8,77,3,0,0,75,3466,3060,222,83,72,26,11,0,0,2833,2538,160,60,50,20,10,0,0,2917,2454,242,46,55,16,2,10,92,3574,2917,360,84,120,103,9,2917,2454,242,66,83,78,7
04013000403,1,04013000403,2901,1872,960,3470,2395,1075,3498,2372,1067,2568,1706,793,2528,1590,930,2554,1467,1009,2769,1486,1132,2809,1698,893,5999,3668,1090,774,160,251,0,760,146,243,45,0,8736,4350,2336,1419,381,449,66,0,0,6315,3738,1449,651,135,298,0,637,121,229,0,45,0,8742,4357,2652,1402,272,387,58,1042,190,275,0,30,197,7258,3946,1669,859,540,415,12,0,0,5566,3355,1080,570,380,259,9,0,0,6306,3080,1412,922,341,217,4,49,281,8137,3545,2006,1598,650,559,47,6306,3080,1412,1070,428,396,24
04013000501,1,04013000501,1817,984,798,2103,1193,910,2119,1205,875,1657,948,674,1607,826,777,1655,774,861,1753,770,912,1777,945,694,2507,1918,293,272,14,10,0,272,10,0,0,0,3635,2584,528,404,96,29,0,0,0,2412,1818,292,289,3,15,0,289,0,0,0,0,0,3760,2780,514,430,12,29,0,411,0,0,0,13,41,3371,2446,622,147,103,81,11,0,0,2580,1932,414,113,74,70,5,0,0,2727,1960,401,96,88,43,1,22,116,3602,2520,575,188,190,111,15,2727,1960,401,130,138,83,8
04013000510,8,04013000510,1343,524,796,1543,620,923,1557,601,931,1230,529,668,1199,476,717,1228,431,778,1304,395,809,1319,491,746,2260,1661,354,31,202,12,0,16,198,6,1,0,2662,1866,515,33,220,22,1,0,0,2368,1707,447,38,161,8,0,16,142,8,0,1,0,2928,1930,739,54,207,108,1,16,145,10,0,12,77,2374,1874,291,66,128,25,5,0,0,1873,1519,204,46,88,15,3,0,0,1849,1375,251,39,88,8,1,13,74,2272,1625,352,82,157,50,4,1849,1375,251,61,111,45,4
04013000080,4,04013000080,3586,1091,2421,4108,1383,2725,4149,1367,2704,3311,1068,2185,3235,924,2306,3304,833,2413,3452,822,2445,3560,979,2211,4885,3975,555,64,225,100,0,25,225,60,0,0,7148,5377,1105,195,389,144,0,0,0,4895,4020,520,48,180,145,0,14,180,110,0,0,0,7446,5721,1103,144,330,256,0,77,257,138,0,0,150,6497,5396,685,116,187,153,18,0,0,4811,4100,448,66,129,83,12,0,0,5069,3958,679,65,129,56,7,39,136,6908,5232,1057,145,237,236,33,5069,3958,679,101,170,132,23
04013000629,8,04013000629,1105,397,696,1251,492,759,1257,486,764,1022,407,604,1008,353,653,1028,275,735,1064,341,654,1081,364,665,1496,1400,56,19,19,3,0,15,19,1,1,0,1745,1572,92,44,35,4,0,0,0,1435,1371,34,0,21,11,0,0,21,0,0,0,0,1697,1551,108,0,25,11,0,0,25,0,0,2,11,1519,1394,76,21,23,13,1,0,0,1432,1339,51,13,19,11,1,0,0,1706,1530,83,17,19,2,0,4,51,1915,1653,146,36,33,38,3,1706,1530,83,21,26,24,2
04013000700,1,04013000700,332,90,239,394,116,278,397,102,289,305,91,214,302,77,224,304,77,224,323,65,230,331,76,241,615,604,11,1,0,0,0,1,0,0,0,0,639,623,13,1,0,0,0,0,0,483,477,1,1,0,0,0,1,0,0,0,0,0,573,568,2,2,0,0,0,2,0,0,0,0,0,490,440,22,4,8,2,1,0,0,383,353,13,2,4,1,1,0,0,494,428,25,4,11,7,0,0,19,551,477,27,7,18,19,0,494,428,25,6,13,19,0
04007000024,2,04007000024,101,19,81,126,25,101,127,20,106,91,21,66,88,20,68,91,15,75,91,19,57,95,14,77,253,198,47,2,0,9,0,2,0,0,0,0,278,210,59,2,0,9,0,0,0,268,217,17,2,0,35,0,2,0,0,0,0,0,280,225,22,1,0,34,0,1,0,0,0,0,34,286,256,20,1,0,9,0,0,0,267,240,17,1,0,9,0,0,0,220,191,22,0,0,4,0,0,3,264,221,30,5,0,10,1,220,191,22,0,0,5,0
04013000636,8,04013000636,1152,444,696,1237,546,691,1231,527,698,1114,467,626,1064,393,671,1115,290,798,1129,374,680,1165,437,690,1807,1785,0,0,13,13,0,0,0,13,0,0,1807,1786,0,0,13,12,0,0,0,1719,1672,16,0,13,19,0,0,0,19,0,0,0,1720,1671,16,0,13,19,0,0,0,19,0,0,13,1715,1675,16,9,8,5,2,0,0,1715,1675,16,9,8,5,2,0,0,1754,1656,31,10,17,3,0,4,33,1757,1656,33,17,23,21,0,1754,1656,31,16,23,21,0
04013000328,1,04013000328,2719,1236,1445,3135,1514,1621,3160,1500,1631,2482,1216,1229,2406,1060,1344,2471,981,1460,2664,945,1576,2727,1180,1356,4014,3151,336,160,359,19,2,152,289,0,0,0,6132,4049,542,252,1191,26,3,0,0,3442,2809,311,95,215,14,2,87,215,0,2,0,0,5853,3730,551,101,1364,25,3,93,1289,0,3,64,124,5725,4704,434,126,429,63,17,0,0,4497,3770,292,85,313,44,7,0,0,4501,3226,306,59,716,22,0,14,158,5801,3949,459,145,1131,120,17,4501,3226,306,100,778,92,12
04013000145,8,04013000145,874,374,479,1056,512,544,1085,489,569,757,340,387,736,309,426,754,277,457,852,286,497,876,306,498,2529,1486,676,244,107,5,0,159,102,3,10,0,3069,1778,890,332,177,5,0,0,0,2352,1401,641,161,127,5,0,109,124,3,0,10,0,2761,1578,835,226,194,5,0,111,138,3,0,10,82,2368,1631,386,123,177,76,6,0,0,1861,1342,242,73,165,47,4,0,0,2080,1315,469,85,47,19,1,34,110,2551,1570,635,154,85,99,11,2080,1315,469,127,76,78,6
04013000239,1,04013000239,2308,870,1409,2689,1138,1551,2705,1121,1561,2139,835,1275,2075,736,1338,2133,630,1471,2072,634,1322,2135,754,1272,3767,3591,105,0,40,9,4,0,40,9,0,0,4127,3933,134,0,43,10,7,0,0,3498,3353,93,0,39,10,4,0,39,10,4,0,0,3957,3758,104,0,65,10,6,0,65,10,6,0,16,3548,3265,138,49,70,34,10,0,0,3197,2971,104,35,55,30,8,0,0,3935,3582,139,45,76,18,1,8,66,4178,3762,169,69,114,61,6,3935,3582,139,59,95,54,3
04005000088,2,04005000088,268,218,44,317,267,50,314,269,40,242,206,31,229,185,44,238,159,68,297,244,51,293,228,43,526,4,10,4,0,513,0,4,0,513,0,0,695,3,17,2,4,684,0,0,0,624,10,19,4,0,595,0,4,0,595,0,0,0,891,9,25,3,0,872,0,3,0,855,0,0,3,659,6,10,1,0,653,0,0,0,477,5,3,1,0,472,0,0,0,420,1,4,0,0,412,0,0,3,517,2,7,1,0,510,2,420,1,4,1,0,417,1
04013000226,5,04013000226,4124,1687,2343,5398,2377,3021,5501,2235,3156,3355,1525,1743,3270,1379,1885,3364,1183,2091,3916,1300,2278,4025,1469,2189,9345,7256,1484,273,213,110,0,238,185,46,10,0,12857,9071,2892,492,338,214,12,0,0,10125,7145,2020,329,185,405,40,290,160,140,40,15,0,13806,8841,3547,718,292,550,71,362,218,179,40,26,593,11119,8214,2030,416,338,236,37,0,0,8170,6391,1203,245,236,146,21,0,0,10033,6967,2068,287,236,107,20,13,335,12974,8487,3094,566,461,473,73,10033,6967,2068,363,332,353,35
04007000023,2,04007000023,164,36,124,199,54,145,201,48,152,140,34,103,140,27,113,141,19,119,152,36,101,160,31,113,272,173,89,1,0,12,0,1,0,1,0,0,323,177,131,2,0,13,0,0,0,298,207,47,1,0,41,0,1,0,1,0,0,0,332,211,76,2,0,40,0,1,0,1,0,0,40,354,324,10,2,2,16,0,0,0,321,301,10,2,2,6,0,0,0,288,254,17,0,0,3,0,1,13,303,266,18,2,1,13,1,288,254,17,1,0,12,1
04013000384,8,04013000384,3225,1241,1941,3767,1553,2214,3800,1507,2248,2910,1227,1644,2837,1076,1757,2900,961,1901,3162,948,2049,3251,1144,1921,4230,3405,500,114,184,30,0,100,184,0,0,0,5570,4331,713,236,292,31,0,0,0,4420,3730,405,155,110,59,0,110,110,10,0,0,0,5757,4725,535,282,186,57,0,240,132,12,0,0,113,5856,4868,529,101,295,74,26,0,0,4319,3652,363,71,197,44,14,0,0,4507,3588,450,54,197,31,11,18,158,5663,4381,664,162,351,135,25,4507,3588,450,98,262,114,18
04013000052,8,04013000052,2267,1053,1144,2976,1501,1475,3028,1442,1511,1781,888,823,1746,845,900,1783,728,989,2260,843,1223,2316,933,1154,4565,3525,635,225,100,89,0,225,80,69,0,0,6515,4492,1277,267,396,124,0,0,0,4665,3720,555,110,130,154,0,95,110,74,0,0,0,7040,4999,1335,244,348,231,0,96,330,96,0,0,184,6628,4851,914,320,402,160,55,0,0,4947,3762,585,195,305,111,32,0,0,5256,3521,845,244,314,58,21,28,225,6623,4214,1205,477,504,254,58,5256,3521,845,325,369,181,48
04013000353,8,04013000353,1145,421,709,1283,526,757,1280,515,760,1087,450,613,1059,368,689,1090,287,772,1080,384,617,1081,381,654,1565,1515,20,0,20,0,10,0,20,0,0,0,1611,1527,20,20,20,0,9,0,0,1485,1435,20,0,20,0,15,0,20,0,15,0,0,1483,1402,19,19,18,0,13,0,18,0,13,31,0,1613,1549,21,30,9,3,1,0,0,1609,1545,21,30,9,3,1,0,0,1748,1629,66,18,10,0,1,3,21,1761,1633,71,22,17,15,3,1748,1629,66,20,15,9,2
04013000115,1,04013000115,1045,415,621,1154,506,648,1157,530,618,978,392,583,959,332,627,969,290,669,1044,286,727,1036,421,570,1374,1234,70,10,60,0,0,10,60,0,0,0,1744,1463,153,9,119,0,0,0,0,1244,1184,60,0,4,0,0,0,4,0,0,0,0,1644,1488,135,0,22,0,0,0,22,0,0,0,0,1431,1261,67,23,79,7,3,0,0,1219,1096,46,15,57,6,3,0,0,1221,994,57,12,105,6,2,7,38,1428,1121,84,33,150,17,2,1221,994,57,16,112,13,2
04013000121,7,04013000121,2103,1412,640,2839,1967,872,2867,1918,903,1707,1174,464,1673,1169,501,1695,1048,590,1832,1021,712,1870,1203,520,4113,1204,2027,655,121,50,4,655,90,35,50,0,6851,1673,3727,1142,314,99,63,0,0,4696,879,2920,522,164,62,115,522,145,52,115,35,0,7704,1252,5061,923,338,192,171,851,233,91,116,26,74,5529,1450,3150,702,253,147,39,0,0,3465,1034,1880,379,162,83,23,0,0,5596,1238,3377,517,215,69,27,37,116,8496,1652,5336,1014,398,315,75,5596,1238,3377,611,269,210,41
04013000554,1,04013000554,2038,1243,758,2476,1582,894,2500,1567,901,1805,1176,599,1760,1059,698,1793,984,773,1873,909,873,1902,1073,686,2981,2444,370,96,46,45,0,65,46,35,0,0,3929,3085,637,117,57,54,0,0,0,2878,2246,415,100,64,62,0,89,54,49,0,0,0,3878,2866,608,156,197,71,0,129,146,51,0,11,69,3707,2696,566,203,130,182,21,0,0,3029,2311,394,147,88,124,12,0,0,3329,2304,586,151,77,50,5,26,130,3977,2639,777,257,149,154,16,3329,2304,586,190,123,115,11
04013000213,3,04013000213,1252,1032,188,1555,1333,222,1582,1306,259,1062,881,132,1018,861,157,1058,820,206,1199,870,268,1238,982,174,3498,1186,1751,463,45,45,0,431,37,32,29,0,8057,1341,5890,644,74,109,2,0,0,3277,1065,1525,476,135,91,0,442,126,81,0,0,0,7485,1224,4779,1122,143,152,0,949,128,110,0,183,112,8204,886,6528,659,76,336,16,0,0,5166,749,3862,443,57,206,11,0,0,5165,1132,3280,415,42,155,3,42,96,7344,1331,4956,758,109,488,26,5165,1132,3280,503,81,341,16
04007000009,2,04007000009,362,179,170,399,216,183,405,187,206,325,196,113,316,165,149,321,130,169,370,151,179,380,175,186,652,234,369,0,0,55,0,0,0,30,0,0,722,270,400,0,0,101,0,0,0,617,294,264,0,0,60,0,0,0,35,0,0,0,630,296,276,0,0,113,0,0,0,34,0,0,24,1096,449,580,10,15,62,11,0,0,819,373,399,3,14,36,5,0,0,761,351,353,1,1,32,0,1,22,931,399,446,8,10,89,0,761,351,353,8,4,57,0
04003000001,6,04003000001,1130,351,752,1403,467,936,1416,442,958,1017,333,652,1001,347,654,1023,260,721,1010,357,576,1030,304,630,1837,1354,444,19,0,12,0,5,0,2,0,0,2230,1547,608,72,2,18,0,0,0,1750,1405,307,33,0,6,0,15,0,2,0,0,0,2061,1592,353,95,2,14,0,14,0,2,0,0,102,2492,1947,442,37,23,73,5,0,0,2088,1704,316,22,8,54,2,0,0,2223,1651,363,28,8,16,12,19,126,2662,1899,482,80,42,104,20,2223,1651,363,55,29,80,13
04013000409,4,04013000409,819,446,335,966,600,366,985,583,362,708,396,276,689,377,311,706,346,338,826,335,422,847,380,364,1906,886,801,50,122,46,4,50,4,26,0,0,3299,1135,1922,80,135,89,6,0,0,2330,1293,839,60,98,37,0,60,8,26,0,0,0,3498,1599,1676,88,111,61,0,70,8,35,0,0,110,3224,1077,1884,130,45,108,53,0,0,2101,844,1107,73,28,62,25,0,0,2272,778,1299,47,26,19,23,11,69,3294,982,2036,138,78,175,61,2272,778,1299,85,50,123,33
04001000190,2,04001000190,327,258,61,400,327,73,394,312,76,305,243,53,305,243,60,307,245,49,339,243,88,335,228,61,604,3,3,0,3,590,0,0,3,590,0,0,854,6,18,0,3,841,0,0,0,692,9,3,0,3,676,0,0,3,676,0,0,0,981,10,25,0,3,963,0,0,3,943,0,0,0,962,19,9,2,0,942,2,0,0,657,18,5,2,0,638,1,0,0,547,17,3,0,0,527,0,0,0,722,20,4,1,0,699,4,547,17,3,0,0,527,0
04013000472,9,04013000472,1776,789,953,2114,1015,1099,2133,996,1107,1578,750,798,1548,665,880,1578,623,933,1700,622,978,1730,700,912,2271,1275,757,153,80,1,0,98,80,1,0,0,3581,1476,1382,268,430,21,0,0,0,3010,1520,1170,295,15,15,0,175,15,15,0,0,0,3945,1678,1571,531,107,29,0,171,107,16,0,55,347,3942,2690,747,230,277,42,11,0,0,3018,2165,515,151,180,22,5,0,0,3192,1833,782,214,177,27,22,10,127,4079,2166,1142,396,317,119,45,3192,1833,782,273,230,94,35
04013000600,1,04013000600,3783,1601,2139,4337,1980,2357,4380,2027,2323,3488,1526,1911,3397,1375,2016,3476,1195,2243,3651,1165,2381,3698,1507,1994,5315,4298,459,75,475,2,0,74,424,1,0,0,6613,5131,554,121,916,77,0,0,0,5322,4269,388,180,417,0,0,180,355,0,0,70,0,6518,4989,521,268,914,70,69,224,610,3,0,0,174,5996,5201,325,87,353,27,15,0,0,4699,4156,220,70,228,21,9,0,0,5293,4225,339,65,467,8,1,16,172,6343,4873,452,133,783,103,19,5293,4225,339,107,553,74,13
04013000283,1,04013000283,2693,1683,958,3089,2035,1054,3107,2041,1022,2524,1655,817,2440,1487,946,2504,1384,1061,2491,1243,1146,2556,1505,878,4655,3412,480,260,303,195,0,205,303,170,4,0,5933,3995,899,362,370,341,0,0,0,4435,3135,705,200,215,175,0,160,215,150,0,4,0,5306,3652,808,372,275,278,0,269,266,206,0,9,96,4248,3065,709,211,142,178,10,0,0,3417,2577,490,153,104,120,8,0,0,4006,2872,540,205,122,81,3,25,158,4851,3296,782,365,223,237,20,4006,2872,540,270,179,157,12
04013000703,8,04013000703,2094,812,1227,2488,1016,1472,2515,969,1503,1849,787,999,1797,737,1057,1843,645,1145,2029,610,1250,2075,723,1186,3984,2541,1016,30,50,20,0,24,50,20,335,0,5100,3032,1360,126,546,36,335,0,0,4403,3160,977,11,60,20,0,8,60,20,0,175,0,5300,3607,1303,91,258,42,176,34,70,42,0,0,244,4156,3149,684,117,177,56,15,0,0,3173,2472,465,85,133,33,13,0,0,3412,2377,611,99,155,28,2,13,127,4469,2986,887,215,317,146,21,3412,2377,611,143,212,109,13
04013000264,1,04013000264,3367,1206,2125,3796,1438,2358,3819,1446,2335,3154,1221,1900,3088,1088,2000,3136,938,2165,3175,971,2063,3251,1094,2011,4661,4340,106,64,143,14,0,29,143,2,0,0,5375,4891,154,82,208,15,0,0,0,4709,4353,80,173,89,14,0,146,89,2,0,0,0,5834,5088,123,404,184,14,0,367,141,2,0,0,116,5019,4677,171,42,97,30,7,0,0,4236,3998,119,35,66,19,4,0,0,4561,4126,184,27,92,5,2,12,113,5023,4474,240,59,143,75,18,4561,4126,184,50,116,58,10
04027000P30,7,04027000P30,1585,1348,214,1980,1589,391,2002,1498,482,1247,1082,113,1229,1139,88,1254,1127,103,1716,1246,423,1846,1651,125,3711,0,3676,0,0,35,0,0,0,0,0,0,7842,0,7805,16,0,51,0,0,0,3743,0,3710,0,0,31,0,0,0,1,0,0,0,7623,0,7581,12,0,55,0,0,0,9,0,0,31,6497,44,6445,21,18,43,3,0,0,4040,31,4002,12,7,30,1,0,0,4601,21,4554,8,5,1,2,2,8,6389,67,6291,26,19,102,8,4601,21,4554,23,16,75,7
