GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
04017000036,2,04017000036,1455,322,1109,1805,456,1349,1830,417,1392,1266,314,920,1247,293,951,1276,231,1022,1333,291,918,1388,267,1032,2024,1594,328,0,58,38,0,0,58,38,0,0,2814,1959,757,0,61,41,0,0,0,2287,1875,295,0,71,48,0,0,71,48,0,0,0,2991,2234,641,0,70,46,0,0,70,46,0,0,0,2915,2367,366,19,37,151,10,0,0,2256,1893,234,15,29,97,9,0,0,2565,2026,299,17,38,71,0,14,100,3202,2415,468,48,62,212,7,2565,2026,299,35,47,143,3
04017000038,2,04017000038,635,140,484,788,197,591,799,180,610,563,140,406,548,127,420,560,103,447,587,128,406,606,114,454,953,781,125,9,7,34,0,6,7,34,0,0,1257,977,213,20,7,33,0,0,0,1026,894,87,7,4,23,0,7,4,23,0,0,0,1327,1146,141,9,5,25,0,9,4,25,0,0,1,1278,981,209,14,18,76,0,0,0,965,770,128,6,11,56,0,0,0,1158,897,142,7,14,57,0,3,38,1443,1064,200,31,26,139,4,1158,897,142,20,17,90,3
04017000012,2,04017000012,249,58,188,309,77,232,311,68,240,219,59,154,215,55,160,216,43,170,239,52,161,248,47,185,1676,1414,192,3,33,21,0,3,33,21,10,0,2069,1692,290,23,46,21,12,0,0,1703,1361,184,3,30,109,0,3,30,109,0,26,0,2224,1689,260,60,44,203,15,3,30,174,0,0,71,2193,1625,435,19,30,106,4,0,0,1627,1299,258,5,19,52,3,0,0,1614,1221,275,9,20,40,0,4,45,1992,1431,385,20,28,129,3,1614,1221,275,17,24,78,3
04017000058,2,04017000058,672,453,191,869,640,229,883,628,229,562,382,145,536,363,168,553,310,211,627,402,178,644,397,165,1133,451,360,24,0,298,0,24,0,279,6,0,1757,597,642,111,21,498,0,0,0,1165,466,295,21,0,378,0,20,0,359,0,6,0,1697,606,513,65,18,568,0,32,10,486,0,0,55,2213,853,452,76,30,912,17,0,0,1406,637,245,39,22,496,13,0,0,1514,548,282,18,17,607,2,0,40,2137,671,446,40,22,1031,4,1514,548,282,27,20,669,4
04017000040,2,04017000040,2287,477,1765,2746,634,2112,2777,587,2173,2129,513,1556,2080,436,1638,2126,333,1744,2066,447,1370,2161,415,1615,3092,2918,119,4,10,33,0,4,10,10,10,0,3454,3149,123,23,18,147,0,0,0,3090,2867,142,20,8,29,0,20,4,6,0,27,0,3371,3032,138,25,53,127,35,20,4,57,0,0,122,3968,3425,388,29,32,114,17,0,0,3269,2903,269,22,26,70,10,0,0,3580,3112,305,4,20,52,5,8,74,4197,3576,402,33,42,151,19,3580,3112,305,15,35,107,11
04017000033,2,04017000033,513,348,146,671,492,179,680,485,178,429,294,112,412,281,128,420,238,160,479,305,139,485,304,126,1711,55,18,8,6,1626,0,8,6,1626,0,0,2445,53,16,7,71,2305,0,0,0,1779,44,31,8,0,1696,0,8,0,1696,0,0,0,2618,44,46,7,60,2499,0,7,60,2462,0,0,0,1702,63,17,13,13,1600,16,0,0,1172,55,9,5,9,1098,2,0,0,1071,25,5,0,4,1033,0,1,3,1461,25,10,1,6,1426,0,1071,25,5,1,6,1036,0
04013000309,3,04013000309,2131,1613,468,2648,2075,573,2667,2019,620,1811,1400,335,1798,1393,398,1815,1289,466,2067,1307,649,2112,1514,450,5837,1493,3852,127,116,229,0,127,116,210,15,0,11910,1713,9292,403,299,521,0,0,0,5872,1478,3865,157,162,189,0,157,162,170,0,10,0,11106,1628,8605,275,335,420,0,266,228,249,0,99,31,9348,1504,7145,526,160,202,28,0,0,6047,1288,4275,339,110,135,16,0,0,7111,979,5584,278,54,74,6,30,106,10484,1159,8524,584,152,544,26,7111,979,5584,380,98,327,23
04013000678,3,04013000678,1052,816,209,1303,1047,256,1320,1008,292,872,714,129,851,678,171,876,650,201,1078,689,319,1104,804,206,3060,753,2030,240,9,47,0,236,0,30,0,0,7324,887,5988,464,50,121,0,0,0,3036,924,1719,285,5,99,0,281,0,85,0,0,0,6964,1067,5414,337,38,171,0,218,0,124,0,103,38,6234,826,4957,351,95,141,18,0,0,3865,680,2893,199,55,80,10,0,0,4393,499,3586,161,28,49,12,11,47,6630,601,5612,283,85,229,26,4393,499,3586,195,53,168,15
04013000730,9,04013000730,6139,2711,3325,7575,3643,3932,7657,3573,3999,5459,2500,2850,5285,2251,3024,5452,2023,3340,5344,1834,3276,5456,2223,2809,9515,6480,1497,465,652,412,0,465,609,401,15,0,13691,8711,2602,866,997,732,36,0,0,8602,5691,1505,533,494,364,0,433,469,303,0,16,0,12327,7588,2403,902,893,615,37,734,708,429,0,117,347,9245,6025,1654,599,948,100,44,0,0,6598,4659,968,350,588,66,26,0,0,10293,6408,2095,617,674,58,8,40,393,13860,8086,3191,1149,1269,298,100,10293,6408,2095,782,821,228,43
04013000146,9,04013000146,598,289,294,732,382,350,743,351,382,521,273,229,513,251,257,515,211,286,576,228,301,596,265,276,1562,993,539,20,4,0,0,20,4,0,4,0,2425,1393,1002,41,6,2,0,0,0,1701,1043,553,55,30,4,0,55,15,0,0,25,0,2341,1272,960,107,51,2,0,57,14,0,0,0,38,1700,1037,468,131,49,21,9,0,0,1176,764,279,87,37,13,5,0,0,1268,663,427,69,46,15,0,5,43,1710,801,682,118,89,63,6,1268,663,427,81,67,38,3
04013000584,1,04013000584,2625,1231,1353,3060,1540,1520,3086,1528,1518,2356,1181,1148,2285,1042,1239,2348,931,1385,2549,935,1524,2589,1167,1270,4043,3446,271,165,153,11,0,165,129,11,0,0,5454,4176,493,219,542,55,0,0,0,3767,3132,316,114,197,10,0,114,133,10,0,0,0,5228,4020,524,137,525,80,0,130,448,20,0,0,81,4950,4110,291,128,365,84,4,0,0,4065,3437,222,96,266,61,3,0,0,4515,3556,284,86,433,4,1,15,136,5334,4113,369,133,616,62,19,4515,3556,284,115,485,41,14
04013000167,1,04013000167,5423,2265,3091,6617,2956,3661,6645,2999,3598,4829,2099,2673,4664,1901,2758,4816,1647,3116,4924,1451,3322,5009,1969,2761,7243,6146,370,95,455,175,0,95,455,175,0,0,10165,8389,532,243,858,173,0,0,0,7511,6391,509,115,375,110,0,115,371,110,0,4,0,10430,8610,638,219,854,111,4,211,816,111,0,22,19,8020,6811,467,124,610,40,7,0,0,5870,5075,307,79,390,35,7,0,0,7996,6624,496,88,556,8,1,22,201,10504,8403,762,212,1007,90,15,7996,6624,496,141,654,55,8
04013000660,1,04013000660,1498,719,755,1686,909,777,1702,885,798,1376,683,673,1336,622,713,1366,526,820,1535,538,941,1545,689,750,2245,1985,44,55,165,4,0,40,65,4,0,0,2899,2500,103,106,221,2,0,0,0,2310,2045,75,49,140,4,0,34,65,4,0,0,0,2866,2470,138,96,189,2,0,38,95,2,0,0,123,2500,2170,116,43,159,16,3,0,0,1972,1744,78,29,111,13,3,0,0,2144,1814,111,24,151,1,1,5,37,2697,2218,177,48,233,27,6,2144,1814,111,33,167,18,4
04013000370,8,04013000370,2106,830,1229,2485,1040,1445,2521,1018,1462,1887,820,1017,1819,750,1063,1876,651,1177,2039,631,1272,2096,714,1214,3375,2710,320,145,90,120,10,90,80,70,0,0,4483,3381,590,213,178,248,66,0,0,3415,2660,215,180,295,75,15,120,80,25,15,0,0,4339,3220,418,266,388,172,73,153,98,67,13,0,370,4347,3608,450,102,116,68,24,0,0,3353,2869,296,60,78,47,7,0,0,3403,2637,418,78,77,26,2,16,149,4415,3300,632,178,173,167,21,3403,2637,418,124,118,109,12
04013000041,1,04013000041,1645,896,721,1891,1098,793,1897,1089,779,1519,863,635,1489,787,700,1508,717,764,1572,704,816,1598,820,672,2360,2115,160,4,60,10,10,0,60,10,0,0,2717,2391,197,7,61,21,24,0,0,2155,1885,105,4,124,30,4,0,85,30,4,0,0,2510,2149,135,27,137,40,22,0,99,30,7,0,90,2635,2230,236,55,77,34,8,0,0,2317,2005,179,46,55,28,7,0,0,2532,2019,267,53,68,12,0,10,103,2827,2193,314,98,164,63,3,2532,2019,267,77,129,46,3
04027000P29,7,04027000P29,1745,1498,216,2259,1859,400,2294,1784,470,1315,1146,122,1294,1190,103,1319,1176,105,1832,1307,481,1987,1834,94,3960,10,3945,0,0,0,0,0,0,0,0,0,11038,12,11026,1,0,29,0,0,0,4273,10,4256,0,0,9,0,0,0,9,0,0,0,10575,10,10548,1,0,54,0,0,0,19,0,0,0,9585,114,9422,53,50,44,12,0,0,6107,90,5996,22,32,29,12,0,0,6502,42,6443,0,0,5,0,5,7,9459,74,9337,15,20,94,5,6502,42,6443,5,13,67,5
04027000P10,9,04027000P10,2847,1013,1788,4087,1605,2482,4133,1543,2516,2205,731,1415,2156,777,1378,2210,682,1490,2253,646,1460,2378,781,1439,5610,3172,2082,85,227,6,0,71,197,0,45,0,8899,4229,4005,255,662,163,210,0,0,5946,3381,2148,86,270,1,0,78,230,0,0,55,0,9583,4404,4310,295,954,378,212,93,359,0,0,0,422,5894,2847,2697,174,143,110,27,0,0,4078,2254,1570,105,94,65,13,0,0,7840,3943,3363,121,145,52,14,26,176,10770,4707,5322,323,352,329,75,7840,3943,3363,186,241,229,45
04027000P24,9,04027000P24,3939,1013,2878,5031,1486,3545,5085,1396,3633,3431,888,2437,3339,853,2484,3444,689,2709,3331,883,2158,3534,855,2517,9941,8420,1204,131,60,114,15,96,60,55,0,0,11750,9316,2075,124,78,155,16,0,0,9624,8155,1177,112,92,77,15,112,92,33,15,0,0,11506,8774,2357,152,106,103,17,114,96,36,17,63,49,10503,8832,1358,84,86,181,13,0,0,9583,8396,913,64,74,151,13,0,0,9660,7873,1331,36,63,65,7,14,271,10503,8187,1791,107,130,322,24,9660,7873,1331,66,107,256,15
04027000P38,7,04027000P38,1221,626,561,1538,829,709,1560,797,731,1027,517,470,1007,545,460,1025,493,500,1216,499,632,1282,607,571,2788,940,1640,148,41,14,0,148,41,3,4,0,4749,1007,3457,229,123,20,4,0,0,2756,934,1699,48,44,53,0,33,44,3,0,4,0,4643,988,3439,124,127,61,4,31,124,2,0,0,57,4441,1430,2783,125,74,140,14,0,0,3240,1186,1880,64,54,87,8,0,0,3205,1055,1933,64,38,41,1,5,68,4224,1205,2727,159,90,201,18,3205,1055,1933,97,74,145,11
04005000093,2,04005000093,617,498,104,795,654,141,802,654,136,532,454,65,522,439,82,526,382,128,583,463,93,571,436,75,1266,40,8,0,0,1214,4,0,0,1214,0,0,1777,39,15,0,5,1723,5,0,0,1386,72,11,0,0,1304,4,0,0,1304,4,0,0,1867,109,16,0,4,1747,4,0,4,1736,4,0,0,1874,94,92,10,24,1711,0,0,0,1259,86,44,7,16,1121,0,0,0,1211,54,29,7,70,1034,2,1,14,1647,59,40,14,98,1462,5,1211,54,29,12,70,1059,2
04012000055,9,04012000055,349,62,284,411,86,325,414,73,340,325,65,246,317,56,260,326,41,281,339,78,214,348,53,280,898,773,90,5,4,25,0,0,4,8,7,0,1033,863,129,14,13,26,5,0,0,1025,922,75,5,4,21,0,0,4,5,0,4,0,1111,957,124,16,11,20,7,0,4,5,0,0,21,1092,998,39,7,11,35,0,0,0,1004,937,28,3,9,27,0,0,0,692,595,46,0,8,3,4,1,35,772,644,67,3,13,37,9,692,595,46,2,10,26,9
04007000011,2,04007000011,280,242,36,316,274,42,312,264,47,239,212,21,241,212,29,242,184,54,331,292,33,339,307,24,1118,0,22,4,0,1093,0,0,0,1089,0,0,2086,0,34,5,0,2086,0,0,0,1126,18,22,4,0,1084,0,0,0,1080,0,0,0,2161,18,37,5,0,2142,0,0,0,2072,0,0,33,1549,9,30,1,0,1532,0,0,0,984,9,18,0,0,968,0,0,0,1125,10,11,0,33,1065,2,3,1,1733,15,23,11,38,1665,5,1125,10,11,0,33,1070,2
04007000014,2,04007000014,328,190,130,331,192,139,330,168,156,313,208,84,306,195,109,312,158,136,370,180,162,376,204,141,910,379,492,9,3,21,0,9,3,13,0,0,1327,516,753,21,9,51,41,0,0,780,253,490,9,3,22,0,9,3,14,0,0,0,1159,303,793,16,12,60,67,8,5,17,0,0,32,1133,484,609,10,3,46,0,0,0,843,395,419,6,3,27,0,0,0,715,300,346,13,2,24,1,7,22,977,391,486,28,10,71,8,715,300,346,20,4,47,5
04013000720,3,04013000720,2869,2299,502,3710,3050,660,3743,3009,666,2501,2057,352,2413,1980,426,2449,1875,513,2348,1618,608,2414,1820,376,6507,3760,1730,560,295,110,0,496,268,86,44,0,8641,3910,3395,677,474,325,27,0,0,7408,4194,2008,660,320,174,0,576,292,109,0,53,0,9636,4425,3657,780,529,409,34,673,400,201,0,31,248,7021,2527,3486,666,195,362,33,0,0,5678,2425,2379,556,171,285,24,0,0,8163,4181,2452,641,320,180,9,35,345,9126,4330,3074,911,550,547,42,8163,4181,2452,802,494,409,27
04013000426,4,04013000426,2570,1334,1152,3073,1713,1360,3128,1650,1397,2267,1273,906,2202,1164,1036,2264,1064,1118,2475,1022,1265,2521,1162,1096,3835,2765,655,130,90,175,0,110,70,165,20,0,5292,3410,1126,260,412,199,21,0,0,3950,2970,550,145,95,180,0,125,75,170,0,20,0,5658,3710,1165,229,421,203,19,122,334,193,0,0,134,5314,3753,1010,249,211,182,20,0,0,4095,3024,672,150,160,132,13,0,0,4282,2826,926,125,174,52,10,14,155,5417,3355,1338,255,334,189,32,4282,2826,926,180,236,131,22
04013000354,4,04013000354,3271,1789,1425,3845,2248,1597,3873,2241,1591,2960,1693,1218,2874,1516,1355,2954,1416,1496,3114,1317,1656,3161,1634,1267,4443,3182,530,415,257,64,0,338,247,30,0,0,6260,4190,870,579,557,64,0,0,0,4573,3574,366,328,226,60,25,286,209,25,25,0,0,6246,4712,534,494,427,58,30,316,367,24,23,0,268,6014,4358,707,335,551,104,49,0,0,4380,3313,436,205,364,72,27,0,0,4583,3081,656,226,398,59,8,22,133,6030,3863,986,439,621,203,35,4583,3081,656,295,444,146,20
04013000024,4,04013000024,3734,1365,2292,4396,1790,2606,4437,1704,2678,3403,1350,1961,3309,1196,2108,3405,993,2330,3440,1077,2140,3511,1194,2067,6270,5564,378,203,95,25,0,98,95,10,0,0,7594,6441,785,219,110,22,17,0,0,6060,5440,323,190,80,20,0,90,80,10,0,0,0,7276,6299,652,205,80,23,18,92,80,11,0,10,133,7140,6275,499,161,112,110,25,0,0,6157,5560,328,98,98,72,17,0,0,6707,5670,553,113,95,57,7,14,198,7629,6246,758,238,173,218,26,6707,5670,553,174,137,167,24
04013000634,4,04013000634,52,24,26,67,41,26,69,40,28,35,14,19,34,14,20,35,14,19,71,21,44,72,22,44,210,168,38,2,2,0,0,2,0,0,0,0,260,212,44,2,2,0,0,0,0,187,143,34,7,4,0,0,7,2,0,0,0,0,242,179,53,23,4,0,0,7,2,0,0,0,2,158,120,29,5,3,3,1,0,0,114,92,16,3,2,2,1,0,0,118,70,23,12,7,0,0,6,0,145,80,30,15,9,2,0,118,70,23,12,7,1,0
04013000399,1,04013000399,2209,1220,942,2519,1466,1053,2556,1420,1087,2017,1206,767,1960,1097,861,2007,979,993,2224,970,1124,2273,1158,928,3814,3044,530,100,125,0,0,100,110,0,15,0,5009,3555,1150,268,164,83,15,0,0,3539,2834,437,143,110,0,0,85,95,0,0,15,0,4338,3348,675,316,137,236,15,104,96,0,0,0,115,4368,3423,575,125,149,129,11,0,0,3678,3013,411,71,114,87,9,0,0,3663,2858,444,53,107,35,5,17,144,4298,3237,606,136,198,118,18,3663,2858,444,94,150,93,14
04003000044,6,04003000044,1185,300,855,1350,386,964,1365,346,993,1109,284,787,1094,317,774,1111,211,862,1176,334,740,1212,278,828,1588,1333,248,1,2,2,0,1,1,0,0,0,1874,1503,359,2,6,81,0,0,0,1581,1340,235,1,2,6,0,1,2,0,0,0,0,1816,1474,324,1,5,12,0,1,2,1,0,0,21,2055,1637,361,12,16,58,4,0,0,1788,1478,263,4,13,52,1,0,0,1791,1436,227,3,4,14,0,6,101,2015,1556,314,22,23,104,7,1791,1436,227,9,19,98,5
04013000430,8,04013000430,1497,580,890,1839,781,1058,1861,749,1090,1268,539,695,1242,480,759,1268,405,830,1483,449,929,1529,519,886,3068,2412,467,74,109,11,0,74,109,11,0,0,4056,2765,939,120,145,38,64,0,0,3175,2574,370,110,110,10,0,110,110,10,0,0,0,4165,2984,719,200,177,16,69,123,177,16,0,0,146,3622,2910,482,109,87,49,15,0,0,2736,2292,281,63,68,33,12,0,0,3154,2167,594,85,142,29,9,13,115,4022,2594,879,179,256,133,26,3154,2167,594,114,174,95,16
04013000183,8,04013000183,4705,1770,2861,5696,2266,3430,5758,2263,3432,4172,1701,2405,4032,1540,2492,4139,1345,2718,4383,1258,2889,4499,1515,2690,6245,5170,517,81,395,66,0,71,383,46,25,0,9018,6959,914,150,845,145,24,0,0,6373,4928,635,339,381,65,0,335,381,38,0,25,0,9328,6733,1384,375,670,157,31,351,670,39,0,0,150,8897,6994,873,198,790,90,20,0,0,6125,4958,520,106,500,53,12,0,0,7237,5356,703,144,731,31,7,28,237,9949,7071,1077,344,1270,212,59,7237,5356,703,216,818,144,22
04013000077,8,04013000077,2592,964,1600,2837,1209,1628,2846,1180,1648,2525,1036,1439,2483,889,1593,2527,640,1832,2379,803,1429,2406,842,1476,3520,3290,155,25,39,12,0,25,26,12,0,0,3651,3385,179,72,69,13,0,0,0,3619,3356,90,70,89,12,0,70,27,12,0,0,0,3673,3382,102,73,109,13,0,73,29,11,0,0,74,3464,3306,78,40,27,13,0,0,0,3451,3295,76,39,27,13,0,0,0,3869,3560,123,49,45,7,2,2,81,3911,3571,138,72,63,48,7,3869,3560,123,62,60,41,5
04027000P31,7,04027000P31,2303,1892,373,3269,2558,711,3322,2421,865,1639,1371,194,1629,1470,158,1649,1422,184,2173,1512,604,2351,2104,175,6628,913,5437,188,0,58,20,184,0,55,19,0,14565,917,13372,202,19,145,38,0,0,7177,924,5763,413,4,71,7,411,4,47,7,4,0,15710,977,14240,416,6,136,11,410,5,47,9,0,28,11909,290,11398,151,42,181,13,0,0,7598,255,7151,129,30,120,10,0,0,14463,1712,11270,870,13,200,6,7,385,19443,1786,16154,976,32,370,6,14463,1712,11270,959,18,325,6
04027000P06,7,04027000P06,1263,864,374,1652,1134,518,1662,1060,580,1014,679,288,997,715,281,1021,696,301,1213,643,519,1289,902,298,3248,246,2903,0,2,100,0,0,2,90,0,0,7378,347,6905,256,3,123,0,0,0,3462,330,3117,0,0,9,0,0,0,9,0,0,0,7125,386,6728,212,0,10,0,0,0,7,0,0,3,6423,559,5545,199,49,204,16,0,0,4374,513,3589,173,36,153,14,0,0,3963,239,3671,13,15,12,0,1,12,5961,306,5588,47,44,107,6,3963,239,3671,26,32,71,6
04027000P27,7,04027000P27,576,278,288,755,407,348,759,394,355,474,211,249,472,226,246,479,194,275,553,216,307,591,276,285,1490,765,530,129,0,55,4,70,0,55,0,0,2270,900,1122,150,0,131,12,0,0,1660,770,740,89,0,53,0,45,0,49,0,0,0,2484,870,1423,116,0,140,0,47,0,69,0,0,75,2135,679,1308,35,11,145,5,0,0,1564,613,855,22,9,96,2,0,0,1624,589,935,3,11,65,1,2,18,2142,646,1363,41,25,162,5,1624,589,935,22,16,106,2
04027000P32,7,04027000P32,704,451,236,907,586,321,923,567,347,580,356,195,567,370,197,578,352,209,684,361,287,732,468,211,1765,290,1211,1,88,175,0,1,88,174,0,0,3054,334,2351,2,118,274,0,0,0,1650,240,1133,4,10,271,0,4,10,270,0,0,0,3676,255,3051,4,17,392,0,4,11,352,0,3,0,3429,558,2635,18,22,233,8,0,0,2405,482,1773,9,18,152,5,0,0,2422,288,1990,9,0,90,7,5,33,3223,328,2691,30,17,237,14,2422,288,1990,22,11,167,13
04027000P25,9,04027000P25,2227,592,1607,2768,814,1954,2788,780,1975,1925,502,1397,1883,519,1363,1931,460,1461,2027,469,1402,2130,519,1502,3894,2935,791,35,78,33,10,27,75,10,0,0,4845,3458,1211,54,118,99,10,0,0,3687,2820,728,108,0,35,10,103,0,15,10,0,0,4674,3325,1175,134,0,81,10,115,0,13,10,0,37,4916,3664,1004,117,103,70,17,0,0,3895,3125,618,58,69,43,12,0,0,4576,3508,818,56,56,24,3,10,101,5303,3843,1151,101,103,102,6,4576,3508,818,69,78,86,6
04027000P22,9,04027000P22,1766,599,1136,2404,925,1479,2423,864,1512,1437,476,914,1411,487,922,1447,430,990,1572,474,928,1650,517,1020,4515,2644,1419,296,128,15,0,280,83,11,20,0,6694,3481,2417,579,253,15,19,0,0,4463,2824,1347,125,108,25,0,113,78,22,0,30,0,6391,3606,2338,270,213,104,36,129,84,21,0,0,210,5284,2951,2001,150,160,89,32,0,0,3916,2487,1204,85,98,54,20,0,0,4538,2497,1712,72,76,22,3,21,135,5773,2847,2513,177,132,188,32,4538,2497,1712,121,103,148,18
04027000P11,9,04027000P11,1529,553,941,1987,782,1205,2011,728,1234,1226,441,753,1198,474,724,1231,437,767,1510,415,969,1589,467,963,2960,1548,1140,92,118,33,20,82,103,25,11,0,4574,2209,1923,235,155,89,44,0,0,3226,1765,1142,174,105,9,20,154,85,0,20,12,0,4639,2403,1778,309,137,68,53,191,101,0,21,0,145,4834,2333,2206,151,130,94,49,0,0,3342,1845,1289,90,84,65,34,0,0,3331,1397,1596,74,90,30,5,15,124,4622,1794,2379,169,197,163,20,3331,1397,1596,117,156,112,17
04003000008,6,04003000008,1255,340,885,1409,431,978,1424,404,1006,1169,326,803,1143,352,791,1166,252,881,1216,351,733,1258,292,883,1917,1636,279,0,0,1,0,0,0,0,0,0,2494,1814,669,8,6,170,0,0,0,2010,1697,313,0,0,1,0,0,0,0,0,0,0,2385,1879,499,9,10,17,0,0,0,0,0,0,11,2458,2159,228,16,15,46,6,0,0,2151,1917,172,10,13,42,4,0,0,1963,1645,219,10,8,12,0,10,59,2225,1808,298,23,27,72,5,1963,1645,219,17,15,67,3
04003000035,6,04003000035,1393,357,1005,1650,461,1189,1659,443,1179,1250,325,889,1229,339,887,1241,261,951,1396,362,896,1416,328,956,2456,1793,501,95,21,39,1,73,15,38,0,0,3346,2330,751,233,30,40,3,0,0,2681,1803,743,80,18,23,0,48,15,23,0,3,0,3516,2330,964,214,25,21,3,50,16,21,0,0,132,2794,2030,593,68,67,74,27,0,0,2159,1659,367,40,44,58,14,0,0,2300,1678,393,26,25,8,4,7,159,2837,1960,581,85,67,133,24,2300,1678,393,55,57,106,12
04013000553,4,04013000553,2846,1682,1102,3268,2023,1245,3276,1994,1230,2600,1634,908,2539,1504,1033,2589,1412,1136,2829,1348,1335,2861,1535,1067,4153,3403,523,70,99,14,0,60,99,0,50,0,5374,4052,873,158,323,25,18,0,0,4719,3514,713,255,141,0,0,251,135,0,0,90,0,5988,4226,1122,381,342,15,15,262,246,1,0,32,103,5328,3829,803,310,288,138,53,0,0,4377,3278,580,204,228,96,38,0,0,4343,2961,751,152,204,51,18,26,180,5363,3501,1052,294,330,210,31,4343,2961,751,197,263,135,29
04013000229,3,04013000229,2573,1806,710,3300,2373,927,3323,2341,918,2273,1657,561,2217,1566,649,2259,1429,767,2016,1296,627,2061,1465,465,4078,1815,1065,1061,93,36,0,978,93,20,20,0,5763,2167,2078,1431,261,328,20,0,0,4202,1601,1463,891,186,39,0,871,186,39,0,20,0,6594,1757,3393,1112,647,522,20,1002,328,41,0,0,76,4541,1615,1661,1005,238,136,10,0,0,3400,1350,1091,750,183,93,6,0,0,4645,1861,1482,725,363,45,12,14,143,5921,2142,2081,1050,588,245,32,4645,1861,1482,809,424,172,18
04013000490,9,04013000490,6648,2485,4096,7597,3165,4432,7596,3168,4391,6257,2524,3667,6112,2208,3899,6232,1712,4447,5900,1847,3830,5980,2103,3663,7595,6770,330,310,150,0,0,240,150,0,30,0,8277,7317,382,366,241,26,46,0,0,8025,7190,410,225,175,8,0,185,175,0,0,15,0,8773,7728,544,280,235,27,47,187,188,0,0,0,126,5939,5491,141,158,123,18,14,0,0,5877,5451,130,155,114,18,13,0,0,9960,8471,653,308,285,24,10,24,185,10676,8704,945,456,474,153,31,9960,8471,653,378,340,123,19
04013000363,3,04013000363,3746,2666,997,4986,3657,1329,5042,3632,1339,3044,2226,707,2980,2152,824,3050,1966,979,3417,2093,1139,3460,2388,822,7766,2311,2688,2210,431,85,20,2155,431,65,20,0,12561,3716,4621,3435,868,163,98,0,0,7407,2403,2538,1934,430,73,15,1845,430,59,15,20,0,12858,4316,4744,3263,914,119,40,2757,578,55,21,39,348,9724,3061,3960,1893,839,266,64,0,0,6445,2397,2336,1090,579,160,38,0,0,9006,2060,4029,1883,485,163,28,66,292,13486,2712,6430,3415,848,573,100,9006,2060,4029,2130,578,392,61
04013000171,1,04013000171,2762,1202,1534,3196,1470,1726,3198,1487,1688,2567,1202,1339,2492,1041,1448,2549,927,1599,2571,863,1654,2594,1081,1399,3582,3380,102,31,43,0,0,31,24,0,20,0,4192,3892,122,113,67,19,0,0,0,3662,3001,562,26,42,0,0,26,13,0,0,20,0,4369,3565,613,114,76,19,0,31,39,0,0,0,120,3868,3611,130,29,79,19,3,0,0,3367,3170,101,20,58,15,2,0,0,3690,3339,157,29,87,0,1,15,62,4220,3738,217,70,164,26,3,3690,3339,157,46,122,20,2
