GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
19047047024,4,19047047024,479,133,340,527,135,387,525,151,352,405,122,272,324,239,0,510,118,367,521,130,369,864,844,10,4,4,4,4,4,0,0,0,0,1093,1040,34,11,4,2,3,0,0,765,720,35,4,4,4,4,4,0,0,4,0,0,1006,922,69,9,2,2,3,5,0,0,1,0,8,995,963,26,1,5,0,0,0,0,782,763,16,0,3,0,0,0,0,786,745,27,1,3,0,1,0,9,1000,903,67,6,4,14,1,786,745,27,1,3,3,1
19017017005,2,19017017005,158,51,107,174,54,120,172,56,116,144,49,91,128,95,0,171,44,119,172,51,107,237,237,0,0,0,0,0,0,0,0,0,0,284,283,0,0,0,0,0,0,0,249,248,0,0,0,0,0,0,0,0,0,0,0,285,284,0,0,0,0,0,0,0,0,0,0,0,318,309,1,5,1,3,0,0,0,232,229,0,1,1,1,0,0,0,255,249,0,0,2,0,0,0,4,310,301,0,1,3,3,0,255,249,0,1,2,3,0
19041041010,4,19041041010,88,17,71,98,17,81,95,21,74,80,21,57,65,48,0,102,14,84,104,20,79,142,141,0,0,0,0,0,0,0,0,0,0,188,170,12,7,0,0,0,0,0,133,127,2,0,0,0,0,0,0,0,0,0,0,173,171,2,0,0,0,0,0,0,0,0,0,0,189,186,0,0,0,3,0,0,0,137,137,0,0,0,0,0,0,0,131,128,3,0,0,0,0,0,0,197,189,5,0,0,4,0,131,128,3,0,0,0,0
19139139013,1,19139139013,241,91,146,285,111,170,278,109,165,208,78,123,169,117,0,249,73,168,251,90,143,421,383,26,1,0,0,0,0,0,0,11,0,539,462,58,23,18,0,0,0,0,424,390,26,1,0,0,0,0,0,0,0,7,0,622,498,85,38,13,2,0,1,0,0,0,4,34,502,479,17,3,3,3,0,0,0,380,367,9,2,2,3,0,0,0,416,391,7,2,0,0,0,0,16,499,452,20,4,0,15,0,416,391,7,3,0,8,0
19103103014,1,19103103014,1801,1054,691,2489,1486,938,2436,1446,925,1532,979,525,1390,1111,0,1388,638,683,1435,783,538,2190,1961,126,60,45,3,0,51,41,3,0,0,3035,2599,218,133,73,24,0,0,0,2289,1970,207,43,69,3,0,33,69,3,0,0,0,3290,2588,344,267,94,22,0,34,94,22,0,0,211,1947,1743,70,81,50,11,1,0,0,1413,1303,42,37,28,6,1,0,0,3271,2740,153,149,84,10,2,8,125,4512,3672,248,305,161,88,5,3271,2740,153,182,109,61,5
19103103021,1,19103103021,157,80,75,169,88,80,171,86,81,149,80,66,127,102,0,162,69,87,164,83,74,192,175,13,4,0,0,0,4,0,0,0,0,259,230,19,13,0,0,0,0,0,194,181,9,4,0,0,0,4,0,0,0,0,0,252,226,16,9,0,0,0,9,0,0,0,0,0,269,259,8,2,2,0,0,0,0,222,215,6,1,2,0,0,0,0,226,206,9,3,0,0,0,0,8,261,234,13,6,4,0,0,226,206,9,5,2,0,0
19103103057,1,19103103057,1132,839,246,1272,972,272,1254,941,269,1016,779,208,951,821,0,1115,738,319,1140,841,209,1743,1282,148,255,53,1,0,255,38,1,0,0,3162,1365,443,1096,252,1,0,0,0,1592,1079,101,311,96,12,0,309,61,8,0,0,0,3306,1120,166,1812,215,9,0,1775,161,8,0,0,72,2760,2113,140,255,237,24,4,0,0,2146,1707,97,163,165,19,3,0,0,2413,1368,127,686,156,3,0,4,69,3041,1498,184,1120,206,56,4,2413,1368,127,722,170,39,3
19113113160,2,19113113160,1247,687,506,1356,777,546,1345,776,514,1081,651,404,990,793,0,1298,567,660,1308,689,515,2210,2008,81,11,22,87,0,4,0,0,0,0,3031,2629,168,11,53,170,0,0,0,2090,1852,115,4,16,108,0,4,0,0,0,0,0,3051,2500,361,4,16,173,0,4,0,0,0,0,189,2881,2655,73,86,57,21,3,0,0,2102,1983,35,43,35,16,2,0,0,2177,1892,77,97,44,5,0,5,57,2892,2386,138,234,74,60,9,2177,1892,77,113,52,40,7
19045045022,1,19045045022,813,464,306,910,506,380,888,497,334,595,380,204,559,432,0,919,491,379,932,517,320,2100,1804,93,195,0,10,0,195,0,0,0,0,2917,2411,209,256,36,10,18,0,0,1716,1528,99,91,0,0,0,91,0,0,0,0,0,2335,1960,276,106,0,0,0,95,0,0,0,0,3,3345,2800,179,312,15,54,4,0,0,2437,2125,104,166,10,34,0,0,0,1874,1528,93,148,3,5,0,6,91,2579,1990,155,341,17,64,1,1874,1528,93,179,8,50,1
19133133010,4,19133133010,92,26,64,96,27,69,102,28,69,82,24,56,70,51,0,100,22,74,101,30,68,127,124,0,2,0,3,0,0,0,0,0,0,172,166,0,3,0,3,0,0,0,140,139,0,0,0,0,0,0,0,0,0,0,0,179,174,0,3,0,0,0,0,0,0,0,0,3,172,171,1,0,0,0,0,0,0,130,129,1,0,0,0,0,0,0,115,113,0,0,0,0,0,0,2,163,160,0,1,0,1,1,115,113,0,0,0,1,1
19133133023,4,19133133023,180,56,122,197,58,136,193,58,126,170,54,109,145,103,0,192,46,142,193,57,130,228,227,5,0,0,2,0,0,0,0,0,0,284,278,5,1,0,0,0,0,0,215,215,2,0,0,2,0,0,0,0,0,0,0,269,263,5,2,0,3,0,2,0,0,0,0,3,331,323,1,2,3,2,0,0,0,266,261,1,0,2,2,0,0,0,268,248,11,1,1,0,0,1,6,340,318,11,2,2,3,2,268,248,11,1,2,2,2
19133133017,4,19133133017,113,33,79,117,35,82,119,34,80,104,31,71,88,64,0,127,28,94,128,39,86,160,157,0,2,0,4,0,0,0,0,0,0,212,206,1,2,0,4,0,0,0,167,166,0,0,0,0,0,0,0,0,0,0,0,220,214,1,4,0,0,0,0,0,0,0,0,4,215,211,0,2,0,2,0,0,0,167,164,0,1,0,2,0,0,0,155,151,3,0,0,0,0,0,1,206,202,3,0,0,1,0,155,151,3,0,0,1,0
19133133016,4,19133133016,1244,391,833,1406,463,922,1382,481,853,1089,347,714,941,662,0,1307,314,943,1326,388,867,2379,2099,50,29,0,162,35,4,0,150,0,0,2804,2501,75,26,0,166,36,0,0,2274,2054,45,29,0,115,35,4,0,55,35,0,0,2785,2539,73,25,0,113,36,2,0,57,36,0,79,2998,2861,35,23,21,60,2,0,0,2302,2228,19,10,11,33,1,0,0,2239,2042,36,11,13,69,2,6,60,2906,2593,55,50,18,176,3,2239,2042,36,22,16,107,3
19113113019,2,19113113019,497,192,294,550,215,318,547,210,322,449,183,256,371,251,0,502,155,336,511,196,280,605,592,8,0,0,0,0,0,0,0,0,0,801,746,40,2,13,0,0,0,0,604,590,10,0,0,0,0,0,0,0,0,0,0,845,791,43,2,10,0,0,2,10,0,0,0,0,796,762,15,3,6,9,0,0,0,592,576,5,2,2,6,0,0,0,628,589,10,0,1,1,0,0,27,823,758,21,7,10,30,0,628,589,10,2,3,19,0
19045045003,1,19045045003,391,146,238,453,156,289,453,169,266,335,148,180,287,219,0,398,128,251,405,149,235,537,525,8,0,0,3,0,0,0,0,3,0,681,647,19,4,9,2,2,0,0,502,486,8,3,0,3,0,3,0,0,0,3,0,646,598,19,17,9,3,3,11,9,0,0,0,14,838,799,11,21,4,7,1,0,0,633,615,7,6,2,4,1,0,0,646,606,8,12,1,2,0,2,15,866,797,14,41,1,11,1,646,606,8,18,1,6,1
19113113138,2,19113113138,1250,735,453,1390,826,530,1371,841,467,1092,674,371,993,788,0,1248,632,536,1286,744,443,2552,2147,117,205,72,19,0,167,69,4,0,0,3179,2560,162,373,129,15,0,0,0,2597,2141,140,218,96,4,0,197,96,4,0,0,0,3319,2656,193,407,132,2,0,315,132,2,0,0,22,3087,2571,118,296,80,47,10,0,0,2271,1993,71,141,51,26,8,0,0,2390,1638,96,458,52,4,19,13,110,3198,2014,154,860,99,55,28,2390,1638,96,523,74,38,20
19113113118,2,19113113118,1077,601,428,1207,710,463,1200,701,442,961,588,346,887,693,0,1069,471,549,1088,551,429,1702,1600,34,31,25,9,0,31,25,0,0,0,2098,1917,35,115,31,8,0,0,0,1766,1571,99,67,25,1,0,54,25,0,0,0,0,2106,1766,99,197,36,1,0,150,36,0,0,0,51,1958,1742,49,106,52,7,2,0,0,1531,1402,27,60,35,5,2,0,0,1774,1537,35,103,24,6,0,9,60,2203,1812,58,234,44,60,6,1774,1537,35,128,33,37,1
19113113137,2,19113113137,1629,960,594,1729,1031,649,1710,1047,603,1431,921,462,1335,1106,0,1711,859,774,1727,978,597,2419,2153,82,139,43,1,0,93,24,1,0,0,3098,2520,150,380,103,1,0,0,0,2507,2286,56,123,39,1,0,80,20,0,0,0,0,3056,2576,125,330,93,1,0,215,34,0,0,0,106,3242,2945,84,157,39,22,4,0,0,2576,2416,43,84,29,11,2,0,0,2684,2288,85,180,23,8,5,3,92,3306,2706,128,337,55,71,7,2684,2288,85,207,37,48,7
19113113005,2,19113113005,311,126,175,332,129,193,330,136,182,277,117,147,240,183,0,322,113,196,323,127,172,418,413,0,0,9,0,0,0,9,0,0,0,548,531,0,0,18,0,0,0,0,486,478,0,0,8,0,0,0,8,0,0,0,0,618,603,0,0,14,0,0,0,14,0,0,0,0,486,473,4,5,6,0,0,0,0,392,387,2,1,3,0,0,0,0,407,393,5,1,2,0,0,2,4,499,471,12,4,9,5,0,407,393,5,3,2,5,0
19113113006,2,19113113006,312,128,178,354,140,209,350,146,197,275,122,145,239,175,0,316,101,197,321,128,170,526,509,0,2,11,0,0,1,11,0,0,0,683,658,0,3,18,0,0,0,0,589,580,0,0,7,0,0,0,7,0,0,0,0,753,734,0,0,15,0,0,0,15,0,0,0,2,610,582,9,5,11,6,0,0,0,452,441,4,0,4,5,0,0,0,447,431,9,0,0,0,0,2,5,572,546,9,9,1,4,0,447,431,9,1,0,2,0
19113113009,2,19113113009,1848,779,1007,2086,878,1149,2069,906,1092,1642,772,823,1465,1086,0,1842,595,1168,1864,748,968,2519,2494,4,10,10,0,0,10,10,0,0,0,3467,3381,16,10,54,0,9,0,0,2415,2411,0,10,0,0,0,10,0,0,0,0,0,3255,3217,0,8,24,0,8,8,19,0,0,0,13,3369,3270,15,44,30,19,11,0,0,2358,2314,11,14,6,8,2,0,0,2506,2393,23,4,4,3,0,5,74,3449,3246,45,37,28,58,1,2506,2393,23,16,13,42,0
19113113163,2,19113113163,1769,866,842,2129,1154,925,2116,1092,970,1567,817,716,1405,1022,0,1627,588,969,1654,733,781,2231,2062,13,43,81,32,0,43,81,0,0,0,3206,2876,77,87,160,32,12,0,0,2189,2015,15,50,23,78,0,50,23,0,0,0,0,3047,2750,93,118,48,80,12,53,48,0,0,0,100,2491,2217,61,129,71,31,0,0,0,1787,1632,32,71,47,17,0,0,0,2592,2302,64,64,89,0,1,0,72,3826,3307,129,144,172,55,4,2592,2302,64,86,102,27,4
19139139004,1,19139139004,213,57,153,252,70,179,247,65,173,176,49,125,141,89,0,221,48,164,225,60,152,339,338,0,0,0,0,0,0,0,0,0,0,414,405,4,0,7,0,0,0,0,316,315,1,0,0,0,0,0,0,0,0,0,0,434,358,70,0,7,0,0,0,7,0,0,0,0,410,397,8,2,1,2,0,0,0,322,318,2,0,0,2,0,0,0,380,366,5,1,1,2,0,0,5,489,458,14,3,5,8,0,380,366,5,1,1,8,0
19013013031,2,19013013031,1558,848,663,1702,958,702,1690,940,712,1409,840,537,1264,1013,0,1583,683,844,1600,814,663,2167,2050,45,35,23,0,0,35,4,0,10,0,2741,2513,44,108,68,20,0,0,0,2203,2102,14,32,41,0,0,22,25,0,0,15,0,2890,2597,35,92,158,22,0,27,108,0,0,0,120,2818,2633,52,89,38,9,2,0,0,2296,2192,37,44,21,5,0,0,0,2186,1999,48,36,46,0,4,4,49,2751,2472,66,81,77,24,6,2186,1999,48,45,50,18,4
19031031021,1,19031031021,416,217,189,473,249,212,474,237,226,384,216,155,345,284,0,404,168,218,410,204,175,607,593,10,0,5,0,0,0,5,0,0,0,719,657,49,2,9,0,0,0,0,551,529,10,0,9,0,0,0,9,0,0,0,0,646,583,46,3,14,0,0,2,9,0,0,0,4,781,741,13,6,8,3,0,0,0,590,562,9,2,5,3,0,0,0,577,537,24,0,2,0,0,3,11,730,671,38,3,6,14,2,577,537,24,3,5,10,2
19183183008,1,19183183008,139,36,102,160,40,118,156,39,114,124,30,91,99,71,0,144,24,116,146,33,106,182,182,0,0,0,0,0,0,0,0,0,0,262,259,0,0,4,0,0,0,0,210,210,2,0,0,0,0,0,0,0,0,0,0,287,281,2,0,5,2,0,0,2,0,0,0,4,264,262,0,0,1,1,0,0,0,194,193,0,0,0,1,0,0,0,198,191,0,0,0,0,0,0,7,275,263,0,2,0,1,0,198,191,0,1,0,1,0
19013013009,2,19013013009,510,202,299,564,211,348,558,219,315,446,195,242,404,317,0,536,190,326,536,210,298,878,870,2,5,0,0,0,5,0,0,0,0,1180,1159,6,12,1,1,0,0,0,897,878,0,14,0,4,0,14,0,1,0,0,0,1137,1106,3,19,1,6,0,17,0,0,0,0,6,1059,1026,6,16,5,5,0,0,0,860,842,3,8,3,4,0,0,0,765,734,10,2,3,1,0,1,14,942,887,16,12,11,14,2,765,734,10,4,7,10,0
19183183005,1,19183183005,202,78,121,244,97,141,236,92,139,173,72,98,147,114,0,213,65,140,218,82,120,378,356,24,0,0,0,0,0,0,0,0,0,522,470,53,3,0,6,0,0,0,348,313,32,0,0,3,0,0,0,0,0,0,0,524,421,95,2,0,5,0,1,0,0,0,0,4,488,476,10,0,2,0,0,0,0,328,322,4,0,2,0,0,0,0,358,339,6,3,0,0,0,0,10,505,469,20,6,2,4,2,358,339,6,3,0,2,0
19055055012,2,19055055012,798,226,555,876,257,601,878,264,592,706,212,479,576,424,0,835,185,628,835,247,544,830,828,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,0,0,0,0,752,750,3,0,0,0,0,0,0,0,0,0,0,1026,948,3,0,0,0,0,0,0,0,0,47,34,1214,1203,3,6,4,0,0,0,0,957,953,0,0,4,0,0,0,0,1061,1046,2,3,0,0,0,3,7,1310,1282,4,6,2,8,0,1061,1046,2,3,1,4,0
19055055019,2,19055055019,133,49,82,147,52,93,146,58,86,120,48,68,106,83,0,141,41,92,142,49,82,218,218,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,189,189,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,0,0,0,0,0,0,0,0,0,279,277,0,1,1,0,0,0,0,221,220,0,0,1,0,0,0,0,259,258,1,0,0,0,0,0,0,418,416,1,0,0,1,0,259,258,1,0,0,0,0
19085085020,4,19085085020,255,52,197,319,69,241,305,73,224,219,48,165,162,96,0,253,41,198,259,45,199,356,341,10,0,4,3,0,0,4,0,9,0,448,419,13,0,18,9,14,0,0,338,325,8,0,0,8,0,0,0,0,0,3,0,432,408,13,0,6,13,6,0,0,0,0,0,13,475,462,9,0,1,4,1,0,0,356,350,5,0,0,2,1,0,0,409,387,6,0,0,0,0,0,16,534,503,14,1,1,17,0,409,387,6,1,0,16,0
19085085008,4,19085085008,929,285,618,1048,326,702,1030,340,648,825,260,539,639,445,0,937,225,665,943,272,610,1355,1299,15,15,20,6,4,15,20,0,0,0,1813,1707,38,13,35,21,6,0,0,1279,1202,18,15,15,12,20,15,15,0,20,1,0,1741,1639,24,17,25,24,19,16,24,0,19,0,20,1875,1838,18,5,11,6,0,0,0,1410,1390,8,3,8,4,0,0,0,1491,1426,24,3,7,1,0,2,28,1989,1890,41,9,14,19,1,1491,1426,24,3,9,14,0
19067067005,2,19067067005,119,41,77,148,48,99,142,56,83,96,37,58,80,58,0,124,35,85,126,41,78,202,202,0,0,0,0,0,0,0,0,0,0,323,321,0,0,0,0,0,0,0,193,193,0,0,0,0,0,0,0,0,0,0,0,265,262,0,0,0,0,0,0,0,0,0,0,0,295,293,0,1,0,0,0,0,0,181,180,0,0,0,0,0,0,0,206,202,1,0,0,0,0,0,3,353,345,1,3,0,5,0,206,202,1,0,0,4,0
19097097010,1,19097097010,212,86,119,242,93,148,244,93,141,183,73,98,159,124,0,208,84,118,212,88,112,274,274,0,0,0,0,0,0,0,0,0,0,313,313,0,0,0,0,0,0,0,299,299,0,0,0,0,0,0,0,0,0,0,0,336,336,0,0,0,0,0,0,0,0,0,0,0,402,400,0,0,2,0,0,0,0,309,308,0,0,1,0,0,0,0,288,272,3,0,0,0,0,1,12,358,338,3,1,3,5,1,288,272,3,0,3,4,1
19097097023,1,19097097023,435,154,273,462,157,302,463,163,278,413,159,241,339,257,0,445,139,297,454,150,282,655,624,2,22,2,0,0,20,2,0,0,0,846,780,1,48,2,0,10,0,0,539,524,5,6,1,0,0,4,1,0,0,0,0,692,662,4,17,2,0,0,8,1,0,0,1,10,788,777,1,0,8,1,0,0,0,664,654,1,0,7,1,0,0,0,597,583,2,1,1,1,2,1,6,714,688,3,3,1,6,8,597,583,2,2,1,4,2
19097097019,1,19097097019,206,66,136,241,68,170,235,79,147,173,65,104,140,108,0,208,57,147,215,66,138,381,376,4,4,0,1,0,0,0,0,0,0,479,472,4,4,0,1,0,0,0,362,356,4,4,0,1,0,0,0,0,0,0,0,453,442,4,4,0,1,0,0,0,0,0,0,9,445,430,8,2,0,9,0,0,0,327,318,4,1,0,5,0,0,0,325,316,1,3,0,0,0,0,5,408,393,1,5,1,7,1,325,316,1,3,0,4,0
19097097024,1,19097097024,2652,1228,1303,2897,1306,1525,2848,1329,1336,2302,1183,1042,2033,1643,0,2750,1138,1508,2796,1229,1352,4378,4202,59,101,18,0,10,48,18,0,4,0,6040,5582,110,151,36,0,168,0,0,4471,4203,55,171,19,4,24,103,19,4,24,0,0,5966,5455,109,243,37,1,100,102,19,1,100,26,159,6175,5812,111,96,33,52,97,0,0,4670,4491,46,30,22,33,57,0,0,4707,4320,61,49,22,10,130,7,108,6109,5516,100,142,47,99,189,4707,4320,61,72,32,83,134
19025025009,4,19025025009,96,23,71,112,24,83,112,24,80,88,26,60,70,47,0,101,20,77,100,24,71,137,130,5,0,0,0,0,0,0,0,0,0,182,169,7,0,0,0,0,0,0,130,121,11,0,0,0,0,0,0,0,0,0,0,185,170,13,1,0,0,0,0,0,0,0,0,1,184,178,1,3,2,1,0,0,0,140,139,1,0,0,0,0,0,0,130,130,0,0,0,0,0,0,0,174,172,2,0,0,0,0,130,130,0,0,0,0,0
19025025011,4,19025025011,77,18,59,85,19,66,83,20,63,78,23,53,62,41,0,89,18,68,88,21,63,112,105,4,0,0,0,0,0,0,0,0,0,149,140,5,0,0,0,0,0,0,105,96,9,0,0,0,0,0,0,0,0,0,0,151,139,16,0,0,0,0,0,0,0,0,0,0,146,146,0,0,0,0,0,0,0,122,122,0,0,0,0,0,0,0,113,111,0,1,0,0,0,0,1,144,140,1,2,1,1,0,113,111,0,1,0,1,0
19149149003,4,19149149003,235,41,192,279,46,230,277,49,222,195,36,157,152,108,0,238,31,202,240,43,185,333,333,0,0,0,0,0,0,0,0,0,0,448,446,0,0,0,0,0,0,0,373,373,0,0,0,0,0,0,0,0,0,0,0,464,463,0,0,0,0,0,0,0,0,0,0,1,480,467,5,3,2,3,0,0,0,328,323,1,1,2,1,0,0,0,323,310,12,0,0,0,0,0,1,427,397,18,6,0,2,0,323,310,12,1,0,0,0
19149149012,4,19149149012,250,45,202,285,48,231,280,49,221,221,41,178,172,123,0,270,35,229,272,49,210,367,355,6,0,4,2,0,0,4,2,0,0,441,414,17,11,10,10,0,0,0,415,402,12,0,4,2,0,0,4,2,0,0,0,577,542,21,8,12,9,0,0,3,2,0,0,13,482,472,7,2,1,0,0,0,0,372,367,3,1,1,0,0,0,0,347,333,8,1,0,0,0,0,5,459,430,16,11,1,6,0,347,333,8,6,1,2,0
19149149014,4,19149149014,124,23,101,137,22,115,137,25,112,108,20,87,84,60,0,131,17,111,133,24,102,180,177,0,0,0,0,0,0,0,0,0,0,218,205,1,0,2,1,0,0,0,200,197,0,0,0,0,0,0,0,0,0,0,0,279,267,3,0,1,0,0,0,1,0,0,0,2,244,236,6,1,2,0,0,0,0,181,179,2,0,0,0,0,0,0,178,172,5,0,0,0,0,0,1,247,233,10,0,1,3,1,178,172,5,0,0,1,1
19129129017,4,19129129017,570,174,384,666,192,455,655,203,434,487,167,309,388,267,0,561,127,403,584,149,395,848,822,9,13,0,0,0,9,0,0,0,0,1013,985,14,16,0,0,0,0,0,960,946,9,7,0,0,0,4,0,0,0,0,0,1119,1103,10,6,0,0,0,5,0,0,0,0,2,1148,1120,7,9,4,8,0,0,0,853,843,5,4,2,5,0,0,0,797,754,13,0,0,0,1,7,22,1046,978,23,5,8,18,1,797,754,13,0,4,14,1
19129129004,4,19129129004,224,60,161,256,71,181,252,72,174,192,49,136,137,87,0,249,52,180,255,64,176,348,339,8,0,0,0,0,0,0,0,0,0,504,477,24,0,0,0,0,0,0,277,270,8,0,0,0,0,0,0,0,0,0,0,407,389,22,0,0,0,0,0,0,0,0,0,0,448,438,9,0,1,0,0,0,0,359,355,3,0,1,0,0,0,0,323,312,2,2,0,2,0,0,5,409,387,4,4,1,7,0,323,312,2,2,0,5,0
19129129010,4,19129129010,2148,795,1271,2462,897,1499,2426,915,1418,1827,801,955,1503,1036,0,2188,606,1463,2268,737,1346,4132,3986,72,22,8,24,0,22,0,22,10,0,5344,5069,169,24,21,66,10,0,0,4143,4037,59,23,13,9,0,2,0,0,0,4,0,5369,5110,170,53,22,28,3,2,2,0,0,0,80,5247,4979,139,51,30,38,16,0,0,3895,3743,73,34,14,28,6,0,0,3776,3520,99,17,9,6,4,0,121,5073,4637,203,56,30,91,10,3776,3520,99,29,19,72,6
19129129011,4,19129129011,337,92,239,292,64,222,285,65,212,341,118,210,270,160,0,422,97,299,440,114,299,521,507,1,0,2,4,0,0,1,1,0,0,729,672,27,17,4,5,0,0,0,467,447,1,6,2,14,0,1,1,10,0,0,0,634,578,26,12,1,9,0,1,1,8,0,0,12,849,792,35,4,4,15,4,0,0,689,648,24,1,3,11,3,0,0,228,202,12,2,1,2,0,1,8,309,269,19,8,3,6,1,228,202,12,4,1,5,1
19129129015,4,19129129015,82,22,59,95,25,69,94,24,68,73,24,47,59,42,0,85,19,64,88,21,63,130,105,9,0,0,11,0,0,0,11,0,0,156,118,10,6,4,12,0,0,0,138,111,21,0,0,10,0,0,0,10,0,0,0,156,119,21,4,3,10,0,0,3,10,0,0,4,168,163,3,0,0,4,0,0,0,128,124,2,0,0,3,0,0,0,105,99,3,0,0,1,0,0,2,141,131,4,2,1,4,0,105,99,3,0,0,4,0
19129129003,4,19129129003,282,72,205,319,90,226,314,85,221,258,60,196,193,122,0,289,56,217,296,68,197,383,376,5,0,1,0,0,0,1,0,0,0,527,504,24,0,0,0,0,0,0,398,381,0,8,0,1,0,8,0,0,0,0,0,568,542,11,8,0,0,0,8,0,0,0,0,0,531,514,7,3,0,5,2,0,0,412,403,3,1,0,5,0,0,0,384,358,6,3,0,0,0,1,16,509,464,13,7,5,9,0,384,358,6,5,2,8,0
19157157007,2,19157157007,832,252,561,990,291,679,981,309,630,702,244,443,608,430,0,837,194,609,847,238,565,1378,1348,30,4,0,0,0,4,0,0,0,0,1836,1738,92,9,0,0,0,0,0,1445,1420,20,4,0,0,0,4,0,0,0,0,0,1836,1778,60,7,0,0,0,4,0,0,0,0,3,1820,1714,78,14,12,2,2,0,0,1347,1292,41,6,6,2,0,0,0,1392,1332,28,2,6,3,0,0,21,1819,1726,51,8,13,16,2,1392,1332,28,5,8,13,0
19157157001,2,19157157001,149,48,100,175,54,120,172,54,116,133,39,92,112,76,0,147,36,105,148,40,98,231,217,6,1,1,0,0,1,1,0,0,0,322,306,10,6,1,0,0,0,0,275,263,11,1,1,0,0,0,0,0,0,0,0,348,326,21,11,1,0,0,1,1,0,0,0,0,302,293,2,6,0,1,0,0,0,221,218,1,1,0,1,0,0,0,241,230,3,0,0,2,0,0,6,304,284,3,2,3,9,0,241,230,3,0,2,3,0
19055055013,2,19055055013,2424,988,1355,2692,1141,1494,2674,1121,1484,2097,910,1112,1809,1438,0,2492,797,1597,2497,1026,1290,3727,3615,74,0,0,34,0,0,0,34,0,0,5026,4845,74,70,0,35,0,0,0,3824,3729,69,0,0,25,0,0,0,10,0,0,0,4909,4740,68,62,0,43,0,0,0,11,0,0,94,5184,5028,48,62,24,32,2,0,0,3891,3806,26,29,14,19,0,0,0,3952,3712,78,57,13,10,0,5,77,5065,4679,109,122,50,96,6,3952,3712,78,61,38,60,4
19053053015,3,19053053015,51,10,40,58,10,47,61,12,45,46,12,32,39,25,0,55,12,41,56,15,37,62,62,1,0,0,1,0,0,0,0,0,0,89,87,1,1,0,1,0,0,0,63,62,1,0,1,0,0,0,0,0,0,0,0,91,91,1,0,1,0,0,0,0,0,0,0,1,110,110,0,0,0,0,0,0,0,79,79,0,0,0,0,0,0,0,87,82,0,1,1,0,0,0,3,123,115,0,3,2,3,0,87,82,0,1,1,3,0
19053053006,3,19053053006,187,47,135,216,44,166,207,49,149,165,45,115,139,90,0,201,44,149,204,56,133,214,214,2,0,0,2,0,0,0,0,0,0,308,299,3,3,0,1,0,0,0,214,211,2,0,2,0,0,0,0,0,0,0,0,313,309,3,0,2,0,0,0,0,0,0,0,2,382,374,2,5,0,2,0,0,0,286,281,2,2,0,2,0,0,0,268,258,1,0,0,0,0,1,8,338,326,1,3,0,4,0,268,258,1,1,0,4,0
