GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
19113113141,2,19113113141,1928,1045,808,2196,1279,878,2174,1238,870,1683,960,672,1512,1201,0,1912,831,992,1928,1017,755,3167,2837,113,189,33,0,0,189,33,0,0,0,4294,3692,346,198,62,0,0,0,0,2772,2486,103,168,16,0,0,168,16,0,0,0,0,3772,3112,387,196,46,0,0,169,46,0,0,54,4,3293,2858,176,187,59,23,2,0,0,2546,2280,114,104,32,14,1,0,0,3094,2643,133,193,38,1,0,5,81,3936,3147,217,455,68,54,3,3094,2643,133,235,51,31,3
19001001008,3,19001001008,91,30,61,102,31,71,97,31,66,80,30,49,69,54,0,86,23,58,87,29,52,126,123,1,0,0,0,0,0,0,0,0,0,170,161,6,0,1,0,0,0,0,123,117,4,0,0,0,0,0,0,0,0,0,0,165,152,11,0,2,0,0,0,0,0,0,0,0,178,172,3,1,0,1,0,0,0,137,133,1,1,0,1,0,0,0,121,118,1,0,1,0,0,0,1,178,167,9,0,1,1,0,121,118,1,0,1,1,0
19083083008,2,19083083008,126,41,83,146,45,99,144,45,96,115,43,71,93,70,0,135,37,93,136,42,87,201,194,0,6,0,0,0,6,0,0,0,0,257,238,0,19,0,0,0,0,0,304,295,0,8,0,3,0,8,0,0,0,0,0,361,341,0,19,0,1,0,19,0,0,0,0,1,289,289,0,0,0,0,0,0,0,217,217,0,0,0,0,0,0,0,193,183,2,1,0,0,0,0,7,242,226,7,1,0,7,0,193,183,2,1,0,6,0
19073073017,3,19073073017,72,19,53,79,20,59,75,22,53,63,18,44,54,41,0,69,15,50,71,18,49,103,102,0,0,0,0,0,0,0,0,0,0,133,133,0,0,0,0,0,0,0,96,91,0,0,0,0,0,0,0,0,0,0,0,133,133,0,0,0,0,0,0,0,0,0,0,0,133,132,0,0,0,1,0,0,0,111,110,0,0,0,1,0,0,0,101,100,0,1,0,0,0,0,0,134,127,2,1,2,1,0,101,100,0,1,0,0,0
19083083003,2,19083083003,110,37,73,125,39,86,124,40,83,100,37,61,86,67,0,119,30,85,118,37,76,159,146,5,0,2,0,0,0,0,0,0,0,188,165,20,0,3,0,0,0,0,179,171,4,0,3,0,0,0,3,0,0,0,0,264,197,16,0,52,0,0,0,11,0,0,0,39,246,230,14,2,1,0,0,0,0,187,179,8,0,0,0,0,0,0,171,163,4,0,0,0,0,3,1,209,200,4,0,0,4,0,171,163,4,0,0,3,0
19057057001,1,19057057001,159,40,118,177,37,139,175,43,131,143,40,101,108,71,0,166,34,130,169,40,120,189,189,0,0,0,0,0,0,0,0,0,0,228,228,0,0,0,0,0,0,0,280,280,0,0,0,0,0,0,0,0,0,0,0,305,305,0,0,0,0,0,0,0,0,0,0,0,304,300,1,2,1,0,0,0,0,230,228,1,0,1,0,0,0,0,215,207,2,1,0,0,0,0,5,269,257,3,1,3,4,0,215,207,2,1,0,4,0
19155155021,4,19155155021,538,114,414,609,148,452,597,136,444,480,106,370,378,212,0,557,93,449,565,113,412,653,652,1,0,0,2,0,0,0,0,0,0,921,912,13,0,0,3,0,0,0,627,626,0,0,0,2,0,0,0,0,0,0,0,897,890,2,0,0,5,0,0,0,0,0,0,5,898,881,4,3,3,8,0,0,0,652,640,3,0,2,8,0,0,0,680,633,11,1,0,1,0,6,28,892,830,20,7,5,22,4,680,633,11,5,2,20,4
19155155015,4,19155155015,140,38,102,161,41,120,159,43,116,127,35,91,103,71,0,145,28,110,149,35,106,178,175,0,0,0,0,0,0,0,0,0,0,251,244,5,0,0,0,0,0,0,179,176,1,0,0,0,0,0,0,0,0,0,0,252,247,4,0,0,0,0,0,0,0,0,0,1,274,263,10,0,0,1,0,0,0,199,194,4,0,0,1,0,0,0,211,201,3,0,1,2,0,0,4,308,294,3,1,2,5,0,211,201,3,0,2,5,0
19149149024,4,19149149024,753,152,586,819,177,631,820,178,618,633,135,490,488,358,0,807,112,678,818,173,608,1227,1144,20,49,0,4,0,49,0,0,10,0,1714,1553,18,119,2,7,21,0,0,1159,1109,20,20,0,0,0,20,0,0,0,10,0,1558,1461,20,60,5,2,17,58,0,0,0,0,19,1411,1368,18,3,2,4,15,0,0,1044,1021,9,0,1,4,8,0,0,1054,1020,15,5,1,0,2,0,11,1396,1328,31,17,4,3,4,1054,1020,15,10,1,1,2
19161161019,4,19161161019,391,80,306,425,78,341,423,86,321,337,78,254,258,207,0,409,61,341,412,73,330,551,546,0,0,4,0,0,0,0,0,0,0,710,706,0,0,5,0,0,0,0,595,590,0,0,4,0,0,0,0,0,0,0,0,774,768,0,0,6,0,0,0,0,0,0,0,6,819,816,1,0,2,0,0,0,0,636,633,1,0,2,0,0,0,0,587,568,7,1,0,0,0,0,11,755,729,12,3,4,8,1,587,568,7,1,2,6,1
19103103031,1,19103103031,1987,1467,482,2088,1622,432,2075,1579,469,1921,1463,445,1787,1590,0,1953,1240,673,1982,1442,439,2200,2083,13,77,27,0,0,77,27,0,0,0,2889,2549,49,183,63,0,22,0,0,2328,2273,27,23,0,0,0,23,0,0,0,0,0,2953,2774,64,81,7,0,28,81,7,0,28,0,0,2728,2442,67,92,110,22,5,0,0,2142,1967,42,51,70,14,3,0,0,2226,1965,73,52,61,3,0,10,62,2898,2497,119,115,125,28,5,2226,1965,73,66,89,22,1
19149149010,4,19149149010,53,10,43,56,11,45,58,13,45,47,10,36,36,28,0,58,8,49,59,9,48,82,80,0,0,0,1,0,0,0,1,0,0,121,106,7,3,0,4,0,0,0,85,82,0,0,0,2,0,0,0,2,0,0,0,129,114,9,3,0,5,0,0,0,5,0,0,3,103,103,0,0,0,0,0,0,0,79,79,0,0,0,0,0,0,0,71,69,0,0,0,0,0,0,2,92,84,5,1,0,2,0,71,69,0,0,0,2,0
19139139014,1,19139139014,368,121,235,450,157,279,441,167,257,311,116,184,261,191,0,387,94,266,385,109,243,663,569,48,4,29,8,0,4,29,4,5,0,813,668,93,18,38,12,0,0,0,688,604,48,4,24,8,0,4,24,4,0,3,0,849,694,109,31,31,5,0,2,26,1,0,0,20,823,717,81,10,10,2,0,0,0,632,581,40,2,7,2,0,0,0,604,554,35,1,4,0,0,1,9,735,656,54,9,9,6,0,604,554,35,3,4,1,0
19163163006,1,19163163006,501,211,279,562,245,314,557,239,303,446,197,243,367,260,0,499,173,312,508,222,257,637,626,8,0,0,3,0,0,0,0,0,0,816,803,10,2,0,4,0,0,0,650,641,8,0,0,6,0,0,0,0,0,0,0,822,800,15,2,0,5,0,2,0,0,0,0,5,805,776,27,0,2,3,2,0,0,575,562,12,0,1,2,0,0,0,635,611,12,3,0,0,0,0,9,838,801,23,7,3,2,1,635,611,12,5,3,2,1
19113113123,2,19113113123,1173,822,284,1247,909,304,1227,884,277,997,728,225,946,777,0,1278,788,403,1290,891,268,2231,1494,171,563,1,4,0,520,1,0,5,0,3206,1895,311,1020,22,38,0,0,0,2240,1447,163,613,2,8,0,605,2,0,0,9,0,2995,1703,315,987,36,24,0,907,4,0,0,0,68,3430,2269,207,897,45,71,9,0,0,2478,1827,122,484,24,45,6,0,0,2138,1463,95,414,21,17,1,2,125,2942,1816,167,847,43,101,3,2138,1463,95,488,30,73,3
19113113113,2,19113113113,1508,868,566,1656,1008,597,1647,1001,584,1344,824,478,1232,973,0,1517,705,711,1542,834,548,2935,2529,7,376,13,0,0,360,9,0,0,0,3610,2888,7,647,65,0,0,0,0,2945,2528,12,338,56,0,0,316,52,0,0,0,0,3530,2882,12,494,141,0,0,450,96,0,0,0,92,3498,3015,112,293,62,27,15,0,0,2726,2453,69,139,44,22,9,0,0,2584,2178,77,186,31,6,0,4,102,3195,2551,103,393,81,80,2,2584,2178,77,221,43,61,1
19103103010,1,19103103010,363,211,140,442,272,162,434,262,161,311,198,105,278,221,0,334,144,175,343,184,127,379,347,10,7,4,0,1,7,3,0,0,0,563,476,18,42,22,2,1,0,0,437,395,26,12,2,1,0,12,2,0,0,0,0,607,533,35,29,11,2,0,12,3,0,0,0,25,393,371,10,5,1,9,0,0,0,301,289,6,2,0,6,0,0,0,423,380,17,2,1,1,0,4,18,571,511,26,15,15,12,0,423,380,17,11,7,10,0
19113113112,2,19113113112,2159,1105,995,2327,1328,953,2315,1260,1013,1982,1059,892,1773,1363,0,2173,832,1285,2194,1097,941,2338,2255,31,22,25,10,0,0,25,10,0,0,2802,2685,30,22,52,10,0,0,0,2325,2135,49,83,43,10,0,71,43,10,0,0,0,3001,2672,51,174,94,12,0,157,68,12,0,0,40,2942,2738,52,59,94,19,4,0,0,2264,2145,29,35,52,10,4,0,0,2569,2342,48,36,71,0,2,6,64,3075,2778,56,74,109,40,8,2569,2342,48,53,84,30,7
19167167016,4,19167167016,351,26,318,390,43,336,389,37,340,306,21,281,183,112,0,351,14,332,354,21,317,470,447,3,7,6,3,0,7,6,3,0,0,705,627,35,16,14,5,5,0,0,491,470,8,4,3,3,0,4,3,3,0,0,0,796,728,31,16,7,5,0,8,7,3,0,4,11,557,525,19,3,11,0,0,0,0,380,366,11,0,3,0,0,0,0,413,389,21,0,0,0,0,1,2,606,556,38,9,1,2,0,413,389,21,1,0,1,0
19013013067,2,19013013067,1258,660,565,1338,763,554,1335,738,570,1176,648,513,1056,845,0,1277,533,703,1285,636,538,1722,1590,55,77,4,12,0,65,1,0,0,0,2357,2070,126,154,10,39,35,0,0,1519,1420,58,31,4,17,0,14,1,0,0,0,0,2077,1738,146,178,10,50,32,142,1,0,0,0,48,2101,1974,50,51,13,18,6,0,0,1616,1550,26,24,7,9,4,0,0,1574,1405,66,47,21,0,0,0,35,2033,1753,92,112,46,22,4,1574,1405,66,64,23,15,0
19013013037,2,19013013037,587,251,316,669,282,375,667,295,349,498,242,238,453,362,0,597,208,366,610,246,327,856,847,8,2,0,0,0,2,0,0,0,0,1125,1099,14,16,0,3,0,0,0,754,746,7,3,0,2,0,3,0,0,0,0,0,971,950,9,14,0,3,0,3,0,0,0,0,18,1117,1046,28,28,4,13,1,0,0,901,864,20,10,0,9,1,0,0,882,818,29,5,0,4,2,1,23,1069,968,45,21,7,27,5,882,818,29,10,2,23,2
19031031008,1,19031031008,111,37,72,128,40,86,126,42,82,95,32,61,80,58,0,116,30,81,116,35,75,186,186,0,0,0,0,0,0,0,0,0,0,263,231,1,28,0,0,0,0,0,152,151,0,0,0,0,0,0,0,0,0,0,0,194,192,1,1,0,0,0,1,0,0,0,0,0,236,233,2,0,0,0,1,0,0,181,178,2,0,0,0,1,0,0,157,151,3,1,0,0,0,0,2,205,197,4,1,0,2,0,157,151,3,1,0,1,0
19033033022,2,19033033022,196,69,124,214,71,138,214,74,127,164,62,98,133,97,0,209,57,142,216,65,136,273,264,11,2,5,2,0,2,2,0,0,0,343,325,14,2,11,1,0,0,0,315,305,12,0,5,2,0,0,2,0,0,0,0,422,390,26,0,8,0,0,0,1,0,0,0,8,422,415,3,5,0,0,0,0,0,336,331,2,3,0,0,0,0,0,316,300,7,1,0,0,0,0,8,400,376,11,4,3,9,0,316,300,7,2,1,7,0
19101101008,1,19101101008,758,400,342,853,436,410,840,449,371,689,382,293,614,510,0,728,345,355,750,364,328,972,913,19,33,12,5,0,32,6,0,0,0,1325,1147,46,41,68,6,0,0,0,978,932,17,15,16,1,0,15,4,0,0,0,0,1254,1119,32,23,79,0,0,19,66,0,0,13,12,1167,1117,13,18,12,8,0,0,0,975,939,10,11,9,6,0,0,0,991,923,12,17,21,0,0,2,16,1181,1090,23,23,26,13,2,991,923,12,17,22,11,0
19139139011,1,19139139011,839,280,539,1018,347,652,1010,346,629,794,286,492,637,426,0,716,179,512,725,232,451,1367,1277,38,0,1,45,0,0,1,0,0,0,1714,1550,103,1,8,47,0,0,0,1213,1135,54,0,2,20,0,0,2,0,0,0,0,1543,1346,155,1,8,27,0,1,8,0,0,0,27,1794,1587,176,16,9,10,0,0,0,1343,1242,84,7,6,6,0,0,0,1314,1240,46,3,6,0,0,4,15,1640,1501,83,13,14,15,0,1314,1240,46,5,7,12,0
19103103045,1,19103103045,1095,819,230,1335,1049,266,1317,1018,256,1013,771,205,933,790,0,936,615,272,953,685,174,1467,1107,72,233,53,0,0,222,49,0,1,0,2532,1422,157,876,79,0,1,0,0,1453,1087,45,277,39,0,0,277,34,0,0,2,0,2461,1414,94,875,77,16,2,831,54,0,0,0,69,2711,1908,286,384,123,31,4,0,0,2095,1605,187,199,94,23,3,0,0,2258,1494,273,328,78,4,0,6,75,2792,1680,359,592,132,37,0,2258,1494,273,369,97,28,0
19113113107,2,19113113107,915,547,325,1066,677,358,1060,663,358,767,502,234,703,559,0,900,416,438,920,514,323,1366,1245,13,85,0,20,0,85,0,14,0,0,1672,1510,23,103,11,25,0,0,0,1461,1344,12,99,0,14,0,99,0,14,0,0,0,1881,1673,12,163,18,14,0,113,18,14,0,0,50,1877,1651,49,126,44,16,3,0,0,1577,1425,31,76,38,11,3,0,0,1621,1370,55,110,39,0,0,5,42,1837,1500,77,201,46,42,0,1621,1370,55,133,44,31,0
19113113026,2,19113113026,441,194,236,500,224,263,498,215,268,442,207,225,388,284,0,373,134,231,377,164,188,635,584,5,22,21,1,0,21,18,0,0,0,870,765,10,34,52,2,0,0,0,692,636,8,8,31,1,0,7,28,0,0,0,0,900,799,19,19,67,2,2,14,57,0,0,0,11,636,618,3,11,4,0,0,0,0,494,483,3,6,2,0,0,0,0,697,645,9,9,14,0,0,3,17,851,762,15,31,29,14,2,697,645,9,18,16,8,2
19113113131,2,19113113131,2061,1054,945,2312,1270,988,2288,1222,1005,1870,1025,813,1680,1319,0,2022,770,1176,2037,1008,894,2116,2009,21,47,36,8,0,45,33,0,7,0,2916,2750,29,48,91,10,17,0,0,2148,2048,19,64,16,0,0,58,16,0,0,4,0,2863,2759,20,64,20,0,4,58,19,0,0,0,11,2961,2726,75,63,86,19,5,0,0,2112,1977,41,28,54,9,2,0,0,2555,2350,59,45,51,0,0,2,48,3442,3097,104,113,80,39,2,2555,2350,59,55,57,26,1
19113113024,2,19113113024,1171,565,563,1382,696,650,1367,688,645,1019,539,449,916,691,0,1112,416,651,1135,513,533,1697,1577,51,44,16,27,0,35,13,4,0,0,2526,2239,65,175,26,30,0,0,0,1574,1456,64,22,14,25,0,8,12,3,0,0,0,2117,1961,85,27,24,28,0,14,15,5,0,0,39,1776,1704,40,12,14,7,2,0,0,1196,1158,21,8,8,3,0,0,0,1625,1530,29,11,12,5,0,5,33,2328,2170,53,42,22,17,2,1625,1530,29,20,14,17,2
19189189013,4,19189189013,218,74,135,257,86,160,249,98,140,183,66,112,157,113,0,224,58,155,225,66,138,355,350,1,1,1,1,0,1,1,1,0,0,424,417,1,3,2,1,0,0,0,307,303,1,1,1,1,0,1,1,1,0,0,0,406,397,2,5,3,1,0,3,3,1,0,0,2,465,446,14,1,0,4,0,0,0,331,324,6,0,0,2,0,0,0,291,274,6,0,0,0,0,0,11,381,354,12,3,1,9,0,291,274,6,1,0,7,0
19025025013,4,19025025013,76,26,50,83,27,56,80,27,52,66,25,39,58,46,0,78,21,54,79,27,48,90,90,0,0,0,0,0,0,0,0,0,0,131,130,2,0,0,0,0,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,138,137,2,0,0,0,0,0,0,0,0,0,0,164,161,0,1,2,0,0,0,0,129,127,0,0,2,0,0,0,0,127,122,2,0,0,0,0,0,3,173,165,2,3,0,6,0,127,122,2,2,0,4,0
19095095013,1,19095095013,116,33,83,133,34,99,132,36,95,102,31,68,86,62,0,123,29,91,123,36,80,162,156,8,3,1,1,0,1,1,0,0,0,216,208,9,5,0,0,0,0,0,194,183,8,1,1,1,0,0,1,0,0,0,0,265,251,10,5,0,0,0,0,0,0,0,0,2,243,242,1,0,0,0,0,0,0,170,169,1,0,0,0,0,0,0,185,178,0,0,0,0,0,0,7,255,242,5,1,1,2,1,185,178,0,0,1,2,1
19095095011,1,19095095011,418,152,257,481,176,293,477,178,285,382,146,230,324,222,0,419,112,288,418,147,244,433,428,0,0,0,7,0,0,0,7,0,0,563,561,0,0,0,6,0,0,0,389,374,0,0,0,13,0,0,0,0,0,0,0,446,431,0,0,0,13,0,0,0,0,0,0,13,742,715,19,5,1,5,0,0,0,539,528,6,3,1,3,0,0,0,535,505,10,4,1,1,0,0,14,705,649,15,12,6,19,4,535,505,10,4,1,14,0
19093093010,4,19093093010,234,38,192,255,43,211,260,41,207,205,35,166,145,111,0,249,30,211,251,38,200,289,276,4,4,4,8,0,0,0,7,0,0,390,372,5,4,2,9,0,0,0,260,256,4,4,4,5,0,0,0,4,0,0,0,346,320,24,3,1,4,0,0,0,2,0,0,6,428,422,3,2,0,0,0,0,0,345,341,3,0,0,0,0,0,0,345,334,2,0,0,0,0,3,6,457,438,7,0,3,2,0,345,334,2,0,3,0,0
19133133007,4,19133133007,581,171,402,647,193,438,644,195,421,517,160,352,417,293,0,606,147,439,612,168,418,952,948,10,0,0,0,0,0,0,0,0,0,1217,1194,20,6,0,0,0,0,0,902,874,30,0,0,0,0,0,0,0,0,0,0,1157,1107,43,8,0,0,0,0,0,0,0,0,8,1224,1162,19,30,3,13,1,0,0,926,907,6,8,2,4,0,0,0,884,858,10,0,0,1,0,0,15,1165,1099,32,19,3,5,0,884,858,10,7,1,5,0
19067067001,2,19067067001,150,64,85,169,63,105,158,73,83,125,57,63,111,81,0,157,55,92,161,65,83,255,246,1,0,0,0,0,0,0,0,0,0,317,303,10,2,0,0,0,0,0,245,243,1,0,0,0,0,0,0,0,0,0,0,335,321,9,1,0,0,0,1,0,0,0,0,0,335,329,5,0,1,5,0,0,0,251,249,1,0,1,1,0,0,0,245,235,4,1,0,0,0,0,5,318,305,6,1,0,5,1,245,235,4,1,0,5,0
19035035011,4,19035035011,78,17,61,87,19,68,87,19,67,73,18,54,57,45,0,87,16,69,89,19,65,103,103,0,0,0,0,0,0,0,0,0,0,135,134,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,0,0,0,0,0,0,0,0,0,167,166,0,0,0,1,0,0,0,128,127,0,0,0,1,0,0,0,122,119,0,0,0,0,0,0,3,167,164,0,0,0,2,0,122,119,0,0,0,2,0
19035035018,4,19035035018,367,86,273,400,94,299,396,96,279,321,81,235,249,197,0,381,70,302,389,84,284,512,503,14,0,3,0,0,0,3,0,0,0,663,631,27,0,3,0,0,0,0,500,492,12,0,0,0,0,0,0,0,0,0,0,637,610,29,0,0,0,0,0,0,0,0,0,0,708,693,10,0,4,1,0,0,0,561,552,5,0,3,1,0,0,0,490,469,4,0,0,0,0,3,14,599,569,8,2,2,10,0,490,469,4,2,0,9,0
19093093001,4,19093093001,93,23,70,105,30,75,106,34,71,86,24,61,68,53,0,106,20,82,107,30,71,134,128,3,0,0,2,0,0,0,2,0,0,183,174,9,1,0,2,0,0,0,128,123,2,0,0,1,0,0,0,1,0,0,0,170,156,8,1,0,1,0,0,0,1,0,0,2,193,190,0,0,3,0,0,0,0,156,153,0,0,3,0,0,0,0,152,145,3,0,1,0,0,0,3,197,187,5,0,1,4,0,152,145,3,0,1,3,0
19093093011,4,19093093011,91,15,76,108,18,90,102,17,84,78,13,63,56,43,0,95,12,81,96,14,77,120,111,0,0,0,1,0,0,0,1,0,0,158,156,0,0,0,1,0,0,0,105,104,0,0,0,1,0,0,0,0,0,0,0,140,126,8,0,0,0,0,0,0,0,0,0,1,180,178,0,0,2,0,0,0,0,132,131,0,0,1,0,0,0,0,115,111,3,0,0,0,0,0,1,138,133,3,0,0,1,0,115,111,3,0,0,1,0
19171171005,2,19171171005,147,45,101,162,52,109,163,53,109,134,46,85,112,76,0,158,37,115,159,44,104,242,237,9,0,0,0,0,0,0,0,0,0,310,302,9,0,0,0,0,0,0,212,206,9,0,0,0,0,0,0,0,0,0,0,275,271,9,0,1,0,0,0,0,0,0,0,1,286,283,0,0,3,0,0,0,0,208,208,0,0,0,0,0,0,0,172,169,1,0,0,0,0,0,2,210,201,5,1,2,1,2,172,169,1,0,0,1,1
19051051003,3,19051051003,443,100,333,502,95,397,497,116,362,368,99,259,311,198,0,478,100,360,482,90,369,628,618,2,2,0,2,0,0,0,0,0,0,830,803,5,16,0,5,0,0,0,584,566,2,0,0,12,0,0,0,0,0,0,0,704,674,12,0,0,19,0,0,0,0,0,0,18,865,841,10,0,2,12,0,0,0,659,646,3,0,2,8,0,0,0,651,620,5,1,0,2,0,2,21,828,783,6,1,5,19,0,651,620,5,1,2,12,0
19165165004,4,19165165004,111,26,85,128,30,98,127,30,93,95,21,73,68,51,0,111,20,87,114,20,89,192,191,0,0,0,1,0,0,0,0,0,0,266,265,0,0,0,0,0,0,0,200,198,0,0,0,1,0,0,0,0,0,0,0,277,275,0,0,0,0,0,0,0,0,0,0,0,212,209,3,0,0,0,0,0,0,161,158,3,0,0,0,0,0,0,134,128,4,1,0,0,0,0,1,181,174,4,1,1,1,0,134,128,4,1,0,1,0
19193193039,4,19193193039,335,210,113,392,242,145,373,242,109,260,160,91,239,183,0,363,208,128,378,246,112,1429,504,547,228,47,73,0,224,47,68,41,0,2609,591,1305,417,117,208,101,0,0,1405,395,606,157,136,58,0,154,116,52,0,43,0,2488,440,1340,341,226,153,104,290,205,61,61,0,89,2692,684,1343,241,237,279,24,0,0,1790,570,801,135,162,158,13,0,0,1737,389,860,187,156,56,29,2,58,2621,462,1420,358,218,177,61,1737,389,860,214,173,106,33
19093093012,4,19093093012,85,19,66,98,21,77,96,22,74,78,17,60,61,46,0,93,13,77,94,18,72,120,117,0,0,0,2,0,0,0,1,0,0,158,155,1,0,0,2,0,0,0,104,102,0,0,0,1,0,0,0,0,0,0,0,140,129,6,0,0,0,0,0,0,0,0,0,2,181,180,1,0,0,0,0,0,0,135,134,1,0,0,0,0,0,0,146,145,1,0,0,0,0,0,0,189,184,5,0,0,0,0,146,145,1,0,0,0,0
19089089009,2,19089089009,136,43,90,156,46,104,153,57,88,108,30,75,97,69,0,149,37,105,149,46,94,193,191,0,0,0,0,2,0,0,0,0,0,280,269,13,0,0,0,1,0,0,212,207,4,0,0,2,2,0,0,0,2,0,0,303,291,19,0,0,2,1,0,0,0,1,0,2,319,303,13,2,0,1,0,0,0,240,235,3,1,0,1,0,0,0,244,234,5,0,1,0,0,0,4,319,302,6,1,5,4,1,244,234,5,0,4,2,1
19113113155,2,19113113155,2202,1107,1036,2491,1366,1079,2467,1303,1115,2049,1097,922,1779,1419,0,2065,763,1238,2097,1033,920,2033,1983,13,16,16,0,0,9,7,0,0,0,2702,2584,12,77,25,0,0,0,0,2488,2468,0,9,12,0,0,9,6,0,0,0,0,3430,3348,0,58,17,0,0,58,8,0,0,4,9,2163,2045,31,29,45,14,2,0,0,1605,1540,15,12,25,8,0,0,0,2920,2687,62,46,74,2,0,4,45,3912,3479,133,117,119,32,4,2920,2687,62,53,79,20,2
19149149029,4,19149149029,5,1,4,9,2,7,8,2,6,3,1,2,2,1,0,3,1,2,3,1,2,11,10,1,0,0,0,0,0,0,0,0,0,13,12,1,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,6,2,3,0,0,0,0,4,2,2,0,0,0,0
19113113018,2,19113113018,577,216,340,647,244,384,640,245,370,512,216,278,451,318,0,599,177,404,607,213,345,745,730,6,0,4,4,0,0,4,4,0,0,1016,989,10,1,9,7,0,0,0,836,795,11,0,32,4,0,0,4,4,0,0,0,1122,1054,13,0,45,9,0,0,6,9,0,0,40,1079,1065,3,1,2,8,1,0,0,842,834,3,1,0,4,1,0,0,871,812,16,0,4,8,0,0,31,1151,1065,27,8,9,33,2,871,812,16,3,4,27,0
19113113016,2,19113113016,578,240,320,621,289,311,617,273,331,539,237,292,469,336,0,575,178,383,579,232,294,699,657,3,14,22,0,0,14,12,0,0,0,845,769,7,21,40,2,0,0,0,779,721,1,18,37,2,0,18,27,0,0,0,0,942,851,7,21,51,3,0,21,30,0,0,7,27,856,817,6,15,15,3,0,0,0,660,640,2,7,8,3,0,0,0,681,616,10,4,23,2,0,2,24,843,749,14,17,42,9,2,681,616,10,7,33,5,2
19149149005,4,19149149005,138,26,112,157,29,128,151,29,122,120,25,93,91,71,0,150,21,126,152,24,122,159,159,0,0,0,0,0,0,0,0,0,0,245,234,9,0,0,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0,0,252,236,18,0,0,0,0,0,0,0,0,0,0,281,277,3,1,0,1,0,0,0,203,200,2,1,0,1,0,0,0,203,201,0,0,0,0,0,0,2,245,243,0,0,0,2,0,203,201,0,0,0,2,0
19159159023,3,19159159023,83,25,58,105,27,75,107,34,68,75,26,47,62,53,0,86,23,61,89,26,61,84,84,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,0,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,159,159,0,0,0,0,0,0,0,0,0,0,0,208,198,7,10,0,7,0,0,0,139,138,1,1,0,1,0,0,0,108,103,1,0,1,0,0,0,3,141,133,1,5,2,1,0,108,103,1,2,2,1,0
