GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
45075000131,6,45075000131,1155,936,214,1319,1065,249,1319,1070,245,1056,887,155,1055,887,168,1097,867,210,1081,845,227,2443,533,168,1718,0,20,0,1718,0,20,0,0,3349,752,170,2558,156,22,0,0,0,2872,442,147,2249,0,34,0,2249,0,34,0,0,0,3847,664,147,3131,0,33,0,3002,0,33,0,3,0,2764,624,28,2084,6,32,2,0,0,2077,510,19,1528,4,23,2,0,0,1970,531,22,1373,7,10,0,4,23,2519,648,36,1805,8,25,4,1970,531,22,1393,7,18,4
45075000137,2,45075000137,673,256,410,780,253,524,780,263,505,555,209,331,557,219,337,713,294,408,683,283,384,1530,1024,0,368,0,97,0,368,0,83,40,0,2078,1359,0,564,0,129,31,0,0,1568,950,0,432,0,116,0,432,0,112,0,75,0,2052,1219,0,626,0,150,66,618,0,110,0,0,106,1991,1363,28,551,4,48,1,0,0,1501,1074,17,367,3,41,1,0,0,1342,958,25,277,0,22,0,4,56,1757,1230,35,416,2,71,0,1342,958,25,301,1,57,0
45075000151,2,45075000151,718,439,272,766,442,317,768,452,305,614,379,222,614,393,221,790,495,286,774,477,285,1093,613,0,467,0,16,0,464,0,0,0,0,1571,703,64,855,0,18,0,0,0,1163,712,2,436,0,17,0,433,0,0,0,0,0,1573,848,3,705,0,21,0,677,0,0,0,0,45,1727,806,18,885,7,13,0,0,0,1259,623,8,614,5,11,0,0,0,1290,589,34,620,8,7,0,2,30,1650,701,47,867,12,32,0,1290,589,34,636,8,30,0
45045000252,3,45045000252,1493,215,1245,1819,269,1526,1822,276,1501,1167,178,968,1171,203,965,1545,212,1277,1509,212,1245,2804,2626,47,134,0,0,0,134,0,0,0,0,3482,3216,117,156,10,0,31,0,0,3256,2977,80,191,0,8,0,191,0,4,0,0,0,4050,3616,204,221,9,8,31,197,0,4,0,0,27,3699,3382,58,224,8,32,2,0,0,2801,2583,40,156,4,22,1,0,0,3032,2645,112,147,10,6,0,17,95,3829,3298,166,219,32,104,2,3032,2645,112,166,15,77,2
45045000331,4,45045000331,1667,582,1030,1947,769,1116,1948,762,1161,1436,505,902,1443,569,871,1611,485,972,1590,411,1128,2676,2395,51,210,0,4,0,210,0,4,10,0,3115,2776,73,237,20,7,11,0,0,2633,2398,40,170,0,0,0,170,0,0,0,30,0,3270,2953,57,212,47,0,30,169,47,0,0,0,43,3203,2606,178,321,74,25,7,0,0,2652,2201,142,243,54,22,4,0,0,2714,2063,193,243,109,4,4,16,82,3420,2542,288,358,167,69,4,2714,2063,193,284,117,50,4
45045000224,4,45045000224,2316,1134,1123,3119,1622,1438,3117,1636,1452,1843,891,895,1846,998,837,2020,909,944,1972,759,1166,3253,2436,119,620,65,20,0,586,27,20,0,0,4274,2812,325,753,377,17,0,0,0,3569,2441,181,766,165,4,0,724,110,4,0,15,0,4179,2583,339,933,367,8,0,838,269,4,0,13,132,3918,2508,328,917,171,33,3,0,0,3383,2287,251,696,144,28,3,0,0,6205,4259,440,983,237,11,5,36,234,7307,4819,549,1427,363,162,17,6205,4259,440,1084,283,130,16
45045000255,4,45045000255,1501,446,1014,1767,584,1150,1766,596,1137,1199,339,841,1206,396,808,1549,421,1021,1515,335,1133,2601,1981,60,485,45,20,0,455,35,0,0,0,3103,2420,89,502,72,20,0,0,0,3096,2366,65,540,110,19,0,480,100,4,0,0,0,3656,2760,84,567,229,16,0,509,217,1,0,0,85,2931,2290,153,373,104,14,3,0,0,2251,1827,97,237,76,11,3,0,0,2520,1914,201,223,79,11,0,12,80,3234,2395,298,340,131,64,6,2520,1914,201,251,91,46,2
45045000310,4,45045000310,1643,597,1007,1976,760,1178,1975,785,1161,1338,482,823,1339,530,806,1634,530,1009,1599,489,1063,3133,2279,80,730,16,0,0,730,16,0,22,0,4548,3089,223,1189,23,0,24,0,0,3451,2567,121,709,20,0,0,709,20,0,0,28,0,4842,3331,270,1170,31,0,30,1122,23,0,0,0,96,3451,2247,385,758,41,33,9,0,0,2607,1812,251,499,28,27,7,0,0,3114,2040,340,565,52,6,0,11,100,4067,2467,528,893,102,78,2,3114,2040,340,606,63,57,1
45007000085,3,45007000085,558,406,146,664,450,209,663,467,189,410,309,93,408,307,99,605,471,119,581,418,154,2003,567,99,1315,0,58,0,1269,0,0,11,0,2695,804,118,1757,0,80,0,0,0,2067,597,83,1358,0,7,0,1343,0,0,0,11,0,2728,739,117,1856,0,27,0,1700,0,0,0,0,171,2604,925,128,1543,4,17,8,0,0,1926,762,83,1072,4,14,3,0,0,1892,778,123,914,5,2,0,3,67,2602,970,216,1370,11,50,1,1892,778,123,957,5,39,1
45047000038,3,45047000038,537,95,435,645,123,517,647,121,521,465,77,381,469,100,366,524,74,425,507,77,416,721,632,14,77,0,0,0,77,0,0,0,0,962,820,40,100,0,0,0,0,0,813,705,27,77,0,4,0,77,0,0,0,0,0,1034,891,57,78,0,3,0,78,0,0,0,0,7,981,899,20,59,4,0,0,0,0,804,744,11,46,2,0,0,0,0,805,716,15,46,10,0,2,2,14,994,865,20,79,18,12,2,805,716,15,51,13,8,2
45047000046,3,45047000046,578,162,409,670,173,491,675,188,472,488,130,355,486,140,345,579,168,395,556,159,390,843,710,5,120,0,1,0,118,0,0,0,0,1127,921,40,149,14,1,0,0,0,820,714,10,95,0,0,0,95,0,0,0,0,0,1165,1022,10,112,23,0,0,112,10,0,0,0,13,1185,949,18,209,9,1,0,0,0,840,684,10,141,6,0,0,0,0,894,687,11,176,1,3,1,2,13,1154,888,15,225,14,16,2,894,687,11,180,5,13,1
45047000045,3,45047000045,490,276,202,524,304,213,524,312,201,392,208,170,386,218,166,561,306,234,543,295,226,961,458,116,397,0,0,0,397,0,0,0,0,1543,564,256,742,0,13,0,0,0,833,541,93,198,0,0,0,197,0,0,0,0,0,1205,632,274,331,0,0,0,294,0,0,0,0,1,1975,764,216,981,8,16,2,0,0,1351,630,115,593,5,9,2,0,0,1420,549,206,605,8,0,3,0,49,1998,704,310,966,13,39,5,1420,549,206,652,12,32,5
45045000298,3,45045000298,2032,794,1182,2539,1037,1448,2538,1084,1403,1626,661,929,1621,719,896,1951,677,1152,1910,586,1262,3431,2422,246,721,13,35,0,721,10,35,0,0,5114,3781,341,917,41,34,0,0,0,3323,2218,223,834,23,15,0,834,15,15,0,0,0,4917,3144,288,1423,48,16,0,1423,14,16,0,0,34,3333,2468,301,487,77,9,4,0,0,2282,1714,196,315,53,7,3,0,0,3866,2459,357,790,88,0,3,26,143,5224,3198,518,1249,170,88,8,3866,2459,357,849,120,65,6
45045000368,3,45045000368,1535,540,969,1854,665,1166,1858,675,1161,1284,466,808,1281,504,776,1479,503,908,1446,436,975,2075,1659,72,296,46,0,0,296,37,0,0,0,3207,2347,259,518,85,11,0,0,0,2166,1553,143,470,4,0,0,470,1,0,0,0,0,3085,1650,374,769,5,49,0,747,1,0,0,0,313,2517,1818,205,463,34,8,4,0,0,1808,1350,135,302,21,6,4,0,0,2384,1706,216,335,38,7,4,0,78,3123,2177,276,525,89,52,8,2384,1706,216,378,52,40,4
45045000274,4,45045000274,1277,420,828,1570,541,998,1573,581,959,1025,321,679,1016,364,652,1278,377,843,1243,373,830,2375,1889,111,369,0,4,0,329,0,0,0,0,3551,2292,667,581,5,156,5,0,0,2598,1972,111,519,0,4,0,447,0,0,0,0,0,3886,2481,645,751,5,139,5,641,0,0,0,14,106,3500,2165,697,611,35,12,6,0,0,2595,1742,453,385,22,8,3,0,0,3310,2055,635,454,34,6,1,11,114,4336,2485,987,725,74,94,4,3310,2055,635,499,60,78,3
45031000036,7,45031000036,576,391,182,549,354,192,550,357,185,505,359,141,504,363,141,671,461,204,652,434,211,714,322,10,371,0,2,0,371,0,0,4,0,849,396,20,428,0,10,0,0,0,752,375,4,369,0,0,0,369,0,0,0,4,0,904,470,11,422,0,5,0,419,0,0,0,0,3,1089,385,16,683,0,13,0,0,0,857,328,10,513,0,11,0,0,0,716,287,11,396,0,4,0,0,18,861,337,15,494,2,18,0,716,287,11,406,2,15,0
45031000008,7,45031000008,855,578,268,1035,696,326,1033,704,321,647,457,185,650,463,186,884,596,277,845,538,290,1843,667,15,1161,0,10,0,1157,0,10,1,0,2310,790,36,1469,2,8,1,0,0,1700,539,4,1145,0,6,0,1137,0,4,0,1,0,1965,601,14,1336,2,8,4,1318,0,7,0,0,18,2336,909,18,1398,9,15,1,0,0,1776,758,11,1001,5,10,1,0,0,1719,638,19,1015,3,6,0,8,30,2238,777,34,1391,11,28,1,1719,638,19,1034,7,21,1
45007000009,3,45007000009,406,206,189,521,274,240,516,286,212,269,124,134,267,131,135,429,217,194,401,188,199,1494,829,82,558,0,26,0,558,0,21,0,0,2266,941,511,879,0,27,0,0,0,1439,640,131,611,0,58,0,611,0,52,0,0,0,2089,696,457,985,0,56,0,876,0,51,0,0,6,1715,1028,138,541,6,12,1,0,0,1250,839,97,307,5,11,1,0,0,1435,778,130,467,2,2,0,5,51,1916,923,208,740,7,38,3,1435,778,130,499,7,28,3
45007000023,3,45007000023,677,69,596,770,70,695,767,75,681,519,53,458,520,63,457,730,62,646,716,76,628,1210,1147,7,59,0,0,0,59,0,0,0,0,1579,1452,7,121,0,2,0,0,0,1137,1093,4,35,6,3,0,35,2,3,0,0,0,1531,1452,7,70,3,3,0,37,2,3,0,0,35,1550,1485,28,25,5,6,0,0,0,1172,1123,23,19,1,6,0,0,0,1258,1178,11,33,3,1,0,3,29,1617,1495,18,48,11,36,0,1258,1178,11,33,3,26,0
45007000164,3,45007000164,2816,574,2176,3483,761,2662,3486,784,2644,2154,465,1647,2156,551,1602,2818,476,2203,2772,401,2301,4117,3901,16,140,41,20,0,140,41,20,0,0,5671,5191,200,189,58,26,0,0,0,3911,3721,31,108,45,8,0,108,44,4,0,0,0,5433,5019,93,231,75,24,0,189,72,9,0,11,41,4747,4320,119,239,53,20,4,0,0,3401,3124,75,154,34,14,0,0,0,4455,3858,158,226,46,17,0,13,137,6104,5166,277,401,94,142,1,4455,3858,158,256,58,106,0
45031000023,7,45031000023,1309,260,1025,1473,321,1127,1471,324,1127,1147,233,906,1160,253,906,1315,249,1018,1276,183,1060,1719,1367,67,290,0,0,0,286,0,0,0,0,2161,1744,96,321,0,0,0,0,0,2004,1659,145,198,0,0,0,198,0,0,0,0,0,2879,2447,210,232,0,0,0,221,0,0,0,0,0,2199,1984,32,158,13,16,0,0,0,1748,1609,18,98,10,13,0,0,0,1902,1663,36,151,5,5,0,4,38,2363,2003,55,251,8,42,0,1902,1663,36,164,6,29,0
45031000010,7,45031000010,795,518,273,1050,666,377,1050,677,370,609,402,200,609,403,205,750,505,231,730,459,267,1713,657,5,1053,0,0,0,1053,0,0,0,0,2398,870,6,1523,0,0,0,0,0,1384,633,2,748,0,0,0,748,0,0,0,0,0,2015,808,5,1204,0,0,0,1192,0,0,0,0,12,2206,669,21,1518,4,18,2,0,0,1655,535,19,1103,4,9,1,0,0,1447,508,19,897,1,4,0,0,18,1854,586,36,1216,5,14,3,1447,508,19,914,2,11,3
45031000033,7,45031000033,1240,658,563,1425,769,647,1429,780,633,1049,560,468,1052,577,475,1263,659,562,1229,616,590,2586,1216,14,1343,0,8,0,1318,0,3,0,0,3391,1394,174,1815,0,8,0,0,0,2253,1101,17,1124,0,10,0,1074,0,6,0,0,0,2854,1265,211,1369,0,10,0,1297,0,6,0,0,78,3207,1892,48,1244,13,29,0,0,0,2467,1529,27,893,9,20,0,0,0,2292,1238,61,950,3,5,0,2,33,2938,1490,88,1342,13,32,5,2292,1238,61,976,8,29,2
45031000027,7,45031000027,497,338,154,495,317,173,497,326,166,431,300,125,429,306,123,560,383,168,549,384,164,482,229,0,253,0,10,0,244,0,0,0,0,594,250,0,342,0,8,0,0,0,695,248,0,447,0,9,0,439,0,0,0,0,0,841,262,0,577,0,7,0,570,0,0,0,0,7,1054,366,17,674,1,1,2,0,0,790,295,12,485,1,1,2,0,0,742,273,14,440,0,0,0,0,15,933,343,24,562,2,10,0,742,273,14,449,0,10,0
45031000004,7,45031000004,805,210,583,878,214,654,877,226,632,623,168,446,626,179,447,917,231,672,870,216,632,1439,1168,50,221,0,0,0,221,0,0,0,0,1851,1519,75,260,0,0,0,0,0,1145,790,0,355,0,0,0,355,0,0,0,0,0,1312,954,3,355,0,0,0,355,0,0,0,0,0,2068,1606,73,367,16,8,0,0,0,1574,1272,44,243,11,7,0,0,0,1465,1111,59,246,8,8,0,5,28,1862,1364,100,340,19,40,1,1465,1111,59,255,10,32,1
45045000345,4,45045000345,908,708,188,1082,827,242,1076,849,218,715,547,145,718,571,147,939,744,171,907,700,191,1954,655,30,1274,0,18,0,1258,0,0,0,0,4108,834,1317,1931,6,155,0,0,0,1810,567,40,1199,0,13,0,1188,0,0,0,0,0,4136,680,1496,2209,10,130,0,1830,10,0,0,11,109,3808,814,1039,1942,14,43,7,0,0,2690,687,601,1388,11,29,6,0,0,2819,623,944,1188,5,5,0,12,42,4058,741,1590,1689,17,144,2,2819,623,944,1226,7,84,2
45045000336,4,45045000336,1360,444,873,1585,567,985,1588,587,976,1098,347,728,1094,393,698,1383,414,851,1361,368,945,2514,1839,49,330,280,12,0,330,280,0,0,0,3887,2086,859,459,491,35,0,0,0,2339,1749,75,320,175,8,0,320,175,0,0,0,0,3724,1932,851,466,466,27,0,466,451,0,0,0,24,4068,2277,1076,509,180,56,16,0,0,3108,1891,700,369,121,37,13,0,0,3336,1895,823,367,133,11,0,11,96,4440,2297,1304,567,197,130,6,3336,1895,823,421,146,82,1
45007000077,3,45007000077,1453,524,891,1814,682,1102,1818,703,1082,1152,399,709,1149,449,697,1418,507,833,1380,406,927,3403,2826,178,321,27,9,0,295,15,0,40,0,4134,3230,295,563,35,46,0,0,0,3713,2802,41,770,26,3,0,754,13,0,0,70,0,4331,3087,110,1098,29,76,0,912,15,0,0,0,205,4362,3309,142,827,69,25,2,0,0,3505,2794,101,547,50,16,1,0,0,4374,3389,239,594,45,14,0,3,90,5186,3797,301,929,106,72,28,4374,3389,239,630,78,51,24
45007000033,3,45007000033,1585,353,1206,1858,411,1425,1860,437,1398,1282,292,968,1291,350,940,1649,338,1257,1597,311,1237,2811,2365,20,368,0,34,0,332,0,0,30,0,3723,3137,18,537,0,61,0,0,0,2920,2536,10,364,0,16,0,323,0,0,0,0,0,3947,3389,11,535,0,15,0,399,0,0,0,0,151,3621,3190,88,290,40,15,2,0,0,2841,2553,64,187,26,13,1,0,0,2989,2586,75,220,9,6,0,5,88,3705,3117,116,346,29,92,1,2989,2586,75,230,19,70,1
45007000086,3,45007000086,564,246,306,706,303,390,705,333,354,403,178,214,403,190,213,582,232,328,557,220,319,1654,818,15,795,0,25,0,795,0,1,0,0,2016,1000,27,947,0,26,0,0,0,2248,850,8,1356,0,4,0,1356,0,1,0,34,0,2856,1014,20,1786,1,35,34,1751,0,0,0,36,35,2254,1373,143,723,11,15,1,0,0,1688,1113,103,457,7,12,1,0,0,1766,1047,157,453,5,4,2,8,90,2297,1275,234,699,14,93,5,1766,1047,157,485,10,70,4
45045000312,4,45045000312,1575,466,1071,1894,609,1242,1894,632,1237,1210,344,836,1210,411,795,1639,430,1126,1599,368,1181,2873,2342,123,367,38,4,0,367,38,4,0,0,3593,2789,225,498,82,3,9,0,0,3021,2357,92,510,55,9,0,510,54,9,0,0,0,4123,3139,200,632,149,10,7,621,109,10,0,0,45,3215,2753,138,296,18,19,1,0,0,2609,2282,92,213,14,12,1,0,0,2979,2298,206,314,42,7,0,8,104,3685,2726,291,484,91,88,3,2979,2298,206,346,61,60,3
45045000369,3,45045000369,1367,304,1034,1585,349,1213,1578,359,1192,1095,258,818,1088,284,801,1434,297,1086,1404,282,1084,2500,1918,92,469,0,17,0,469,0,9,0,0,3157,2348,195,598,0,22,0,0,0,2505,2035,102,328,26,13,0,328,26,4,0,0,0,3105,2451,207,406,26,15,0,405,26,5,0,0,12,3041,2589,64,346,19,29,0,0,0,2368,2038,40,263,11,21,0,0,0,2504,2078,87,257,7,2,1,9,63,3160,2578,142,334,20,64,4,2504,2078,87,269,12,44,2
45075000106,6,45075000106,420,328,89,449,352,93,452,364,87,333,260,65,336,279,57,477,373,92,461,339,119,899,217,20,666,0,0,0,666,0,0,0,0,1282,252,18,1014,0,0,0,0,0,1002,193,9,799,0,0,0,799,0,0,0,0,0,1562,218,8,1335,0,0,0,1335,0,0,0,0,0,1301,318,36,932,20,6,1,0,0,991,270,22,683,18,6,0,0,0,889,240,22,585,11,1,0,1,29,1095,267,31,786,17,22,1,889,240,22,614,12,16,1
45045000272,4,45045000272,1382,559,786,1618,697,878,1622,728,876,1115,455,645,1114,474,634,1429,556,783,1389,443,890,2440,1460,55,899,10,14,0,895,10,0,0,0,3713,1978,167,1377,24,16,151,0,0,2675,1950,55,615,50,14,0,615,50,0,0,0,0,3628,2352,154,928,69,16,108,928,69,0,108,0,16,3877,1920,409,1465,80,21,4,0,0,2745,1554,263,863,61,15,3,0,0,2881,1639,271,808,54,4,5,13,87,3942,1975,407,1405,88,102,7,2881,1639,271,841,69,59,7
45045000294,4,45045000294,833,247,565,929,305,604,933,302,620,697,205,484,705,248,455,870,249,556,858,164,674,1114,1001,20,48,39,7,3,40,39,0,0,0,1662,1441,40,55,119,30,3,0,0,987,920,1,65,0,1,0,63,0,0,0,1,0,1502,1431,1,68,2,2,0,62,0,0,0,0,5,1502,1395,26,48,23,8,1,0,0,1015,949,17,32,15,2,0,0,0,1104,946,54,37,26,1,0,2,38,1570,1281,93,74,69,29,6,1104,946,54,43,39,19,2
45045000204,4,45045000204,1466,991,433,1661,1144,475,1667,1169,478,1241,853,352,1243,927,313,1507,980,409,1465,857,555,3094,1685,98,1224,67,13,0,1215,40,0,6,0,4319,2131,403,1684,97,43,0,0,0,3478,1780,130,1517,41,4,0,1503,16,1,0,6,0,4867,2317,501,1909,80,15,0,1810,35,4,0,75,123,3970,1812,469,1646,39,54,14,0,0,3018,1486,294,1202,22,45,10,0,0,3369,1623,538,1069,29,2,4,8,96,4465,2031,839,1488,71,116,15,3369,1623,538,1109,54,82,10
45045000308,4,45045000308,1768,509,1211,2011,633,1335,2015,647,1337,1466,438,1006,1472,502,961,1846,457,1255,1819,393,1368,2810,2538,197,52,20,0,0,52,0,0,0,0,4033,3321,611,69,39,100,0,0,0,2935,2412,228,245,15,4,40,245,0,0,40,2,0,4091,3084,600,259,61,101,38,255,37,0,38,0,79,3687,2992,356,233,80,30,11,0,0,2808,2332,235,163,54,23,9,0,0,2895,2252,287,193,52,4,8,13,86,3694,2727,477,294,89,81,10,2895,2252,287,199,66,51,9
45029000026,6,45029000026,472,104,360,506,111,388,505,115,381,386,86,292,388,98,290,543,120,404,513,95,406,680,487,1,193,0,0,0,193,0,0,0,0,912,637,31,235,0,0,0,0,0,726,506,0,217,0,0,0,217,0,0,0,0,0,979,673,26,277,0,0,0,275,0,0,0,7,1,936,767,29,131,4,6,0,0,0,700,597,16,80,2,6,0,0,0,787,611,20,114,1,3,0,4,34,980,729,50,172,2,22,0,787,611,20,129,2,18,0
45029000040,6,45029000040,623,336,275,789,436,342,793,450,320,473,267,187,468,269,198,611,308,282,586,282,290,1836,867,24,933,0,12,0,933,0,9,0,0,2715,1142,63,1492,0,19,0,0,0,1506,755,24,729,0,0,0,729,0,0,0,0,0,2352,998,91,1263,0,0,0,1248,0,0,0,0,15,2127,832,64,1212,6,22,2,0,0,1577,670,48,856,4,14,2,0,0,1600,871,65,590,1,14,1,4,54,2119,1078,110,873,5,69,3,1600,871,65,625,3,44,3
45029000021,6,45029000021,629,228,381,716,260,447,712,278,410,510,184,314,506,208,298,671,230,407,642,214,397,1341,961,18,318,0,47,0,318,0,47,0,0,1812,1240,42,483,1,49,0,0,0,1163,812,18,332,0,3,0,331,0,1,0,0,0,1431,1026,52,351,1,2,0,345,0,1,0,0,7,1652,1118,38,446,14,41,3,0,0,1273,891,22,325,11,25,3,0,0,1195,837,24,275,3,5,0,0,51,1562,1048,49,405,8,46,1,1195,837,24,292,5,38,0
45007000019,3,45007000019,1756,485,1239,2159,618,1512,2151,641,1477,1427,392,985,1424,470,952,1728,430,1246,1686,375,1266,3361,2763,90,421,60,16,0,396,35,0,4,0,4264,3407,89,624,101,36,7,0,0,3063,2615,80,263,95,6,0,233,65,0,0,0,0,3919,3220,79,492,115,11,0,362,69,0,0,0,187,3797,3349,39,379,17,15,6,0,0,2975,2677,27,247,12,13,4,0,0,3263,2663,73,391,27,6,0,7,96,4083,3240,114,598,43,76,0,3263,2663,73,415,33,73,0
45007000157,3,45007000157,1566,375,1166,1913,475,1421,1916,484,1402,1254,305,921,1263,340,922,1563,331,1193,1521,324,1157,2834,2332,117,330,0,29,0,310,0,0,41,0,3401,2788,118,474,0,83,0,0,0,2553,2183,70,253,0,25,0,240,0,0,0,33,0,3231,2765,71,387,0,72,0,328,0,0,0,0,74,3329,2755,66,461,21,25,9,0,0,2527,2122,45,329,14,18,4,0,0,2828,2324,76,353,4,8,0,2,61,3616,2873,133,532,16,50,7,2828,2324,76,371,9,39,5
45045000334,4,45045000334,1654,319,1303,1996,434,1535,1999,444,1536,1361,258,1092,1370,288,1082,1620,264,1279,1585,238,1302,2369,2143,34,171,1,19,5,163,1,5,6,0,3112,2722,106,297,5,26,5,0,0,2693,2460,54,158,6,9,11,152,6,0,11,0,0,3380,2925,166,272,44,10,12,213,44,0,12,0,23,2966,2700,79,152,20,20,0,0,0,2262,2094,37,106,12,15,0,0,0,2823,2518,69,106,11,2,2,1,114,3582,3118,125,175,38,84,4,2823,2518,69,128,18,59,3
45085000107,5,45085000107,813,330,476,930,400,525,931,397,529,704,289,402,710,314,396,801,294,491,786,276,494,1473,949,39,471,14,0,0,471,14,0,0,0,1883,1094,39,759,50,0,0,0,0,1266,801,44,412,10,0,0,412,10,0,0,0,0,1431,801,44,509,35,0,0,453,10,0,0,98,24,1709,982,31,657,28,12,6,0,0,1370,794,21,527,21,10,3,0,0,1320,815,19,446,6,1,0,6,27,1564,935,38,544,19,21,3,1320,815,19,458,11,15,1
45085000140,5,45085000140,405,166,230,463,206,255,466,213,244,321,136,180,320,132,188,432,160,252,426,158,255,801,478,16,291,6,2,0,291,4,2,1,0,1098,609,40,425,12,5,5,0,0,617,367,22,216,4,5,0,211,4,4,0,4,0,819,457,38,308,3,6,9,284,3,4,0,0,26,1043,688,14,331,21,6,0,0,0,800,551,10,233,10,1,0,0,0,805,477,22,258,21,0,0,0,27,1024,589,49,334,46,17,1,805,477,22,270,31,14,0
45075000143,6,45075000143,771,570,197,803,593,204,803,600,200,659,492,162,658,493,165,863,634,224,844,614,219,1159,428,0,729,0,0,0,729,0,0,0,0,1444,544,2,896,0,0,0,0,0,1176,377,0,797,0,0,0,797,0,0,0,0,0,1425,522,2,902,0,0,0,902,0,0,0,0,0,1544,316,12,1213,6,6,0,0,0,1172,272,10,889,4,3,0,0,0,1082,262,12,780,3,2,0,0,23,1372,317,17,1029,8,8,1,1082,262,12,801,4,6,1
45075000121,6,45075000121,878,630,241,981,695,277,980,706,265,684,488,189,685,493,192,972,709,246,934,688,242,1361,380,0,966,0,12,0,966,0,0,0,0,1674,432,17,1211,0,14,0,0,0,1529,473,0,1027,0,27,0,1027,0,0,0,0,0,1847,543,0,1275,0,28,0,1275,0,0,0,0,36,1967,561,30,1371,4,7,1,0,0,1535,469,15,1047,2,6,1,0,0,1370,424,20,884,2,4,0,1,35,1720,523,25,1148,4,29,0,1370,424,20,909,3,24,0
45075000144,6,45075000144,404,240,160,405,215,184,408,227,171,337,211,122,338,210,127,463,292,167,454,291,156,681,228,0,457,0,0,0,457,0,0,0,0,1061,362,0,697,0,0,0,0,0,669,223,0,436,0,2,0,436,0,2,0,0,0,997,318,0,669,0,2,0,669,0,2,0,0,0,961,437,25,485,3,12,0,0,0,732,340,17,364,3,9,0,0,0,606,296,17,273,0,5,0,0,15,758,367,19,350,7,19,0,606,296,17,280,0,17,0
45075000141,2,45075000141,885,584,291,938,569,360,941,580,353,783,551,226,780,562,218,946,626,296,929,611,295,1120,547,0,572,0,3,0,572,0,1,0,0,1585,877,0,705,0,3,0,0,0,1330,622,0,705,0,3,0,705,0,1,0,0,0,1747,832,0,912,0,4,0,884,0,1,0,0,28,1917,790,38,1079,3,10,0,0,0,1453,639,20,784,3,10,0,0,0,1320,537,14,737,2,3,1,1,25,1671,663,24,958,7,20,1,1320,537,14,744,5,17,1
45057000032,5,45057000032,1900,738,1125,2355,981,1345,2357,1008,1328,1491,588,881,1492,610,881,1870,666,1116,1843,578,1195,2391,2132,163,71,26,0,0,71,26,0,0,0,3448,3033,238,106,46,0,0,0,0,3513,3143,170,155,49,0,0,155,49,0,0,0,0,4782,3998,296,217,206,0,0,178,190,0,0,78,39,2475,2009,200,211,45,23,3,0,0,1827,1526,123,143,28,17,1,0,0,3091,2317,242,294,127,10,0,14,87,4291,3135,362,510,215,85,3,3091,2317,242,329,143,47,1
