GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
45015000082,1,45015000082,443,200,227,405,194,194,406,201,192,462,219,230,461,227,234,489,200,253,468,165,283,2682,1754,331,362,138,59,0,339,104,0,24,0,5002,3301,572,736,374,197,25,0,0,4264,2822,587,475,241,123,0,447,183,0,0,24,0,5180,3249,663,779,456,155,26,694,257,0,0,0,318,4223,2641,418,841,308,72,24,0,0,3392,2254,303,549,263,56,16,0,0,4682,3281,632,390,161,20,10,16,172,5590,3849,735,643,292,111,48,4682,3281,632,468,247,74,38
45087000012,5,45087000012,434,91,331,494,89,396,489,97,369,313,72,236,315,77,237,496,90,388,467,108,341,810,730,0,70,0,14,0,25,0,10,0,0,1057,904,0,129,0,24,0,0,0,1060,975,35,45,0,10,0,0,0,0,0,0,0,1322,1185,33,87,0,16,0,0,0,0,0,1,103,1061,934,10,106,0,9,0,0,0,839,746,4,84,0,4,0,0,0,762,654,3,70,0,6,0,0,29,936,792,6,108,4,31,4,762,654,3,77,3,27,3
45089000006,6,45089000006,406,105,295,463,113,342,464,122,334,339,91,246,340,95,245,426,105,314,413,107,299,690,417,0,242,24,8,0,242,24,0,0,0,962,570,5,348,23,12,0,0,0,639,420,0,177,34,8,0,177,34,0,0,0,0,837,580,6,208,34,9,0,188,34,0,0,0,27,975,675,11,284,0,6,0,0,0,721,514,7,195,0,6,0,0,0,790,537,30,215,0,0,0,0,8,1016,682,36,290,8,10,0,790,537,30,220,4,5,0
45015000011,1,45015000011,670,299,361,803,349,443,803,363,430,565,260,293,566,279,286,662,286,360,639,259,368,1203,605,2,580,0,14,0,580,0,0,0,0,1495,811,7,658,0,14,0,0,0,1212,738,5,443,0,20,0,443,0,0,0,0,0,1596,1052,9,515,0,22,0,511,0,0,0,0,23,1705,668,20,981,5,31,1,0,0,1325,550,11,737,4,23,0,0,0,1331,824,28,415,11,16,0,2,35,1630,993,43,537,17,33,0,1331,824,28,430,13,32,0
45015000026,1,45015000026,817,521,284,956,583,361,960,603,347,696,443,234,691,456,235,824,526,271,779,501,265,1625,692,11,903,0,17,0,896,0,0,0,0,1972,770,16,1172,0,17,0,0,0,1238,643,12,577,0,5,0,576,0,0,0,0,0,1541,720,33,802,0,5,0,769,0,0,0,0,14,1776,731,28,1001,8,14,0,0,0,1308,590,14,691,6,9,0,0,0,1536,760,50,688,0,1,0,2,35,1972,915,79,943,7,27,1,1536,760,50,696,4,22,0
45015000030,1,45015000030,617,217,391,732,261,467,733,264,455,515,184,319,511,201,310,613,210,389,601,183,408,974,655,91,225,0,2,0,225,0,2,0,0,1375,979,156,224,11,4,0,0,0,888,657,40,187,0,3,0,187,0,0,0,0,0,1156,894,69,185,4,3,0,185,4,0,0,0,3,1371,863,25,468,7,10,0,0,0,1075,670,19,373,4,10,0,0,0,1046,702,10,312,0,2,1,6,13,1324,877,31,390,7,22,3,1046,702,10,320,3,10,1
45015000003,1,45015000003,776,289,476,944,326,611,944,340,590,611,235,368,613,259,353,786,295,472,755,259,479,1656,846,2,807,0,0,0,807,0,0,0,0,2121,1100,3,935,86,2,0,0,0,1717,865,0,851,0,2,0,851,0,2,0,0,0,2118,1105,0,971,40,4,0,931,40,4,0,0,40,1819,1185,22,584,17,9,3,0,0,1335,892,8,414,10,9,3,0,0,1470,993,21,419,6,4,0,3,24,1892,1281,37,541,13,29,0,1470,993,21,425,12,21,0
45015000037,1,45015000037,804,658,141,1019,854,161,1016,856,149,666,516,133,660,532,128,749,616,121,728,576,146,1951,713,16,1222,0,0,0,1212,0,0,0,0,2385,817,15,1549,0,0,0,0,0,2111,587,14,1515,0,0,0,1507,0,0,0,0,0,2381,640,12,1727,0,0,0,1681,0,0,0,0,46,2047,309,37,1699,5,16,0,0,0,1556,245,26,1281,4,11,0,0,0,1422,291,12,1091,2,6,0,2,18,1755,348,23,1369,7,19,2,1422,291,12,1111,5,14,2
45007000068,3,45007000068,1144,184,936,1369,232,1116,1370,241,1104,879,131,739,879,155,723,1201,184,980,1165,175,956,2042,1933,30,76,0,6,0,76,0,4,0,0,2867,2425,299,156,0,11,0,0,0,2061,1911,50,94,0,4,0,94,0,0,0,0,0,3055,2597,295,184,0,4,0,119,0,0,0,10,36,2933,2662,108,122,17,33,0,0,0,2226,2056,64,79,11,23,0,0,0,2364,2052,129,81,7,9,0,2,84,3080,2581,206,172,23,105,4,2364,2052,129,91,10,78,1
45007000057,3,45007000057,819,156,654,1001,208,781,997,202,784,681,116,562,688,140,548,787,150,619,764,120,632,1006,958,0,49,0,0,0,38,0,0,0,0,1144,1097,0,48,0,0,0,0,0,979,934,0,43,0,0,0,40,0,0,0,0,0,1093,1044,0,46,0,0,0,43,0,0,0,0,3,1248,1193,13,32,3,8,0,0,0,1085,1049,11,16,3,8,0,0,0,1266,1185,23,21,4,1,0,0,32,1486,1377,33,41,4,26,0,1266,1185,23,25,4,26,0
45007000111,3,45007000111,1140,299,816,1317,347,945,1323,363,935,901,247,631,904,286,618,1213,299,866,1193,275,883,2376,1939,82,338,6,7,0,334,4,4,0,0,3019,2461,82,440,9,22,0,0,0,2490,1975,67,429,4,13,0,413,4,8,0,0,0,3416,2846,69,485,5,16,0,428,5,5,0,9,64,2842,2253,64,499,8,19,2,0,0,2169,1763,39,345,6,12,1,0,0,2190,1737,54,318,18,8,0,2,53,2832,2160,102,487,27,59,1,2190,1737,54,347,23,38,0
45007000039,3,45007000039,926,182,730,1037,210,814,1038,225,801,763,141,609,768,169,599,987,189,770,971,168,771,1415,1153,15,236,0,7,0,236,0,7,0,0,2029,1606,15,401,0,9,15,0,0,1357,1279,4,74,0,5,0,74,0,5,0,0,0,1942,1818,1,118,0,5,0,112,0,5,0,0,7,1994,1725,19,230,6,12,2,0,0,1571,1384,12,157,6,9,1,0,0,1646,1402,16,195,3,0,0,0,30,2192,1816,28,318,14,18,1,1646,1402,16,207,8,13,0
45007000042,3,45007000042,882,127,742,992,132,855,997,141,842,710,100,603,713,123,590,951,126,793,921,115,782,1388,1175,31,176,0,1,0,176,0,0,0,0,1764,1457,60,243,56,1,0,0,0,1232,1134,28,68,0,0,0,68,0,0,0,0,0,1448,1317,48,89,41,1,0,88,0,0,0,0,1,2214,2057,7,133,6,17,2,0,0,1718,1603,4,98,4,8,0,0,0,1617,1484,22,59,6,4,1,0,41,2001,1821,38,88,12,43,2,1617,1484,22,64,9,38,2
45007000058,3,45007000058,532,130,397,622,151,466,624,157,457,434,106,319,435,119,315,563,132,418,534,129,400,930,772,14,139,0,0,0,139,0,0,0,0,1167,960,15,191,0,0,0,0,0,944,814,0,126,0,0,0,126,0,0,0,0,0,1264,1077,0,183,0,0,0,160,0,0,0,0,23,1226,945,27,252,4,1,1,0,0,934,723,17,193,4,1,1,0,0,928,736,17,152,4,2,0,0,17,1172,923,27,204,5,11,1,928,736,17,161,5,10,1
45015000042,1,45015000042,844,695,141,1000,822,172,999,831,162,650,538,99,648,551,96,881,736,129,852,673,167,1819,355,4,1462,0,0,0,1458,0,0,0,0,2473,482,3,1988,0,0,0,0,0,1580,408,4,1170,0,0,0,1170,0,0,0,0,0,2072,561,3,1511,0,0,0,1495,0,0,0,0,18,2421,462,22,1941,1,3,1,0,0,1776,368,10,1399,1,2,1,0,0,1582,337,14,1176,8,6,0,3,38,2059,404,28,1573,26,44,1,1582,337,14,1192,15,32,1
45015000079,1,45015000079,949,629,294,1058,711,321,1059,736,301,712,491,196,711,509,200,1094,704,336,1068,624,417,2517,1116,71,1100,213,6,0,1077,158,3,18,0,4411,1424,799,1769,305,20,0,0,0,2579,1008,254,1062,236,13,0,1035,176,8,0,4,0,4342,1292,745,2088,328,22,0,1776,229,8,0,125,164,3738,1482,639,1209,337,60,25,0,0,2810,1215,461,778,284,45,18,0,0,2921,942,565,1050,152,30,0,51,131,3979,1124,828,1650,214,167,8,2921,942,565,1115,175,117,6
45015000085,1,45015000085,899,407,468,1390,689,676,1395,703,659,724,364,336,722,392,328,594,170,385,577,136,425,1593,995,155,430,0,9,0,421,0,2,1,0,2326,1371,282,758,1,13,1,0,0,1814,1072,116,607,0,15,0,587,0,1,0,1,0,2411,1319,189,899,5,15,0,776,0,1,0,22,104,697,534,21,132,7,8,4,0,0,553,436,13,96,5,7,1,0,0,2410,1422,130,676,67,7,0,2,106,3422,1914,232,1092,161,86,13,2410,1422,130,743,96,50,7
45015000099,1,45015000099,30,15,14,0,0,0,0,0,0,50,27,20,49,29,21,44,20,20,43,17,25,37,25,4,5,2,1,0,5,1,0,0,0,68,42,6,11,6,2,0,0,0,64,42,8,7,4,2,0,7,2,0,0,0,0,73,44,10,11,7,2,0,10,4,0,0,0,5,68,39,5,21,4,1,0,0,0,49,29,2,13,2,1,0,0,0,5,4,0,0,0,0,0,0,1,6,4,0,1,0,0,0,5,4,0,1,0,0,0
45015000077,1,45015000077,1374,487,840,1581,605,927,1579,620,933,927,334,554,930,372,556,1617,558,942,1613,423,1136,2448,1998,88,249,111,0,0,241,103,0,0,0,3563,2773,181,420,215,48,0,0,0,3588,3058,145,258,131,0,0,234,128,0,0,0,0,4808,3988,266,373,193,53,0,288,186,0,0,0,77,2300,1645,130,392,126,20,7,0,0,1656,1212,82,261,85,16,3,0,0,1981,1480,89,191,137,0,1,8,75,2960,2212,152,292,249,50,7,1981,1480,89,213,161,27,5
45015000023,1,45015000023,829,380,412,883,402,448,879,427,425,690,338,318,698,371,327,922,405,441,902,344,519,1553,1106,63,335,11,36,0,334,11,0,1,0,2186,1376,376,316,15,41,1,0,0,1599,1122,123,198,67,92,0,197,67,0,0,1,0,2321,1367,516,215,71,97,1,213,71,0,0,54,98,2258,1386,360,418,67,48,6,0,0,1779,1149,256,307,48,33,5,0,0,1920,982,506,313,53,3,3,1,59,2486,1149,732,478,81,51,5,1920,982,506,333,61,41,3
45015000067,1,45015000067,1373,544,786,1810,735,1026,1815,760,1008,1108,479,594,1108,515,593,1242,441,710,1197,339,825,2068,1657,53,347,0,11,0,347,0,1,0,0,2618,2079,87,454,44,10,0,0,0,2274,1574,83,547,65,5,0,547,0,0,0,0,0,2877,2079,141,628,151,6,0,572,0,1,0,0,82,1193,808,55,283,23,18,2,0,0,859,602,32,188,17,14,0,0,0,2777,1818,183,534,70,20,4,23,125,3894,2519,286,863,156,103,17,2777,1818,183,599,112,79,12
45085000125,6,45085000125,805,633,164,901,714,182,902,726,165,625,478,127,628,490,135,898,712,176,872,670,185,1224,475,40,710,0,4,0,708,0,0,0,0,2059,557,355,1152,0,4,0,0,0,1441,359,61,1023,0,1,0,1023,0,0,0,1,0,2400,447,538,1419,1,1,0,1348,0,0,0,0,66,2408,626,48,1711,29,15,0,0,0,1674,516,39,1105,20,9,0,0,0,1583,331,62,1127,14,2,0,3,44,2173,403,84,1652,33,32,4,1583,331,62,1165,18,27,2
45085000158,5,45085000158,580,225,346,711,296,408,710,288,407,495,191,291,500,216,282,549,202,328,537,169,359,868,583,16,258,4,0,0,241,0,0,0,0,1169,725,66,358,21,0,0,0,0,655,453,14,183,2,2,0,149,0,2,0,0,0,916,610,59,241,2,3,0,189,0,2,0,0,52,1094,742,34,296,24,12,0,0,0,863,594,27,225,17,8,0,0,0,1030,693,25,265,19,1,1,4,22,1316,851,46,358,38,20,4,1030,693,25,274,22,12,3
45015000063,1,45015000063,1544,489,1018,1961,665,1247,1954,669,1265,1117,399,691,1121,441,680,1563,448,1014,1536,300,1202,2121,1737,185,144,25,33,0,144,10,0,0,0,2845,2320,252,189,42,45,0,0,0,2476,2241,60,131,20,17,0,131,10,0,0,0,0,2956,2687,62,166,33,15,0,165,17,0,0,0,25,2158,1816,44,242,52,11,4,0,0,1619,1373,32,174,39,8,3,0,0,2620,2286,103,76,34,8,3,8,102,3549,3035,149,169,93,79,7,2620,2286,103,103,57,57,6
45015000086,1,45015000086,184,81,101,439,195,232,438,204,225,80,32,47,80,28,52,37,15,22,37,13,24,140,100,8,19,10,1,0,18,5,1,1,0,166,117,12,22,16,3,0,0,0,147,107,14,13,12,2,0,13,7,2,0,1,0,202,133,24,16,19,4,0,13,11,2,0,8,10,102,66,8,24,2,0,0,0,0,75,49,4,16,2,0,0,0,0,739,447,60,175,33,0,0,1,23,1017,592,97,262,48,24,0,739,447,60,180,42,15,0
45007000069,3,45007000069,387,99,281,430,115,312,431,119,304,328,83,240,329,93,235,412,97,305,395,88,293,590,520,5,57,0,2,0,55,0,0,1,0,792,667,44,78,1,2,0,0,0,815,765,5,39,0,2,0,36,0,0,0,1,0,1001,887,51,54,1,2,0,47,0,0,0,0,12,865,701,18,138,5,4,1,0,0,671,542,9,115,4,4,1,0,0,685,549,18,93,4,0,0,1,20,893,712,31,122,6,17,0,685,549,18,93,6,13,0
45015000031,1,45015000031,1006,387,603,1327,540,767,1323,543,764,763,279,475,761,310,449,951,363,557,933,323,594,2568,1410,23,1095,5,34,0,1087,0,0,7,0,3331,1778,48,1457,10,69,7,0,0,3103,1403,30,1636,8,20,0,1631,0,0,0,9,0,3942,1793,49,2051,17,52,8,2038,6,0,0,7,45,2932,1761,48,1100,4,31,2,0,0,2363,1450,32,865,4,18,2,0,0,2409,1480,41,808,19,7,0,1,53,3070,1847,66,1065,48,44,2,2409,1480,41,826,28,32,2
45027000022,6,45027000022,667,545,119,728,593,131,731,600,125,544,447,90,537,446,91,745,620,121,713,570,137,1209,255,17,918,6,11,0,918,6,10,0,0,1519,328,45,1132,5,13,0,0,0,1322,284,17,997,5,16,0,997,5,15,0,1,0,1617,331,41,1220,7,18,0,1217,7,17,0,0,2,1724,259,49,1396,23,5,0,0,0,1299,211,39,1033,17,2,0,0,0,1096,219,25,834,4,0,0,4,10,1385,270,47,1066,7,13,4,1096,219,25,845,6,12,0
45015000041,1,45015000041,282,122,154,294,116,174,294,120,167,247,105,139,247,113,134,295,130,157,288,125,155,372,157,15,201,0,0,0,199,0,0,0,0,482,182,15,288,0,2,0,0,0,296,122,19,157,0,0,0,157,0,0,0,0,0,430,134,19,282,0,2,0,266,0,0,0,0,12,477,331,2,143,1,2,0,0,0,391,270,2,119,0,2,0,0,0,399,278,4,110,0,1,0,1,5,488,333,7,143,1,4,0,399,278,4,114,0,4,0
45051000109,7,45051000109,2636,772,1826,3316,1033,2260,3324,1020,2256,2256,703,1506,2246,731,1515,2391,641,1681,2294,518,1738,4070,3855,64,124,15,14,0,106,15,0,0,0,4668,4449,65,125,21,13,24,0,0,4125,3925,31,144,21,10,0,124,21,0,0,0,0,4638,4435,33,140,24,8,0,122,24,0,0,0,26,3286,3000,82,127,38,16,22,0,0,2720,2541,53,76,23,14,9,0,0,3339,2965,119,118,26,8,7,6,90,3853,3342,170,178,56,73,13,3339,2965,119,134,32,55,8
45051000163,7,45051000163,577,179,389,669,204,457,669,213,448,486,153,322,491,164,326,594,181,397,573,173,380,880,597,8,232,8,36,0,232,8,28,0,0,1341,902,7,384,8,41,0,0,0,697,565,2,109,9,10,0,109,9,7,0,0,0,1045,801,4,216,9,13,0,216,9,9,0,0,4,1122,800,37,270,11,11,0,0,0,854,630,22,189,9,8,0,0,0,1007,757,24,190,2,11,1,0,22,1328,953,40,294,6,30,3,1007,757,24,198,4,27,2
45051000138,7,45051000138,1327,325,984,1512,361,1139,1516,368,1130,1094,301,775,1093,309,784,1383,326,1028,1330,284,1013,2175,2135,10,0,0,25,0,0,0,25,0,0,2441,2327,89,0,0,88,0,0,0,2490,2450,0,0,0,44,0,0,0,40,0,0,0,2799,2595,160,0,0,177,0,0,0,41,0,0,3,2251,2134,57,23,11,32,1,0,0,1990,1903,41,11,9,25,1,0,0,2499,2332,40,13,7,2,0,6,99,2768,2528,71,44,25,85,1,2499,2332,40,31,18,72,0
45051000231,7,45051000231,199,70,128,287,104,182,289,107,181,156,59,95,156,62,95,155,52,101,150,45,104,673,632,18,18,0,2,0,18,0,0,2,0,764,705,21,26,7,1,1,0,0,741,662,42,12,1,12,0,12,1,0,0,1,0,816,725,43,20,5,17,2,12,4,0,0,0,30,198,157,17,12,2,2,0,0,0,167,139,13,7,2,2,0,0,0,2102,1875,69,64,40,3,1,2,48,2309,2019,91,105,54,36,5,2102,1875,69,75,43,25,5
45051000168,7,45051000168,793,195,592,899,207,688,898,219,660,613,139,463,618,162,456,877,207,654,849,199,638,1464,1267,20,186,0,6,0,182,0,2,0,0,1901,1594,59,244,0,4,0,0,0,1375,919,4,444,0,23,0,429,0,3,0,0,0,1773,1102,28,645,0,23,0,622,0,3,0,0,25,2356,1617,81,631,3,43,0,0,0,1780,1268,48,447,2,25,0,0,0,1579,1129,57,358,2,2,0,0,31,2021,1406,89,515,10,35,3,1579,1129,57,383,4,26,1
45015000044,1,45015000044,838,376,441,991,442,537,989,458,504,640,308,305,639,318,321,889,385,453,875,338,518,2767,1929,131,632,25,1,50,546,1,1,6,0,4261,2460,533,1085,82,6,103,0,0,2949,2068,107,761,2,12,0,686,2,0,0,0,0,4189,2467,552,1155,5,14,0,1006,3,0,0,34,131,3815,2295,548,878,91,74,8,0,0,2682,1740,334,525,51,52,8,0,0,2861,1410,592,642,25,20,0,26,146,4310,1838,1036,1208,61,145,5,2861,1410,592,690,34,104,5
45015000033,1,45015000033,1238,681,527,1548,888,629,1542,916,595,980,562,388,979,604,370,1197,580,557,1159,517,616,2745,1865,77,788,14,0,11,774,9,0,0,0,3939,2557,151,1230,25,17,17,0,0,2705,1877,86,712,28,3,13,693,17,3,13,0,0,3741,2528,128,1028,31,1,18,927,11,1,18,0,126,3214,1610,143,1431,37,44,0,0,0,2284,1167,88,997,30,28,0,0,0,2527,1179,84,1105,14,25,3,12,105,3461,1538,132,1647,43,128,15,2527,1179,84,1156,31,98,8
45061000008,5,45061000008,332,222,106,387,248,134,387,255,131,276,184,86,279,188,89,331,217,108,327,225,95,550,245,0,300,0,0,0,280,0,0,0,0,644,299,0,345,0,0,0,0,0,670,245,4,425,0,0,0,395,0,0,0,0,0,800,288,2,510,0,1,0,481,0,0,0,0,29,769,271,21,476,2,1,0,0,0,572,221,14,336,2,1,0,0,0,607,246,19,331,0,2,0,0,9,781,298,34,436,0,11,0,607,246,19,333,0,10,0
45085000156,5,45085000156,927,470,442,1068,553,503,1074,568,492,754,378,364,754,405,349,960,473,450,944,444,483,1655,732,12,834,77,0,0,834,77,0,0,0,2222,993,155,963,113,0,0,0,0,1987,712,41,1149,87,0,0,1149,87,0,0,0,0,2890,938,40,1751,167,0,0,1744,165,0,0,0,1,2263,993,225,990,39,25,2,0,0,1584,772,150,631,26,16,2,0,0,1870,862,113,736,61,14,1,6,77,2515,1073,158,1117,118,79,5,1870,862,113,769,83,62,3
45085000150,5,45085000150,932,242,670,1051,294,752,1056,298,729,688,186,489,692,209,482,1052,225,790,1043,245,774,2017,1516,36,400,43,19,0,386,43,0,24,0,2536,1835,84,543,97,16,0,0,0,1744,1424,37,257,26,8,0,249,26,0,0,0,0,2382,1848,92,374,71,8,0,366,28,0,0,0,51,2698,2202,92,366,8,37,2,0,0,1915,1613,53,221,5,24,2,0,0,1779,1373,17,320,4,6,3,0,56,2392,1751,35,527,11,74,5,1779,1373,17,329,8,46,3
45085000111,5,45085000111,984,434,538,1168,562,598,1167,561,584,804,362,426,801,377,423,992,383,588,971,359,605,1670,1015,9,627,8,9,0,627,8,9,8,0,2303,1249,26,985,11,25,17,0,0,1412,804,17,556,0,16,0,556,0,10,0,14,0,1902,970,45,849,0,23,37,826,0,10,0,0,49,1853,1203,53,537,35,27,7,0,0,1393,946,31,378,22,18,2,0,0,1777,998,48,619,33,7,0,8,64,2366,1269,72,897,71,51,3,1777,998,48,644,43,34,1
45085000124,6,45085000124,489,214,262,559,265,286,562,265,286,412,173,226,416,210,206,492,192,263,483,166,300,787,507,18,206,33,17,0,206,33,0,4,0,952,608,25,255,49,36,0,0,0,710,422,14,226,29,14,0,226,29,0,0,8,0,830,492,15,255,51,41,0,251,35,0,0,0,36,1040,742,29,250,10,12,0,0,0,854,626,27,187,10,8,0,0,0,879,632,27,190,4,0,2,1,23,1061,734,38,269,16,15,2,879,632,27,201,12,13,2
45085000102,5,45085000102,368,309,58,392,325,66,392,326,65,350,300,49,349,300,49,372,313,55,357,295,60,740,280,0,460,0,0,0,460,0,0,0,0,826,326,0,500,0,0,0,0,0,590,275,0,315,0,0,0,315,0,0,0,0,0,678,324,0,354,0,0,0,354,0,0,0,0,0,812,127,11,670,5,1,0,0,0,636,113,9,513,2,1,0,0,0,541,88,14,419,1,1,0,0,18,652,120,24,496,7,9,0,541,88,14,431,7,5,0
45085000105,5,45085000105,941,442,479,1109,529,560,1106,550,534,770,369,381,777,400,376,946,397,507,934,412,499,1951,1214,97,577,62,0,0,504,50,0,0,0,2852,1760,100,898,107,0,5,0,0,2244,1489,103,589,57,0,0,528,45,0,0,0,0,3169,2171,107,818,89,9,8,673,65,0,0,8,149,2409,1414,109,767,105,46,3,0,0,1763,1087,66,516,77,26,3,0,0,1927,1097,54,636,45,26,4,0,65,2498,1329,97,919,75,89,10,1927,1097,54,668,51,57,7
45089000024,6,45089000024,397,339,54,393,333,56,392,337,53,376,319,51,371,321,50,441,385,47,419,348,63,614,72,0,479,56,8,0,479,56,0,0,0,787,115,0,610,55,6,0,0,0,416,64,0,352,0,3,0,352,0,0,0,0,0,702,135,0,563,0,3,0,563,0,0,0,0,3,750,79,11,654,2,6,2,0,0,571,69,6,495,1,2,1,0,0,518,82,4,425,0,0,0,0,7,611,102,5,503,1,3,1,518,82,4,431,1,3,1
45035000070,1,45035000070,911,294,594,1095,389,696,1100,396,681,761,261,476,763,280,483,880,255,554,862,167,675,1800,1427,52,303,19,0,0,303,6,0,0,0,2622,1879,96,551,20,0,0,0,0,1547,1373,90,45,35,0,0,45,24,0,0,0,0,2389,2084,181,79,43,0,0,70,32,0,0,0,21,2015,1593,68,308,36,32,3,0,0,1366,1133,45,161,17,18,2,0,0,1629,1381,56,80,22,6,1,5,78,2206,1787,119,172,61,56,4,1629,1381,56,101,36,45,2
45035000026,6,45035000026,450,185,259,531,230,295,532,234,294,362,145,211,363,158,205,470,189,268,439,153,278,1039,537,13,455,0,29,0,452,0,1,2,0,1247,602,30,551,1,51,2,0,0,942,438,11,471,0,27,0,468,0,7,0,0,0,1147,537,20,550,0,42,0,544,0,6,0,0,38,1267,728,9,522,2,6,1,0,0,1024,591,5,421,2,5,0,0,0,816,492,11,263,12,9,0,0,29,1053,628,17,367,16,29,4,816,492,11,277,13,24,2
45007000049,3,45007000049,1148,405,722,1443,498,935,1439,512,901,909,339,553,908,367,539,1136,378,718,1100,352,713,2405,1819,0,587,0,0,0,585,0,0,0,0,3026,2282,12,749,0,0,0,0,0,2230,1881,9,289,50,0,0,289,50,0,0,0,0,2961,2333,177,415,48,0,0,386,48,0,0,0,16,3040,2294,44,691,10,13,3,0,0,2347,1808,22,510,4,8,1,0,0,2673,1955,56,559,6,5,0,6,86,3379,2402,93,785,28,76,5,2673,1955,56,590,10,61,1
45007000024,3,45007000024,962,227,719,1225,303,903,1229,316,895,754,180,561,759,214,545,928,197,690,915,166,729,1558,1372,11,140,15,13,9,140,15,8,2,0,1879,1625,10,166,55,13,10,0,0,1808,1690,15,52,5,25,21,52,5,0,21,2,0,2107,1955,15,57,38,26,22,51,36,0,20,0,35,1999,1780,30,142,31,24,4,0,0,1631,1476,23,93,23,14,0,0,0,1737,1522,38,74,34,1,0,6,62,2091,1791,58,135,45,49,7,1737,1522,38,84,37,41,5
45015000046,1,45015000046,1210,503,674,1493,642,821,1490,670,786,984,423,519,979,457,517,1179,450,663,1147,374,745,3148,2513,1,487,105,28,9,487,76,27,0,0,4517,3489,29,788,126,46,17,0,0,2830,2414,14,267,86,50,0,267,83,49,0,0,0,4919,3129,31,375,138,48,0,332,93,47,0,1198,88,3535,2237,332,805,126,65,4,0,0,2623,1729,217,555,92,50,4,0,0,2587,1528,311,535,104,14,2,11,82,3338,1796,516,788,169,99,5,2587,1528,311,570,120,73,2
45027000008,6,45027000008,450,80,367,470,69,399,466,67,393,338,71,264,340,69,271,547,96,444,549,104,436,815,642,8,166,0,0,0,166,0,0,0,0,1124,839,8,277,0,0,0,0,0,923,733,8,185,0,0,0,185,0,0,0,0,0,1282,984,8,292,0,0,0,292,0,0,0,0,0,1093,864,56,168,3,7,0,0,0,810,660,34,110,3,7,0,0,0,774,609,28,127,0,2,0,0,8,1025,787,52,177,3,7,0,774,609,28,130,0,7,0
45007000047,3,45007000047,493,135,349,565,158,403,561,168,383,370,95,269,369,110,259,546,137,397,530,136,373,1448,1171,56,196,0,21,0,177,0,0,1,0,2563,1707,476,359,1,24,0,0,0,1372,1080,60,176,0,16,0,158,0,0,0,39,0,2559,1589,559,401,1,52,39,281,0,0,0,1,128,1883,1508,69,270,9,27,0,0,0,1399,1129,38,202,7,23,0,0,0,1341,1016,57,210,2,3,2,0,51,1751,1296,100,310,3,43,5,1341,1016,57,229,2,36,4
