GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,Total_2020_TotalAdj,White_2020_TotalAdj,Hispanic_2020_TotalAdj,Black_2020_TotalAdj,Asian_2020_TotalAdj,Native_2020_TotalAdj,Pacific_2020_TotalAdj
0900101-024,4,0900101-024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900505-039,1,0900505-039,9,3,6,13,5,7,9,2,6,8,3,5,8,2,6,10,5,5,10,3,6,16,15,1,1,0,0,0,1,0,0,0,0,19,18,1,1,0,0,0,0,0,15,14,1,0,0,0,0,0,0,0,0,0,0,18,16,1,1,0,0,0,1,0,0,0,0,0,21,19,1,0,0,0,0,0,0,17,16,1,0,0,0,0,0,0,13,10,3,0,0,0,0,0,0,18,10,4,1,0,0,0,13,10,3,1,0,0,0,18,10,4,1,0,0,0
0900101-195,3,0900101-195,213,153,55,253,181,70,198,135,58,193,146,41,186,135,48,223,171,44,230,151,71,397,266,103,24,3,0,0,7,3,0,0,0,500,320,135,47,8,0,5,0,0,411,355,38,12,6,0,0,12,6,0,0,0,0,488,418,39,26,8,0,0,15,8,0,0,8,0,536,466,30,28,9,4,1,0,0,435,387,20,20,6,2,1,0,0,364,194,62,90,0,0,0,3,15,444,222,93,121,1,10,1,364,194,62,97,0,9,0,448,224,94,122,1,10,1
0900707-018,1,0900707-018,361,274,78,472,350,115,297,210,76,289,224,60,284,210,74,396,324,60,421,322,80,974,605,165,170,33,0,0,170,33,0,0,0,1280,780,193,273,34,0,0,0,0,983,554,175,213,43,4,0,213,43,0,0,0,0,1294,701,243,302,44,5,0,302,44,0,0,0,5,1257,801,143,290,39,16,0,0,0,974,680,75,194,24,7,0,0,0,1010,543,158,241,37,2,0,4,25,1243,605,212,364,50,23,0,1010,543,158,255,44,20,0,1250,608,213,366,50,23,0
0900909-031,3,0900909-031,16,6,10,18,6,12,14,4,10,14,6,8,15,5,10,15,9,6,16,6,10,26,18,4,2,2,0,0,2,2,0,0,0,34,20,8,4,2,0,0,0,0,26,16,8,0,2,0,0,0,2,0,0,0,0,38,18,14,4,2,0,0,2,2,0,0,0,0,34,30,2,0,0,0,0,0,0,28,24,2,0,0,0,0,0,0,36,14,7,4,4,0,0,3,4,52,21,14,10,9,2,0,36,14,7,9,7,2,0,53,22,14,10,9,2,0
0900505-043,1,0900505-043,352,170,175,416,205,208,319,132,173,311,151,154,307,137,169,372,215,146,390,183,197,754,656,57,22,13,0,0,22,13,0,5,0,1033,831,151,54,18,0,5,0,0,764,642,84,23,1,0,0,22,1,0,0,18,0,1049,766,236,76,9,9,8,24,1,0,0,5,17,1066,830,170,69,27,10,0,0,0,809,673,93,39,18,7,0,0,0,778,444,264,22,14,0,0,0,34,1005,497,419,113,25,22,3,778,444,264,79,20,19,2,1011,498,423,114,25,22,3
0900303-066,1,0900303-066,7,7,0,9,8,1,6,6,0,5,5,0,5,5,0,8,8,0,8,8,0,20,1,9,10,0,0,0,10,0,0,0,0,31,1,16,15,1,1,0,0,0,18,1,10,7,0,0,0,7,0,0,0,0,0,28,0,16,13,1,0,0,11,0,0,0,0,0,30,0,18,14,0,0,0,0,0,20,0,11,9,0,0,0,0,0,19,6,8,5,0,0,0,0,0,37,7,16,18,0,1,0,19,6,8,9,0,0,0,37,7,16,18,0,1,0
0900909-103,3,0900909-103,352,284,62,402,294,105,320,248,63,303,256,43,308,253,52,373,324,40,407,330,69,774,147,249,378,0,0,0,378,0,0,0,0,1174,216,448,473,38,59,0,0,0,867,134,197,541,0,0,0,541,0,0,0,0,0,1358,134,384,723,116,0,0,723,116,0,0,0,0,1220,282,349,528,93,13,3,0,0,867,258,225,329,72,12,3,0,0,897,187,290,335,63,0,0,14,8,1239,221,425,519,78,12,0,897,187,290,356,64,8,0,1244,222,427,521,78,12,0
0900101-145,4,0900101-145,182,122,56,232,156,73,156,98,55,153,108,44,154,105,47,192,134,52,201,129,63,370,306,29,9,4,23,0,9,2,21,0,0,495,384,60,12,15,24,3,0,0,347,311,14,8,4,11,0,8,2,9,0,0,0,457,387,29,8,15,11,6,8,8,9,6,0,9,485,413,24,15,32,1,0,0,0,365,317,17,11,20,1,0,0,0,454,352,32,40,20,0,0,5,5,527,403,45,59,27,1,0,454,352,32,51,21,0,0,527,403,45,59,27,1,0
0900505-036,1,0900505-036,321,144,165,396,178,208,296,110,168,290,140,143,294,122,166,325,182,135,333,136,174,492,446,17,20,10,0,0,20,10,0,0,0,617,553,22,32,9,0,0,0,0,420,401,0,19,0,0,0,19,0,0,0,0,0,479,459,1,19,0,0,0,19,0,0,0,0,0,645,587,31,12,12,6,1,0,0,529,491,19,8,8,4,1,0,0,600,556,13,17,4,0,0,1,9,659,610,14,25,5,3,0,600,556,13,21,5,3,0,661,612,14,25,5,3,0
0900303-059,1,0900303-059,75,66,7,109,93,12,73,65,8,69,60,7,62,52,9,64,62,2,69,64,1,416,7,241,170,0,0,0,170,0,0,0,0,736,7,432,338,3,17,0,0,0,393,0,190,205,0,0,0,205,0,0,0,0,0,598,0,296,369,2,15,0,299,0,0,0,0,2,586,37,160,359,52,8,2,0,0,427,34,106,255,39,6,2,0,0,408,13,172,222,0,0,0,0,1,669,13,318,379,2,5,1,408,13,172,246,0,5,1,676,13,322,382,2,5,1
0900303-103,5,0900303-103,147,131,16,158,118,40,150,131,17,142,131,10,99,90,9,162,154,8,178,163,15,298,82,170,46,0,0,0,46,0,0,0,0,408,104,245,62,0,0,0,0,0,289,64,189,36,0,0,0,36,0,0,0,0,0,352,82,226,51,0,0,2,35,0,0,0,0,9,387,126,202,62,8,7,0,0,0,383,126,198,61,8,7,0,0,0,399,95,240,58,3,0,0,0,3,427,95,263,80,5,2,0,399,95,240,72,3,2,0,433,96,267,81,5,2,0
0900101-155,4,0900101-155,95,56,37,114,70,42,89,47,40,87,52,34,87,51,35,95,59,34,96,57,36,121,110,6,3,2,0,0,3,2,0,0,0,158,140,11,4,5,0,0,0,0,127,111,4,2,8,0,0,2,8,0,0,1,0,165,144,6,2,11,0,1,2,8,0,0,1,4,168,120,20,12,17,0,0,0,0,132,98,14,8,13,0,0,0,0,138,110,7,1,17,0,0,0,3,160,123,7,8,22,0,0,138,110,7,3,20,0,0,160,123,7,8,22,0,0
0900505-042,1,0900505-042,2,1,1,4,2,2,2,1,1,2,1,1,2,1,1,3,2,1,2,1,1,6,5,1,0,0,0,0,0,0,0,0,0,10,7,1,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,0,0,0,1,0,0,0,0,8,7,1,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,19,16,0,0,1,0,0,0,2,22,16,3,1,2,1,2,19,16,0,1,2,1,2,22,16,3,1,2,1,2
B_0900101-009_////////////////Pw==,4,0900101-009_part1_102,1679,1566,98,2064,1843,210,1417,1322,85,1391,1315,64,1345,1254,81,1872,1794,60,2020,1891,103,4687,192,1493,2893,45,109,0,2778,45,19,15,0,8186,221,3374,4553,447,107,24,0,0,4766,192,1803,2666,48,59,0,2568,48,22,0,20,0,8396,220,3778,4347,361,64,46,3846,239,23,0,69,221,7327,262,2723,4503,94,104,30,0,0,5109,226,1714,3213,61,66,19,0,0,5842,238,2500,2839,65,15,0,34,151,8191,296,3738,4365,123,169,8,5842,238,2500,3216,83,134,7,8345,296,3807,4449,123,170,8
B_0900101-009_AAAAAAAAAAAAAAAAQA==,0,0900101-009_part2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_0900101-022_//////////8A,4,0900101-022_part1_64,2485,1752,676,2977,2152,778,2326,1555,719,2299,1743,524,2268,1621,613,2497,1781,630,2591,1665,798,4256,3326,335,466,89,15,0,451,69,0,40,0,5734,3969,815,636,290,64,26,0,0,4305,3446,210,404,214,0,0,404,54,0,0,40,0,5975,4196,773,401,527,0,24,372,165,0,0,83,386,6206,3917,1368,640,282,35,10,0,0,5250,3514,998,490,243,29,6,0,0,5407,3369,1138,543,127,1,0,48,181,6329,3657,1594,804,207,160,7,5407,3369,1138,636,176,103,5,6336,3662,1595,805,207,160,7
B_0900101-022_AAAAAAAAAAAB,0,0900101-022_part2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_0900101-032_////////////////////////Aw==,4,0900101-032_part1_146,1417,1194,198,1796,1454,330,1161,980,164,1154,1004,137,1132,961,159,1555,1329,186,1688,1408,227,5196,1222,1908,1767,251,26,0,1759,211,10,36,0,8520,1375,3713,2972,947,108,14,0,0,5297,1271,2074,1653,246,23,0,1645,246,4,0,37,0,8633,1378,4117,2849,810,134,13,2262,735,5,0,22,113,9355,1426,3490,3604,1155,125,29,0,0,7219,1322,2395,2641,1025,98,21,0,0,6428,937,2502,2253,456,13,1,83,183,8284,1007,3547,3379,645,176,46,6428,937,2502,2601,522,122,39,8394,1020,3595,3421,654,176,46
B_0900101-032_AAAAAAAAAAAAAAAAAAAAAAAABA==,0,0900101-032_part2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_0900101-051_AAAv,4,0900101-051_part1_5,16,10,6,24,15,9,15,9,6,14,9,5,15,9,6,15,9,6,16,9,6,15,12,0,2,0,0,0,2,0,0,0,0,19,14,2,3,1,0,0,0,0,33,26,2,5,0,0,0,4,0,0,0,0,0,45,33,5,6,3,0,0,5,2,0,0,0,1,12,11,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_0900101-051_//8Q,5,0900101-051_part2_17,1046,616,411,1573,943,616,922,528,378,917,580,325,902,534,360,968,570,381,1002,550,407,940,756,32,121,33,0,0,101,33,0,0,0,1168,844,100,150,85,0,0,0,0,2057,1619,103,320,15,0,0,276,15,0,0,0,0,2856,2063,273,399,151,0,0,321,113,0,0,0,85,744,439,175,70,50,5,1,0,0,579,366,120,45,37,5,1,0,0,2826,2006,255,254,228,0,0,21,62,3266,2181,352,392,309,18,0,2826,2006,255,289,238,16,0,3268,2183,352,392,309,18,0
B_0900101-071_////////////////Lw==,4,0900101-071_part1_101,3352,1896,1404,3961,2607,1289,3119,1459,1602,3096,1832,1245,3073,1575,1474,3450,1919,1484,3473,1991,1327,4506,4056,263,52,120,0,0,49,113,0,6,0,6043,5321,416,104,244,0,0,0,0,4737,4252,217,103,157,0,0,100,147,0,0,10,0,6467,5686,299,205,337,0,0,101,259,0,0,0,124,5942,5408,214,83,227,11,3,0,0,4390,4045,132,60,145,8,2,0,0,4637,4085,193,44,199,5,0,10,101,5991,5171,291,119,356,34,6,4637,4085,193,77,232,28,5,5991,5171,291,119,356,34,6
B_0900101-071_AAAAAAAAAAAAAAAAEA==,0,0900101-071_part2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_0900101-105_////////////////////////vw==,4,0900101-105_part1_151,4507,2965,1455,5270,3609,1595,4190,2576,1529,4167,2870,1253,4097,2602,1459,4542,3086,1354,4775,3047,1531,7380,4500,1227,1341,240,1,10,1299,230,0,44,0,10817,5570,3047,1867,519,169,25,0,0,7331,5006,1331,693,225,3,40,673,214,0,40,41,0,10597,6292,2965,1104,469,92,51,832,388,0,39,1,81,10179,6360,2244,1173,462,78,11,0,0,8096,5330,1605,862,332,54,6,0,0,8615,5191,2116,713,323,2,3,45,222,10611,5920,2978,1190,488,151,14,8615,5191,2116,885,374,116,13,10628,5928,2984,1191,488,151,14
B_0900101-105_AAAAAAAAAAAAAAAAAAAAAAAAQA==,0,0900101-105_part2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_0900101-123_APcBgP8PAJ77AQAAAA==,3,0900101-123_part1_34,2152,821,1293,2570,1057,1476,1980,583,1351,1953,794,1136,1918,620,1283,2224,1099,1099,2283,770,1420,2962,2724,136,8,93,0,0,8,93,0,4,0,3617,3138,277,64,184,0,0,0,0,2880,2738,55,37,47,0,0,37,47,0,0,3,0,3410,3137,90,95,107,0,0,41,106,0,0,0,34,3950,3514,183,87,154,13,4,0,0,3032,2738,118,59,107,10,3,0,0,3176,2697,188,90,123,0,1,29,48,3866,3212,262,165,178,27,5,3176,2697,188,114,129,21,1,3868,3214,262,165,178,27,5
B_0900101-123_/wj+fwDw/2EE/v//Bw==,4,0900101-123_part2_65,3047,1164,1834,3638,1496,2094,2814,828,1918,2760,1125,1609,2723,879,1825,3158,1563,1559,3235,1092,2017,4792,4301,320,66,106,0,0,51,106,0,0,0,6159,5373,496,148,166,1,0,0,0,4578,4061,164,121,230,0,0,71,230,0,0,0,0,6005,5055,331,213,419,1,0,103,419,1,0,0,103,5605,5018,250,121,201,18,3,0,0,4299,3904,160,81,142,14,1,0,0,4474,3838,278,107,141,1,1,22,86,5544,4644,407,185,201,38,10,4474,3838,278,122,154,27,7,5546,4646,407,185,201,38,10
B_0900101-127_/yLgAAAAAAAAAAAAAAA=,3,0900101-127_part1_13,688,266,411,827,340,475,625,195,416,621,255,360,603,201,401,720,354,357,746,258,462,1043,946,51,2,44,0,0,2,44,0,0,0,1432,1259,74,70,95,1,0,0,0,1069,995,44,3,28,0,0,3,28,0,0,0,0,1510,1392,61,59,56,1,0,2,56,1,0,0,1,1306,1167,57,22,57,4,0,0,0,1047,945,41,19,40,4,0,0,0,1024,906,44,16,33,0,0,7,18,1275,1111,68,22,53,7,0,1024,906,44,19,38,3,0,1275,1111,68,22,53,7,0
B_0900101-127_AN0f/////////////wc=,4,0900101-127_part2_94,3908,1509,2338,4690,1929,2694,3548,1110,2360,3506,1437,2045,3419,1145,2269,4085,2010,2024,4201,1444,2615,5573,5164,209,134,66,0,0,74,66,0,0,0,7349,6586,407,261,105,4,0,0,0,5595,5130,234,126,101,0,0,66,101,0,0,0,0,7435,6603,472,243,122,2,0,74,117,2,0,0,162,7422,6816,270,99,199,18,2,0,0,5764,5343,184,70,140,12,2,0,0,6006,5239,360,113,127,3,2,26,136,7427,6310,558,227,198,73,5,6006,5239,360,150,144,46,5,7429,6312,558,227,198,73,5
B_0900101-159_////////////////AA==,3,0900101-159_part1_96,2250,1192,1015,2679,1522,1115,2112,964,1092,2089,1183,889,1991,945,1031,2317,1457,817,2380,1126,1129,3549,3036,282,140,84,0,0,114,59,0,0,0,4284,3581,360,249,120,0,7,0,0,3682,3238,184,126,126,0,0,126,111,0,0,0,0,4438,3808,268,205,175,0,0,164,158,0,0,11,27,4453,3680,377,305,90,28,3,0,0,3668,3121,258,218,58,21,3,0,0,3774,2986,344,239,82,0,0,29,94,4438,3378,472,402,131,48,4,3774,2986,344,297,93,34,3,4441,3380,472,402,131,48,4
B_0900101-159_AAAAAAAAAAAAAAAAAw==,0,0900101-159_part2_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_0900101-178_////////////bw==,4,0900101-178_part1_78,1381,921,443,1614,1215,373,1288,737,538,1278,874,397,1258,794,459,1428,923,489,1441,990,392,1929,1861,17,35,10,7,0,26,10,0,0,0,2551,2431,22,71,31,10,0,0,0,1880,1768,57,26,20,0,7,26,20,0,7,0,0,2557,2347,72,58,48,3,27,57,41,3,6,6,26,2354,2143,78,30,92,7,4,0,0,1685,1548,52,19,55,4,2,0,0,1914,1644,89,22,87,1,0,13,58,2474,2074,137,45,164,24,1,1914,1644,89,30,98,13,1,2475,2075,137,45,164,24,1
B_0900101-178_AAAAAAAAAAAAEA==,0,0900101-178_part2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_0900303-050_AAAAIADB/////wE=,1,0900303-050_part1_37,848,518,307,983,640,330,784,408,312,777,502,267,767,428,330,884,589,275,891,537,312,1506,1015,362,52,33,8,28,52,24,4,0,0,1979,1203,417,52,157,12,129,0,0,1339,1062,185,38,10,8,33,24,10,4,33,0,0,1860,1185,238,40,250,11,132,24,250,5,132,8,21,1669,1325,126,83,136,14,1,0,0,1308,1078,82,49,93,11,0,0,0,1579,1193,128,44,156,3,1,7,47,1866,1327,168,99,255,29,4,1579,1193,128,68,172,20,3,1868,1329,168,99,255,29,4
B_0900303-050_////3/8+AAAAAAA=,2,0900303-050_part2_44,3510,2141,1263,4084,2656,1370,3230,1677,1283,3208,2068,1104,3181,1778,1372,3655,2436,1137,3691,2226,1281,5107,4084,335,233,441,15,0,233,426,2,1,0,7020,5246,595,326,845,59,0,0,0,5103,4066,422,237,348,29,0,237,328,0,0,0,0,6674,5014,584,308,729,138,0,290,667,0,0,0,117,7016,5671,371,255,710,47,5,0,0,5335,4455,232,159,474,31,4,0,0,5459,3935,446,246,679,0,0,19,134,6962,4765,689,486,976,65,4,5459,3935,446,306,718,51,3,6967,4769,689,486,976,65,4
B_0900303-054_AAAASAIAAAAA,1,0900303-054_part1_3,156,80,71,183,108,71,146,57,76,146,76,68,144,66,77,161,90,69,161,85,67,243,233,4,2,2,1,0,2,2,0,1,0,304,282,8,6,11,1,0,0,0,232,223,5,3,1,0,0,3,1,0,0,0,0,285,263,11,4,6,0,0,4,6,0,0,0,1,261,237,8,3,11,1,0,0,0,184,170,5,1,8,1,0,0,0,198,175,6,0,6,0,0,0,11,261,238,6,0,6,1,0,198,175,6,0,6,1,0,261,238,6,0,6,1,0
B_0900303-054_////t/3///8P,2,0900303-054_part2_65,3024,1545,1381,3521,2081,1368,2843,1100,1483,2819,1463,1324,2790,1269,1504,3122,1734,1334,3097,1633,1290,3586,3243,131,43,165,1,0,43,155,0,1,0,5013,4400,188,77,360,1,0,0,0,3711,3381,161,41,119,0,0,41,109,0,0,0,0,4992,4343,320,73,264,0,0,56,215,0,0,0,56,5050,4590,150,57,225,35,3,0,0,3559,3279,85,35,134,27,1,0,0,3947,3431,107,52,217,2,0,30,108,5128,4339,189,118,383,50,2,3947,3431,107,74,238,44,0,5130,4341,189,118,383,50,2
B_0900303-056_AMDZ////////////Bw==,1,0900303-056_part1_82,3614,2109,1389,4253,2770,1418,3434,1635,1472,3417,2034,1353,3366,1764,1564,3594,2315,1210,3629,2116,1335,5040,4506,119,49,342,12,2,49,316,4,8,0,6685,5621,178,128,676,56,6,0,0,5645,5020,228,67,323,4,2,66,308,4,2,0,0,7125,6025,308,131,556,35,6,67,534,25,6,52,104,6235,5275,378,212,382,40,0,0,0,4691,4092,234,120,243,29,0,0,0,5387,4501,278,85,376,6,0,30,111,6611,5329,398,198,607,64,12,5387,4501,278,125,414,45,7,6615,5333,398,198,607,64,12
B_0900303-056_/z8mAAAAAAAAAAAAAA==,2,0900303-056_part2_17,602,351,232,708,461,236,571,271,245,574,341,225,561,294,261,599,385,202,605,353,223,769,661,45,6,54,3,0,6,54,0,0,0,1103,873,72,24,133,3,0,0,0,759,654,41,18,37,7,0,18,37,0,0,0,0,1040,829,61,28,114,7,0,26,110,0,0,0,15,1142,955,40,33,113,6,0,0,0,840,719,23,22,74,5,0,0,0,996,777,69,41,62,0,0,4,43,1204,901,111,77,110,15,1,996,777,69,56,80,11,1,1206,903,111,77,110,15,1
B_0900303-175_AAQA8P///z8A,1,0900303-175_part1_35,1845,1003,781,2133,1308,789,1742,759,820,1732,979,734,1715,845,851,1884,1098,752,1900,1044,750,2195,1924,121,16,131,0,0,16,116,0,0,0,3152,2600,187,35,303,0,0,0,0,2426,2131,60,8,228,0,0,8,178,0,0,0,0,3394,2867,95,17,391,0,0,8,308,0,0,23,93,3180,2820,78,50,223,17,0,0,0,2293,2075,48,34,133,6,0,0,0,2441,2027,78,34,228,6,0,12,56,3261,2593,146,80,405,34,5,2441,2027,78,50,252,26,1,3262,2594,146,80,405,34,5
B_0900303-175_//v/DwAAAMA/,2,0900303-175_part2_35,2148,1167,909,2477,1518,914,2031,887,951,2009,1134,847,1987,976,989,2187,1273,874,2200,1207,871,2579,2278,99,58,142,2,0,58,142,2,0,0,3552,3025,161,90,276,3,0,0,0,2730,2363,151,57,155,0,0,57,155,0,0,0,0,3822,3067,350,88,320,0,0,68,289,0,0,0,50,3726,3237,107,75,292,15,0,0,0,2721,2400,65,45,200,12,0,0,0,2837,2391,115,46,213,0,0,5,67,3678,3003,191,101,336,39,2,2837,2391,115,60,227,24,1,3682,3007,191,101,336,39,2
B_0900505-037_P8D9B/7//38AAAA=,1,0900505-037_part1_48,1088,499,564,1282,588,672,1000,387,568,982,483,484,975,403,562,1154,645,482,1187,493,631,2231,2014,100,53,53,11,0,53,53,0,0,0,2850,2263,272,105,202,10,0,0,0,2182,2104,30,36,20,0,0,36,20,0,0,0,0,2781,2400,181,72,124,0,0,56,118,0,0,0,22,3079,2515,335,136,95,35,6,0,0,2453,2093,209,80,69,17,5,0,0,2498,1843,353,97,85,4,0,10,106,3126,2190,534,199,130,87,7,2498,1843,353,144,100,66,5,3133,2196,534,199,130,87,7
B_0900505-037_wD8C+AEAAID//wM=,5,0900505-037_part2_34,750,340,391,878,402,459,694,267,393,677,333,333,674,275,389,801,444,333,815,336,435,1387,1191,123,28,37,0,0,28,37,0,0,0,1878,1411,350,69,62,0,0,0,0,1477,1315,98,40,19,2,0,40,19,0,0,0,0,1986,1513,323,122,39,4,0,94,39,0,0,0,17,2112,1740,218,89,62,24,4,0,0,1683,1445,137,56,42,18,4,0,0,1658,1190,309,57,56,2,1,3,40,2114,1389,484,157,88,59,5,1658,1190,309,98,58,39,4,2127,1399,487,157,88,59,5
B_0900505-054_/AMAgA8AAAAAAAAA+H+AAQAAAAAAIAAAAAAAgAA=,1,0900505-054_part1_29,710,309,382,866,384,463,647,225,383,634,297,327,625,243,376,740,412,309,778,300,437,1738,1485,132,94,21,4,0,91,21,0,0,0,2214,1707,244,166,111,4,0,0,0,1610,1442,64,91,14,0,0,90,14,0,0,2,0,2136,1655,228,151,105,2,1,129,98,0,0,11,16,2120,1719,246,104,58,25,5,0,0,1677,1424,151,60,40,14,4,0,0,1604,1304,157,45,34,2,1,0,61,1898,1486,230,100,55,53,9,1604,1304,157,76,45,41,7,1911,1497,231,100,55,53,9
