,AL,AZ,AR,CO,CT,FL,GA,IL,IN,IA,KS,LA,MD,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,PA,SC,TN,TX,UT,VA,WA,WI
1063,6,3,4,3,0,16,9,6,7,3,3,5,1,7,3,3,5,2,1,4,1,7,8,9,5,10,6,7,21,3,4,3,5
1064,6,3,4,3,0,15,9,6,7,3,3,5,1,7,3,3,5,2,1,3,1,7,8,9,5,9,6,7,21,3,4,3,5
1065,6,3,4,3,0,15,9,6,7,3,3,5,1,7,3,3,5,3,1,3,1,7,8,9,5,9,6,7,21,3,4,3,5
1066,6,3,4,3,0,15,9,6,7,3,3,5,1,7,3,3,5,3,1,3,1,7,8,9,5,9,5,7,21,3,4,3,5
1067,6,4,4,3,0,15,9,6,7,3,3,5,1,8,3,3,5,2,1,3,1,7,8,9,5,9,5,8,21,3,4,3,5
1068,7,4,4,3,0,15,9,6,7,3,3,5,0,8,3,4,5,2,1,3,1,7,9,9,5,9,5,8,20,3,4,3,5
1069,7,4,4,3,0,15,9,6,7,3,3,5,0,8,3,4,5,2,1,3,1,7,8,9,5,9,5,8,20,3,3,3,5
1070,7,4,4,3,0,15,9,6,7,4,3,5,0,9,3,3,6,3,1,3,1,7,9,9,5,9,5,8,20,3,3,3,5
1071,7,4,4,3,0,15,9,6,7,3,3,5,0,9,3,3,6,3,1,3,1,6,9,9,4,9,6,8,20,3,3,3,5
1072,7,4,4,3,0,15,9,6,7,3,3,5,0,9,3,3,6,3,1,3,1,6,9,9,4,9,6,8,20,3,3,3,5
1073,7,5,4,3,0,15,9,6,7,2,3,5,1,9,3,3,6,3,1,3,1,6,9,9,4,9,6,8,20,3,3,3,5
1074,7,4,4,3,0,15,9,6,7,3,3,5,1,9,3,3,6,3,1,3,1,6,8,9,5,9,6,8,19,3,3,3,5
1075,7,5,4,3,0,16,9,6,7,4,3,5,1,9,3,3,6,3,2,3,1,7,9,9,5,9,6,7,19,3,3,3,5
1076,7,4,4,3,0,16,9,6,7,4,3,5,0,9,3,3,6,3,1,3,1,7,9,9,5,9,6,7,19,3,3,3,5
1077,7,4,4,3,0,16,9,6,7,4,3,5,0,9,3,3,6,2,1,3,1,7,9,9,5,9,6,7,19,3,3,3,5
1078,7,4,4,3,0,16,9,6,7,4,3,5,0,9,3,4,7,2,1,3,1,7,9,9,5,9,6,7,19,3,3,3,5
1079,7,4,4,3,0,16,9,6,7,3,3,5,0,8,3,4,7,2,1,3,1,7,9,9,5,8,6,7,19,3,3,3,5
1080,7,4,4,3,0,16,9,6,7,4,3,5,0,8,3,4,7,2,2,2,1,7,9,9,5,9,6,7,19,3,3,3,6
1081,7,4,4,3,0,16,9,6,7,3,3,5,0,8,3,4,6,2,2,2,1,7,9,9,5,9,6,7,19,3,3,3,6
1082,7,4,4,3,0,16,9,6,7,3,3,5,0,8,3,4,5,2,2,2,1,7,9,10,5,9,6,7,19,3,3,3,6
1083,7,5,4,3,0,16,9,6,7,2,3,5,1,8,3,4,5,2,2,2,1,7,9,10,5,9,6,7,19,3,4,3,6
1084,7,5,4,3,0,16,9,6,7,3,3,5,1,8,3,4,5,2,1,1,1,7,9,10,5,9,6,7,19,3,4,3,6
1085,7,5,4,3,0,16,9,6,7,3,3,5,1,8,3,4,5,2,1,1,1,7,9,10,5,9,6,7,19,3,4,3,6
1086,7,5,4,3,0,16,9,6,7,3,3,5,1,8,3,4,5,2,1,1,1,7,9,10,5,9,6,7,19,3,4,3,6
1087,7,5,4,3,0,16,9,6,7,2,3,5,1,7,4,4,6,2,2,1,1,7,9,10,5,9,6,7,19,3,4,3,6
1088,7,4,4,3,0,16,9,6,7,2,2,5,1,7,4,4,5,2,1,1,1,7,9,10,5,9,6,7,19,3,3,3,6
1089,6,4,4,3,0,16,9,6,7,2,3,5,2,7,4,3,5,2,1,1,1,7,9,10,5,9,5,8,19,3,3,4,6
1090,6,4,4,3,0,16,9,6,7,2,3,5,2,7,4,4,6,2,1,1,1,7,9,10,5,9,5,8,19,3,3,4,6
1091,6,4,4,3,0,16,9,6,7,3,3,5,2,7,4,4,5,2,1,1,1,7,9,10,5,9,4,8,19,3,3,4,6
1092,6,4,4,3,0,16,9,6,7,3,3,5,2,7,4,3,5,2,1,1,1,7,9,10,5,9,4,8,19,3,3,4,6
1093,7,4,4,3,0,16,9,6,7,3,3,5,2,7,4,4,5,2,1,1,1,7,8,10,5,9,5,7,19,3,3,3,6
1094,7,4,4,3,0,16,9,6,7,3,3,5,2,7,4,4,5,2,1,1,1,7,8,10,5,9,5,7,19,3,4,3,6
1095,7,5,4,3,0,16,9,6,7,3,3,5,1,7,4,3,5,2,2,1,1,7,8,10,5,9,6,7,19,3,4,3,6
1096,7,4,4,3,0,15,9,6,7,3,3,5,1,7,4,3,5,2,1,1,1,7,8,10,5,9,6,7,19,3,4,3,6
1097,7,4,4,3,0,16,9,6,7,3,2,5,2,6,4,3,6,2,2,1,1,7,8,10,5,9,6,7,19,3,4,3,6
1098,7,4,4,3,0,16,9,6,7,3,2,5,2,6,4,3,6,2,1,1,1,7,8,10,5,9,5,7,19,3,3,3,6
1099,7,4,4,3,0,16,10,6,7,2,2,5,2,6,4,3,6,2,1,1,1,7,8,10,5,10,6,7,19,3,3,3,6
1100,7,4,4,4,0,16,10,6,7,2,2,5,2,6,4,3,6,2,1,1,1,6,8,10,5,10,6,7,19,3,3,3,6
1101,7,5,4,3,0,16,10,6,7,2,2,5,2,6,4,3,6,2,1,1,1,6,8,10,5,10,6,7,20,3,3,3,6
1102,7,5,4,3,0,16,10,6,7,2,3,5,2,6,4,3,6,2,1,1,1,6,8,10,5,10,6,7,20,3,3,3,6
1103,7,5,4,3,0,16,10,6,7,2,3,5,2,6,4,4,6,2,1,1,1,6,8,10,5,10,5,7,20,3,3,3,6
1104,7,5,4,3,0,16,10,6,7,2,3,5,2,6,4,4,6,2,1,2,1,6,8,10,5,10,5,8,20,3,3,3,6
1105,7,4,4,3,0,16,10,6,7,3,3,5,2,6,4,4,6,2,1,2,1,6,8,10,5,10,5,8,20,3,3,3,6
1106,7,4,4,3,0,16,9,6,7,3,3,5,1,6,4,4,6,2,1,2,1,6,8,10,5,10,5,7,20,3,3,3,6
1107,6,4,4,4,0,17,9,6,7,3,3,5,1,6,4,4,6,2,2,1,1,6,8,10,5,10,5,7,20,3,3,3,6
1108,6,4,4,4,0,17,9,6,7,3,3,5,1,6,4,4,6,2,1,1,1,6,8,10,5,10,5,7,20,3,3,3,6
1109,6,5,4,4,0,17,9,6,7,3,3,5,1,6,4,4,6,2,1,1,1,6,8,10,5,10,5,7,20,4,3,3,6
1110,6,5,4,4,0,17,9,6,6,3,3,5,1,6,4,4,6,2,1,1,1,6,8,10,5,10,5,7,20,3,3,3,6
1111,6,5,4,4,0,17,9,6,6,3,3,5,1,6,4,4,6,2,1,1,1,6,8,10,5,10,5,7,20,3,3,3,6
1112,6,5,4,4,0,17,9,6,6,2,3,5,1,6,4,4,6,2,1,1,1,6,8,10,5,10,4,7,20,3,3,3,6
1113,6,5,4,4,0,17,9,6,6,2,3,5,1,6,4,4,5,2,1,1,0,6,8,10,5,10,4,7,20,3,3,3,6
1114,6,6,4,3,0,17,9,6,7,2,3,5,1,7,4,3,5,2,1,1,1,6,8,10,5,10,4,7,20,3,3,3,6
1115,6,6,4,3,0,17,9,6,7,2,3,5,0,7,4,3,5,2,1,1,1,6,8,10,5,10,4,7,20,4,3,3,6
1116,6,6,4,3,0,17,10,6,6,2,3,5,0,7,4,3,6,2,1,1,1,6,8,10,5,10,4,7,20,4,3,3,6
1117,6,6,4,3,0,17,10,6,6,2,3,5,0,7,4,3,5,2,1,1,1,6,8,10,5,10,4,7,20,4,3,3,6
1118,6,6,4,3,0,17,10,6,6,2,3,5,0,7,4,3,5,2,1,1,1,6,8,10,5,10,4,7,20,3,3,3,6
1119,6,6,4,3,0,17,10,6,6,3,3,5,0,7,4,3,5,2,1,1,1,6,8,10,5,10,4,7,20,3,3,3,6
1120,6,6,4,3,0,17,10,6,6,4,3,5,0,6,4,3,5,2,1,1,1,6,8,10,5,10,4,7,20,3,3,3,6
1121,6,5,4,3,0,17,10,6,6,3,3,5,0,6,4,3,5,2,1,1,1,6,8,10,5,10,4,7,20,3,3,3,6
1122,6,5,4,3,0,17,10,6,7,2,3,5,0,6,4,3,6,2,1,1,1,6,8,10,5,10,4,7,20,3,3,3,6
1123,6,4,4,3,0,17,10,6,6,2,3,5,0,6,4,3,5,2,2,1,1,6,8,10,5,10,5,7,20,3,3,3,6
1124,6,4,3,3,0,17,10,6,6,2,3,5,0,6,4,3,5,2,2,1,1,6,8,10,5,10,5,7,20,3,3,3,6
1125,6,4,3,3,0,17,10,6,6,2,3,6,0,6,4,3,5,2,2,2,1,5,8,10,5,10,5,7,20,3,3,3,6
1126,6,3,4,3,0,17,10,6,6,2,3,6,0,6,4,3,5,2,1,2,1,5,8,10,5,10,5,7,20,3,3,3,6
1127,6,4,4,3,0,17,10,6,6,2,3,5,0,6,4,3,5,2,1,2,1,5,8,10,5,10,5,7,20,3,3,3,5
1128,6,4,4,3,0,17,10,6,6,2,3,5,0,6,4,3,5,2,1,2,1,5,8,10,5,10,4,7,20,3,3,3,5
1129,6,4,4,3,0,17,10,6,6,2,3,5,0,6,4,3,5,2,1,2,1,5,8,10,5,10,4,7,20,3,3,3,5
1130,6,4,4,3,0,17,9,6,6,2,3,5,0,6,4,3,5,2,1,2,1,5,8,10,5,10,5,7,19,3,3,3,5
1131,6,4,4,3,0,17,9,6,6,2,3,5,0,6,4,3,5,2,1,2,1,5,9,10,5,10,5,7,20,3,3,3,5
1132,6,4,4,3,0,17,9,6,6,2,3,5,0,6,4,3,6,2,1,2,1,4,9,10,5,10,5,7,20,3,3,3,5
1133,6,4,4,3,0,17,9,6,6,2,3,5,1,6,4,3,6,2,1,2,1,4,9,10,5,10,5,7,20,3,3,3,5
1134,6,4,4,3,0,17,9,6,7,2,3,5,1,6,4,3,6,2,1,2,1,4,9,10,5,10,5,8,20,3,3,3,5
1135,6,4,4,3,0,17,9,6,7,2,3,5,1,6,4,3,5,2,1,2,1,4,9,10,5,10,5,8,20,3,3,3,5
1136,6,4,4,3,0,17,9,6,7,3,3,5,1,6,4,3,5,2,1,2,1,4,9,10,5,10,5,8,20,4,3,3,5
1137,6,5,4,3,0,17,9,6,6,3,3,5,1,6,4,3,5,2,1,3,1,5,9,10,5,9,5,7,20,4,3,3,6
1138,6,5,4,3,0,17,10,6,6,2,3,5,1,6,3,3,5,2,1,3,1,5,9,9,5,9,5,7,20,4,3,3,6
1139,6,5,4,3,0,17,10,6,6,2,3,5,1,6,4,3,6,2,1,3,1,5,9,9,5,9,5,7,20,4,3,3,6
1140,6,5,4,3,0,17,10,6,6,2,3,5,1,6,4,4,6,2,1,3,1,5,9,9,5,9,5,7,20,3,3,3,6
1141,6,4,4,3,0,17,10,6,6,2,3,5,1,6,4,4,6,2,1,3,1,5,9,9,5,9,5,7,20,3,3,3,6
1142,6,4,4,3,0,17,9,6,6,2,3,5,1,6,4,4,6,2,1,3,1,5,9,9,5,9,5,7,20,3,3,3,6
1143,6,4,4,3,0,17,9,6,6,2,3,5,1,6,4,4,6,2,1,3,1,5,9,9,5,10,5,7,20,3,3,3,6
1144,6,4,4,3,0,17,9,6,6,2,3,5,1,6,4,3,6,3,1,3,1,5,8,9,4,10,5,7,20,3,3,3,6
1145,6,4,4,3,0,17,9,6,6,2,3,5,1,6,4,3,6,3,1,3,1,5,8,9,4,10,5,7,20,3,3,3,6
1146,6,4,4,4,0,17,9,6,7,3,3,6,1,6,4,4,6,2,1,3,1,5,8,9,4,10,5,7,20,3,3,3,6
1147,6,4,4,4,0,17,9,6,7,2,3,6,1,6,4,3,6,2,1,3,1,5,8,9,4,10,5,7,20,3,3,3,6
1148,7,4,4,4,0,17,9,6,6,2,3,6,1,6,4,3,6,2,1,3,1,5,9,9,4,10,5,7,20,3,3,3,6
1149,7,4,4,4,0,17,9,6,6,2,3,6,1,6,4,3,5,2,1,3,1,5,9,10,4,10,5,7,20,3,3,3,6
1150,7,4,4,4,0,17,9,6,6,2,3,6,1,6,4,3,5,2,1,3,1,5,9,10,4,10,5,7,21,3,3,3,6
1151,6,5,4,4,0,17,9,6,6,2,3,6,1,7,4,3,5,2,1,3,1,5,10,10,4,10,5,7,21,3,3,3,6
1152,7,5,4,4,0,17,9,6,6,2,3,6,0,7,4,3,5,2,1,3,1,5,10,10,4,10,5,7,21,3,3,3,6
1153,7,5,4,4,0,17,9,6,6,2,3,5,0,7,4,3,5,3,2,3,1,5,10,10,4,10,5,7,21,3,4,3,5
1154,7,5,4,4,0,17,9,6,7,2,3,5,0,7,4,3,5,3,1,3,1,5,10,10,4,10,5,7,21,3,5,3,5
1155,6,6,4,4,0,17,9,6,7,3,3,5,0,7,4,3,5,3,1,3,1,5,10,10,4,10,5,7,21,3,5,3,5
1156,6,6,4,4,0,17,9,6,7,3,3,5,0,7,4,3,5,3,1,3,1,5,10,10,4,10,5,7,21,3,5,3,5
1157,6,6,4,4,0,17,9,6,7,2,3,5,0,7,4,3,5,2,1,3,1,5,10,10,4,10,5,7,21,3,4,3,5
1158,7,6,4,4,0,17,9,6,7,2,3,5,0,7,4,3,5,2,1,3,1,5,10,9,4,10,5,7,21,3,4,3,5
1159,7,5,4,4,0,17,9,6,7,2,3,5,0,7,4,3,5,2,1,3,1,5,9,9,5,10,5,7,21,3,4,3,6
1160,7,5,4,4,0,17,9,6,7,2,3,5,0,7,4,3,5,2,1,3,1,5,8,9,5,10,5,7,21,3,3,3,6
1161,7,6,4,4,0,17,9,6,7,2,3,5,0,7,4,4,5,2,1,3,1,5,8,9,5,9,5,7,21,3,3,3,6
1162,7,6,4,4,0,17,9,6,7,3,3,5,0,7,4,4,5,2,1,3,1,5,8,9,5,9,5,7,21,3,3,3,6
1163,7,6,4,4,0,17,9,6,7,3,3,5,0,7,4,4,5,2,1,3,1,5,8,9,5,9,5,7,21,3,3,3,6
1164,7,6,4,4,0,17,9,6,7,3,3,5,0,7,4,4,5,2,1,3,1,5,8,9,5,9,5,7,21,3,3,3,5
1165,7,5,4,4,0,17,9,6,7,3,3,5,0,7,4,4,5,2,1,3,1,5,8,9,5,9,5,7,21,3,4,3,5
1166,7,5,4,4,0,17,9,6,7,3,3,6,0,7,4,4,5,2,1,3,1,5,8,9,5,9,5,7,21,3,4,3,5
1167,7,5,4,4,0,17,9,6,7,3,3,6,0,7,4,3,5,2,1,3,1,5,9,9,5,9,5,7,21,3,4,3,6
1168,7,5,4,4,0,17,9,6,7,3,3,6,0,7,4,4,5,2,1,3,0,5,9,9,5,9,5,7,20,3,4,3,6
1169,6,5,4,4,0,17,9,6,7,3,3,6,0,7,4,3,5,2,1,3,0,5,9,10,5,9,5,7,20,3,4,3,6
1170,7,4,4,4,0,17,9,6,7,2,3,6,0,7,4,3,5,2,1,3,0,5,8,10,5,9,5,7,20,3,4,3,6
1171,7,4,4,4,0,17,9,6,7,2,3,6,0,7,4,3,5,2,1,3,0,5,8,10,5,9,5,7,20,3,4,3,5
1172,6,4,4,4,0,17,9,6,7,2,3,5,0,7,4,3,5,2,1,3,0,5,8,10,5,9,5,7,20,3,4,3,5
1173,6,4,4,4,0,17,9,6,7,2,3,5,0,7,4,3,5,2,1,3,1,5,8,10,5,9,5,7,20,3,4,3,5
1174,6,4,4,4,0,17,9,6,7,2,3,5,0,7,4,3,5,2,1,3,1,5,8,11,5,9,5,7,20,3,4,3,5
1175,6,4,4,4,0,17,9,6,7,2,3,5,0,7,4,3,5,2,1,3,1,5,8,11,5,9,6,7,20,2,4,3,5
1176,6,4,4,4,0,17,9,6,7,3,3,5,0,7,4,3,5,2,1,3,1,5,8,11,5,9,6,7,20,3,4,3,5
1177,6,4,4,4,0,17,9,6,7,3,3,5,0,7,4,4,5,2,1,3,1,5,8,11,5,9,6,7,20,3,4,3,5
1178,6,5,4,4,0,17,9,6,7,3,3,6,0,7,4,3,5,2,1,3,1,5,8,11,5,9,6,7,20,2,4,3,5
1179,6,5,4,4,0,16,9,6,7,3,3,6,0,7,4,3,5,2,1,3,0,5,8,11,5,9,6,7,20,3,4,3,5
1180,7,5,4,4,0,16,9,6,7,2,3,6,0,7,4,3,5,2,1,3,0,5,8,11,5,9,6,7,20,3,3,3,5
1181,7,4,4,4,0,16,9,6,7,2,3,6,0,7,4,3,5,2,2,3,0,5,9,11,5,9,6,7,20,3,3,3,5
1182,6,4,4,4,0,16,9,6,7,2,3,6,0,7,4,3,5,2,1,3,0,5,9,11,5,9,6,7,20,3,3,3,5
1183,6,4,4,4,0,16,9,6,6,2,3,6,0,8,4,4,5,3,1,3,1,6,9,11,5,9,7,7,20,3,4,3,5
1184,6,4,4,3,0,16,9,6,6,2,3,5,0,8,4,4,5,3,1,3,1,6,9,11,5,9,7,7,20,3,4,3,5
1185,6,4,4,3,0,16,9,6,7,2,3,5,0,7,4,4,5,3,1,3,1,6,9,11,5,9,7,7,20,3,4,3,5
1186,6,4,4,3,0,16,9,6,7,2,3,5,0,7,4,3,5,3,1,3,1,6,9,11,5,9,7,7,20,3,4,3,5
1187,6,4,4,3,0,16,9,6,7,2,3,5,0,7,4,3,5,3,1,3,1,6,9,11,5,9,6,7,20,3,4,3,5
1188,6,5,4,3,0,16,9,6,7,2,3,5,0,7,4,3,5,3,1,3,1,7,8,11,5,9,6,7,20,3,3,3,6
1189,6,5,4,3,0,16,9,6,7,2,3,5,0,7,4,3,5,3,1,3,1,7,9,11,5,9,6,7,20,3,3,3,6
1190,6,5,4,3,0,16,9,6,7,2,3,5,0,7,4,3,6,3,1,3,1,6,9,11,5,9,6,7,20,3,3,3,6
1191,6,4,4,3,0,16,9,6,7,2,3,5,0,7,4,3,5,2,1,3,1,6,9,11,5,9,6,7,20,4,3,3,6
1192,6,4,4,3,0,16,9,6,7,2,3,5,1,7,4,3,5,2,1,3,1,6,9,11,5,10,6,7,20,3,3,3,6
1193,6,3,4,3,0,16,9,6,7,2,3,5,1,7,4,4,5,2,1,3,1,6,9,11,5,10,6,7,20,3,4,3,6
1194,6,3,4,3,0,16,9,6,7,2,3,5,1,7,4,3,5,2,2,3,1,6,9,11,5,10,6,7,20,3,4,3,6
1195,6,3,4,3,0,16,9,6,7,2,3,5,1,7,4,4,5,2,2,3,1,6,9,11,5,10,5,7,20,3,4,3,6
1196,6,3,4,3,0,16,9,6,7,2,3,5,1,7,4,3,5,2,1,3,1,6,9,11,5,10,5,7,20,3,4,3,6
1197,6,3,4,3,0,16,9,6,6,2,3,5,1,7,4,3,5,2,1,3,1,6,9,11,5,10,5,7,20,3,4,3,6
1198,6,3,4,3,0,16,9,5,7,2,3,5,1,7,4,3,5,2,1,3,1,6,8,11,5,9,5,7,20,3,5,3,6
1199,6,4,4,3,0,16,9,5,7,3,3,5,1,6,4,3,5,3,1,3,1,6,8,11,5,9,5,7,20,3,5,3,6
1200,6,4,4,3,0,16,9,5,7,3,3,5,1,6,4,3,5,2,1,3,1,6,8,11,5,9,5,7,20,3,5,3,6
1201,6,3,4,3,0,16,9,5,7,2,3,5,1,6,4,4,5,2,2,3,1,6,8,11,5,9,5,7,20,3,5,3,6
1202,6,4,4,3,0,16,9,5,7,2,3,5,1,6,4,3,5,2,2,3,1,5,8,11,5,10,5,7,20,3,5,3,6
1203,6,4,4,3,0,16,9,5,7,3,3,5,1,6,4,3,5,2,2,3,0,5,8,11,5,10,5,7,19,3,5,3,6
1204,6,4,4,3,0,16,9,5,7,3,3,5,1,6,4,3,5,2,2,3,0,5,8,11,5,10,5,7,19,3,5,3,6
1205,6,5,4,3,0,16,9,5,7,2,3,5,1,6,4,3,5,2,1,3,1,5,9,11,5,10,5,7,19,3,5,3,6
1206,6,4,4,3,0,16,9,5,7,3,3,5,2,6,4,3,5,3,1,3,1,5,9,11,5,10,5,7,19,3,5,3,5
1207,6,3,4,3,0,16,9,5,7,3,3,5,2,6,4,3,5,3,1,3,1,5,9,11,5,10,5,7,20,3,5,3,5
1208,6,4,4,3,0,16,8,5,7,3,3,5,1,6,4,3,5,2,1,3,1,5,9,11,5,9,5,7,20,3,5,3,5
1209,6,4,4,3,0,16,8,5,7,3,3,5,1,6,4,3,5,2,1,3,1,5,9,11,5,9,4,8,20,3,5,3,5
1210,6,4,4,3,0,16,8,5,7,3,3,5,1,6,4,3,5,2,1,3,1,5,9,11,5,10,5,7,20,3,5,3,5
1211,6,4,4,3,0,16,9,5,7,3,3,5,1,6,4,3,5,2,2,3,1,5,9,11,5,10,5,7,20,3,5,3,5
1212,6,4,4,3,0,16,9,5,7,2,3,5,1,6,4,3,5,2,1,3,1,5,9,11,5,10,5,8,20,3,5,3,6
1213,6,4,4,3,0,16,9,5,7,2,3,5,1,7,4,3,5,2,1,3,1,5,9,11,5,11,5,8,20,4,4,3,6
1214,6,4,4,3,0,16,9,5,7,2,3,5,0,7,4,3,5,2,1,3,1,4,8,11,5,11,4,8,20,3,4,3,6
1215,7,4,4,3,0,16,10,5,6,2,3,5,0,7,4,3,5,3,1,3,1,4,9,11,5,11,4,8,20,3,4,3,6
1216,7,4,4,2,0,16,9,5,7,3,3,5,0,8,4,3,5,3,1,3,1,4,9,11,5,11,4,8,20,3,4,3,6
1217,7,4,4,3,0,15,9,5,7,3,3,5,0,8,4,3,5,3,1,3,1,4,9,11,5,11,4,8,20,3,4,3,6
1218,7,5,4,3,0,15,9,5,7,2,3,5,0,8,4,3,5,3,1,3,1,4,9,11,5,11,4,8,20,3,4,3,6
1219,7,5,4,3,0,15,9,5,7,2,3,5,0,8,4,3,5,2,1,3,1,4,9,11,5,11,4,8,20,4,4,3,6
1220,6,5,4,3,0,15,9,5,6,2,3,5,1,8,4,4,5,2,1,3,1,4,9,11,5,11,4,8,20,3,4,3,6
1221,7,5,4,3,0,15,9,5,6,2,3,5,1,7,4,3,5,2,1,3,1,4,9,11,5,11,4,8,20,3,4,3,5
1222,7,5,4,3,0,15,9,5,6,3,3,5,1,7,4,3,5,2,1,3,1,4,9,11,5,11,4,8,20,3,4,3,5
1223,7,5,4,3,0,15,9,5,6,3,3,5,1,7,5,3,6,2,2,3,1,4,8,11,5,10,4,8,20,3,4,3,5
1224,7,5,4,3,0,15,9,5,6,3,3,5,1,7,5,3,6,3,2,3,1,5,8,11,5,10,4,8,20,3,4,3,5
1225,7,5,4,3,0,15,9,5,7,4,3,5,1,7,5,3,6,2,1,3,1,5,8,11,5,10,4,8,20,3,4,3,5
1226,7,5,4,3,0,15,9,5,7,4,3,5,1,7,5,3,6,2,1,3,1,5,8,11,5,10,5,8,20,3,4,3,5
1227,7,5,4,3,0,15,9,5,7,4,3,5,1,7,5,3,5,2,1,3,1,5,8,11,5,10,5,8,20,3,4,3,5
1228,7,4,4,3,0,15,9,5,7,3,3,5,1,7,5,3,6,3,1,3,1,5,8,11,5,10,5,8,20,3,4,3,5
1229,7,4,4,3,0,15,9,5,7,3,3,5,1,7,5,3,7,3,1,3,1,5,8,11,5,10,5,8,20,3,3,3,5
1230,7,4,4,3,0,15,9,5,7,3,3,5,1,7,5,3,6,3,1,3,1,6,8,11,5,10,5,8,20,3,3,3,5
1231,7,4,4,3,0,15,9,5,7,2,3,5,1,7,5,3,5,2,1,3,1,6,8,11,5,10,5,8,20,3,4,3,5
1232,7,4,4,3,0,15,9,5,7,2,3,5,0,8,5,3,5,2,1,3,1,6,7,11,5,10,5,8,20,3,4,3,5
1233,7,4,4,4,0,15,9,5,7,2,3,5,0,8,5,3,5,2,1,3,1,6,7,11,5,10,5,8,20,3,4,3,5
1234,7,4,4,4,0,15,9,5,7,2,3,5,0,8,4,3,5,2,1,3,1,6,8,11,5,10,5,8,20,3,4,3,5
1235,7,4,4,4,0,15,9,5,7,3,3,5,0,8,5,3,5,2,1,3,1,6,8,11,5,10,5,7,20,3,4,3,5
1236,7,4,4,4,0,15,9,5,7,2,3,5,0,8,5,3,5,2,1,3,1,6,8,11,5,10,5,7,20,3,4,3,5
1237,7,4,4,4,0,15,9,5,7,2,3,5,0,8,5,3,5,2,1,3,1,6,8,11,5,10,5,7,20,3,4,3,5
1238,6,4,3,4,0,15,8,5,7,2,3,5,0,8,5,3,5,2,1,3,1,6,8,11,5,10,5,7,20,3,4,3,5
1239,6,3,4,4,0,15,8,5,7,3,3,5,0,8,5,3,5,2,1,3,1,6,7,11,5,10,5,7,20,3,4,3,5
1240,7,4,4,4,0,15,8,5,7,3,3,5,0,8,5,3,5,2,1,3,1,6,7,11,5,10,5,7,20,3,4,3,5
1241,7,4,4,4,0,15,8,5,7,3,3,5,0,8,5,3,5,2,1,3,1,6,7,11,5,10,5,7,20,3,4,3,5
1242,7,4,4,4,0,15,8,5,7,3,3,5,0,8,5,3,5,2,1,3,1,6,7,11,5,10,5,7,20,3,4,3,5
1243,6,4,4,4,0,15,8,5,7,3,3,5,0,8,4,3,5,2,1,3,1,6,7,11,5,10,5,7,20,3,4,3,5
1244,6,4,4,4,0,15,9,5,7,3,3,5,0,8,4,3,5,2,1,3,1,6,7,11,5,10,5,7,20,3,4,3,5
1245,6,4,4,4,0,15,9,5,7,3,3,5,0,8,4,3,5,3,1,3,1,6,8,11,5,10,5,8,20,3,3,3,5
1246,6,4,4,4,0,15,9,5,7,3,3,5,0,8,4,3,5,2,1,3,1,6,8,11,5,10,5,8,20,3,3,3,6
1247,6,4,4,4,0,15,9,5,7,3,3,5,0,8,4,3,5,2,1,3,1,6,7,11,5,10,5,8,20,3,3,3,6
1248,6,4,4,4,0,15,9,5,7,3,3,5,0,8,4,3,5,2,1,3,1,6,7,11,5,10,5,8,20,3,3,3,6
1249,6,4,4,4,0,15,9,5,7,3,3,5,0,8,4,3,5,2,1,3,1,6,8,11,5,10,5,8,20,3,3,3,6
1250,6,3,4,4,0,15,9,5,7,2,3,5,0,9,4,3,5,2,1,3,1,6,8,11,5,10,5,8,20,3,3,3,6
1251,6,3,4,4,0,15,9,5,7,3,3,5,0,9,4,3,5,2,1,3,1,6,8,10,5,10,5,7,20,3,3,3,6
1252,6,3,4,4,0,15,9,5,7,2,3,5,0,9,4,3,5,2,1,3,1,6,8,10,5,10,5,7,20,3,3,3,6
1253,6,3,4,4,0,15,9,5,7,2,3,5,0,9,4,3,5,2,2,3,1,6,9,10,5,10,5,7,20,3,3,3,6
1254,6,4,4,4,0,16,9,5,7,2,3,5,0,9,4,3,6,2,1,3,1,6,9,10,5,10,5,7,20,3,3,3,6
1255,6,4,4,4,0,16,9,5,7,2,3,5,0,9,4,4,6,2,1,3,1,6,9,10,5,10,5,7,20,3,4,3,6
1256,6,4,4,4,0,16,9,5,7,2,3,5,0,9,5,3,6,2,1,3,1,6,9,10,5,10,5,7,20,3,4,3,6
1257,6,4,4,4,0,16,9,5,7,2,3,5,0,8,5,3,6,2,1,3,1,6,8,10,5,10,5,7,20,3,4,3,6
1258,6,3,4,4,0,16,8,5,7,2,3,5,0,8,5,3,6,2,1,3,1,6,8,10,5,10,5,7,20,3,4,3,6
1259,6,3,4,4,0,16,8,5,7,3,3,5,0,8,5,3,6,2,1,3,1,6,8,10,5,10,5,7,20,4,4,3,6
1260,6,4,4,4,0,16,8,5,7,3,3,5,0,8,5,3,6,2,1,3,1,6,8,11,5,10,5,7,20,3,3,3,6
1261,6,4,4,4,0,16,8,6,7,3,3,5,0,8,5,3,6,2,1,3,1,6,8,11,5,10,5,7,20,3,3,3,6
1262,6,4,4,4,0,16,9,6,7,2,3,5,0,7,5,4,6,2,1,3,1,7,9,11,5,10,5,7,20,3,3,3,6
1263,6,4,4,4,0,16,9,6,7,2,3,5,0,7,5,3,6,2,2,3,1,7,8,10,5,9,5,7,20,3,3,3,6
