,AL,AZ,AR,CO,CT,FL,GA,IL,IN,IA,KS,LA,MD,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,PA,SC,TN,TX,UT,VA,WA,WI
971,1,5,0,5,5,12,4,11,2,1,1,1,7,6,5,1,3,1,3,9,2,21,6,4,0,7,2,2,18,1,8,7,3
972,1,5,0,5,5,12,4,11,2,2,1,1,7,6,5,1,3,1,3,9,2,21,5,5,0,7,2,2,18,1,8,7,3
973,1,5,0,5,5,12,4,11,2,1,1,1,7,5,5,1,3,1,3,10,2,20,5,5,0,7,2,2,18,1,7,7,3
974,1,5,0,5,5,12,4,10,2,1,1,1,7,5,4,1,2,1,2,10,2,20,4,5,0,7,2,2,18,1,7,7,3
975,1,5,0,5,5,12,4,10,2,0,1,1,7,5,4,1,3,1,2,10,2,20,4,5,0,7,2,2,18,1,7,7,3
976,1,5,0,5,5,12,4,10,2,0,1,1,6,5,4,1,3,1,2,10,2,20,4,5,0,7,2,2,18,1,7,7,3
977,1,5,0,5,5,13,5,10,2,1,1,1,6,5,4,1,3,1,2,10,2,20,4,5,0,7,2,2,18,1,7,7,3
978,1,5,0,5,5,13,5,10,2,1,1,1,6,5,4,1,3,1,2,10,2,20,4,5,0,7,2,2,18,1,7,7,2
979,1,5,0,5,5,13,5,10,2,1,1,1,6,5,4,1,3,1,3,10,2,20,4,5,0,7,2,2,18,1,7,7,2
980,1,5,0,5,5,13,6,10,2,2,1,1,6,6,4,1,3,1,2,9,2,20,4,5,0,7,2,2,18,1,7,7,2
981,1,5,0,5,5,13,6,10,2,2,1,1,6,6,4,1,3,1,2,9,2,20,4,5,0,7,2,2,18,1,7,7,2
982,1,5,1,5,5,13,6,10,2,1,1,0,6,7,4,1,3,1,3,9,2,20,4,5,0,7,2,2,18,1,7,7,2
983,1,5,1,6,5,13,6,10,2,2,1,0,6,7,4,0,3,1,3,9,2,20,4,5,0,7,2,2,19,1,7,7,2
984,1,6,1,6,5,13,6,10,2,2,1,0,7,7,4,0,2,1,3,10,2,20,4,5,0,7,2,2,18,1,7,7,2
985,1,6,0,6,5,12,6,10,2,1,1,0,7,7,4,0,3,1,3,9,2,21,5,5,0,7,2,2,18,1,7,7,2
986,1,6,1,6,5,12,6,10,2,1,1,0,7,7,4,1,3,1,3,9,3,21,5,5,0,7,2,2,18,1,7,7,2
987,1,6,1,5,5,12,6,11,2,2,1,1,7,7,4,1,3,1,2,9,2,21,5,5,0,8,2,2,18,1,8,7,3
988,1,5,1,5,5,13,6,11,2,1,1,1,7,6,4,1,3,1,2,9,2,21,6,5,0,8,2,2,18,1,8,7,3
989,1,5,1,4,5,13,6,11,2,0,1,1,7,6,4,0,3,1,2,9,2,20,6,5,0,8,2,2,18,1,8,7,2
990,1,5,1,4,5,13,6,11,2,1,1,1,7,6,4,0,3,1,2,9,2,20,6,5,0,8,2,2,18,1,8,7,2
991,1,5,0,4,5,12,6,11,2,1,1,1,7,6,4,0,3,1,2,9,3,20,6,5,0,8,2,2,18,1,8,7,3
992,1,5,0,4,5,12,6,11,2,2,1,1,7,6,4,1,3,1,3,9,2,20,6,5,0,8,2,2,18,1,8,7,3
993,1,5,0,4,5,12,6,11,2,2,1,1,7,6,4,1,3,1,3,9,2,20,6,5,0,8,2,2,18,1,8,7,2
994,1,5,0,4,5,12,6,11,2,2,1,1,7,6,4,1,3,1,3,9,2,21,5,5,0,8,2,2,18,1,8,7,2
995,1,5,0,4,5,12,6,11,2,2,1,1,7,6,4,1,3,1,3,9,2,21,5,5,0,8,2,2,18,1,8,7,2
996,1,5,0,5,5,12,6,11,2,1,1,1,7,6,4,1,3,0,3,9,2,21,5,5,0,8,2,2,18,1,8,7,2
997,1,5,0,5,5,12,6,11,2,1,1,0,6,6,4,1,3,0,3,10,2,21,5,5,0,8,2,2,18,1,8,7,2
998,1,5,0,5,5,12,6,11,2,2,1,1,6,6,4,1,3,1,3,10,2,21,5,5,0,8,2,2,18,1,8,7,2
999,1,5,0,5,5,12,6,11,2,2,1,1,6,6,4,1,3,1,2,10,2,21,5,5,0,8,2,2,18,1,8,7,2
1000,1,5,0,4,5,12,6,11,2,1,1,1,6,6,4,1,3,0,2,10,2,21,5,5,0,8,2,2,18,1,7,7,2
1001,1,5,0,4,5,12,6,11,2,1,1,1,6,6,4,1,3,0,2,10,2,21,5,6,0,8,2,2,17,1,7,7,2
1002,1,5,0,4,5,12,6,11,2,1,1,1,6,6,4,1,3,0,3,10,2,21,5,6,0,8,2,2,17,1,7,7,3
1003,1,5,0,4,5,12,6,11,2,1,1,1,6,7,4,1,3,1,3,10,2,21,5,6,0,8,2,1,17,1,7,7,3
1004,1,5,0,4,5,12,6,11,2,1,1,1,6,6,4,1,3,1,3,10,2,20,4,6,0,8,2,1,17,1,7,7,3
1005,1,5,0,4,5,12,6,11,2,1,1,1,6,6,4,1,3,1,3,10,2,20,4,6,0,8,2,1,17,1,7,7,2
1006,1,5,0,5,5,12,6,11,2,1,1,1,6,7,4,0,3,1,3,10,2,20,5,6,0,8,2,1,17,1,7,7,2
1007,1,5,0,5,5,12,6,11,2,1,1,1,6,7,4,0,3,1,3,10,2,21,5,5,0,8,2,1,17,1,7,7,2
1008,0,5,0,5,5,12,6,11,2,1,1,1,6,7,4,0,3,1,3,10,2,21,6,5,0,8,2,1,17,1,7,7,2
1009,0,5,0,5,5,12,6,11,2,1,1,1,7,6,4,0,3,1,3,10,2,21,6,5,0,8,2,1,17,1,8,7,2
1010,1,5,0,5,5,12,6,11,2,1,1,1,7,6,4,0,3,1,3,10,2,21,6,5,0,8,2,1,17,1,8,7,2
1011,1,6,0,5,5,12,6,11,2,1,1,1,7,7,4,0,3,1,3,10,2,21,6,4,0,8,2,1,17,1,8,7,2
1012,1,6,0,5,5,12,6,11,2,1,1,1,7,7,4,0,3,1,3,10,2,21,6,4,0,8,2,1,17,1,8,7,3
1013,1,6,0,5,5,12,6,11,2,1,1,1,7,7,4,0,3,0,3,10,2,21,6,4,0,8,2,1,17,1,8,7,2
1014,1,6,0,5,5,13,6,11,2,1,1,1,7,6,4,0,3,1,3,10,2,21,6,4,0,8,2,1,17,1,8,7,2
1015,1,7,0,5,5,13,6,11,2,1,1,1,7,6,4,0,3,1,3,10,3,21,6,5,0,8,2,1,17,1,8,7,2
1016,1,6,0,5,5,13,5,11,2,1,1,1,7,6,4,0,3,1,3,10,3,21,6,5,0,8,2,1,17,1,8,7,2
1017,1,6,0,5,5,13,5,11,2,1,1,1,7,6,4,0,3,1,2,10,3,21,6,5,0,8,2,1,17,1,8,7,2
1018,0,6,0,5,5,13,5,11,2,0,1,1,7,6,4,1,3,1,2,10,3,21,6,5,0,8,2,2,17,1,8,7,2
1019,0,6,0,5,5,13,5,11,2,1,1,1,7,6,4,1,2,1,2,10,3,21,6,4,0,9,2,2,17,1,8,7,2
1020,1,6,0,5,5,13,5,11,2,1,1,1,7,7,4,1,2,1,2,10,3,21,6,4,0,9,2,2,17,1,8,7,3
1021,1,6,0,5,5,13,5,11,2,2,1,1,7,6,4,1,3,1,2,10,3,20,6,4,0,9,2,2,17,1,8,7,3
1022,1,6,0,5,5,13,5,11,2,1,1,1,6,6,4,1,3,1,2,10,3,20,6,4,0,9,1,2,17,1,8,7,2
1023,1,6,0,5,5,13,5,11,3,1,1,1,6,6,4,0,3,1,2,10,2,20,6,4,0,9,1,2,17,1,8,7,2
1024,0,6,0,5,5,12,5,11,3,2,1,1,6,5,4,1,3,1,2,10,3,20,6,4,0,9,1,2,16,1,8,7,2
1025,0,6,0,5,5,12,5,11,3,2,1,1,7,5,4,1,3,1,2,10,2,20,6,3,0,9,1,2,16,1,8,6,2
1026,1,6,0,5,5,13,5,11,2,1,1,1,8,5,4,1,3,1,2,10,3,20,6,4,0,9,1,2,16,1,8,6,2
1027,0,6,0,5,5,13,5,11,2,1,1,1,7,5,4,1,3,1,2,10,3,20,6,4,0,9,1,2,16,1,8,6,2
1028,0,6,0,5,5,13,5,11,2,1,1,1,7,5,4,1,2,1,2,10,2,20,6,4,0,9,1,2,16,1,8,6,2
1029,0,6,0,5,5,13,6,11,2,1,1,1,7,5,4,1,2,1,3,10,2,20,6,4,0,9,1,2,16,1,8,6,2
1030,0,6,0,5,5,13,6,11,2,2,1,1,7,5,4,1,3,1,2,10,2,20,6,4,0,9,1,2,16,1,8,6,2
1031,0,6,0,5,5,13,6,11,2,2,1,1,7,5,4,1,3,1,2,10,2,20,6,5,0,9,2,2,16,1,8,7,3
1032,0,6,0,6,5,13,6,11,2,2,1,1,6,5,4,1,3,0,3,10,2,20,5,5,0,9,2,2,16,1,8,7,3
1033,0,6,0,6,5,13,6,11,2,2,1,1,6,5,4,0,3,1,3,10,3,20,5,5,0,8,2,2,16,1,8,7,3
1034,0,6,0,6,5,13,6,11,2,2,1,1,6,5,4,1,3,0,3,10,3,19,5,5,0,8,2,2,16,1,8,7,3
1035,0,6,0,6,5,13,6,11,2,2,1,1,6,5,4,1,3,0,3,10,2,19,5,5,1,8,2,2,16,1,8,7,3
1036,0,6,0,6,5,13,6,11,1,1,1,1,7,5,4,1,3,0,3,10,3,19,5,5,1,7,2,2,16,1,8,7,3
1037,0,6,0,6,5,13,5,11,2,1,1,1,7,5,4,1,3,0,3,10,3,19,5,5,1,7,2,1,16,1,8,7,3
1038,0,5,0,6,5,13,5,11,2,1,1,1,7,5,4,0,3,1,3,10,2,19,5,4,1,7,2,1,16,1,8,7,3
1039,0,5,0,6,5,13,5,11,2,1,1,1,7,5,4,0,3,1,3,10,2,19,5,4,1,7,2,1,16,1,8,7,3
1040,0,5,0,6,5,13,5,11,2,1,1,1,7,5,4,0,3,1,3,10,3,19,5,4,1,7,2,1,16,1,8,7,3
1041,1,5,0,6,5,13,5,11,2,0,1,1,7,5,4,1,3,1,2,10,3,19,5,4,0,7,1,2,16,1,8,7,3
1042,1,5,0,6,5,13,5,11,2,1,1,1,7,5,4,1,3,1,3,10,3,19,6,4,0,7,1,2,16,1,8,7,3
1043,1,5,0,6,5,13,5,11,2,1,1,0,7,5,4,1,3,1,3,10,2,19,5,4,0,7,1,2,16,1,7,7,3
1044,1,5,0,6,5,13,6,11,2,1,1,0,7,5,4,1,3,1,3,10,2,19,5,4,0,7,1,2,16,1,7,7,4
1045,1,6,0,6,5,13,6,11,2,0,1,0,7,5,5,0,3,0,3,10,2,19,6,4,0,7,1,2,16,1,7,7,4
1046,1,6,0,6,5,13,5,11,2,1,1,0,8,5,5,0,3,0,3,10,2,19,6,4,0,7,1,2,16,1,7,7,4
1047,1,6,0,6,5,13,5,11,2,2,1,0,8,4,5,0,3,1,3,10,2,19,6,4,0,7,1,2,16,1,7,7,4
1048,1,6,0,6,5,13,5,11,2,2,1,1,8,4,4,1,3,0,3,10,2,19,6,4,0,7,1,2,16,0,7,7,3
1049,1,6,0,6,5,13,5,11,2,2,1,1,8,4,4,1,3,1,3,10,2,19,6,4,0,7,1,2,16,1,7,7,3
1050,1,6,0,6,5,13,5,11,2,2,1,1,8,4,4,0,3,1,3,10,2,19,6,3,0,7,1,1,16,1,7,7,3
1051,1,6,0,6,5,12,5,11,2,2,1,1,8,5,4,0,3,1,3,10,2,19,6,3,0,7,1,1,16,1,7,7,3
1052,1,6,0,6,5,12,5,11,2,1,1,1,8,5,5,0,3,1,3,10,2,19,7,3,0,7,1,1,16,0,7,7,3
1053,1,5,0,6,5,12,5,11,2,2,1,1,8,5,5,1,3,1,3,9,2,19,7,4,0,7,1,1,16,1,7,6,3
1054,1,5,0,5,5,12,5,11,2,1,1,1,7,5,5,0,3,1,3,9,2,19,7,5,0,7,1,2,17,1,7,6,3
1055,1,6,0,5,5,12,5,11,2,2,1,1,7,5,4,1,3,1,3,9,2,19,7,5,0,7,1,2,17,1,7,7,3
1056,1,6,0,5,5,12,5,11,2,1,1,1,7,5,4,1,3,1,3,9,2,19,7,5,0,7,1,2,18,1,8,7,3
1057,1,6,0,6,5,12,5,11,2,2,1,1,7,5,4,1,3,1,3,9,2,19,7,5,0,7,1,2,17,1,8,7,3
1058,1,6,0,6,5,11,5,11,2,2,1,1,7,5,4,1,3,1,3,9,2,19,7,5,0,7,1,2,17,1,8,7,3
1059,1,6,0,6,5,11,5,11,1,1,1,1,7,5,4,1,3,1,3,9,2,19,6,5,0,7,1,2,17,1,8,7,3
1060,1,6,0,6,5,12,5,11,1,1,1,1,7,5,4,1,3,1,3,9,2,19,5,5,0,7,1,2,17,1,7,7,3
1061,1,6,0,6,5,12,5,11,1,1,1,1,7,6,5,1,3,1,3,9,2,19,6,5,0,7,1,2,17,1,7,7,3
1062,1,6,0,6,5,12,5,11,1,1,1,1,7,6,5,1,3,1,3,8,2,19,6,6,0,7,1,2,17,1,7,7,3
1063,1,6,0,5,5,12,5,11,2,1,1,1,7,6,5,1,3,1,3,8,2,19,6,6,0,7,1,2,17,1,7,7,3
1064,1,6,0,5,5,13,5,11,2,1,1,1,7,6,5,1,3,1,3,9,2,19,6,6,0,8,1,2,17,1,7,7,3
1065,1,6,0,5,5,13,5,11,2,1,1,1,7,6,5,1,3,0,3,9,2,19,6,6,0,8,1,2,17,1,7,7,3
1066,1,6,0,5,5,13,5,11,2,1,1,1,7,6,5,1,3,0,3,9,2,19,6,6,0,8,2,2,17,1,7,7,3
1067,1,5,0,5,5,13,5,11,2,1,1,1,7,5,5,1,3,1,3,9,2,19,6,6,0,8,2,1,17,1,7,7,3
1068,0,5,0,5,5,13,5,11,2,1,1,1,8,5,5,0,3,1,3,9,2,19,5,6,0,8,2,1,18,1,7,7,3
1069,0,5,0,5,5,13,5,11,2,1,1,1,8,5,5,0,3,1,3,9,2,19,6,6,0,8,2,1,18,1,8,7,3
1070,0,5,0,5,5,13,5,11,2,0,1,1,8,4,5,1,2,0,3,9,2,19,5,6,0,8,2,1,18,1,8,7,3
1071,0,5,0,5,5,13,5,11,2,1,1,1,8,4,5,1,2,0,3,9,2,20,5,6,1,8,1,1,18,1,8,7,3
1072,0,5,0,5,5,13,5,11,2,1,1,1,8,4,5,1,2,0,3,9,2,20,5,6,1,8,1,1,18,1,8,7,3
1073,0,4,0,5,5,13,5,11,2,2,1,1,7,4,5,1,2,0,3,9,2,20,5,6,1,8,1,1,18,1,8,7,3
1074,0,5,0,5,5,13,5,11,2,1,1,1,7,4,5,1,2,0,3,9,2,20,6,6,0,8,1,1,19,1,8,7,3
1075,0,4,0,5,5,12,5,11,2,0,1,1,7,4,5,1,2,0,2,9,2,19,5,6,0,8,1,2,19,1,8,7,3
1076,0,5,0,5,5,12,5,11,2,0,1,1,8,4,5,1,2,0,3,9,2,19,5,6,0,8,1,2,19,1,8,7,3
1077,0,5,0,5,5,12,5,11,2,0,1,1,8,4,5,1,2,1,3,9,2,19,5,6,0,8,1,2,19,1,8,7,3
1078,0,5,0,5,5,12,5,11,2,0,1,1,8,4,5,0,1,1,3,9,2,19,5,6,0,8,1,2,19,1,8,7,3
1079,0,5,0,5,5,12,5,11,2,1,1,1,8,5,5,0,1,1,3,9,2,19,5,6,0,9,1,2,19,1,8,7,3
1080,0,5,0,5,5,12,5,11,2,0,1,1,8,5,5,0,1,1,2,10,2,19,5,6,0,8,1,2,19,1,8,7,2
1081,0,5,0,5,5,12,5,11,2,1,1,1,8,5,5,0,2,1,2,10,2,19,5,6,0,8,1,2,19,1,8,7,2
1082,0,5,0,5,5,12,5,11,2,1,1,1,8,5,5,0,3,1,2,10,2,19,5,5,0,8,1,2,19,1,8,7,2
1083,0,4,0,5,5,12,5,11,2,2,1,1,7,5,5,0,3,1,2,10,2,19,5,5,0,8,1,2,19,1,7,7,2
1084,0,4,0,5,5,12,5,11,2,1,1,1,7,5,5,0,3,1,3,11,2,19,5,5,0,8,1,2,19,1,7,7,2
1085,0,4,0,5,5,12,5,11,2,1,1,1,7,5,5,0,3,1,3,11,2,19,5,5,0,8,1,2,19,1,7,7,2
1086,0,4,0,5,5,12,5,11,2,1,1,1,7,5,5,0,3,1,3,11,2,19,5,5,0,8,1,2,19,1,7,7,2
1087,0,4,0,5,5,12,5,11,2,2,1,1,7,6,4,0,2,1,2,11,2,19,5,5,0,8,1,2,19,1,7,7,2
1088,0,5,0,5,5,12,5,11,2,2,2,1,7,6,4,0,3,1,3,11,2,19,5,5,0,8,1,2,19,1,8,7,2
1089,1,5,0,5,5,12,5,11,2,2,1,1,6,6,4,1,3,1,3,11,2,19,5,5,0,8,2,1,19,1,8,6,2
1090,1,5,0,5,5,12,5,11,2,2,1,1,6,6,4,0,2,1,3,11,2,19,5,5,0,8,2,1,19,1,8,6,2
1091,1,5,0,5,5,12,5,11,2,1,1,1,6,6,4,0,3,1,3,11,2,19,5,5,0,8,3,1,19,1,8,6,2
1092,1,5,0,5,5,12,5,11,2,1,1,1,6,6,4,1,3,1,3,11,2,19,5,5,0,8,3,1,19,1,8,6,2
1093,0,5,0,5,5,12,5,11,2,1,1,1,6,6,4,0,3,1,3,11,2,19,6,5,0,8,2,2,19,1,8,7,2
1094,0,5,0,5,5,12,5,11,2,1,1,1,6,6,4,0,3,1,3,11,2,19,6,5,0,8,2,2,19,1,7,7,2
1095,0,4,0,5,5,12,5,11,2,1,1,1,7,6,4,1,3,1,2,11,2,19,6,5,0,8,1,2,19,1,7,7,2
1096,0,5,0,5,5,13,5,11,2,1,1,1,7,6,4,1,3,1,3,11,2,19,6,5,0,8,1,2,19,1,7,7,2
1097,0,5,0,5,5,12,5,11,2,1,2,1,6,7,4,1,2,1,2,11,2,19,6,5,0,8,1,2,19,1,7,7,2
1098,0,5,0,5,5,12,5,11,2,1,2,1,6,7,4,1,2,1,3,11,2,19,6,5,0,8,2,2,19,1,8,7,2
1099,0,5,0,5,5,12,4,11,2,2,2,1,6,7,4,1,2,1,3,11,2,19,6,5,0,7,1,2,19,1,8,7,2
1100,0,5,0,4,5,12,4,11,2,2,2,1,6,7,4,1,2,1,3,11,2,20,6,5,0,7,1,2,19,1,8,7,2
1101,0,4,0,5,5,12,4,11,2,2,2,1,6,7,4,1,2,1,3,11,2,20,6,5,0,7,1,2,18,1,8,7,2
1102,0,4,0,5,5,12,4,11,2,2,1,1,6,7,4,1,2,1,3,11,2,20,6,5,0,7,1,2,18,1,8,7,2
1103,0,4,0,5,5,12,4,11,2,2,1,1,6,7,4,0,2,1,3,11,2,20,6,5,0,7,2,2,18,1,8,7,2
1104,0,4,0,5,5,12,4,11,2,2,1,1,6,7,4,0,2,1,3,10,2,20,6,5,0,7,2,1,18,1,8,7,2
1105,0,5,0,5,5,12,4,11,2,1,1,1,6,7,4,0,2,1,3,10,2,20,6,5,0,7,2,1,18,1,8,7,2
1106,0,5,0,5,5,12,5,11,2,1,1,1,7,7,4,0,2,1,3,10,2,20,6,5,0,7,2,2,18,1,8,7,2
1107,1,5,0,4,5,11,5,11,2,1,1,1,7,7,4,0,2,1,2,11,2,20,6,5,0,7,2,2,18,1,8,7,2
1108,1,5,0,4,5,11,5,11,2,1,1,1,7,7,4,0,2,1,3,11,2,20,6,5,0,7,2,2,18,1,8,7,2
1109,1,4,0,4,5,11,5,11,2,1,1,1,7,7,4,0,2,1,3,11,2,20,6,5,0,7,2,2,18,0,8,7,2
1110,1,4,0,4,5,11,5,11,3,1,1,1,7,7,4,0,2,1,3,11,2,20,6,5,0,7,2,2,18,1,8,7,2
1111,1,4,0,4,5,11,5,11,3,1,1,1,7,7,4,0,2,1,3,11,2,20,6,5,0,7,2,2,18,1,8,7,2
1112,1,4,0,4,5,11,5,11,3,2,1,1,7,7,4,0,2,1,3,11,2,20,6,5,0,7,3,2,18,1,8,7,2
1113,1,4,0,4,5,11,5,11,3,2,1,1,7,7,4,0,3,1,3,11,3,20,6,5,0,7,3,2,18,1,8,7,2
1114,1,3,0,5,5,11,5,11,2,2,1,1,7,6,4,1,3,1,3,11,2,20,6,5,0,7,3,2,18,1,8,7,2
1115,1,3,0,5,5,11,5,11,2,2,1,1,8,6,4,1,3,1,3,11,2,20,6,5,0,7,3,2,18,0,8,7,2
1116,1,3,0,5,5,11,4,11,3,2,1,1,8,6,4,1,2,1,3,11,2,20,6,5,0,7,3,2,18,0,8,7,2
1117,1,3,0,5,5,11,4,11,3,2,1,1,8,6,4,1,3,1,3,11,2,20,6,5,0,7,3,2,18,0,8,7,2
1118,1,3,0,5,5,11,4,11,3,2,1,1,8,6,4,1,3,1,3,11,2,20,6,5,0,7,3,2,18,1,8,7,2
1119,1,3,0,5,5,11,4,11,3,1,1,1,8,6,4,1,3,1,3,11,2,20,6,5,0,7,3,2,18,1,8,7,2
1120,1,3,0,5,5,11,4,11,3,0,1,1,8,7,4,1,3,1,3,11,2,20,6,5,0,7,3,2,18,1,8,7,2
1121,1,4,0,5,5,11,4,11,3,1,1,1,8,7,4,1,3,1,3,11,2,20,6,5,0,7,3,2,18,1,8,7,2
1122,1,4,0,5,5,11,4,11,2,2,1,1,8,7,4,1,2,1,3,11,2,20,6,5,0,7,3,2,18,1,8,7,2
1123,1,5,0,5,5,11,4,11,3,2,1,1,8,7,4,1,3,1,2,11,2,20,6,5,0,7,2,2,18,1,8,7,2
1124,1,5,1,5,5,11,4,11,3,2,1,1,8,7,4,1,3,1,2,11,2,20,6,5,0,7,2,2,18,1,8,7,2
1125,1,5,1,5,5,11,4,11,3,2,1,0,8,7,4,1,3,1,2,10,2,21,6,5,0,7,2,2,18,1,8,7,2
1126,1,6,0,5,5,11,4,11,3,2,1,0,8,7,4,1,3,1,3,10,2,21,6,5,0,7,2,2,18,1,8,7,2
1127,1,5,0,5,5,11,4,11,3,2,1,1,8,7,4,1,3,1,3,10,2,21,6,5,0,7,2,2,18,1,8,7,3
1128,1,5,0,5,5,11,4,11,3,2,1,1,8,7,4,1,3,1,3,10,2,21,6,5,0,7,3,2,18,1,8,7,3
1129,1,5,0,5,5,11,4,11,3,2,1,1,8,7,4,1,3,1,3,10,2,21,6,5,0,7,3,2,18,1,8,7,3
1130,1,5,0,5,5,11,5,11,3,2,1,1,8,7,4,1,3,1,3,10,2,21,6,5,0,7,2,2,19,1,8,7,3
1131,1,5,0,5,5,11,5,11,3,2,1,1,8,7,4,1,3,1,3,10,2,21,5,5,0,7,2,2,18,1,8,7,3
1132,1,5,0,5,5,11,5,11,3,2,1,1,8,7,4,1,2,1,3,10,2,22,5,5,0,7,2,2,18,1,8,7,3
1133,1,5,0,5,5,11,5,11,3,2,1,1,7,7,4,1,2,1,3,10,2,22,5,5,0,7,2,2,18,1,8,7,3
1134,1,5,0,5,5,11,5,11,2,2,1,1,7,7,4,1,2,1,3,10,2,22,5,5,0,7,2,1,18,1,8,7,3
1135,1,5,0,5,5,11,5,11,2,2,1,1,7,7,4,1,3,1,3,10,2,22,5,5,0,7,2,1,18,1,8,7,3
1136,1,5,0,5,5,11,5,11,2,1,1,1,7,7,4,1,3,1,3,10,2,22,5,5,0,7,2,1,18,0,8,7,3
1137,1,4,0,5,5,11,5,11,3,1,1,1,7,7,4,1,3,1,3,9,2,21,5,5,0,8,2,2,18,0,8,7,2
1138,1,4,0,5,5,11,4,11,3,2,1,1,7,7,5,1,3,1,3,9,2,21,5,6,0,8,2,2,18,0,8,7,2
1139,1,4,0,5,5,11,4,11,3,2,1,1,7,7,4,1,2,1,3,9,2,21,5,6,0,8,2,2,18,0,8,7,2
1140,1,4,0,5,5,11,4,11,3,2,1,1,7,7,4,0,2,1,3,9,2,21,5,6,0,8,2,2,18,1,8,7,2
1141,1,5,0,5,5,11,4,11,3,2,1,1,7,7,4,0,2,1,3,9,2,21,5,6,0,8,2,2,18,1,8,7,2
1142,1,5,0,5,5,11,5,11,3,2,1,1,7,7,4,0,2,1,3,9,2,21,5,6,0,8,2,2,18,1,8,7,2
1143,1,5,0,5,5,11,5,11,3,2,1,1,7,7,4,0,2,1,3,9,2,21,5,6,0,7,2,2,18,1,8,7,2
1144,1,5,0,5,5,11,5,11,3,2,1,1,7,7,4,1,2,0,3,9,2,21,6,6,1,7,2,2,18,1,8,7,2
1145,1,5,0,5,5,11,5,11,3,2,1,1,7,7,4,1,2,0,3,9,2,21,6,6,1,7,2,2,18,1,8,7,2
1146,1,5,0,4,5,11,5,11,2,1,1,0,7,7,4,0,2,1,3,9,2,21,6,6,1,7,2,2,18,1,8,7,2
1147,1,5,0,4,5,11,5,11,2,2,1,0,7,7,4,1,2,1,3,9,2,21,6,6,1,7,2,2,18,1,8,7,2
1148,0,5,0,4,5,11,5,11,3,2,1,0,7,7,4,1,2,1,3,9,2,21,5,6,1,7,2,2,18,1,8,7,2
1149,0,5,0,4,5,11,5,11,3,2,1,0,7,7,4,1,3,1,3,9,2,21,5,5,1,7,2,2,18,1,8,7,2
1150,0,5,0,4,5,11,5,11,3,2,1,0,7,7,4,1,3,1,3,9,2,21,5,5,1,7,2,2,17,1,8,7,2
1151,1,4,0,4,5,11,5,11,3,2,1,0,7,6,4,1,3,1,3,9,2,21,4,5,1,7,2,2,17,1,8,7,2
1152,0,4,0,4,5,11,5,11,3,2,1,0,8,6,4,1,3,1,3,9,2,21,4,5,1,7,2,2,17,1,8,7,2
1153,0,4,0,4,5,11,5,11,3,2,1,1,8,6,4,1,3,0,2,9,2,21,4,5,1,7,2,2,17,1,7,7,3
1154,0,4,0,4,5,11,5,11,2,2,1,1,8,6,4,1,3,0,3,9,2,21,4,5,1,7,2,2,17,1,6,7,3
1155,1,3,0,4,5,11,5,11,2,1,1,1,8,6,4,1,3,0,3,9,2,21,4,5,1,7,2,2,17,1,6,7,3
1156,1,3,0,4,5,11,5,11,2,1,1,1,8,6,4,1,3,0,3,9,2,21,4,5,1,7,2,2,17,1,6,7,3
1157,1,3,0,4,5,11,5,11,2,2,1,1,8,6,4,1,3,1,3,9,2,21,4,5,1,7,2,2,17,1,7,7,3
1158,0,3,0,4,5,11,5,11,2,2,1,1,8,6,4,1,3,1,3,9,2,21,4,6,1,7,2,2,17,1,7,7,3
1159,0,4,0,4,5,11,5,11,2,2,1,1,8,6,4,1,3,1,3,9,2,21,5,6,0,7,2,2,17,1,7,7,2
1160,0,4,0,4,5,11,5,11,2,2,1,1,8,6,4,1,3,1,3,9,2,21,6,6,0,7,2,2,17,1,8,7,2
1161,0,3,0,4,5,11,5,11,2,2,1,1,8,6,4,0,3,1,3,9,2,21,6,6,0,8,2,2,17,1,8,7,2
1162,0,3,0,4,5,11,5,11,2,1,1,1,8,6,4,0,3,1,3,9,2,21,6,6,0,8,2,2,17,1,8,7,2
1163,0,3,0,4,5,11,5,11,2,1,1,1,8,6,4,0,3,1,3,9,2,21,6,6,0,8,2,2,17,1,8,7,2
1164,0,3,0,4,5,11,5,11,2,1,1,1,8,6,4,0,3,1,3,9,2,21,6,6,0,8,2,2,17,1,8,7,3
1165,0,4,0,4,5,11,5,11,2,1,1,1,8,6,4,0,3,1,3,9,2,21,6,6,0,8,2,2,17,1,7,7,3
1166,0,4,0,4,5,11,5,11,2,1,1,0,8,6,4,0,3,1,3,9,2,21,6,6,0,8,2,2,17,1,7,7,3
1167,0,4,0,4,5,11,5,11,2,1,1,0,8,6,4,1,3,1,3,9,2,21,5,6,0,8,2,2,17,1,7,7,2
1168,0,4,0,4,5,11,5,11,2,1,1,0,8,6,4,0,3,1,3,9,3,21,5,6,0,8,2,2,18,1,7,7,2
1169,1,4,0,4,5,11,5,11,2,1,1,0,8,6,4,1,3,1,3,9,3,21,5,5,0,8,2,2,18,1,7,7,2
1170,0,5,0,4,5,11,5,11,2,2,1,0,8,6,4,1,3,1,3,9,3,21,6,5,0,8,2,2,18,1,7,7,2
1171,0,5,0,4,5,11,5,11,2,2,1,0,8,6,4,1,3,1,3,9,3,21,6,5,0,8,2,2,18,1,7,7,3
