GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
47179009314,1,47179009314,2195,1007,1132,2582,1207,1315,2445,1103,1268,1944,856,1068,1970,979,963,2370,1045,1143,6630,5563,261,654,115,21,0,626,72,13,12,0,8431,6629,443,1109,219,101,0,0,0,6640,5629,255,626,101,30,0,612,58,15,0,0,0,8407,6657,482,1060,224,115,0,809,179,15,0,0,265,8005,6776,363,580,236,83,14,0,0,6895,5941,254,441,211,72,4,0,0,8266,6339,531,840,177,26,3,143,207,9902,7360,777,1212,260,202,8,8266,6339,531,922,219,139,7
47179009328,1,47179009328,503,121,373,593,136,443,569,134,424,439,111,323,440,130,302,538,103,418,1574,1367,67,119,7,9,0,88,2,9,9,0,2071,1622,132,285,60,14,1,0,0,1482,1337,36,81,7,15,0,78,2,15,0,5,0,1953,1582,101,201,55,21,1,141,26,21,0,0,76,1732,1636,28,42,15,19,0,0,0,1425,1340,24,35,12,18,0,0,0,1276,1134,52,16,13,2,1,0,58,1565,1351,91,40,35,56,3,1276,1134,52,24,27,44,2
47179009334,1,47179009334,30,9,21,31,12,19,31,12,19,20,4,16,21,9,11,69,13,54,151,142,2,2,4,0,0,2,4,0,0,0,201,174,8,2,13,0,0,0,0,185,175,5,4,0,0,0,4,0,0,0,0,0,215,190,5,4,12,0,1,4,12,0,0,0,2,163,156,5,3,0,0,0,0,0,130,125,2,1,0,0,0,0,0,130,105,7,4,2,1,0,2,9,158,120,9,12,10,6,1,130,105,7,7,6,5,1
47019000921,1,47019000921,511,56,448,611,72,532,573,62,491,448,49,396,454,63,388,526,39,480,1138,1082,15,0,0,41,0,0,0,41,0,0,1524,1432,29,0,0,63,0,0,0,1063,1036,0,0,0,29,0,0,0,29,0,0,0,1239,1210,0,0,0,28,0,0,0,28,0,0,0,1432,1384,24,13,2,14,0,0,0,1122,1090,15,6,2,14,0,0,0,1050,1003,2,0,2,9,0,1,33,1292,1219,7,5,2,41,0,1050,1003,2,1,2,33,0
47113005665,8,47113005665,677,97,574,781,100,673,763,95,659,598,86,511,601,109,482,712,98,596,1314,1296,8,12,0,0,0,12,0,0,0,0,1583,1546,10,27,0,0,0,0,0,1279,1153,16,108,0,0,0,108,0,0,0,4,0,1529,1391,13,122,0,2,2,122,0,0,0,0,2,1819,1713,26,47,12,16,10,0,0,1436,1372,14,27,6,12,5,0,0,1334,1196,32,42,5,5,3,1,50,1636,1454,48,75,11,36,4,1334,1196,32,54,6,36,4
47113005668,8,47113005668,2316,738,1545,2731,897,1803,2653,815,1799,2049,660,1365,2042,752,1255,2392,674,1660,4699,3281,82,1278,32,20,0,1261,2,0,8,0,6246,3903,219,2071,50,32,0,0,0,4702,3299,176,1162,58,9,0,1134,1,0,0,0,0,6184,3918,367,1901,83,12,0,1743,5,0,0,0,151,5630,4090,124,1340,38,44,4,0,0,4237,3273,63,847,21,29,1,0,0,4319,3122,125,892,19,13,0,10,138,5466,3738,225,1343,46,98,2,4319,3122,125,948,29,73,1
47167008707,9,47167008707,2671,483,2136,3354,634,2667,3184,540,2592,2250,408,1811,2249,472,1730,2756,425,2202,4884,4165,146,483,59,34,0,470,59,33,0,0,6840,5486,325,819,237,35,0,0,0,4671,4083,93,414,32,35,0,392,32,33,0,12,0,6624,5564,224,550,133,47,0,515,57,33,0,143,89,6833,6034,180,446,92,83,22,0,0,4950,4434,110,278,66,53,15,0,0,5239,4409,156,368,67,22,3,11,203,6966,5725,269,614,141,212,17,5239,4409,156,415,95,148,11
47179009310,1,47179009310,343,56,284,419,67,343,401,63,333,313,44,268,312,62,245,330,47,272,743,743,0,0,0,0,0,0,0,0,0,0,938,938,0,0,0,0,0,0,0,937,937,0,0,0,0,0,0,0,0,0,0,0,1436,1436,0,0,0,0,0,0,0,0,0,0,0,1008,988,5,2,2,11,0,0,0,806,789,5,2,2,10,0,0,0,795,741,14,0,1,6,0,2,31,993,928,16,7,3,32,1,795,741,14,3,2,28,0
47063003266,1,47063003266,449,76,366,559,90,462,537,84,440,388,73,312,392,84,292,461,58,385,947,872,60,4,0,4,0,4,0,4,0,0,1668,1367,287,39,0,7,0,0,0,1152,1021,86,35,0,4,0,20,0,4,0,0,0,1706,1266,399,93,0,6,0,20,0,6,0,0,16,1471,1348,75,29,8,17,1,0,0,1171,1092,41,18,6,15,1,0,0,1163,1013,90,10,5,3,0,0,42,1528,1265,176,31,9,50,1,1163,1013,90,21,8,31,0
47029001406,1,47029001406,860,198,640,994,235,745,932,199,708,796,185,596,794,249,523,906,185,680,1858,1718,44,56,11,20,8,56,7,20,0,0,2359,2192,58,66,14,19,8,0,0,1802,1696,4,50,8,42,9,50,8,42,9,0,0,2317,2186,18,54,7,42,8,49,7,42,8,0,4,2493,2286,31,138,10,26,8,0,0,1979,1830,23,101,8,19,6,0,0,1996,1780,56,80,12,8,0,5,55,2453,2146,86,136,27,71,0,1996,1780,56,97,13,56,0
47149007678,4,47149007678,2827,1377,1381,3581,1827,1656,3448,1700,1652,2436,1212,1202,2435,1312,1095,2607,982,1449,5899,4184,250,1121,250,117,0,1005,170,0,28,0,7757,5191,296,1687,443,163,28,0,0,6209,4086,404,1321,275,102,0,1065,225,0,0,56,0,8691,5249,601,2230,467,139,56,1456,391,0,0,0,999,5925,4435,333,860,298,40,11,0,0,4482,3477,210,571,206,31,4,0,0,6539,4166,568,1239,276,11,3,16,260,8693,5318,852,1942,469,194,8,6539,4166,568,1361,325,168,6
47149007671,4,47149007671,2705,1260,1386,3177,1531,1600,3060,1365,1598,2431,1153,1258,2433,1247,1145,2728,1107,1455,5431,3935,251,1000,223,39,0,964,169,7,0,0,8109,5222,838,1692,359,42,64,0,0,4809,3109,368,1196,101,47,0,1163,97,0,0,0,0,6859,4079,1033,1592,206,46,0,1407,159,0,0,14,172,7729,5722,424,1139,435,55,9,0,0,5528,4226,257,738,283,44,5,0,0,5669,3233,835,988,372,6,9,20,206,7849,4068,1350,1630,689,169,26,5669,3233,835,1059,447,106,18
47179009331,1,47179009331,1262,825,405,1570,1032,490,1532,1018,476,1234,817,398,1240,876,345,846,408,369,2743,2291,142,242,4,68,0,167,4,27,0,0,3484,2727,316,480,10,91,9,0,0,2630,2228,99,213,5,83,0,209,5,18,0,0,0,3379,2671,294,398,17,87,10,300,7,25,0,0,81,3605,2946,219,349,63,41,7,0,0,2912,2479,146,219,53,36,3,0,0,3283,2688,150,207,44,6,4,13,171,3959,3131,244,337,109,130,11,3283,2688,150,257,75,104,8
47057002959,1,47057002959,896,125,754,1113,131,969,1056,126,914,784,119,653,789,163,614,875,96,751,2010,2004,0,0,0,7,0,0,0,0,0,0,2428,2386,39,0,0,6,0,0,0,2041,2032,3,0,0,7,0,0,0,0,0,0,0,2478,2440,33,0,0,7,0,0,0,0,0,0,7,2682,2578,53,21,6,23,1,0,0,2100,2040,31,8,5,16,0,0,0,2153,2050,29,14,5,2,0,2,51,2670,2506,46,33,10,57,9,2153,2050,29,18,8,36,5
47187009711,7,47187009711,1957,708,1179,2336,894,1381,2318,824,1432,1717,636,1023,1712,729,964,1965,530,1255,3966,3302,229,219,216,0,0,219,68,0,0,0,6236,4958,592,363,322,14,0,0,0,3207,2564,115,429,97,0,0,429,0,0,0,0,0,5058,3593,436,789,270,0,0,758,0,0,0,0,273,4716,4057,248,275,119,32,16,0,0,3045,2654,143,169,66,19,12,0,0,3478,2717,278,259,80,9,5,11,119,5397,4116,481,495,172,103,16,3478,2717,278,297,97,72,11
47187009720,7,47187009720,2825,1119,1640,3274,1388,1840,3250,1202,1969,2587,1013,1516,2582,1167,1403,2701,938,1612,3610,3010,125,85,390,0,0,85,390,0,0,0,5622,4588,244,129,646,0,0,0,0,3760,2955,90,380,335,0,0,180,335,0,0,0,0,5852,4282,204,583,760,0,0,366,737,0,0,23,240,4833,4033,107,287,405,28,5,0,0,3168,2685,60,159,258,18,5,0,0,3953,3034,151,194,431,2,4,17,120,5726,4284,264,325,734,68,7,3953,3034,151,212,480,43,6
47187009718,7,47187009718,3650,1304,2245,4886,1867,2949,4848,1609,3104,3104,1085,1954,3108,1327,1748,2840,834,1794,3467,2997,88,213,116,38,0,177,107,0,19,0,5969,4747,269,382,477,38,73,0,0,3843,3447,112,204,54,16,0,177,39,0,0,17,0,6546,5402,412,324,303,14,66,295,185,0,36,39,173,3602,2963,100,198,323,23,2,0,0,2316,1941,54,110,190,18,1,0,0,6084,4981,242,247,399,6,2,20,187,9459,7524,434,504,774,133,8,6084,4981,242,289,444,77,2
47019000911,1,47019000911,1209,203,984,1438,236,1179,1363,226,1117,1085,174,894,1082,229,835,1212,165,1011,2668,2562,14,59,10,15,7,59,10,0,0,0,3277,3068,40,84,62,21,7,0,0,2869,2752,21,52,25,13,5,51,25,2,5,0,0,3434,3207,46,77,87,25,6,65,87,1,6,0,24,3485,3367,45,35,9,30,1,0,0,2836,2745,29,32,4,27,0,0,0,2688,2523,38,23,10,4,0,3,87,3307,3100,55,42,16,87,2,2688,2523,38,31,16,74,0
47019000904,1,47019000904,1473,339,1117,1692,405,1268,1605,345,1236,1364,306,1049,1374,396,972,1480,293,1139,2339,2253,38,44,0,8,0,44,0,0,0,0,2889,2593,182,87,17,14,0,0,0,2245,2175,12,32,0,9,0,23,0,0,0,15,0,2791,2517,151,65,18,12,34,50,18,0,0,0,55,3039,2939,44,46,6,5,0,0,0,2453,2392,26,26,6,4,0,0,0,2744,2582,40,38,18,0,1,3,62,3323,3088,63,65,32,59,2,2744,2582,40,51,28,34,1
47025001209,1,47025001209,135,41,91,147,44,103,141,41,96,124,38,84,121,41,77,146,41,98,520,491,4,13,10,1,0,12,7,0,0,0,611,574,5,14,17,2,0,0,0,491,464,4,9,11,0,0,7,6,0,0,0,0,568,527,6,14,18,1,0,11,11,1,0,0,8,700,629,3,21,39,6,9,0,0,627,556,3,21,39,6,9,0,0,429,377,6,8,23,1,0,1,13,489,425,6,17,27,14,1,429,377,6,12,26,8,0
47009000424,2,47009000424,1494,325,1148,1769,386,1352,1721,345,1355,1348,305,1029,1347,375,951,1486,261,1184,2494,2427,0,25,2,13,0,25,2,8,32,0,3148,3023,10,35,5,74,63,0,0,2645,2568,0,21,0,10,0,21,0,0,0,44,0,3242,3103,9,34,5,88,79,20,1,0,0,0,105,2828,2732,28,29,15,24,0,0,0,2279,2215,19,13,12,20,0,0,0,2566,2353,66,26,14,7,0,4,96,3103,2820,86,47,17,93,1,2566,2353,66,30,15,75,0
47025001201,1,47025001201,1346,265,1066,1659,294,1347,1600,261,1313,1145,250,889,1147,299,834,1417,247,1128,3109,2886,71,67,61,14,4,56,45,0,0,0,3830,3536,86,95,97,28,4,0,0,3029,2856,52,59,53,11,3,45,32,0,3,0,0,3795,3553,79,79,73,25,3,53,54,5,3,0,51,3914,3806,31,34,13,30,0,0,0,3118,3043,23,19,9,22,0,0,0,3230,3065,26,20,26,7,2,5,79,3880,3663,36,46,45,74,3,3230,3065,26,28,35,64,2
47163008514,1,47163008514,1567,276,1271,1867,314,1525,1827,290,1512,1388,257,1122,1389,302,1073,1592,230,1302,2820,2744,50,14,3,8,0,14,0,7,0,0,3460,3376,53,16,15,12,1,0,0,2729,2655,55,6,3,8,0,6,0,5,0,0,0,3377,3279,59,9,11,27,1,6,6,23,0,0,8,3325,3239,29,25,15,17,4,0,0,2670,2606,17,14,12,15,2,0,0,2956,2772,33,19,6,11,0,5,110,3634,3387,59,42,21,103,3,2956,2772,33,30,14,90,1
47009000415,2,47009000415,867,151,697,1118,192,907,1075,166,888,722,142,568,725,167,541,851,113,699,1751,1714,12,24,3,14,0,13,3,4,0,0,2189,2107,30,37,7,14,0,0,0,1956,1912,13,16,4,24,0,3,4,4,0,0,0,2502,2435,28,19,4,21,0,4,4,4,0,0,21,2149,2069,20,23,15,19,0,0,0,1659,1606,15,10,12,16,0,0,0,1838,1676,54,3,12,5,1,6,81,2268,2068,65,25,20,86,1,1838,1676,54,14,20,68,1
47009000435,2,47009000435,94,21,73,131,23,108,126,21,105,76,21,55,75,21,53,76,14,59,176,173,0,0,0,3,0,0,0,0,0,0,214,210,0,0,0,3,0,0,0,173,170,0,0,0,3,0,0,0,0,0,0,0,213,207,0,0,0,3,0,0,0,0,0,0,3,225,218,4,0,0,3,0,0,0,193,188,2,0,0,3,0,0,0,193,181,2,0,0,0,0,0,10,229,211,3,3,3,9,2,193,181,2,1,1,7,2
47037001817,5,47037001817,4300,2003,2186,4344,2086,2145,4293,1824,2375,4453,2069,2287,4426,2395,2007,3863,1571,2018,5587,4914,186,336,124,30,0,336,90,5,0,0,6642,5676,329,365,212,32,0,0,0,5987,5297,210,299,141,37,0,299,112,12,0,0,0,6958,6068,286,312,170,34,0,312,131,13,0,49,99,6532,5462,201,446,414,26,2,0,0,5523,4726,150,321,314,24,2,0,0,6421,5265,238,347,377,2,0,23,169,7521,6054,296,496,581,108,4,6421,5265,238,396,436,84,3
47037001942,5,47037001942,3337,1951,1268,3817,2287,1432,3704,2086,1504,3245,1899,1237,3214,2124,1054,2872,1432,1167,5986,4622,102,1014,138,13,0,1014,99,13,99,0,7907,5801,239,1456,421,136,15,0,0,5505,3980,80,1175,160,0,0,1175,80,0,0,95,0,7748,5283,473,1723,338,223,0,1508,205,0,0,0,279,5323,3603,473,892,369,43,7,0,0,4162,2966,299,631,267,27,5,0,0,5736,3807,325,864,484,8,2,13,233,7235,4652,475,1219,806,101,29,5736,3807,325,923,603,75,17
47091004701,1,47091004701,462,81,374,524,81,439,496,76,411,421,80,334,419,98,317,493,77,398,1030,1009,3,13,2,0,0,13,2,0,2,0,1566,1392,151,15,7,4,0,0,0,1021,1002,7,12,1,0,0,12,1,0,0,2,0,1526,1385,118,14,5,11,0,11,2,7,0,0,7,1192,1149,22,6,6,9,1,0,0,949,921,13,3,4,8,0,0,0,974,914,40,0,0,1,0,0,19,1192,1094,74,5,2,11,3,974,914,40,4,2,11,2
47141007268,6,47141007268,841,150,679,1047,167,869,993,152,831,736,143,589,733,164,558,830,124,668,1600,1509,72,13,3,6,0,12,3,0,0,0,2098,1959,114,17,3,6,0,0,0,1578,1452,109,13,3,0,0,12,3,0,0,0,0,1982,1855,107,17,3,0,0,12,3,0,0,0,6,1987,1884,69,13,10,13,5,0,0,1554,1490,41,8,5,8,2,0,0,1737,1594,78,16,3,3,1,1,41,2274,2024,138,40,16,61,4,1737,1594,78,22,11,34,2
47091004702,1,47091004702,518,57,451,641,64,567,607,61,528,464,54,404,462,80,374,513,51,447,934,924,0,8,0,2,0,7,0,1,0,0,1252,1211,1,8,29,2,0,0,0,740,730,0,8,0,2,0,6,0,0,0,0,0,992,967,1,8,15,2,0,6,15,0,0,0,2,1322,1301,10,4,2,5,0,0,0,1053,1041,6,0,1,5,0,0,0,1055,1013,13,1,0,2,0,0,26,1308,1246,19,7,2,37,0,1055,1013,13,4,2,24,0
47091004707,1,47091004707,848,168,665,1000,186,802,947,175,756,768,145,612,768,203,555,883,159,695,1897,1814,11,39,8,16,0,39,8,8,4,0,2382,2256,31,57,34,23,0,0,0,1871,1790,15,34,5,16,0,34,5,8,0,4,0,2420,2235,86,48,23,37,0,33,16,19,0,0,26,2526,2413,56,33,9,16,3,0,0,2071,1993,38,22,5,14,3,0,0,1983,1811,75,19,9,8,2,0,59,2415,2170,113,52,21,68,5,1983,1811,75,33,12,57,4
47061003157,4,47061003157,405,85,315,511,91,415,483,73,405,350,85,261,350,97,247,415,83,320,749,731,0,8,0,3,0,4,0,0,0,0,960,945,0,11,0,4,0,0,0,725,702,0,8,0,13,0,4,0,0,0,0,0,955,929,0,11,0,13,0,5,0,0,0,0,21,924,898,8,5,0,12,1,0,0,723,701,7,2,0,12,1,0,0,736,700,5,0,2,0,0,0,29,912,865,7,4,9,33,0,736,700,5,2,3,27,0
47061003160,4,47061003160,387,71,310,533,67,461,492,55,430,305,72,228,299,73,220,427,81,337,1128,1021,10,6,0,98,0,3,0,4,0,0,1365,1230,11,5,0,124,0,0,0,1000,914,8,6,0,75,0,3,0,4,0,0,0,1216,1102,9,5,0,103,0,2,0,6,0,1,97,1377,1348,2,0,1,23,1,0,0,1045,1025,1,0,0,18,0,0,0,1030,994,6,4,0,2,0,1,23,1272,1225,8,7,2,29,0,1030,994,6,4,2,23,0
47015000706,4,47015000706,405,94,308,497,104,382,461,87,364,369,90,278,375,112,259,397,88,302,800,764,8,15,1,8,0,15,1,1,0,0,951,912,14,16,1,10,1,0,0,798,770,10,11,1,8,0,11,1,1,0,0,0,989,946,14,11,1,11,1,10,1,1,1,0,10,917,877,15,12,1,10,3,0,0,722,696,9,9,1,6,2,0,0,774,713,10,4,2,1,0,5,39,958,876,24,4,3,23,3,774,713,10,4,2,21,2
47015000701,4,47015000701,1304,259,1030,1637,288,1320,1540,257,1255,1169,251,912,1162,309,841,1272,231,1003,2345,2231,68,34,14,2,0,34,0,0,0,0,3027,2881,70,49,21,3,1,0,0,2363,2284,26,43,4,2,0,43,0,0,0,0,0,2998,2890,33,65,7,3,1,63,0,0,1,0,13,2805,2699,27,34,8,32,0,0,0,2228,2155,17,26,6,23,0,0,0,2507,2230,51,30,5,7,0,7,177,3180,2778,71,57,27,81,2,2507,2230,51,42,17,56,2
47187009724,7,47187009724,3495,1291,2139,3967,1603,2327,3946,1347,2534,3283,1161,2052,3277,1410,1850,3279,1049,2044,3784,3416,98,91,155,22,0,91,145,0,0,0,5846,4994,210,138,426,78,0,0,0,3737,3422,52,55,168,46,0,55,158,0,0,0,0,5483,4830,119,78,374,80,0,75,361,0,0,0,95,4952,4488,70,131,241,24,5,0,0,3579,3270,45,93,155,14,2,0,0,4683,4007,108,136,305,8,0,19,100,6396,5336,162,220,568,88,5,4683,4007,108,156,343,57,4
47155007954,2,47155007954,1923,345,1541,2385,431,1893,2319,399,1875,1643,300,1322,1634,373,1225,1956,288,1605,3754,3617,102,6,2,33,0,6,2,33,0,0,5119,4867,207,50,13,31,0,0,0,3751,3630,86,6,0,28,0,6,0,28,0,0,0,5088,4888,166,55,0,30,1,3,0,3,1,0,30,4760,4490,159,52,34,44,2,0,0,3719,3547,102,29,27,35,1,0,0,4038,3720,163,12,26,8,0,7,102,5083,4621,247,55,38,101,1,4038,3720,163,27,29,78,1
47185009609,6,47185009609,254,64,187,298,63,232,296,62,231,222,63,158,222,73,147,258,65,187,551,501,3,48,0,1,0,46,0,0,0,0,762,700,2,54,7,1,0,0,0,565,508,4,48,0,4,0,44,0,0,0,0,0,771,699,5,54,7,7,0,49,0,0,0,0,17,724,686,10,19,2,8,0,0,0,548,531,5,7,1,3,0,0,0,583,537,3,22,2,1,0,0,18,786,725,4,31,7,16,0,583,537,3,25,3,12,0
47141007265,6,47141007265,2211,528,1646,2723,584,2088,2592,516,2010,1947,514,1417,1949,609,1301,2244,474,1662,4261,3949,39,67,54,155,0,58,43,120,0,0,5799,5179,165,155,157,155,0,0,0,4124,3856,22,68,67,110,0,63,54,94,0,0,0,5363,4851,91,175,161,105,0,133,61,93,0,0,138,5818,5547,110,96,31,45,5,0,0,4302,4144,72,41,23,30,3,0,0,4652,4242,151,49,30,15,5,7,153,6105,5484,237,155,62,145,14,4652,4242,151,74,45,119,11
47141007275,6,47141007275,175,48,124,208,50,148,200,40,157,159,44,115,157,63,93,168,48,116,342,321,8,3,10,0,0,3,9,0,0,0,408,380,11,13,21,0,0,0,0,355,342,8,2,1,3,0,2,0,0,0,0,0,424,409,8,9,8,3,0,2,0,0,0,0,4,433,411,9,6,4,5,0,0,0,331,317,5,4,2,3,0,0,0,316,284,5,6,4,3,0,0,14,387,345,8,13,10,14,1,316,284,5,9,7,14,1
47073003818,1,47073003818,264,51,210,342,52,287,316,51,259,224,51,171,222,58,163,264,44,210,665,595,0,10,0,60,0,10,0,0,0,0,829,758,0,10,0,61,0,0,0,495,495,0,0,0,0,0,0,0,0,0,0,0,672,672,0,0,0,0,0,0,0,0,0,0,0,968,954,1,6,1,6,0,0,0,748,736,1,4,1,6,0,0,0,730,705,4,3,0,2,0,0,16,926,895,5,11,2,12,0,730,705,4,6,2,12,0
47141007252,6,47141007252,1513,477,1003,1949,584,1324,1837,523,1273,1290,452,818,1296,505,776,1463,373,1020,3038,2972,2,58,10,0,0,34,10,0,0,0,3998,3820,15,148,10,0,0,0,0,2820,2697,27,73,14,5,0,45,14,0,0,0,0,3927,3707,46,135,20,17,0,44,20,0,0,0,110,3379,3088,80,167,31,22,1,0,0,2609,2424,45,102,22,18,0,0,0,3196,2789,129,100,53,6,2,5,112,4099,3495,198,187,87,127,9,3196,2789,129,126,62,87,8
47065003441,3,47065003441,1059,421,617,1235,506,699,1220,482,709,943,380,556,945,418,519,1077,378,641,2837,1851,127,717,52,51,0,715,40,10,41,0,3236,2018,231,751,187,152,0,0,0,2786,1795,182,730,19,48,0,729,19,10,0,12,0,3455,2222,358,787,45,59,0,777,42,10,0,0,51,2951,2305,164,393,79,23,2,0,0,2218,1766,104,289,52,15,2,0,0,2473,1720,248,366,70,4,1,9,55,3161,2127,384,511,95,50,6,2473,1720,248,382,81,41,4
47065003472,3,47065003472,1115,393,705,1258,470,768,1254,415,825,1034,346,682,1029,433,588,1078,345,668,1443,1349,12,37,4,19,26,33,4,0,0,0,2004,1855,12,55,28,24,44,0,0,1307,1142,6,119,8,22,28,61,8,0,28,2,0,1812,1566,4,138,36,22,54,81,31,0,54,0,74,1898,1824,40,16,18,4,0,0,0,1420,1375,23,9,12,4,0,0,0,1487,1357,41,9,13,4,0,9,54,1952,1765,74,19,32,58,3,1487,1357,41,14,19,48,3
47057002955,1,47057002955,970,175,780,1224,209,1002,1168,180,968,833,163,661,827,215,598,967,153,777,2016,1951,20,4,0,10,0,4,0,10,30,0,2781,2565,79,17,0,44,66,0,0,1931,1777,25,0,0,10,118,0,0,10,118,4,0,2692,2477,28,0,0,23,140,0,0,23,117,0,49,2450,2389,23,21,6,12,1,0,0,1871,1830,14,14,3,10,1,0,0,2102,1967,36,20,10,4,2,2,61,2678,2495,52,42,20,51,3,2102,1967,36,25,17,42,2
47093004848,2,47093004848,4199,1169,2940,4900,1389,3422,4793,1277,3451,3752,1039,2664,3742,1320,2360,4287,970,3057,7141,6598,125,285,64,62,0,270,52,22,13,0,9154,8157,281,351,304,80,29,0,0,7005,6576,75,232,60,58,0,214,39,27,0,10,0,9478,8136,532,399,322,75,28,376,208,29,0,15,179,8746,8074,177,321,107,69,4,0,0,6688,6244,110,213,72,48,2,0,0,7336,6399,227,261,89,17,0,26,317,9437,8030,341,541,177,306,24,7336,6399,227,352,113,217,10
47093004818,2,47093004818,1257,348,888,1526,416,1084,1476,386,1076,1100,305,783,1092,365,713,1257,301,897,2355,2170,7,145,1,22,0,143,1,0,5,0,3190,2908,59,176,1,40,4,0,0,2574,2389,40,131,0,3,0,124,0,0,0,6,0,3442,3189,66,165,0,5,6,139,0,0,0,0,44,3035,2741,53,191,14,22,0,0,0,2377,2189,30,125,9,18,0,0,0,2513,2201,45,121,5,3,0,13,125,3156,2714,86,195,16,112,1,2513,2201,45,141,11,96,1
47093004894,2,47093004894,372,258,100,454,313,128,437,295,125,324,231,85,326,250,68,360,224,109,1017,643,42,304,23,9,0,304,11,8,0,0,1241,751,57,413,22,8,0,0,0,1185,731,19,413,19,1,0,413,9,1,0,0,0,1690,845,38,789,17,1,0,789,7,1,0,0,9,1456,1029,62,311,45,19,0,0,0,1113,826,37,206,35,12,0,0,0,1280,680,114,409,27,0,1,7,42,1647,772,172,648,32,50,1,1280,680,114,431,29,41,1
47025001212,1,47025001212,98,19,78,129,18,110,119,15,104,83,18,64,83,23,59,101,27,72,203,200,0,0,0,1,0,0,0,0,0,0,271,262,0,10,0,1,0,0,0,210,201,3,6,0,1,0,0,0,0,0,0,0,273,252,3,15,0,1,0,0,0,0,0,0,18,293,279,0,6,3,5,0,0,0,227,213,0,5,3,5,0,0,0,211,198,2,0,2,1,0,0,8,272,253,2,2,3,12,0,211,198,2,0,2,9,0
47023001104,7,47023001104,395,74,311,512,90,408,498,84,401,331,62,263,332,77,252,373,65,296,926,873,11,37,0,0,0,37,0,0,0,0,1248,1148,60,37,0,0,0,0,0,554,514,9,33,0,0,0,33,0,0,0,0,0,711,641,37,33,0,0,0,33,0,0,0,0,0,956,893,8,50,1,5,0,0,0,713,666,6,36,1,5,0,0,0,821,727,8,52,1,4,0,4,25,1080,937,31,73,6,22,0,821,727,8,55,4,17,0
47023001107,7,47023001107,408,62,337,503,75,406,487,69,406,335,50,279,336,62,267,447,66,372,1078,1017,16,43,0,0,0,42,0,0,0,0,1442,1332,69,44,0,0,0,0,0,741,680,9,54,0,0,0,54,0,0,0,0,0,1020,906,60,54,0,0,0,54,0,0,0,0,0,1125,958,54,86,7,22,0,0,0,846,725,36,61,5,17,0,0,0,827,716,17,57,5,0,0,0,32,1079,925,30,88,9,18,2,827,716,17,62,6,17,2
47023001106,7,47023001106,517,160,343,634,192,430,613,175,426,428,137,281,428,153,253,572,169,383,2469,1935,39,480,6,1,0,476,4,0,2,0,3091,2422,58,582,21,7,2,0,0,2537,1993,39,480,15,1,0,476,15,0,0,4,0,3185,2513,59,572,31,8,4,555,26,7,0,0,23,2817,2223,57,485,14,45,2,0,0,2324,1924,41,323,10,34,2,0,0,2381,1897,74,307,21,17,0,2,63,2857,2196,104,463,42,63,4,2381,1897,74,336,28,56,3
