GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
47017000805,7,47017000805,1573,408,1137,1845,474,1348,1736,403,1279,1431,386,1034,1431,474,937,1632,400,1182,2744,2451,9,231,0,4,20,210,0,0,40,0,3585,3046,20,509,0,3,197,0,0,2748,2472,9,203,0,5,20,182,0,0,20,50,0,3571,3037,23,492,0,4,209,247,0,0,22,0,242,3929,3200,68,623,15,24,3,0,0,3035,2546,39,430,10,12,2,0,0,3284,2653,47,434,19,13,0,6,112,4201,3355,79,629,28,96,8,3284,2653,47,470,21,82,8
47017000818,7,47017000818,380,104,270,436,103,329,426,96,320,337,104,229,336,104,223,397,106,284,1129,960,14,151,4,0,0,151,4,0,0,0,1331,1111,16,208,6,0,0,0,0,1178,987,14,173,4,0,0,173,4,0,0,0,0,1396,1159,12,216,6,0,0,208,6,0,0,0,11,1404,1130,46,213,10,9,1,0,0,1190,957,37,188,9,5,1,0,0,1524,1266,115,82,17,2,0,0,42,1731,1424,135,137,31,22,2,1524,1266,115,115,24,21,2
47099005166,4,47099005166,487,141,338,624,163,451,565,139,406,410,136,270,410,146,256,531,144,369,1989,1678,119,180,4,5,0,170,0,0,0,0,2642,2045,288,223,7,4,0,0,0,2065,1662,150,244,4,5,0,216,0,0,0,0,0,2703,1996,289,355,6,5,0,298,0,0,0,49,68,2365,1920,126,264,25,45,2,0,0,1817,1525,76,171,20,31,1,0,0,1991,1553,195,133,16,9,0,10,75,2626,1990,260,259,30,69,4,1991,1553,195,160,29,46,3
47189009830,6,47189009830,3169,814,2294,3951,1012,2868,3875,908,2888,2847,695,2135,2849,842,1976,2673,728,1766,5111,4719,53,168,148,50,0,148,146,30,0,0,6296,5622,70,215,349,64,0,0,0,5377,4704,96,403,140,24,0,267,140,23,0,0,0,6633,5440,159,515,355,35,0,294,353,31,0,0,365,4540,4078,162,181,85,26,3,0,0,3472,3181,97,126,52,18,1,0,0,5484,4797,195,217,107,5,5,8,150,6934,5938,309,396,176,108,7,5484,4797,195,257,131,81,6
47189009827,6,47189009827,712,311,379,916,389,496,868,363,467,598,308,279,597,316,266,738,194,493,2314,1694,135,407,69,13,0,403,69,9,4,0,3507,2134,681,495,199,13,0,0,0,1931,1350,91,417,66,5,0,415,66,0,0,4,0,2816,1680,476,505,184,4,0,493,150,0,0,4,17,3093,2390,277,344,77,23,2,0,0,2359,1883,165,235,64,18,1,0,0,2367,1494,260,431,81,12,2,18,69,3046,1833,416,589,116,78,4,2367,1494,260,451,85,58,4
47189009802,6,47189009802,2339,913,1375,2797,1175,1540,2739,1057,1606,2084,861,1203,2084,962,1102,2257,550,1586,3645,3185,33,362,60,10,0,342,54,0,0,0,5296,4402,168,494,196,10,0,0,0,3494,3048,6,406,29,6,0,382,17,0,0,0,0,5377,4397,123,599,167,6,0,546,104,0,0,43,162,4551,3882,125,356,147,43,2,0,0,3126,2715,79,226,85,29,0,0,0,3713,2900,139,360,152,6,0,13,143,5366,4083,240,588,307,119,6,3713,2900,139,397,185,80,0
47189009817,6,47189009817,1071,249,793,1328,292,1004,1301,261,996,927,225,680,922,272,632,1030,220,770,1920,1840,34,50,0,0,0,49,0,0,0,0,2353,2209,48,76,0,0,0,0,0,1791,1726,37,30,0,3,0,28,0,0,0,0,0,2299,2155,74,54,10,1,0,33,10,0,0,0,32,2360,2190,48,89,9,24,4,0,0,1813,1693,27,63,7,18,3,0,0,2066,1872,49,69,4,2,0,10,60,2689,2420,91,96,14,64,1,2066,1872,49,80,6,53,0
47177009211,4,47177009211,882,201,667,1087,196,880,1012,168,818,798,216,577,790,267,506,891,183,671,1885,1812,48,13,5,16,0,9,2,1,0,0,2551,2252,237,24,7,18,12,0,0,1983,1933,24,18,5,4,0,18,2,1,0,0,0,2576,2384,133,27,1,5,0,27,0,2,0,0,30,2504,2301,161,14,5,34,0,0,0,1934,1809,99,5,3,24,0,0,0,2047,1831,135,8,21,8,0,4,40,2557,2234,198,42,26,61,4,2047,1831,135,16,26,42,3
47177009217,4,47177009217,488,112,368,631,135,487,600,124,461,409,100,305,407,113,285,493,109,373,1074,1017,2,45,0,8,0,40,0,0,0,0,1392,1315,11,55,2,10,2,0,0,1005,951,3,40,0,6,0,35,0,4,0,0,0,1270,1199,13,53,0,6,1,37,0,4,1,0,16,1271,1202,27,29,5,8,0,0,0,974,928,16,22,3,6,0,0,0,1099,990,39,27,8,3,0,2,30,1507,1348,64,43,13,41,0,1099,990,39,27,11,33,0
47099005154,4,47099005154,490,152,331,592,156,430,550,131,409,423,152,269,424,178,242,543,151,367,1104,1085,7,7,0,4,0,0,0,4,0,0,1440,1381,24,33,0,3,0,0,0,1268,1256,7,4,0,0,0,0,0,0,0,0,0,1696,1646,26,25,0,0,0,1,0,0,0,0,24,1161,1134,6,6,2,12,1,0,0,898,881,5,2,2,8,1,0,0,958,909,8,5,3,2,0,4,27,1222,1166,9,16,5,20,1,958,909,8,12,5,17,1
47099005152,4,47099005152,914,122,788,1122,126,992,1026,107,905,795,119,676,798,136,653,958,122,821,1736,1696,16,0,4,16,3,0,0,16,0,0,2333,2290,17,0,9,15,3,0,0,1895,1798,12,0,10,77,0,0,0,0,0,0,0,2577,2448,28,0,19,85,0,0,0,0,0,0,104,2261,2208,30,15,1,9,0,0,0,1681,1657,13,5,1,7,0,0,0,1769,1667,25,8,5,3,0,9,52,2279,2116,56,24,12,54,2,1769,1667,25,12,6,45,0
47011000514,3,47011000514,2125,495,1584,2585,578,1957,2440,507,1845,1814,457,1332,1833,540,1252,2284,454,1736,6684,5907,267,417,10,80,0,403,2,12,0,0,9304,8090,490,690,27,127,13,0,0,6434,5600,339,400,7,94,0,377,4,21,0,0,0,8723,7335,622,694,25,96,12,528,18,19,12,65,125,8326,7172,500,538,60,120,4,0,0,6252,5494,314,338,46,86,4,0,0,6721,5386,573,428,37,16,12,16,253,8903,6843,942,779,95,286,28,6721,5386,573,516,53,203,16
47011000516,3,47011000516,3311,594,2657,3926,719,3138,3802,605,3118,2961,502,2432,2954,701,2208,3351,528,2653,5301,4948,89,155,92,15,0,65,70,0,0,0,7181,6382,269,350,143,21,0,0,0,5355,4769,247,172,165,6,0,74,142,0,0,0,0,7153,6005,460,346,198,111,0,137,145,0,0,137,263,6354,5833,196,169,122,31,8,0,0,4875,4533,129,103,83,27,6,0,0,5528,4882,202,93,124,19,2,16,190,7096,6159,316,193,215,183,10,5528,4882,202,122,146,159,7
47011000505,3,47011000505,2947,539,2359,3655,634,2966,3517,546,2900,2592,494,2071,2606,609,1965,2891,497,2275,4362,3950,50,321,13,30,0,311,13,10,0,0,5799,5083,110,548,22,31,0,0,0,4747,4367,64,269,14,36,0,259,14,25,0,0,0,6112,5478,133,427,31,38,0,348,15,23,0,16,97,5910,5363,165,277,37,61,9,0,0,4489,4099,104,204,32,48,5,0,0,5349,4715,181,176,48,10,4,12,203,6870,6011,251,291,102,200,11,5349,4715,181,216,69,155,6
47011000512,3,47011000512,2278,347,1890,2716,394,2275,2614,357,2192,1990,326,1644,1999,411,1568,2403,310,1998,4940,4793,86,12,0,44,0,12,0,15,0,0,6099,5828,157,68,0,61,23,0,0,4917,4720,106,49,0,33,0,49,0,4,0,0,0,6082,5675,181,89,0,84,22,60,0,7,0,0,157,6568,6267,160,82,16,57,10,0,0,4939,4750,91,45,11,44,3,0,0,5176,4681,139,75,8,15,0,5,253,6640,5907,249,179,21,265,4,5176,4681,139,102,18,209,3
47157008226,9,47157008226,593,518,54,732,645,69,687,587,66,493,413,50,500,443,47,672,606,54,2230,235,40,1955,0,0,0,1925,0,0,0,0,3038,236,63,2755,0,0,0,0,0,2250,185,95,1950,0,20,0,1900,0,0,0,0,0,3240,183,233,2942,0,40,0,2733,0,0,0,0,91,3001,294,36,2660,13,12,4,0,0,2236,268,30,1930,9,7,4,0,0,2208,144,73,1937,5,3,0,8,38,2938,171,101,2651,14,21,1,2208,144,73,1985,9,21,1
47157008061,9,47157008061,1577,1410,135,1910,1698,178,1860,1617,187,1361,1195,115,1353,1242,101,1687,1515,140,3758,433,81,3198,14,28,0,3195,14,15,0,0,5868,534,477,4912,41,51,0,0,0,3780,402,48,3292,8,33,0,3288,8,20,0,0,0,5581,489,274,4907,8,45,0,4717,8,22,0,0,73,5056,619,204,4186,54,42,11,0,0,3208,492,124,2559,38,27,8,0,0,3501,316,162,2921,29,0,0,17,56,5029,374,243,4345,46,61,4,3501,316,162,2975,38,29,3
47157008093,8,47157008093,2424,746,1646,2696,924,1738,2658,765,1862,2297,673,1610,2300,801,1481,2315,645,1567,2968,2608,55,140,170,0,0,140,170,0,0,0,3944,3417,65,160,302,11,0,0,0,3200,2930,49,140,80,0,0,140,80,0,0,0,0,4302,3941,65,141,155,12,0,141,113,0,0,0,42,3869,3423,66,154,204,19,4,0,0,3029,2711,42,112,149,14,1,0,0,3135,2674,73,156,152,9,0,11,60,4243,3598,120,232,238,43,4,3135,2674,73,163,167,34,3
47157008082,8,47157008082,1804,983,785,2152,1263,854,2111,1170,880,1591,831,728,1594,904,671,1792,907,840,2572,1539,25,912,94,0,0,912,94,0,0,0,3693,1763,70,1241,573,0,0,0,0,3145,1738,18,1276,113,0,0,1276,113,0,0,0,0,4433,1877,65,1562,883,0,0,1562,883,0,0,0,49,3695,2181,119,1123,255,32,6,0,0,2789,1740,65,788,182,19,3,0,0,3732,1675,137,1404,394,6,1,23,92,4686,2038,181,1840,550,60,5,3732,1675,137,1451,418,35,3
47157008210,8,47157008210,1775,1673,61,2093,1987,71,2018,1848,76,1549,1416,61,1556,1492,44,1945,1858,64,4898,167,30,4673,0,49,0,4638,0,10,4,0,7399,176,35,7151,6,171,0,0,0,5241,223,29,4938,0,29,0,4903,0,4,0,54,0,8044,227,41,7751,6,169,0,7563,0,7,0,18,188,7541,187,60,7283,15,28,2,0,0,5245,176,37,5026,13,20,1,0,0,5639,161,59,5281,15,3,1,18,101,8195,209,108,7872,35,46,2,5639,161,59,5399,28,32,2
47157008090,8,47157008090,2037,812,1187,2304,1028,1236,2259,902,1312,1868,711,1139,1864,797,1051,2062,707,1250,3879,2343,29,1105,399,0,0,1105,390,0,0,0,4869,2911,81,1221,603,13,0,0,0,3866,2062,39,1414,353,0,0,1414,353,0,0,0,0,4818,2702,108,1413,592,0,0,1413,592,0,0,0,0,4286,2967,97,663,543,20,1,0,0,3390,2434,64,482,395,15,1,0,0,3437,2298,77,700,248,14,3,11,86,4357,2894,100,920,342,80,4,3437,2298,77,720,276,50,3
47011000510,3,47011000510,929,354,549,1195,478,695,1118,423,647,781,305,457,793,365,415,1040,334,646,3810,2959,72,671,20,85,0,660,8,10,0,0,5055,3645,358,936,31,85,0,0,0,3993,3028,148,750,18,49,0,738,11,8,0,0,0,5581,3969,445,1064,25,50,0,1052,10,9,0,33,63,5317,4038,396,773,35,120,8,0,0,3908,3076,253,482,24,98,4,0,0,4064,2770,554,471,3,21,9,19,217,5538,3462,939,881,33,323,21,4064,2770,554,541,19,235,11
47145007465,3,47145007465,1119,364,721,1374,403,932,1301,368,888,968,360,590,967,402,545,1136,316,768,3642,3351,5,194,25,71,0,194,25,65,0,0,4541,4086,6,356,23,71,0,0,0,3462,3343,6,90,14,11,0,90,14,0,0,0,0,4386,4126,11,227,13,11,0,122,13,0,0,0,116,4290,3706,62,461,30,46,6,0,0,3332,2918,35,329,20,40,6,0,0,3088,2628,43,266,15,17,1,1,117,4012,3361,69,427,38,118,9,3088,2628,43,301,19,102,6
47049002561,6,47049002561,640,103,524,758,98,654,721,80,632,563,104,450,555,125,414,640,86,531,1115,1090,18,0,1,10,0,0,1,0,0,0,1373,1338,26,0,1,10,0,0,0,1109,1076,18,0,1,9,0,0,1,0,0,0,0,1294,1249,32,0,1,12,0,0,1,0,0,0,12,1490,1462,13,5,2,6,2,0,0,1131,1116,9,3,1,3,2,0,0,1178,1146,16,0,3,3,0,0,10,1492,1441,20,3,6,21,4,1178,1146,16,2,4,13,0
47107006053,3,47107006053,2256,359,1869,2856,424,2403,2758,369,2341,1896,328,1550,1899,409,1459,2303,340,1909,5750,5211,31,254,96,153,0,238,76,0,0,0,7474,6685,131,305,194,155,0,0,0,5609,5104,53,232,110,110,0,221,106,0,0,0,0,7499,6747,131,315,164,148,0,233,152,0,0,0,230,6584,6121,117,265,53,42,1,0,0,5074,4757,76,176,37,35,1,0,0,5466,4999,90,134,38,15,3,20,167,6965,6264,168,242,69,173,11,5466,4999,90,159,49,134,5
47183009503,8,47183009503,670,100,557,802,105,686,776,92,654,564,97,459,572,115,446,715,102,599,1464,1391,11,58,0,4,0,58,0,0,0,0,1892,1777,13,88,0,4,0,0,0,1642,1574,8,59,0,4,0,59,0,0,0,0,0,2040,1923,12,89,0,2,0,89,0,0,0,6,10,1907,1787,25,58,7,27,0,0,0,1496,1418,19,41,5,15,0,0,0,1411,1295,37,9,10,4,1,3,52,1771,1603,56,40,20,44,3,1411,1295,37,17,12,43,1
47183009507,8,47183009507,1248,239,987,1559,255,1279,1494,220,1231,1054,225,815,1056,288,747,1349,263,1060,2935,2735,30,108,19,45,0,104,19,20,0,0,3704,3352,91,178,31,52,0,0,0,2890,2720,30,90,19,23,0,80,19,4,0,0,0,3703,3421,78,145,36,28,0,129,36,5,0,0,34,3710,3423,32,239,3,15,0,0,0,2857,2655,17,171,0,14,0,0,0,2717,2483,27,128,9,10,0,3,57,3425,3099,47,180,15,65,0,2717,2483,27,129,11,55,0
47183009501,8,47183009501,679,111,554,796,113,665,759,97,632,600,109,482,599,130,461,754,117,621,1396,1363,28,2,0,4,0,2,0,4,0,0,1749,1701,28,6,0,3,1,0,0,1275,1257,6,7,0,0,0,3,0,0,0,0,0,1610,1573,6,11,0,8,1,7,0,8,0,4,10,2064,1994,32,19,0,17,1,0,0,1654,1618,20,3,0,13,0,0,0,1409,1329,25,4,7,0,0,0,44,1755,1630,41,19,13,43,1,1409,1329,25,7,9,32,0
47183009504,8,47183009504,1238,297,908,1505,299,1179,1447,258,1117,1062,294,747,1061,363,680,1334,307,986,2570,2418,16,134,0,12,0,134,0,12,0,0,3358,3104,79,161,0,14,0,0,0,2540,2412,12,97,0,17,0,97,0,17,0,0,0,3215,2987,91,118,0,21,0,118,0,21,0,0,0,3784,3476,48,199,12,48,3,0,0,2947,2724,31,143,8,36,3,0,0,2893,2611,53,122,8,4,1,6,88,3701,3304,85,194,13,64,2,2893,2611,53,136,9,54,2
47183009509,8,47183009509,1577,428,1119,1849,488,1317,1806,440,1315,1388,398,977,1386,468,904,1639,410,1154,3113,2712,58,298,17,22,0,288,12,17,3,0,3878,3290,115,425,21,25,0,0,0,2873,2487,39,287,16,40,0,269,12,9,0,3,0,3557,3005,96,392,15,50,0,362,10,9,0,0,74,3825,3354,156,292,23,15,1,0,0,3034,2716,88,208,15,12,1,0,0,3111,2601,122,241,21,6,0,5,115,3954,3233,189,393,37,105,4,3111,2601,122,273,27,88,3
47183009506,8,47183009506,1451,222,1195,1737,254,1440,1667,208,1400,1278,202,1057,1283,252,1012,1535,246,1242,2902,2714,30,123,10,18,0,119,10,7,0,0,3729,3384,71,244,12,23,0,0,0,3030,2828,58,105,11,26,0,95,11,3,0,0,0,3876,3522,99,217,13,30,0,186,11,3,0,0,48,3713,3444,49,193,10,20,0,0,0,2930,2746,25,140,8,18,0,0,0,2834,2590,44,102,2,7,0,6,83,3523,3179,63,177,19,75,1,2834,2590,44,123,7,61,0
47051002655,4,47051002655,369,92,272,457,87,364,427,88,330,323,92,229,322,98,218,383,96,280,856,742,39,62,12,4,0,62,3,0,0,0,1171,961,60,100,27,10,0,0,0,788,689,38,53,4,6,0,53,0,0,0,0,0,1071,911,74,62,5,10,0,49,2,0,0,6,29,1143,965,62,81,4,33,0,0,0,837,712,38,59,3,26,0,0,0,852,747,52,25,6,1,1,1,19,1113,951,83,44,9,31,1,852,747,52,29,6,24,1
47051002656,4,47051002656,422,95,324,514,107,403,486,94,385,371,85,284,370,107,260,424,82,331,724,646,18,38,3,12,0,38,1,0,0,0,983,853,33,64,9,20,0,0,0,704,625,21,35,1,8,0,35,0,0,0,0,0,937,813,43,46,4,16,0,38,1,0,0,3,26,901,812,45,25,9,12,0,0,0,688,634,26,16,2,7,0,0,0,798,680,40,41,5,0,1,1,30,1015,860,50,60,9,32,2,798,680,40,46,8,23,1
47129006654,6,47129006654,896,181,703,1041,159,865,996,153,832,707,180,523,709,211,483,1228,215,966,2820,2674,49,72,0,31,0,72,0,31,0,0,3648,3439,79,73,0,63,0,0,0,2798,2555,33,148,1,58,0,147,1,53,0,0,0,3511,3176,79,150,1,108,1,148,1,100,0,0,9,3772,3305,38,385,9,34,1,0,0,3150,2710,29,377,7,24,1,0,0,2806,2633,39,14,10,13,0,10,87,3661,3426,71,36,25,90,5,2806,2633,39,22,18,77,1
47129006651,6,47129006651,1177,237,920,1443,227,1194,1387,211,1155,1022,254,752,1024,299,696,1218,180,982,2734,2705,16,9,0,3,0,9,0,0,0,0,3579,3546,16,12,0,5,0,0,0,2701,2630,21,24,0,27,0,23,0,0,0,0,0,3766,3683,21,26,0,35,0,23,0,0,0,0,36,3730,3650,12,10,7,47,2,0,0,2836,2781,6,5,4,35,2,0,0,2771,2661,18,0,3,5,1,5,78,3515,3376,31,11,15,81,4,2771,2661,18,6,9,70,4
47189009816,6,47189009816,1095,239,837,1337,277,1044,1292,240,1023,962,231,718,964,301,651,1101,212,847,1682,1647,8,25,0,0,0,25,0,0,0,0,2074,1992,14,50,0,0,0,0,0,1735,1706,16,10,0,1,0,10,0,0,0,0,0,2263,2151,38,35,8,0,0,21,8,0,0,23,20,2304,2187,38,65,3,10,1,0,0,1744,1670,20,42,2,7,1,0,0,1988,1826,45,31,6,4,0,3,73,2488,2261,71,51,12,80,1,1988,1826,45,36,6,64,0
47189009832,6,47189009832,2069,666,1352,2863,932,1850,2821,842,1899,1714,581,1109,1709,681,1002,1620,373,1145,2756,2288,88,200,155,28,0,187,144,28,0,0,4123,3204,215,282,335,98,0,0,0,3664,3183,207,31,203,40,0,16,203,40,0,0,0,5313,4173,411,78,492,110,0,28,470,39,0,0,193,3222,2858,80,203,45,32,4,0,0,2295,2062,46,139,28,23,3,0,0,3970,3226,168,242,181,5,0,24,124,5743,4556,297,427,332,113,15,3970,3226,168,270,212,70,7
47189009833,6,47189009833,1420,404,993,1744,494,1213,1706,439,1222,1305,375,925,1299,428,849,1189,308,824,1614,1392,29,73,97,17,0,71,95,17,0,0,2088,1673,47,114,225,34,0,0,0,1773,1503,57,131,68,10,0,72,68,7,0,0,0,2220,1670,87,178,191,16,0,80,191,14,0,0,174,1460,1329,45,62,13,11,0,0,0,1093,1010,23,45,8,7,0,0,0,2187,1907,101,83,31,2,1,8,54,2680,2280,142,143,59,43,3,2187,1907,101,92,39,30,2
47189009829,6,47189009829,2294,714,1523,2866,877,1923,2798,796,1934,2001,658,1316,1997,755,1206,2124,529,1454,3579,3220,153,109,30,44,22,109,9,0,0,0,4707,4168,249,121,106,68,23,0,0,3367,3045,83,166,8,43,17,166,8,0,17,0,0,4532,3945,147,284,102,66,19,276,95,0,19,0,48,4520,4000,141,282,54,53,2,0,0,3304,2964,78,189,33,36,2,0,0,4172,3414,225,298,73,21,2,6,133,5584,4472,374,452,147,127,9,4172,3414,225,324,107,103,5
47189009809,6,47189009809,1132,342,764,1466,418,1017,1419,372,1005,974,313,650,970,350,604,990,285,652,2307,2033,80,187,4,0,0,185,0,0,0,0,2919,2435,253,214,20,0,0,0,0,2249,2092,108,38,10,0,0,32,0,0,0,0,0,3344,2604,638,39,28,0,0,31,0,0,0,0,74,2847,2355,223,220,36,22,6,0,0,2159,1833,129,166,26,19,5,0,0,2949,2262,343,182,44,6,0,6,106,3782,2762,538,309,75,128,0,2949,2262,343,199,58,102,0
47189009822,6,47189009822,2603,914,1623,3335,1209,2041,3291,1086,2117,2230,807,1396,2222,915,1275,2320,652,1505,3925,3612,82,181,18,14,0,181,12,8,17,0,5609,4772,438,298,94,14,0,0,0,4460,3902,168,317,16,46,0,276,10,45,0,0,0,7086,5840,515,504,95,49,0,449,55,44,0,84,97,4502,3793,138,341,192,51,14,0,0,3355,2908,87,216,118,33,5,0,0,5122,3928,197,370,388,18,0,24,197,6888,5092,274,622,683,159,7,5122,3928,197,411,438,118,6
47183009502,8,47183009502,1298,202,1069,1632,226,1366,1577,201,1321,1085,180,897,1091,230,842,1368,203,1134,3010,2901,35,64,0,11,0,64,0,11,0,0,4021,3844,44,127,4,12,7,0,0,3095,2788,86,219,0,4,0,158,0,4,0,0,0,4228,3750,95,379,4,2,11,283,4,2,0,0,89,4012,3807,67,108,6,25,1,0,0,3068,2941,44,59,4,21,1,0,0,2971,2786,43,61,6,10,0,2,63,3843,3559,82,104,15,71,1,2971,2786,43,64,12,58,1
47183009510,8,47183009510,690,301,372,804,341,441,776,304,445,605,261,339,602,298,296,766,338,388,3468,2692,80,640,6,33,19,625,6,27,0,0,3808,2905,84,744,23,34,20,0,0,3286,2592,68,564,10,33,19,536,10,20,19,0,0,3645,2830,93,636,27,39,22,603,27,20,22,5,43,4006,2980,82,700,231,33,14,0,0,3709,2766,70,669,190,25,14,0,0,3344,2531,68,625,33,6,0,1,80,3588,2711,78,694,74,31,31,3344,2531,68,654,72,23,30
47099005168,4,47099005168,763,172,582,945,190,745,882,166,688,658,172,485,663,185,469,817,149,648,1802,1721,29,5,10,40,0,5,10,40,0,0,2304,2152,29,9,32,81,0,0,0,1870,1792,13,5,0,55,0,5,0,55,0,0,0,2493,2389,16,12,0,75,0,12,0,75,0,0,0,2272,2123,64,46,18,36,1,0,0,1713,1619,39,25,12,26,1,0,0,1851,1632,49,48,16,7,0,6,93,2379,2035,98,118,36,80,2,1851,1632,49,67,27,68,1
47143007358,3,47143007358,819,193,608,1086,238,824,1029,197,798,703,184,512,704,212,475,800,186,572,2363,2192,61,100,4,8,0,100,4,0,0,0,3464,2960,226,161,88,21,29,0,0,2446,2290,50,104,7,2,0,103,7,0,0,0,0,3686,3121,210,214,106,6,0,125,102,0,0,0,125,3331,2800,282,177,15,62,1,0,0,2444,2139,150,105,11,38,1,0,0,2568,2143,236,70,18,5,1,7,88,3465,2830,349,152,36,116,2,2568,2143,236,93,26,87,2
47145007461,3,47145007461,577,120,447,685,129,539,661,117,531,523,119,398,525,137,376,571,112,447,840,789,13,26,0,14,0,26,0,0,0,0,1014,925,20,54,0,13,0,0,0,1036,896,20,85,0,29,0,85,0,0,0,0,0,1323,1082,36,172,0,31,0,172,0,0,0,0,31,1350,1305,12,15,11,6,6,0,0,1090,1065,6,11,4,4,2,0,0,1083,1040,9,4,6,1,0,1,22,1288,1238,9,16,7,17,1,1083,1040,9,12,7,17,0
47145007474,3,47145007474,253,33,212,312,33,269,305,36,259,220,30,183,221,38,181,261,31,221,609,535,45,12,0,12,0,12,0,0,0,0,748,673,44,13,0,13,0,0,0,327,274,48,0,0,3,0,0,0,0,0,0,0,401,346,47,0,0,3,0,0,0,0,0,0,3,691,673,9,2,3,3,1,0,0,551,537,8,1,2,2,1,0,0,574,527,19,2,1,2,0,2,21,760,675,29,10,5,37,1,574,527,19,3,2,23,1
47189009814,6,47189009814,2383,790,1537,2829,951,1807,2769,859,1841,2104,737,1345,2106,826,1259,2420,650,1619,3695,3367,64,151,83,0,0,151,81,0,20,0,5192,4584,139,271,196,0,22,0,0,3792,3327,112,266,72,0,0,265,72,0,0,20,0,5367,4365,198,491,319,0,19,483,291,0,0,0,28,4726,4198,130,281,91,42,7,0,0,3525,3194,73,176,51,29,5,0,0,3965,3274,171,321,62,16,2,6,113,5325,4215,293,551,153,94,11,3965,3274,171,346,90,77,7
47189009819,6,47189009819,2864,842,1962,3732,1062,2580,3634,950,2580,2414,751,1637,2420,864,1521,2624,644,1853,6029,5236,128,530,69,69,0,529,69,39,0,0,7607,6619,129,650,119,106,0,0,0,5217,4266,206,589,115,30,0,588,114,15,0,0,0,6507,5208,290,687,166,35,0,685,118,16,0,125,56,4531,4038,87,325,36,44,5,0,0,3431,3080,49,239,20,34,3,0,0,5103,4315,175,326,62,9,0,12,204,6642,5559,267,481,143,161,7,5103,4315,175,368,89,131,5
47189009820,6,47189009820,1811,398,1380,2240,449,1740,2181,412,1721,1568,378,1179,1563,433,1099,1806,353,1382,3328,3067,8,231,0,23,0,230,0,16,0,0,4642,4157,44,391,30,25,0,0,0,3650,3389,5,209,13,28,0,207,13,25,0,0,0,4939,4426,44,384,21,30,0,373,11,26,0,0,58,4317,3810,141,317,22,41,4,0,0,3245,2911,82,221,12,31,1,0,0,3537,3100,126,159,13,13,1,7,118,4532,3889,207,255,29,127,6,3537,3100,126,178,17,107,3
47189009823,6,47189009823,2231,665,1507,2668,752,1846,2603,690,1833,1942,603,1306,1939,703,1200,2262,615,1532,3919,3513,78,159,52,27,0,149,43,2,97,0,4870,4246,114,381,217,140,51,0,0,3996,3575,54,171,103,33,0,158,94,2,0,62,0,4810,4149,123,349,192,126,51,176,97,2,0,9,257,4357,3752,171,333,77,35,5,0,0,3288,2912,102,201,51,26,4,0,0,4440,3736,163,359,44,18,1,13,106,5617,4551,242,624,96,123,4,4440,3736,163,403,65,87,2
