GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_LtG,Dem_2018_LtG,Rep_2018_LtG,Total_2017_SenSp,Dem_2017_SenSp,Rep_2017_SenSp,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
01073004040,3,01073004040,3774,1013,2709,4283,1089,3136,4285,1202,3071,3461,1004,2452,3441,944,2497,3433,876,2557,2678,1021,1603,4455,806,3453,4396,879,3504,6214,5427,65,653,65,0,0,652,15,0,0,0,9030,7680,319,860,142,2,0,0,0,6324,5608,60,616,27,14,0,616,12,0,0,0,0,8958,7776,257,847,47,14,0,768,4,0,0,13,143,8896,7733,168,780,186,35,5,0,0,6502,5751,105,509,112,26,1,0,0,7611,5877,228,1015,210,38,7,13,223,10161,7664,390,1519,318,232,15,7611,5877,228,1063,230,179,10
01073003260,3,01073003260,751,79,668,971,92,869,971,124,846,634,82,551,630,78,552,626,52,574,442,74,363,867,46,803,853,68,783,1272,1242,0,19,1,6,0,13,0,0,4,0,1661,1626,0,23,5,7,2,0,0,2002,1939,0,56,0,10,0,14,0,0,0,4,0,2422,2354,0,58,3,9,2,16,1,0,0,0,52,2044,1980,20,21,0,23,0,0,0,1592,1551,10,14,0,17,0,0,0,1531,1400,43,20,3,7,1,0,57,1913,1726,53,63,10,60,6,1531,1400,43,33,9,43,2
01073002190,3,01073002190,1072,1051,18,1185,1153,25,1176,1156,18,971,930,40,967,951,16,965,944,20,941,935,6,1217,1180,21,1202,1168,33,1335,116,0,1216,0,0,0,1216,0,0,0,0,1513,116,0,1395,0,0,0,0,0,1464,94,0,1369,0,0,0,1369,0,0,0,0,0,1834,92,0,1741,0,0,0,1741,0,0,0,0,0,2611,59,5,2539,3,15,4,0,0,1975,57,4,1906,3,14,1,0,0,1708,20,37,1600,5,5,0,0,41,2197,24,50,2115,9,28,1,1708,20,37,1641,7,17,1
01073001150,3,01073001150,1301,893,402,1503,1032,452,1500,1055,444,1211,834,377,1213,853,359,1210,830,380,1040,766,270,1404,866,507,1390,883,505,2229,973,0,1238,0,5,2,1238,0,4,0,0,2824,1094,49,1676,0,5,1,0,0,2435,1014,0,1402,0,5,0,1391,0,4,0,0,0,3151,1137,7,1883,119,5,0,1836,50,4,0,0,118,3257,1195,70,1953,6,32,0,0,0,2524,1058,39,1385,6,29,0,0,0,2542,981,80,1371,7,12,0,20,71,3271,1095,157,1936,15,87,1,2542,981,80,1413,10,63,0
01073001240,3,01073001240,1050,1027,22,1093,1057,32,1088,1066,22,996,972,24,995,978,17,991,971,19,960,949,11,1188,1150,26,1186,1157,29,1835,95,0,1740,0,25,0,1705,0,0,0,0,2255,95,27,2113,0,42,0,0,0,1578,111,0,1471,0,29,0,1433,0,0,0,0,0,1966,109,21,1836,0,27,0,1790,0,0,0,0,47,2437,125,19,2295,1,2,0,0,0,1922,120,11,1792,1,2,0,0,0,1772,27,21,1701,0,1,0,2,20,2172,28,25,2116,6,10,0,1772,27,21,1721,6,8,0
01073003020,3,01073003020,6185,2290,3842,7261,2629,4557,7266,2812,4449,5793,2251,3536,5772,2219,3550,5757,2103,3652,4560,2022,2484,6567,1841,4518,6499,1927,4559,9123,6573,107,2308,111,42,0,2284,111,6,0,0,11774,8071,167,3181,326,42,0,0,0,10179,7830,70,2245,0,35,0,2245,0,15,0,0,0,13047,9455,134,3296,129,36,0,3296,65,15,0,0,85,11168,8898,164,1935,128,53,10,0,0,8657,7104,112,1315,83,43,6,0,0,11020,6963,300,3289,117,26,1,49,275,13971,8301,477,4710,200,288,10,11020,6963,300,3376,133,211,7
01083000601,2,01083000601,698,103,592,907,94,802,907,150,754,596,95,500,587,109,477,587,80,506,402,80,316,785,98,675,751,118,633,1276,1197,0,76,2,0,0,76,2,0,2,0,1605,1506,0,78,0,0,18,0,0,1244,1157,0,80,2,4,0,78,2,0,0,2,0,1844,1629,6,208,0,8,0,78,0,0,0,0,132,1559,1516,12,17,3,11,0,0,0,1170,1142,6,9,2,11,0,0,0,1214,1123,21,16,4,6,0,2,42,1532,1395,40,25,8,63,0,1214,1123,21,20,7,38,0
010330012-1,2,010330012-1,998,193,797,1271,175,1077,1268,233,1029,895,197,696,880,231,648,883,193,690,605,165,435,1099,151,913,1072,229,841,2002,1966,4,4,10,21,0,4,10,8,0,0,2636,2548,34,23,16,20,4,0,0,2196,2150,17,4,15,2,0,4,15,2,0,0,0,3012,2926,46,9,27,4,4,3,19,4,0,0,12,2698,2597,34,16,10,41,3,0,0,2074,2018,23,7,5,21,3,0,0,2086,1957,47,10,13,9,0,5,45,2667,2461,69,38,23,62,2,2086,1957,47,13,14,42,1
010330011-1,2,010330011-1,461,188,272,564,196,365,566,218,348,431,181,250,426,189,237,423,175,248,315,168,146,505,181,315,503,210,293,1166,712,3,425,0,30,0,425,0,28,0,0,1361,810,8,499,0,32,0,0,0,963,562,0,383,0,20,0,383,0,20,0,0,0,1140,628,0,480,0,21,0,480,0,21,0,11,0,1227,667,24,514,0,22,0,0,0,960,533,13,401,0,15,0,0,0,833,545,24,223,1,7,2,0,31,1042,675,35,289,5,34,2,833,545,24,235,4,24,2
01073004070,3,01073004070,1800,1247,544,2098,1483,605,2087,1513,571,1604,1076,526,1602,1088,512,1597,1073,522,1393,1026,359,2124,1385,694,2102,1379,721,4622,1965,161,2458,12,15,0,2413,12,15,0,0,6336,2073,660,3548,14,91,60,0,0,4995,1992,311,2594,12,78,0,2549,12,10,0,0,0,6557,2124,763,3625,13,164,0,3531,13,12,0,0,116,7160,2421,648,4021,26,95,43,0,0,5102,2117,422,2497,22,68,28,0,0,5117,1708,788,2434,21,6,42,8,110,6828,1866,1309,3463,48,192,92,5117,1708,788,2497,25,112,62
01075002101,2,01075002101,102,7,95,133,8,125,133,9,124,87,6,81,88,7,81,87,7,80,59,5,53,114,8,102,110,9,101,223,211,1,3,1,7,0,3,1,0,0,0,273,258,1,5,1,7,0,0,0,183,175,0,0,1,1,0,0,1,0,0,0,0,207,205,0,0,1,1,0,0,1,0,0,0,1,294,268,2,14,9,3,0,0,0,230,217,2,5,5,3,0,0,0,215,213,0,0,0,0,0,0,2,259,254,0,3,1,1,0,215,213,0,0,0,1,0
010330001-2,2,010330001-2,599,255,343,707,259,446,708,282,426,572,243,328,558,272,286,565,244,321,418,225,192,641,245,375,629,278,351,1123,742,0,358,5,12,0,357,5,12,0,0,1332,906,0,408,7,11,0,0,0,1234,698,0,517,5,15,0,513,5,15,0,0,0,1415,826,0,564,9,16,0,558,4,16,0,0,9,1471,1284,34,122,9,20,0,0,0,1185,1062,17,83,7,13,0,0,0,1100,925,15,120,1,6,1,2,30,1374,1133,34,163,5,35,1,1100,925,15,122,5,28,1
01039000016,7,01039000016,973,93,878,1225,91,1129,1228,127,1101,838,75,762,831,100,731,835,79,756,619,90,520,1101,74,1009,1072,105,964,1739,1587,7,124,13,10,0,124,13,0,0,0,2294,2070,8,170,35,12,0,0,0,1956,1782,1,128,23,15,0,128,23,0,0,2,0,2572,2302,2,197,55,18,0,174,53,0,0,0,41,2095,1968,23,73,10,18,0,0,0,1620,1533,14,56,7,10,0,0,0,1720,1609,14,44,15,6,0,2,30,2189,2034,23,73,26,27,0,1720,1609,14,46,18,26,0
01073004080,3,01073004080,3415,724,2652,4335,870,3406,4329,977,3342,3103,724,2377,3097,665,2431,3086,609,2475,2206,661,1504,3442,479,2844,3424,512,2907,4175,3781,9,343,35,1,0,343,22,0,0,0,5591,4996,32,408,117,3,0,0,0,4098,3833,21,137,66,35,0,137,29,0,0,0,0,5411,4955,27,178,147,36,0,178,46,0,0,44,156,4961,4339,79,428,87,25,3,0,0,3714,3306,49,276,60,16,1,0,0,5645,4802,77,536,65,4,0,7,154,7710,6475,116,821,137,124,6,5645,4802,77,563,85,90,3
01073004200,3,01073004200,1620,674,924,2034,880,1112,2034,945,1087,1437,606,830,1434,619,814,1434,570,863,1110,526,559,1748,522,1153,1747,551,1193,3705,2634,120,742,158,45,0,742,158,44,1,0,5201,3259,742,877,275,48,0,0,0,3208,2304,54,634,142,69,0,634,142,40,0,0,0,4721,2895,801,737,220,68,1,737,219,40,0,7,28,4663,3099,772,704,52,48,15,0,0,3577,2561,460,487,37,39,13,0,0,3798,2004,623,964,55,14,0,7,131,5086,2374,1046,1458,89,177,8,3798,2004,623,999,63,138,6
01073002230,3,01073002230,1325,970,327,1361,951,365,1366,1014,348,1307,1001,306,1297,954,342,1294,920,372,1288,1078,183,1371,861,400,1341,817,519,1849,1720,14,75,31,5,0,75,21,5,0,0,2296,2105,37,117,30,6,0,0,0,2027,1870,39,55,42,15,0,55,30,0,0,0,0,2458,2235,56,97,56,15,0,97,31,0,0,3,39,1991,1884,13,64,26,3,0,0,0,1707,1634,10,46,14,2,0,0,0,1851,1675,44,60,22,0,0,0,50,2119,1901,57,87,36,35,0,1851,1675,44,74,30,26,0
01073001190,3,01073001190,1100,1064,32,1320,1271,36,1314,1274,32,972,930,42,974,949,24,972,945,27,910,886,22,1227,1178,35,1215,1159,56,2679,426,1,2192,35,0,0,2192,35,0,25,0,3367,478,1,2826,35,0,25,0,0,2479,357,1,2056,40,4,0,2052,40,0,0,20,0,3315,394,195,2669,36,2,21,2630,36,0,0,0,59,3356,230,162,2964,12,19,2,0,0,2449,212,102,2134,7,14,2,0,0,2224,168,172,1813,0,10,17,0,44,2926,185,267,2420,5,59,43,2224,168,172,1853,3,45,21
01073004010,3,01073004010,4877,1333,3482,5925,1590,4253,5911,1727,4169,4463,1298,3160,4446,1270,3174,4433,1162,3269,3271,1121,2087,5231,1034,4026,5156,1105,4042,7036,6014,105,808,34,71,0,808,24,16,3,0,9230,7573,271,1184,173,85,0,0,0,6673,5612,160,833,30,162,0,707,15,15,0,0,0,9093,7168,352,1321,82,160,0,1038,43,14,0,175,298,8998,8030,127,684,107,59,7,0,0,7058,6397,83,455,83,48,6,0,0,8211,6199,190,1365,168,22,6,21,240,10490,7629,291,2044,248,251,16,8211,6199,190,1407,189,197,12
01073002100,3,01073002100,1096,1070,22,1142,1102,30,1135,1109,25,961,925,34,957,943,14,956,941,15,958,946,12,1404,1366,22,1395,1350,44,2001,106,45,1856,0,0,0,1856,0,0,0,0,2804,128,119,2560,0,0,0,0,0,1853,107,30,1715,0,5,0,1711,0,1,0,0,0,2347,126,115,2106,0,8,0,2088,0,1,0,0,19,3420,54,42,3327,11,23,0,0,0,2585,51,30,2503,11,20,0,0,0,1964,90,82,1753,8,1,0,0,30,2441,101,137,2192,24,16,8,1964,90,82,1785,17,15,6
01073003200,3,01073003200,879,319,556,1051,368,668,1053,388,662,776,300,474,772,296,475,773,275,498,658,283,368,1049,333,696,1038,348,690,1542,1054,0,463,2,14,0,459,2,0,0,0,1949,1298,6,626,2,13,0,0,0,1916,1349,0,545,2,14,0,521,2,0,0,0,0,2365,1618,0,718,14,14,0,691,5,0,0,0,47,2289,1694,35,529,10,22,1,0,0,1820,1375,16,400,9,19,1,0,0,1711,1159,44,429,6,8,2,1,62,2088,1366,70,578,13,66,3,1711,1159,44,441,11,59,3
01073002290,3,01073002290,823,811,11,971,934,34,962,945,16,742,720,22,741,732,9,739,726,13,706,698,8,911,896,11,909,876,33,1676,18,14,1639,0,4,0,1629,0,0,0,0,2304,19,23,2264,7,17,0,0,0,1951,28,25,1900,0,4,0,1541,0,0,0,0,0,2748,26,60,2666,4,54,0,2178,4,0,0,0,479,1853,25,8,1816,3,17,0,0,0,1425,19,8,1395,2,14,0,0,0,1412,23,19,1354,0,0,0,3,13,1833,25,36,1771,5,7,1,1412,23,19,1368,2,6,1
01073002030,3,01073002030,1274,1243,27,1391,1343,41,1385,1358,27,1157,1122,35,1157,1130,23,1158,1137,19,1094,1076,16,1437,1390,31,1426,1374,51,2474,47,35,2370,0,0,0,2370,0,0,20,0,3364,54,66,3242,0,22,0,0,0,2756,254,0,2481,0,0,0,2481,0,0,0,25,0,3558,254,4,3300,0,24,0,3276,0,0,0,0,24,3520,123,89,3306,6,9,4,0,0,2644,108,68,2465,4,7,3,0,0,2333,81,70,2140,2,0,0,5,35,2957,82,108,2756,10,24,4,2333,81,70,2182,3,17,4
01075000501,2,01075000501,213,18,194,254,17,232,252,18,234,203,15,188,202,25,177,202,23,179,133,18,115,240,20,211,235,34,200,286,249,0,18,2,17,0,17,1,0,0,0,361,323,1,17,2,18,0,0,0,332,288,0,23,2,20,0,23,1,0,0,0,0,399,359,1,23,1,21,0,23,1,0,0,0,22,430,413,6,10,0,1,1,0,0,315,302,5,7,0,1,0,0,0,326,315,1,1,0,1,0,1,7,427,412,3,5,1,4,0,326,315,1,3,1,4,0
01075000102,2,01075000102,837,179,653,1011,177,825,1008,202,805,765,180,585,752,176,574,747,170,577,526,173,348,1012,199,789,994,215,779,1761,1518,0,249,0,0,0,249,0,0,0,0,2146,1782,7,342,0,0,0,0,0,1791,1462,0,326,0,1,0,326,0,0,0,0,0,2265,1773,22,462,0,1,0,461,0,0,0,7,2,2249,1854,22,359,1,11,0,0,0,1748,1475,14,248,1,11,0,0,0,1643,1371,17,222,0,1,0,2,30,2101,1737,20,310,6,15,0,1643,1371,17,238,2,11,0
010330011-2,2,010330011-2,635,367,266,780,412,364,774,427,347,586,341,244,578,363,214,580,340,238,465,315,148,655,363,276,643,384,259,1291,811,1,451,5,17,0,448,5,15,0,0,1521,979,3,513,7,18,0,0,0,1278,725,0,530,5,15,0,524,5,15,0,0,0,1489,862,0,601,7,15,0,598,5,15,0,4,7,1590,865,29,669,3,27,2,0,0,1244,691,14,519,3,19,1,0,0,1160,591,24,510,4,6,1,0,24,1479,769,46,630,8,31,2,1160,591,24,517,5,26,1
01115000004,5,01115000004,4125,631,3453,5245,726,4465,5246,821,4418,3612,635,2968,3603,598,3005,3598,530,3068,2572,583,1930,4434,483,3821,4387,589,3788,6772,6376,37,303,8,35,0,302,8,33,8,0,9242,8661,224,303,9,38,8,0,0,7130,6487,151,432,0,41,0,341,0,39,0,15,0,9493,8442,400,518,0,45,13,356,0,39,0,70,179,8775,7486,93,1093,52,67,21,0,0,6913,5761,60,1013,22,47,9,0,0,7876,7134,97,321,33,13,0,13,265,10434,9387,170,482,86,288,5,7876,7134,97,350,50,220,2
01115000015,5,01115000015,1863,560,1286,2369,688,1660,2352,731,1620,1622,499,1120,1619,513,1104,1616,492,1124,1168,484,672,2148,556,1522,2129,608,1513,4889,4560,0,237,92,0,0,232,62,0,0,0,6234,5692,5,381,156,0,0,0,0,4592,4171,0,334,88,4,0,307,59,0,0,0,0,6031,5414,25,473,120,1,0,447,57,0,0,0,92,5938,4982,137,719,29,58,15,0,0,4397,3757,75,493,18,42,7,0,0,4415,3463,117,650,20,9,0,1,155,5812,4471,161,970,46,156,8,4415,3463,117,683,29,107,4
01075000801,2,01075000801,138,13,125,165,11,154,164,13,151,118,15,103,117,14,103,115,16,99,99,10,88,160,15,143,149,23,126,229,199,0,29,0,3,0,29,0,3,0,0,336,304,0,32,0,2,0,0,0,195,150,0,39,0,3,0,39,0,3,0,0,0,256,205,0,44,0,4,0,44,0,3,0,0,1,339,327,1,6,1,4,0,0,0,258,248,0,5,1,4,0,0,0,200,198,0,0,0,0,0,0,2,240,231,1,5,2,2,0,200,198,0,0,1,1,0
01075000402,2,01075000402,147,16,131,183,15,168,181,16,165,126,16,110,125,19,106,123,15,108,98,9,89,166,19,142,160,19,141,241,215,0,22,4,0,0,20,2,0,0,0,302,273,2,25,4,0,0,0,0,312,288,0,20,4,0,0,17,2,0,0,0,0,357,337,1,20,4,0,0,19,2,0,0,0,3,393,372,8,13,1,1,1,0,0,323,304,7,11,0,1,0,0,0,312,298,0,4,0,2,0,0,8,354,332,3,10,1,8,1,312,298,0,7,0,7,0
01075000902,2,01075000902,324,80,243,397,84,311,393,90,303,297,77,220,295,86,209,296,81,215,193,57,136,361,81,271,354,83,271,522,478,0,46,0,2,0,46,0,0,0,0,682,573,20,92,0,0,0,0,0,515,479,0,34,0,2,0,34,0,0,0,0,0,724,627,0,97,0,0,0,96,0,0,0,0,0,799,611,8,170,0,16,1,0,0,636,493,5,132,0,11,0,0,0,653,526,5,112,0,0,0,0,10,814,660,7,139,1,5,1,653,526,5,115,0,4,0
01057000501,2,01057000501,548,69,475,668,52,611,668,71,596,526,98,428,514,90,424,518,67,451,325,62,260,624,52,556,612,71,541,859,822,0,19,0,20,0,19,0,0,0,0,1103,1059,0,23,0,21,0,0,0,782,731,0,31,0,20,0,31,0,0,0,0,0,979,920,0,35,0,21,0,35,0,0,0,0,21,1322,1247,21,44,0,7,0,0,0,1017,959,16,35,0,7,0,0,0,1029,942,25,29,4,0,0,0,29,1346,1231,33,44,6,43,4,1029,942,25,34,4,32,1
01083000801,2,01083000801,2362,421,1926,3086,510,2537,3092,637,2448,2018,394,1619,1994,398,1596,1991,339,1652,1361,311,1034,2748,358,2308,2654,437,2216,5298,4938,170,152,31,12,0,151,31,7,0,0,7353,6309,797,221,33,21,0,0,0,4730,4390,109,110,69,51,0,108,69,45,0,0,0,6652,5632,691,178,71,89,1,153,71,72,0,0,33,6538,5821,299,287,26,101,8,0,0,4820,4389,158,190,17,67,5,0,0,5332,4492,331,229,22,35,0,7,216,6991,5693,571,419,54,233,14,5332,4492,331,263,35,186,11
01065000008,4,01065000008,320,168,149,376,195,177,373,198,175,296,154,142,296,155,141,297,153,144,243,137,103,325,165,151,320,163,157,235,132,0,105,0,0,0,105,0,0,0,0,270,141,0,130,0,0,0,0,0,389,202,0,185,0,0,0,185,0,0,0,0,0,434,213,0,221,0,0,0,221,0,0,0,0,0,561,230,8,323,0,0,0,0,0,426,180,6,240,0,0,0,0,0,448,230,3,208,0,3,0,0,4,576,311,4,257,4,7,1,448,230,3,213,4,6,1
01005000005,6,01005000005,4793,2423,2348,5487,2569,2874,5472,2672,2793,4432,2214,2212,4406,2328,2077,4408,2251,2153,3433,2087,1317,5570,2653,2827,5494,2620,2866,8988,4466,176,4228,23,76,0,4180,20,29,50,0,12294,5498,546,6043,135,176,28,0,0,8620,4308,192,3998,23,85,0,3945,20,34,0,45,0,11930,5357,501,5823,127,180,27,5660,108,35,0,80,193,13160,6532,566,5915,95,115,23,0,0,9726,5233,370,4005,71,88,20,0,0,9723,4712,470,4237,58,19,0,26,201,12935,5683,762,6290,91,198,7,9723,4712,470,4378,74,139,3
01073002160,3,01073002160,1102,956,133,1127,931,165,1125,975,148,1098,967,131,1088,951,135,1084,915,169,994,956,28,1172,949,159,1155,925,229,3831,1688,19,2038,33,56,0,2036,23,0,0,0,4125,1701,87,2218,58,54,0,0,0,3658,1334,83,2190,8,51,0,2190,8,0,0,4,0,4060,1340,178,2468,11,53,0,2466,8,0,0,0,71,4563,1222,102,3202,32,37,5,0,0,4011,1188,88,2699,27,35,3,0,0,3750,1398,132,2112,34,2,0,12,60,4221,1433,168,2538,66,34,6,3750,1398,132,2156,50,25,5
01073003140,3,01073003140,1785,451,1320,2103,516,1561,2101,570,1527,1636,433,1200,1632,430,1202,1632,389,1243,1259,378,867,2003,391,1576,1995,409,1586,2613,2067,15,529,0,0,0,517,0,0,0,0,3437,2693,26,723,0,0,0,0,0,2698,1979,10,697,0,4,0,683,0,0,0,0,0,3518,2554,22,936,0,5,0,925,0,0,0,0,18,3456,2936,11,471,19,20,1,0,0,2737,2362,7,334,14,16,1,0,0,2731,2038,45,565,16,2,1,4,60,3337,2408,60,787,21,52,6,2731,2038,45,582,19,38,3
01073001010,3,01073001010,3664,2954,688,4027,3296,691,4003,3350,648,3425,2705,719,3415,2750,665,3412,2706,704,3069,2554,495,4082,3066,940,4048,3049,995,8628,2897,189,5309,30,209,0,5309,30,110,0,0,11655,3166,460,7782,30,247,0,0,0,7985,2586,153,5111,45,92,0,5107,45,30,0,0,0,11335,2796,326,8115,46,100,0,8045,46,30,0,0,95,10866,3151,560,7057,99,57,4,0,0,8054,2823,408,4741,74,44,3,0,0,8007,1779,418,5581,45,21,0,32,131,10562,1956,709,7738,71,148,4,8007,1779,418,5671,56,108,0
01073004160,3,01073004160,1759,1459,296,2228,1904,312,2213,1925,286,1641,1322,318,1636,1339,297,1634,1318,316,1394,1166,224,1459,1137,297,1451,1135,316,4334,1121,48,3145,2,4,0,3138,2,0,4,0,6344,1249,74,5002,18,4,0,0,0,4098,946,29,3111,6,0,0,3111,6,0,0,4,0,5863,1031,65,4753,20,0,0,4723,5,0,0,9,28,5953,1440,245,4235,25,29,3,0,0,4174,1302,161,2687,17,18,1,0,0,4329,726,213,3288,9,4,0,8,81,6202,782,344,5015,24,95,7,4329,726,213,3353,16,60,3
01057000901,2,01057000901,627,93,528,741,75,651,747,107,639,617,122,494,596,121,475,589,97,492,387,59,323,678,67,589,670,80,588,1183,1108,9,57,4,11,0,55,4,0,0,0,1647,1508,16,108,2,9,0,0,0,1075,1000,5,62,4,11,0,60,4,0,0,0,0,1462,1341,9,100,3,9,0,62,3,0,0,0,46,1429,1312,11,102,2,2,0,0,0,1076,1002,3,67,2,2,0,0,0,1080,960,17,62,2,5,0,2,32,1472,1268,33,117,6,36,0,1080,960,17,68,6,30,0
01057001501,2,01057001501,131,20,110,147,17,128,147,19,128,137,33,104,130,25,105,130,22,108,94,19,72,146,15,127,142,20,122,209,202,5,0,0,0,0,0,0,0,0,0,256,244,10,0,0,0,0,0,0,204,202,3,0,0,0,0,0,0,0,0,0,0,253,247,3,0,0,0,0,0,0,0,0,0,1,278,266,7,3,0,2,0,0,0,211,207,2,0,0,2,0,0,0,224,202,7,2,0,2,0,0,11,275,248,8,4,1,6,0,224,202,7,3,1,5,0
01021000050,5,01021000050,616,82,533,801,112,688,801,122,679,533,79,454,531,80,451,532,66,466,361,54,302,717,80,630,703,85,617,1232,1040,142,53,0,0,0,53,0,0,0,0,1656,1436,165,80,0,0,0,0,0,1278,1162,55,56,6,0,0,56,6,0,0,0,0,1685,1538,85,84,6,0,0,57,6,0,0,0,0,1676,1429,119,119,4,10,0,0,0,1270,1087,82,95,2,8,0,0,0,1248,1073,68,89,1,2,0,3,12,1647,1408,94,127,1,30,0,1248,1073,68,95,1,19,0
01115000009,5,01115000009,768,168,597,949,207,736,944,229,715,671,156,512,667,149,518,660,134,526,513,145,362,945,163,762,926,195,731,1530,1372,0,145,4,10,0,145,2,10,0,0,1996,1797,4,174,6,9,0,0,0,1415,1280,0,110,23,2,0,110,2,2,0,0,0,1831,1627,49,127,23,1,0,113,3,1,0,0,33,2070,1755,18,272,2,5,5,0,0,1609,1378,11,205,2,5,4,0,0,1631,1364,15,156,2,4,1,6,83,2100,1723,29,268,12,54,2,1631,1364,15,190,6,47,2
01115000007,5,01115000007,1204,192,997,1609,237,1346,1600,277,1320,975,167,806,977,168,807,971,145,826,739,171,548,1355,145,1161,1340,176,1160,2153,1613,39,485,2,19,0,483,2,0,0,0,3032,2265,108,640,3,18,0,0,0,2393,1886,19,483,0,6,0,483,0,0,0,0,0,3357,2673,35,640,0,8,0,639,0,0,0,0,8,2879,2628,69,138,21,26,4,0,0,2159,1994,43,91,13,21,2,0,0,2349,2015,57,162,9,8,1,6,91,3156,2664,82,257,33,117,3,2349,2015,57,171,13,85,1
01115000017,5,01115000017,5124,1153,3902,6401,1325,4986,6388,1509,4868,4520,1109,3403,4500,1052,3444,4503,979,3523,3252,1060,2117,5761,931,4589,5694,1099,4584,8817,7765,41,831,83,93,0,809,68,13,0,0,11584,9825,98,1369,202,96,0,0,0,9305,8129,69,773,73,260,0,773,73,220,0,0,0,11755,10026,104,1186,180,260,0,1168,180,221,0,0,57,10990,9673,234,821,188,81,3,0,0,8457,7572,147,543,133,69,2,0,0,9592,7792,317,879,172,22,5,31,374,12576,9977,498,1368,280,381,9,9592,7792,317,939,204,290,5
01041000011,7,01041000011,230,22,207,283,20,262,281,37,243,231,24,207,228,40,187,230,24,206,147,20,121,245,22,221,235,24,210,504,392,0,109,0,0,0,109,0,0,0,0,644,492,3,149,0,0,0,0,0,504,363,4,123,7,0,0,123,7,0,0,0,0,640,465,14,161,8,4,0,149,8,0,0,0,0,563,530,3,22,4,4,0,0,0,446,419,2,19,4,2,0,0,0,467,405,2,33,0,7,0,1,19,562,489,6,46,0,22,3,467,405,2,38,0,18,0
01065000006,4,01065000006,686,605,80,749,644,103,742,645,96,636,566,70,624,568,56,616,554,62,590,542,47,791,677,108,776,649,126,1257,191,3,1065,0,0,0,1060,0,0,0,0,1553,262,4,1291,0,0,0,0,0,1156,277,3,874,0,0,0,871,0,0,0,0,0,1453,387,3,1066,0,0,0,1055,0,0,0,0,9,1444,184,1,1255,3,4,1,0,0,1046,145,0,896,3,4,1,0,0,1064,171,2,881,0,2,1,0,7,1324,212,2,1104,2,4,3,1064,171,2,887,1,3,2
01073001020,3,01073001020,2803,2133,652,3052,2368,654,3033,2394,632,2759,2082,676,2750,2098,651,2749,2071,677,2296,1868,412,2973,2024,874,2942,2035,904,5599,2256,178,3112,39,1,17,3077,34,0,8,0,7681,2517,696,4600,76,14,18,0,0,5464,1997,126,3277,38,1,13,3232,36,0,13,8,0,7428,2058,430,5054,68,1,14,4803,35,0,14,0,81,7926,3569,196,4063,79,52,7,0,0,5842,2985,117,2665,52,38,4,0,0,5875,1620,210,3870,44,6,0,12,113,7929,1795,313,5665,77,106,7,5875,1620,210,3936,64,78,3
