GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2014_Gov,Dem_2014_Gov,Rep_2014_Gov,Total_2014_Sen,Dem_2014_Sen,Rep_2014_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
25017000077,5,25017000077,1763,744,962,1997,965,963,2023,956,1008,1573,674,846,1573,833,740,1555,308,1247,1891,722,974,1207,443,754,1255,602,653,2555,2465,49,24,10,4,0,4,10,4,0,0,3220,3068,80,52,23,23,0,0,0,2640,2500,55,74,15,0,0,4,15,0,0,0,0,3211,3024,70,94,23,20,0,7,23,0,0,0,87,3074,2954,57,21,25,26,1,0,0,2321,2249,32,12,14,14,1,0,0,2556,2356,76,18,16,0,1,11,78,3193,2913,123,49,40,43,2,2556,2356,76,38,30,22,2
25017000568,6,25017000568,1896,1098,748,2243,1464,771,2296,1463,770,1638,955,610,1634,1152,480,1617,436,1181,2000,1133,689,1160,483,665,1183,659,524,2730,2452,127,37,119,0,0,37,119,0,0,0,3637,2932,193,128,417,0,0,0,0,2923,2615,147,38,115,0,0,38,115,0,0,0,0,3931,3132,202,160,450,0,0,147,333,0,0,16,97,3829,3139,131,106,443,20,6,0,0,3008,2557,82,65,294,15,3,0,0,3339,2576,167,131,308,3,0,28,126,4119,3020,230,246,479,36,1,3339,2576,167,170,328,33,1
25017001356,8,25017001356,1539,1153,358,1715,1359,346,1731,1399,295,1400,1079,274,1381,1168,210,1382,646,733,1639,1252,295,1109,689,417,1130,843,287,1973,1699,33,73,155,4,0,47,155,0,10,0,2751,2159,49,132,374,40,0,0,0,1935,1532,42,82,252,4,0,48,252,0,0,25,0,2684,1980,53,185,429,86,0,62,321,0,0,27,240,2678,2219,110,54,288,19,1,0,0,2000,1703,71,38,180,11,1,0,0,2175,1700,130,52,212,1,0,29,51,2805,2111,198,112,337,23,0,2175,1700,130,77,236,14,0
25017001867,5,25017001867,2223,1046,1118,2568,1406,1131,2606,1395,1166,1952,871,961,1938,1138,800,1894,402,1481,2399,1060,1171,1509,476,1028,1515,713,802,2746,2446,22,142,116,14,0,115,112,0,3,0,3736,3014,37,400,184,27,0,0,0,3239,3002,21,114,85,11,0,87,81,0,0,3,0,4330,3724,36,352,126,21,0,291,119,0,0,89,71,3438,3156,59,65,153,14,0,0,0,2599,2413,44,37,103,9,0,0,0,3511,2948,165,129,189,1,0,6,73,4325,3581,217,205,260,29,0,3511,2948,165,147,202,21,0
25017001367,8,25017001367,1691,1333,331,1831,1539,286,1852,1612,203,1564,1262,249,1560,1366,192,1561,712,846,1763,1468,201,1295,792,498,1322,1031,291,1851,1594,35,29,196,0,0,29,180,0,0,0,2637,2170,68,83,317,0,0,0,0,1788,1610,18,16,146,0,0,16,141,0,0,0,0,2613,2245,18,63,286,0,0,19,257,0,0,0,73,2608,2239,61,64,247,9,2,0,0,1961,1712,35,45,166,5,2,0,0,2027,1655,50,26,232,1,0,14,49,2739,2154,82,65,403,10,3,2027,1655,50,42,253,8,1
25017000063,7,25017000063,1129,877,224,1249,1057,187,1263,1059,182,1022,819,165,1007,870,137,997,537,456,1204,908,193,673,461,210,710,559,151,1636,1323,55,88,173,0,0,60,167,0,0,0,2441,1648,102,150,508,0,0,0,0,1442,1108,103,79,151,0,0,70,143,0,0,0,0,2192,1396,188,132,435,0,0,118,404,0,0,42,43,2029,1459,102,128,324,10,2,0,0,1762,1303,74,104,268,4,1,0,0,2134,1352,125,126,430,0,0,29,72,2570,1537,165,191,610,24,1,2134,1352,125,142,463,16,0
25017002058,5,25017002058,2156,1043,1062,2524,1437,1067,2552,1414,1081,1867,833,978,1861,1099,761,1829,382,1430,2286,1066,1049,1474,579,889,1485,815,670,3149,2887,50,13,190,3,0,13,187,0,0,0,4191,3675,145,15,349,8,0,0,0,3532,3326,35,18,129,4,0,18,126,0,0,20,0,4633,4236,102,18,252,4,22,18,248,0,0,0,31,3823,3451,74,71,222,7,12,0,0,2851,2607,44,42,148,6,11,0,0,3256,2806,59,34,238,3,1,18,97,4100,3476,97,91,340,47,2,3256,2806,59,55,262,31,2
25017000671,5,25017000671,1629,683,914,1903,915,988,1948,894,1010,1421,567,772,1411,788,623,1382,249,1133,1760,705,947,1044,356,681,1044,506,538,2642,2376,120,107,41,0,2,106,35,0,0,0,3583,3078,192,298,60,0,2,0,0,2777,2503,170,79,35,0,2,77,32,0,2,0,0,3729,3189,217,272,49,0,2,124,45,0,2,0,151,3146,2905,89,55,93,12,0,0,0,2373,2221,53,36,59,9,0,0,0,2814,2288,144,105,179,0,0,15,83,3623,2816,231,210,290,47,4,2814,2288,144,116,190,35,4
25017000517,7,25017000517,1988,1154,788,2382,1579,788,2424,1571,801,1703,967,667,1678,1136,542,1664,483,1174,2108,1215,747,1216,523,682,1229,713,516,2520,2169,24,58,254,0,0,58,228,0,15,0,3498,2683,36,149,641,0,0,0,0,3455,2910,20,20,449,0,0,20,393,0,0,60,0,4436,3464,16,33,887,0,47,18,708,0,0,0,230,3446,2578,126,177,540,19,3,0,0,2754,2128,89,113,404,14,1,0,0,3510,2561,134,92,627,3,0,12,81,4264,2960,206,188,840,30,3,3510,2561,134,109,650,19,3
25015002049,1,25015002049,1643,1228,381,1813,1429,364,1822,1446,337,1541,1177,305,1527,1233,294,1530,859,671,1700,1207,347,1161,810,345,1216,943,273,2160,2125,25,10,0,0,0,10,0,0,0,0,2576,2501,51,26,0,0,0,0,0,2265,2190,29,15,0,35,0,15,0,35,0,0,0,2638,2532,51,25,0,33,0,22,0,33,0,0,0,2482,2369,49,15,32,19,1,0,0,2024,1952,30,8,20,16,1,0,0,2112,1954,47,21,14,6,0,7,63,2504,2281,76,43,28,54,0,2112,1954,47,35,19,44,0
25015001411,1,25015001411,1359,1127,205,1502,1342,153,1514,1339,137,1261,1085,139,1259,1129,128,1249,757,491,1375,1113,173,1001,790,207,1016,876,140,1743,1530,79,42,90,2,0,35,76,0,5,0,2177,1860,136,55,121,13,15,0,0,1736,1557,66,24,86,2,0,20,82,0,0,2,0,2167,1870,128,33,128,7,12,22,121,0,0,0,25,2072,1885,62,57,65,12,1,0,0,1755,1635,42,30,41,7,1,0,0,1893,1624,94,36,60,3,0,17,59,2304,1894,175,104,111,37,2,1893,1624,94,69,83,31,1
25017000712,9,25017000712,818,537,265,1032,758,267,1065,714,332,611,394,201,601,456,145,612,253,359,999,666,290,614,378,226,580,456,124,2192,1136,327,644,82,23,0,620,61,0,0,0,4906,1736,1878,1172,204,162,0,0,0,2155,1357,266,395,138,9,0,387,124,0,0,0,0,4648,1990,1634,630,369,266,0,549,355,0,0,80,39,3388,1559,900,463,215,26,10,0,0,2607,1284,626,326,161,20,9,0,0,3153,1039,990,404,255,6,2,153,304,4044,1256,1317,692,326,73,10,3153,1039,990,515,280,57,8
25027000921,5,25027000921,2175,1101,1017,2524,1433,1058,2552,1473,1017,1917,959,897,1912,1171,741,1901,422,1476,2259,1159,910,1535,536,994,1530,703,827,2895,2672,154,19,48,0,0,10,30,0,0,0,3808,3463,229,45,92,12,0,0,0,2669,2481,132,19,42,0,0,10,28,0,0,0,0,3892,3578,208,37,86,11,0,9,53,0,0,0,45,3319,3091,64,54,107,7,4,0,0,2478,2347,37,27,66,6,2,0,0,2918,2599,83,46,100,2,2,8,78,3867,3362,146,133,177,43,9,2918,2599,83,70,120,32,5
25027000880,6,25027000880,3631,2407,1135,4083,2977,1069,4129,3074,954,3340,2242,997,3305,2415,888,3243,1211,2019,3713,2515,889,2550,1318,1221,2583,1602,981,4775,4065,180,275,209,44,0,275,199,30,0,0,6569,5355,399,402,386,66,11,0,0,4775,3935,275,395,144,24,0,395,140,20,0,4,0,6592,5230,543,520,270,34,7,486,233,21,0,41,38,6520,5668,264,290,291,39,8,0,0,5028,4394,202,262,162,21,5,0,0,5545,4373,308,340,338,27,0,29,130,6851,5344,382,439,561,65,10,5545,4373,308,394,381,52,4
25027001427,6,25027001427,2183,1209,906,2461,1533,905,2487,1618,782,1970,1085,819,1952,1230,722,1938,495,1435,2271,1280,778,1566,564,994,1583,763,820,2620,2323,34,49,192,21,0,48,176,2,0,0,3600,3086,62,57,374,25,0,0,0,2377,2106,36,51,160,21,0,51,151,2,0,1,0,3226,2728,65,60,312,22,0,60,302,3,0,0,70,3539,3119,100,62,258,5,4,0,0,2541,2290,58,36,154,5,4,0,0,2911,2358,83,25,301,1,0,23,120,3838,2999,123,79,498,35,5,2911,2358,83,54,325,29,4
25027001425,6,25027001425,2043,1159,829,2326,1515,793,2353,1577,701,1833,1029,742,1823,1188,634,1834,443,1387,2106,1196,714,1406,550,851,1434,769,665,2881,2455,91,89,224,18,0,80,206,8,8,0,4239,3329,186,144,537,34,5,0,0,2902,2539,77,78,180,12,0,78,163,2,0,21,0,4205,3253,171,271,514,12,0,222,446,2,0,5,100,3521,3054,88,49,290,31,0,0,0,2698,2392,51,33,191,21,0,0,0,3044,2440,100,34,248,7,2,45,168,3889,2991,171,94,407,64,6,3044,2440,100,59,269,52,6
25027001723,6,25027001723,1849,1079,715,2117,1366,736,2144,1454,614,1642,944,652,1636,1106,530,1631,465,1165,1931,1128,615,1262,479,779,1269,621,648,2100,1721,111,25,224,15,0,25,224,0,4,0,2953,2256,163,49,445,16,6,0,0,2127,1730,83,24,238,40,0,14,238,0,0,4,0,2928,2251,121,35,465,55,6,14,449,0,0,23,69,3201,2751,85,33,314,16,5,0,0,2118,1878,48,12,170,10,1,0,0,2445,1956,74,23,307,0,2,10,73,3364,2579,119,68,523,27,4,2445,1956,74,40,328,17,3
25027002130,2,25027002130,1437,821,580,1713,1075,615,1735,1038,650,1205,711,444,1206,819,385,1205,392,810,1575,890,557,930,472,451,937,592,345,2739,2013,279,238,166,13,3,234,166,9,35,0,3645,2402,425,542,237,53,8,0,0,2692,1850,466,262,58,7,3,206,58,4,3,37,0,3506,2159,670,561,90,58,7,374,90,4,5,31,174,3512,2587,383,305,218,38,11,0,0,2757,2151,241,197,147,28,5,0,0,3197,2021,419,287,276,4,0,46,144,3918,2308,609,513,367,91,13,3197,2021,419,373,290,72,6
25023000476,3,25023000476,1475,894,561,1745,1213,525,1803,1188,590,1264,756,484,1253,874,379,1239,414,822,1577,932,557,1057,506,542,1054,684,370,2140,1353,226,500,48,2,0,479,48,0,5,0,3001,1674,298,928,81,2,0,0,0,2317,1357,180,729,50,3,0,705,42,0,0,8,0,3224,1645,238,1300,71,4,0,1180,59,0,0,36,67,3377,2360,193,584,152,20,4,0,0,2721,2002,127,401,115,19,4,0,0,2872,1567,181,679,134,3,1,123,184,3632,1818,293,1166,192,37,8,2872,1567,181,831,157,25,7
25023000465,3,25023000465,950,760,180,1179,1013,162,1213,1004,189,741,599,125,730,635,95,735,408,327,1126,906,179,603,412,186,600,464,136,1986,569,162,1206,24,0,0,1206,24,0,25,0,3737,502,381,2704,35,31,0,0,0,1729,637,110,958,20,0,0,958,20,0,0,0,0,3295,655,389,2213,24,0,0,1764,24,0,0,198,267,3318,1100,359,1528,165,37,14,0,0,2394,941,216,988,115,23,12,0,0,2763,566,285,1189,76,6,0,214,427,3732,630,418,2351,108,24,9,2763,566,285,1630,83,23,6
25017001147,6,25017001147,1626,925,664,1830,1154,660,1841,1229,573,1469,817,599,1456,974,482,1460,365,1092,1698,994,563,1203,449,750,1203,617,586,1764,1560,54,12,119,14,0,12,115,0,0,0,2423,2013,106,17,187,19,0,0,0,2009,1735,21,5,241,0,0,5,241,0,0,0,0,2442,2061,50,5,257,0,0,5,235,0,0,20,70,2712,2415,78,52,153,3,0,0,0,2013,1815,50,30,104,2,0,0,0,2196,1814,91,38,109,1,0,31,112,2711,2171,140,97,177,34,2,2196,1814,91,72,125,27,2
25017001281,6,25017001281,2328,1520,759,2607,1855,747,2635,1982,591,2112,1397,655,2113,1614,499,2112,618,1494,2408,1642,575,1721,775,940,1731,1008,723,2800,2596,46,37,108,11,0,31,108,11,0,0,3977,3503,105,89,272,11,11,0,0,3048,2746,90,28,174,11,0,17,174,11,0,0,0,4431,3633,104,74,614,10,10,59,480,10,0,0,145,3408,3085,70,39,201,12,4,0,0,2549,2337,44,29,131,11,1,0,0,2867,2511,79,18,160,1,0,15,83,3737,3195,126,65,282,23,5,2867,2511,79,44,194,14,4
25001002149,3,25001002149,1688,840,813,1961,1125,824,1985,1100,848,1465,709,697,1465,853,611,1458,366,1085,1797,881,797,1136,476,635,1163,603,560,2513,2240,81,114,59,0,0,114,45,0,20,0,3349,2693,159,309,189,0,37,0,0,2498,2147,122,145,70,0,0,145,53,0,0,20,0,3572,2517,264,672,108,0,33,603,70,0,0,8,111,3359,3018,112,119,30,28,9,0,0,2772,2538,81,73,15,21,5,0,0,2892,2337,130,103,48,15,1,84,174,3524,2737,193,225,81,51,4,2892,2337,130,140,53,39,4
25023000967,4,25023000967,1958,874,1035,2296,1165,1114,2331,1193,1063,1711,710,939,1701,943,758,1692,327,1356,2049,897,985,1207,369,827,1214,546,668,2680,2571,71,0,45,0,0,0,29,0,0,0,3518,3290,127,1,98,0,0,0,0,3062,2909,93,8,53,0,0,8,38,0,0,0,0,3851,3560,137,56,97,0,0,0,36,0,0,0,117,3271,3124,31,36,64,6,3,0,0,2276,2197,16,20,37,3,1,0,0,2811,2641,27,16,46,0,1,11,69,3783,3514,56,60,83,14,4,2811,2641,27,36,62,12,4
25023001164,4,25023001164,1892,913,943,2228,1210,1013,2245,1252,945,1649,750,871,1626,980,646,1582,346,1236,2010,921,933,1341,465,869,1338,666,672,2743,2664,61,0,17,0,0,0,12,0,0,0,3747,3554,125,17,37,0,0,0,0,2511,2397,97,0,17,0,0,0,12,0,0,0,0,3569,3352,177,10,36,0,0,0,21,0,0,0,14,3715,3562,45,21,44,21,1,0,0,2795,2692,30,11,27,14,1,0,0,2729,2532,55,10,28,3,2,24,75,3605,3290,82,47,70,35,7,2729,2532,55,26,46,25,6
25023001439,4,25023001439,2229,1068,1109,2539,1348,1175,2572,1479,1039,2009,891,1054,2006,1174,832,1964,378,1578,2297,1130,991,1585,455,1121,1581,669,912,2684,2547,106,0,26,4,0,0,11,0,1,0,4060,3823,166,0,57,6,4,0,0,2622,2425,127,0,53,10,0,0,43,0,0,1,0,3980,3561,221,0,181,9,5,0,169,0,2,0,28,3460,3301,40,29,73,10,0,0,0,2436,2343,26,19,38,10,0,0,0,2793,2614,52,14,66,0,0,12,35,3957,3648,84,54,123,21,6,2793,2614,52,30,78,15,3
25023001484,4,25023001484,2126,994,1087,2493,1318,1161,2534,1329,1135,1862,825,992,1836,1085,751,1828,366,1452,2209,1049,1035,1499,515,977,1508,762,746,3028,2918,13,0,44,48,0,0,44,0,0,0,3859,3554,44,0,72,69,0,0,0,2978,2907,0,0,47,28,0,0,47,0,0,0,0,3956,3731,0,0,66,39,0,0,45,0,0,121,59,3593,3440,42,36,60,17,1,0,0,2642,2544,26,20,41,13,1,0,0,3001,2827,44,19,32,0,0,14,65,3825,3580,64,42,51,23,0,3001,2827,44,29,39,21,0
25023000685,4,25023000685,1431,720,671,1651,939,702,1674,1023,601,1255,592,630,1243,735,508,1228,260,963,1547,779,619,1082,376,702,1097,519,578,1820,1726,5,35,40,8,0,35,37,0,0,0,2400,2280,8,36,67,8,0,0,0,1920,1826,5,35,48,8,0,35,45,0,0,0,0,2542,2409,7,35,82,8,0,35,63,0,0,0,27,2425,2340,26,21,33,4,1,0,0,1857,1804,18,13,17,3,1,0,0,2011,1910,38,10,18,0,0,6,29,2600,2453,51,18,43,12,1,2011,1910,38,14,23,8,0
25023001232,4,25023001232,2032,796,1183,2265,1037,1193,2325,1016,1259,1799,682,1047,1776,837,939,1763,340,1417,2268,860,1236,1323,435,873,1350,614,736,3248,3113,29,46,46,21,0,43,46,3,0,0,4424,4057,129,85,65,22,0,0,0,3534,3382,37,46,47,21,0,43,47,3,0,0,0,4808,4395,152,84,68,25,0,47,68,0,0,43,103,3826,3630,31,101,18,24,0,0,0,2908,2790,19,51,9,19,0,0,0,3194,2952,38,55,18,1,0,35,95,4085,3695,65,138,58,36,4,3194,2952,38,84,30,21,0
25023001928,4,25023001928,1881,953,889,2217,1279,912,2264,1279,936,1631,818,761,1628,941,686,1596,428,1159,1968,962,865,1261,523,726,1283,667,616,2884,2694,38,130,25,1,0,115,25,0,0,0,3330,2816,67,250,24,2,0,0,0,3203,2987,28,143,39,1,0,128,39,0,0,0,0,3715,3175,58,226,38,3,0,88,38,0,0,217,139,3607,2984,80,258,39,57,5,0,0,2904,2464,52,176,25,40,4,0,0,3258,2702,76,101,27,18,1,100,233,3912,3126,124,336,58,101,3,3258,2702,76,245,45,72,3
25023001166,4,25023001166,2240,1059,1139,2592,1390,1197,2611,1458,1117,1973,863,1061,1982,1151,831,1921,377,1544,2371,1110,1091,1620,515,1095,1618,706,912,2341,2288,28,16,12,0,0,16,10,0,0,0,3182,3094,35,25,39,0,0,0,0,2416,2360,45,4,12,0,0,4,8,0,0,0,0,3442,3354,55,8,33,0,0,1,24,0,0,0,9,3623,3446,41,57,53,25,1,0,0,2641,2515,25,45,34,17,1,0,0,2962,2763,40,28,39,1,0,29,62,3866,3549,77,63,79,14,6,2962,2763,40,50,48,7,4
25023000487,3,25023000487,1249,862,369,1506,1166,330,1527,1147,355,1040,700,314,1033,796,237,1032,448,583,1378,910,402,744,444,292,751,542,209,2383,987,289,1001,105,0,0,1001,105,0,0,0,3277,1130,468,1130,154,0,0,0,0,2348,976,159,1188,30,0,0,1186,30,0,0,0,0,3309,1087,298,1453,58,0,0,1278,58,0,0,334,256,3322,1588,291,1102,98,48,20,0,0,2453,1323,178,725,64,32,14,0,0,2803,976,250,973,88,12,1,141,362,3639,1114,369,1826,142,81,14,2803,976,250,1315,109,55,12
25023000002,4,25023000002,1555,741,783,1831,990,828,1859,970,846,1358,573,745,1330,817,513,1312,333,977,1646,747,792,1041,406,625,1059,570,489,2578,2352,69,72,84,8,0,50,54,0,0,0,3401,2964,97,107,141,10,0,0,0,2452,2258,47,84,47,20,0,62,22,0,0,0,0,3364,2936,67,144,116,20,0,105,80,0,0,74,97,3151,2891,57,58,53,20,1,0,0,2438,2257,40,36,38,16,1,0,0,2833,2344,112,57,81,4,0,91,144,3556,2875,144,157,126,27,5,2833,2344,112,101,94,18,2
25005000748,3,25005000748,752,451,282,950,606,333,989,598,367,558,355,179,549,380,169,551,226,324,917,535,316,397,239,151,400,273,127,2245,1618,453,125,35,21,0,125,23,0,0,0,2937,2006,632,171,92,37,0,0,0,2384,1724,514,111,29,6,0,111,22,0,0,0,0,3215,2173,809,194,38,9,0,115,32,0,0,45,42,3405,2820,219,222,94,33,8,0,0,2723,2345,126,147,63,24,7,0,0,2794,2023,298,206,58,8,1,28,172,3544,2376,496,492,117,56,4,2794,2023,298,306,87,40,3
25027000776,6,25027000776,976,600,351,1183,801,366,1196,781,378,793,494,266,783,554,229,775,262,513,1084,701,311,553,279,269,553,366,187,2048,1223,684,102,19,18,0,98,19,18,0,0,3014,1512,1170,317,79,97,0,0,0,2317,1234,797,244,32,0,0,240,32,0,0,0,0,3095,1374,1195,515,111,49,0,423,64,0,0,0,42,3361,1996,924,250,239,31,1,0,0,2594,1682,600,167,168,27,1,0,0,2756,1424,947,122,138,4,0,24,97,3636,1672,1408,347,207,82,5,2756,1424,947,210,158,57,5
25027001687,1,25027001687,2142,1175,924,2436,1525,905,2467,1617,797,1901,1035,820,1900,1244,656,1930,378,1552,2246,1262,808,1576,562,1007,1525,783,742,2899,2363,254,36,245,0,0,36,220,0,0,0,4005,3006,442,78,474,1,0,0,0,3044,2571,119,21,332,0,0,21,307,0,0,0,0,4064,3192,248,44,573,0,0,20,507,0,0,5,90,3642,3136,64,52,378,7,0,0,0,2690,2369,38,29,244,5,0,0,0,3018,2484,76,48,311,2,0,9,88,3855,3050,133,88,494,27,4,3018,2484,76,62,327,18,4
25027002105,1,25027002105,635,482,142,791,599,187,812,580,218,455,376,68,447,374,72,455,241,213,862,734,95,432,339,89,425,350,75,2321,604,1314,307,69,27,0,287,58,0,0,0,4238,811,2619,977,174,106,22,0,0,2130,661,1107,245,83,30,0,174,71,0,0,0,0,3950,1002,2091,1040,179,97,22,473,123,0,0,16,245,3607,750,2161,839,145,57,3,0,0,2158,598,1121,461,95,39,1,0,0,2193,461,1122,379,113,3,1,29,85,3831,699,2108,1016,203,88,26,2193,461,1122,540,133,55,18
25027001888,2,25027001888,1877,848,965,2246,1142,1079,2271,1154,1048,1593,711,810,1579,878,701,1571,352,1219,2019,852,947,1252,390,845,1253,550,703,2527,2435,77,0,13,0,0,0,6,0,0,0,3408,3281,106,0,19,0,0,0,0,2396,2313,73,0,5,9,0,0,5,0,0,0,0,3217,3015,135,0,6,26,0,0,6,0,0,38,26,3390,3235,74,41,32,9,7,0,0,2437,2353,45,15,16,8,3,0,0,2757,2566,52,6,25,1,0,28,79,3602,3302,85,45,60,35,4,2757,2566,52,18,38,27,3
25027000663,2,25027000663,1582,578,961,1884,813,1037,1909,816,1051,1375,471,827,1362,604,758,1352,208,1144,1641,565,956,1020,276,737,1010,371,639,2264,2125,132,5,5,0,0,5,5,0,0,0,3180,2901,255,16,10,0,0,0,0,2068,1985,73,10,5,0,0,10,5,0,0,0,0,2783,2696,72,10,10,0,0,10,4,0,0,0,6,2849,2726,48,12,40,19,4,0,0,2038,1963,32,6,22,15,2,0,0,2344,2189,51,7,20,3,1,17,56,3086,2843,87,28,48,41,1,2344,2189,51,14,29,29,1
25017001947,6,25017001947,2085,1462,576,2324,1770,541,2344,1865,410,1892,1355,485,1893,1490,403,1883,665,1218,2204,1626,418,1457,741,710,1458,954,504,2311,1941,82,11,276,0,5,9,259,0,0,0,3356,2673,162,31,479,0,16,0,0,2375,1976,87,15,302,0,0,9,288,0,0,0,0,3547,2867,163,34,488,1,0,8,416,0,0,8,82,3217,2797,72,37,309,7,3,0,0,2306,2043,41,21,198,5,1,0,0,2591,2079,102,10,324,1,5,5,65,3491,2668,166,58,541,25,11,2591,2079,102,29,347,12,7
25017001066,6,25017001066,767,575,179,891,720,170,964,717,230,620,509,95,597,494,103,603,269,334,944,745,141,406,302,99,410,344,66,2317,980,481,100,732,10,15,100,726,10,0,0,3570,1351,840,275,1191,9,13,0,0,2595,1318,404,155,699,10,12,155,689,10,12,0,0,3772,1669,704,322,1140,10,9,233,1118,10,9,0,27,3300,903,933,297,1201,60,11,0,0,2387,782,568,199,830,37,9,0,0,2631,848,667,226,712,3,0,61,114,3477,941,963,494,998,57,4,2631,848,667,314,737,37,0
25001002146,3,25001002146,2112,1109,968,2383,1428,940,2402,1455,905,1923,981,890,1910,1178,731,1883,397,1479,2213,1155,912,1587,651,904,1594,812,782,3305,3231,60,4,11,0,0,4,11,0,0,0,3658,3539,90,14,18,0,0,0,0,3172,3023,65,75,12,0,0,75,12,0,0,0,0,3466,3227,143,74,19,0,0,74,19,0,0,0,0,3494,3272,59,108,24,21,0,0,0,3045,2906,40,61,12,15,0,0,0,3242,2833,56,153,38,3,0,43,116,3639,3075,75,259,55,44,0,3242,2833,56,179,45,31,0
25001000430,4,25001000430,1502,644,826,1745,894,837,1754,879,825,1311,548,722,1301,607,694,1278,244,1029,1610,687,829,976,327,639,993,440,553,2563,2448,43,36,10,25,0,15,0,25,0,0,3080,2906,42,69,8,38,0,0,0,2701,2503,55,99,25,75,0,41,15,25,0,0,0,3186,2930,60,100,46,90,0,9,36,41,0,16,97,2948,2723,57,61,47,38,4,0,0,2247,2101,38,39,30,29,2,0,0,2484,2237,38,32,29,15,3,30,100,3024,2666,66,90,61,70,7,2484,2237,38,52,48,46,7
25001001167,4,25001001167,2028,1087,915,2305,1420,875,2312,1436,847,1862,1003,804,1861,1149,711,1842,384,1447,2052,1128,824,1354,593,752,1372,772,600,2655,2193,8,190,13,245,0,165,13,245,5,0,3271,2582,11,333,34,305,8,0,0,2890,2199,26,291,13,358,0,232,13,196,0,0,0,3534,2571,45,452,25,434,0,319,25,236,0,10,330,2882,2515,59,132,30,114,3,0,0,2346,2099,40,86,22,83,1,0,0,2913,2561,85,51,20,54,0,22,120,3293,2826,114,141,40,148,3,2913,2561,85,113,28,106,2
25017000547,7,25017000547,327,292,28,291,268,23,294,277,14,312,288,15,303,290,13,305,213,92,467,426,11,209,170,39,215,195,20,2477,1448,242,179,588,8,7,154,503,0,7,0,3052,1674,285,239,845,24,5,0,0,2418,1566,189,121,519,0,7,105,446,0,7,7,0,2988,1792,237,187,733,10,5,153,619,10,5,40,131,3187,1759,251,276,902,29,9,0,0,3081,1718,239,253,867,26,9,0,0,3163,1479,286,282,840,9,3,23,241,3246,1501,301,401,1009,55,18,3163,1479,286,381,981,52,18
25001000762,3,25001000762,2037,1046,954,2298,1327,953,2330,1368,922,1832,907,874,1816,1068,748,1795,458,1331,2144,1094,913,1381,587,788,1404,726,678,2953,2731,95,50,18,13,0,20,18,13,50,0,3655,3283,94,228,20,128,0,0,0,2907,2591,67,235,0,12,0,45,0,12,0,0,0,3513,3113,69,286,0,11,0,46,0,11,0,17,256,3479,3100,91,112,38,76,4,0,0,2787,2536,54,69,22,44,3,0,0,2955,2602,53,60,20,17,0,68,135,3460,2961,69,168,32,94,4,2955,2602,53,109,28,66,3
