GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2014_Gov,Dem_2014_Gov,Rep_2014_Gov,Total_2014_Sen,Dem_2014_Sen,Rep_2014_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
25009001651,5,25009001651,1211,603,583,1429,836,575,1470,796,642,1012,483,496,999,605,394,982,224,758,1406,658,662,862,362,492,875,521,354,2163,1889,156,33,92,1,0,33,92,0,0,0,2716,2229,282,43,178,2,0,0,0,2170,1859,134,91,86,0,0,74,86,0,0,0,0,2797,2286,226,121,180,1,0,95,169,0,0,0,19,2593,2252,152,81,86,17,1,0,0,2042,1816,92,57,62,13,0,0,0,2262,1695,251,98,95,0,0,38,85,2843,2006,380,193,149,36,4,2262,1695,251,137,101,23,4
25009000823,5,25009000823,1529,734,747,1778,984,771,1789,982,759,1357,632,647,1352,818,534,1312,267,1039,1618,726,724,1060,355,694,1073,472,601,2048,1934,71,10,0,35,0,10,0,35,0,0,2732,2523,90,11,75,33,0,0,0,2147,2015,91,10,0,29,0,10,0,25,0,0,0,2931,2722,109,10,16,30,0,10,16,26,0,0,47,2623,2479,52,22,55,16,3,0,0,1923,1838,29,13,28,9,1,0,0,2132,1982,46,6,42,1,0,9,46,2783,2545,80,30,74,34,1,2132,1982,46,14,54,19,0
25009000029,9,25009000029,1628,919,669,1876,1197,670,1895,1209,646,1457,832,558,1445,990,455,1450,371,1077,1708,930,623,1124,489,630,1138,631,507,2001,1949,17,7,23,10,0,7,23,0,0,0,2524,2455,20,6,35,8,0,0,0,2167,2111,34,5,19,6,0,5,19,0,0,0,0,2797,2710,49,5,28,6,0,5,25,0,0,0,9,2525,2427,34,20,27,18,0,0,0,1995,1936,18,8,16,15,0,0,0,2309,2197,36,14,19,3,2,1,37,2730,2554,63,47,31,26,4,2309,2197,36,24,23,23,2
25009001873,5,25009001873,3765,1918,1756,4125,2352,1754,4144,2460,1602,3454,1697,1627,3478,2161,1317,3424,735,2689,4014,2100,1566,3056,1029,2018,3055,1481,1574,4790,4555,110,10,100,15,0,10,65,0,0,0,6568,6229,110,14,205,15,0,0,0,4835,4535,95,20,165,15,0,10,130,0,0,0,0,6613,6161,150,25,322,17,0,12,232,0,0,0,58,6085,5802,112,43,113,21,1,0,0,4442,4277,66,27,61,11,1,0,0,5026,4574,203,33,85,4,0,18,109,6569,5911,270,93,175,68,15,5026,4574,203,51,102,55,8
25009001343,9,25009001343,1866,1327,513,2095,1610,483,2100,1666,395,1715,1263,402,1707,1400,307,1703,600,1103,1907,1412,400,1281,737,536,1289,921,368,2275,2212,40,13,13,0,0,13,13,0,0,0,2722,2465,59,11,187,0,0,0,0,2063,1975,66,0,13,4,0,0,13,0,0,0,0,2510,2229,78,0,160,5,0,0,160,0,0,0,41,2809,2662,45,23,58,9,1,0,0,2346,2249,35,16,28,7,1,0,0,2518,2345,55,11,32,0,0,14,61,2907,2675,73,36,66,41,3,2518,2345,55,22,50,30,1
25005000090,2,25005000090,1843,938,858,2229,1255,951,2279,1268,942,1544,798,692,1530,922,608,1522,419,1103,1967,949,861,1112,447,659,1118,595,522,3188,2711,128,136,161,57,0,136,151,0,0,0,4456,3556,316,259,304,69,0,0,0,3104,2702,126,123,124,35,0,123,113,0,0,0,0,4314,3580,305,217,214,43,0,150,156,0,0,0,125,3761,3277,138,134,192,14,2,0,0,2824,2509,85,86,132,6,2,0,0,3244,2652,178,120,190,2,0,20,82,4126,3271,281,235,249,57,2,3244,2652,178,157,197,36,0
25005000661,4,25005000661,1803,747,1009,2136,1013,1081,2205,1000,1147,1507,606,857,1479,766,713,1481,288,1192,1973,776,1044,1125,410,704,1121,552,569,3018,2886,5,86,0,0,42,83,0,0,0,0,3648,3422,6,100,0,0,44,0,0,2961,2779,50,95,0,0,33,87,0,0,33,0,0,3617,3306,53,114,0,0,35,90,0,0,35,83,47,3583,3421,52,49,34,17,3,0,0,2665,2566,31,28,19,12,2,0,0,2940,2691,62,43,20,3,0,23,98,3717,3310,101,112,63,63,2,2940,2691,62,63,38,43,2
25005001398,2,25005001398,1681,752,880,1973,996,970,2002,1070,874,1459,618,781,1435,774,659,1443,305,1137,1781,753,846,1144,344,788,1160,470,690,2132,2000,20,0,112,0,0,0,101,0,0,0,3058,2835,44,0,180,0,0,0,0,2209,2118,22,0,68,0,0,0,65,0,0,0,0,3346,3172,50,0,123,0,0,0,119,0,0,0,4,3105,2786,63,70,161,13,7,0,0,2219,2029,35,44,99,7,6,0,0,2464,2172,65,22,137,0,0,9,59,3257,2780,103,96,228,28,1,2464,2172,65,46,148,22,1
25005000145,4,25005000145,1527,602,890,1855,823,1004,1896,787,1073,1259,470,743,1242,603,639,1236,276,959,1692,662,923,933,355,569,950,460,490,2584,2579,4,0,0,0,0,0,0,0,0,0,3482,3337,7,28,0,7,35,0,0,2777,2753,4,0,0,19,0,0,0,0,0,0,0,3724,3534,5,5,0,96,23,5,0,0,0,62,120,3192,3047,43,39,27,11,2,0,0,2365,2276,29,25,13,8,1,0,0,2479,2287,54,14,27,0,0,7,90,3201,2916,78,66,48,45,1,2479,2287,54,34,35,27,1
25005001137,2,25005001137,1860,1083,732,2198,1417,758,2235,1439,728,1640,980,599,1623,1134,489,1617,489,1127,1901,1056,702,1034,446,577,1044,588,456,3250,2886,109,70,184,0,0,50,148,0,0,0,4094,3524,191,123,258,10,0,0,0,3274,2994,41,62,171,0,0,52,156,0,0,0,0,4215,3821,44,120,226,7,0,78,198,0,0,0,66,3850,3423,91,122,193,18,3,0,0,3006,2707,60,89,134,15,3,0,0,3244,2682,106,123,211,1,0,27,94,3964,3184,148,240,315,38,3,3244,2682,106,163,227,24,0
25005001134,2,25005001134,2141,1125,961,2502,1497,971,2543,1538,941,1872,949,864,1863,1187,676,1842,443,1399,2261,1142,903,1394,514,869,1391,713,678,3144,2766,128,36,188,21,0,36,158,0,0,0,4350,3593,219,97,423,34,4,0,0,3314,2964,117,26,166,35,0,26,146,0,0,0,0,4489,3753,259,91,360,47,3,88,314,0,0,0,79,3859,3573,77,109,85,16,5,0,0,2824,2633,55,64,55,12,3,0,0,3201,2809,106,81,127,4,0,13,61,4138,3550,143,146,233,30,1,3201,2809,106,109,138,19,0
25005001691,4,25005001691,1906,947,927,2254,1268,966,2306,1228,1045,1588,794,733,1590,945,645,1573,393,1179,2156,1070,972,1361,680,665,1347,835,512,2917,2910,4,0,4,0,0,0,4,0,0,0,3555,3525,10,0,11,0,0,0,0,2711,2656,11,1,43,0,0,0,43,0,0,0,0,3361,3251,40,23,57,22,0,0,56,0,0,0,12,3713,3585,32,26,48,7,2,0,0,3003,2922,17,13,35,6,1,0,0,2996,2796,39,17,45,3,1,21,74,3705,3380,78,64,81,44,4,2996,2796,39,36,49,33,4
25005001437,2,25005001437,1173,547,591,1343,712,622,1383,723,617,1019,469,513,1007,576,429,1008,228,773,1298,590,597,755,282,468,767,362,405,3230,2848,89,220,68,8,0,198,58,8,0,0,3845,3317,120,278,129,8,0,0,0,3252,2857,126,205,54,12,0,192,50,6,0,0,0,3841,3275,160,284,127,27,0,204,113,6,0,22,59,3801,3400,123,157,114,23,12,0,0,3273,2923,110,139,98,21,8,0,0,3382,2829,151,124,148,1,0,17,112,3819,3185,176,195,211,39,6,3382,2829,151,174,183,35,6
25005000647,3,25005000647,2357,1279,1022,2659,1618,1019,2721,1634,1033,2099,1140,899,2074,1315,759,2061,579,1472,2539,1390,953,1509,683,817,1532,959,573,3113,3002,15,36,57,4,0,20,32,0,0,0,3759,3599,15,51,104,6,0,0,0,3148,3052,15,41,28,10,0,25,28,0,0,0,0,3747,3593,14,58,83,10,0,27,73,0,0,0,37,3840,3683,46,40,35,24,1,0,0,3078,2977,32,24,16,18,1,0,0,3281,3054,46,17,37,0,0,33,94,3826,3536,76,64,53,35,2,3281,3054,46,50,42,29,1
25017000951,6,25017000951,1211,715,457,1401,934,448,1428,931,447,1032,623,364,1035,719,315,1024,295,727,1373,785,457,777,350,422,787,462,325,2370,2185,45,15,125,0,0,15,125,0,0,0,3074,2693,93,14,257,0,0,0,0,2190,2055,40,15,80,0,0,15,80,0,0,0,0,3056,2498,180,15,181,0,0,15,162,0,0,16,185,2814,2352,201,81,111,25,2,0,0,2136,1799,139,60,79,21,2,0,0,2308,1721,159,47,106,2,0,98,175,2951,2130,236,136,162,43,1,2308,1721,159,84,122,28,1
25001000656,3,25001000656,1956,973,952,2151,1235,905,2178,1280,868,1824,886,894,1831,1069,761,1794,362,1430,1985,981,884,1559,649,897,1569,798,771,2417,2310,4,0,40,66,0,0,40,45,0,0,2643,2511,7,0,51,53,0,0,0,2377,2213,10,0,35,116,0,0,35,105,0,0,0,2538,2363,9,0,42,67,0,0,42,0,0,56,67,2756,2647,39,24,13,21,8,0,0,2406,2335,23,10,10,14,7,0,0,2490,2322,38,33,18,2,0,18,59,2748,2534,43,57,40,15,1,2490,2322,38,39,30,12,0
25005000729,3,25005000729,1286,654,606,1506,836,662,1557,765,763,1052,557,445,1020,617,403,1046,314,731,1533,816,640,830,478,339,833,582,251,2602,2413,67,56,31,21,0,31,31,15,16,0,3497,3085,167,183,57,40,30,0,0,2422,2261,81,25,46,6,0,25,46,0,0,7,0,3220,2923,165,91,65,12,21,21,55,0,0,7,47,3352,3109,93,67,56,27,3,0,0,2731,2583,55,36,38,13,3,0,0,2912,2584,121,37,34,0,0,28,108,3562,3040,213,150,71,57,8,2912,2584,121,76,41,43,4
25005000809,4,25005000809,1507,630,841,1782,867,897,1829,841,943,1259,523,690,1245,633,611,1246,264,973,1687,665,910,924,336,582,948,448,500,2698,2601,61,4,26,4,0,4,26,0,0,0,3203,3006,147,4,40,7,0,0,0,2520,2447,42,3,25,0,0,3,25,0,0,0,0,3183,3075,67,2,39,0,0,2,26,0,0,0,14,2992,2886,29,28,23,11,0,0,0,2316,2251,14,18,14,7,0,0,0,2462,2313,36,16,27,0,0,8,62,3129,2897,63,65,33,19,1,2462,2313,36,37,28,12,1
25005001857,2,25005001857,1731,766,916,2096,1038,1039,2149,1043,1048,1442,599,781,1403,779,622,1412,310,1093,1895,817,922,1197,449,737,1199,635,564,2391,2188,72,101,1,27,0,97,0,0,0,0,3094,2675,74,203,14,34,0,0,0,2598,2389,52,109,1,39,0,105,0,0,0,0,0,3274,2668,91,352,13,45,0,294,0,0,0,93,125,3520,3263,94,105,24,23,1,0,0,2609,2444,53,72,14,12,1,0,0,2962,2625,82,99,16,8,0,20,112,3659,3157,137,240,32,45,2,2962,2625,82,152,22,32,1
25023001517,4,25023001517,2098,1020,1037,2551,1423,1110,2581,1436,1099,1805,839,920,1784,1067,716,1771,354,1405,2141,1017,982,1371,551,808,1378,704,674,3559,3296,105,62,57,72,0,27,45,28,0,0,4571,3949,236,191,84,104,0,0,0,3588,3329,72,54,53,101,0,22,41,36,0,0,0,4507,4063,155,158,67,126,0,24,45,35,0,13,172,3895,3552,99,151,66,33,2,0,0,2934,2730,50,87,46,22,2,0,0,3371,2998,120,70,43,9,0,23,108,4207,3596,187,229,69,64,7,3371,2998,120,107,52,49,4
25023000686,4,25023000686,1818,765,1002,2133,1035,1072,2188,1034,1098,1577,597,935,1551,836,715,1531,330,1201,1956,761,1002,1138,382,748,1137,558,579,2691,2532,54,65,38,3,0,48,11,0,0,0,3638,3263,101,136,75,3,0,0,0,2763,2571,75,72,34,3,0,52,15,0,0,0,0,3795,3359,139,170,74,3,0,98,16,0,0,61,120,3450,3254,23,76,49,19,0,0,0,2548,2421,10,45,33,12,0,0,0,2913,2557,57,104,23,6,1,34,131,3759,3216,99,241,55,68,6,2913,2557,57,149,39,45,5
25023001526,4,25023001526,2192,1020,1118,2535,1334,1185,2569,1378,1118,1942,862,1011,1938,1025,913,1903,451,1444,2291,1045,1052,1534,569,949,1527,706,821,2558,2426,16,71,37,4,0,38,36,0,0,0,3254,3078,39,75,54,4,0,0,0,2681,2582,3,47,27,15,0,31,24,0,0,0,0,3393,3240,20,60,47,16,0,45,32,0,0,2,51,3807,3561,64,68,65,25,5,0,0,2788,2637,35,40,40,16,2,0,0,3270,3033,45,16,36,2,0,16,122,3989,3674,72,82,53,41,5,3270,3033,45,53,38,34,5
25023001931,4,25023001931,1670,779,840,1989,1064,873,2015,1029,930,1435,650,715,1418,763,655,1392,355,1035,1753,784,840,880,341,530,925,461,464,3398,2999,200,51,85,44,0,51,85,0,15,0,4101,2984,349,117,86,198,16,0,0,3424,3123,145,57,60,14,0,57,60,4,0,25,0,4080,3261,264,83,59,155,26,4,59,0,0,260,230,3490,3065,101,140,36,53,8,0,0,2718,2440,55,96,26,34,6,0,0,3327,2803,105,63,31,15,2,72,236,4042,3319,168,213,56,105,11,3327,2803,105,139,46,85,9
25023000958,3,25023000958,1797,1000,769,2121,1278,839,2161,1306,811,1564,854,651,1554,1088,465,1532,423,1105,1945,1058,756,1238,568,664,1260,792,468,2805,2765,13,15,0,15,0,15,0,0,0,0,3311,3206,15,19,0,70,0,0,0,2605,2565,3,10,4,25,0,10,4,0,0,3,0,3123,3020,5,17,4,68,0,15,4,0,0,12,68,3396,3176,64,46,67,48,2,0,0,2712,2570,42,29,46,30,0,0,0,2827,2623,66,17,31,1,3,13,73,3255,2976,77,56,56,49,7,2827,2623,66,30,47,33,7
25009001636,9,25009001636,1497,1037,425,1767,1354,401,1774,1350,383,1334,932,338,1329,1061,267,1312,547,764,1491,972,402,824,463,352,839,598,241,2164,1876,180,69,25,10,0,39,25,0,0,0,2527,2108,239,148,50,10,0,0,0,2205,1937,150,83,22,10,0,83,22,0,0,0,0,2504,2184,185,122,48,10,0,94,23,0,0,0,16,2846,2337,327,124,65,29,3,0,0,2311,1961,223,78,48,19,2,0,0,2643,2069,285,71,51,0,0,35,132,3125,2356,397,180,88,38,5,2643,2069,285,138,66,32,0
25009000903,5,25009000903,1537,811,693,1785,1080,689,1822,1067,715,1325,702,583,1313,870,442,1311,294,1011,1688,841,706,1064,431,628,1081,586,495,2259,1945,152,144,22,0,0,144,22,0,0,0,2961,2321,330,280,31,0,0,0,0,2295,1851,223,148,72,0,0,148,22,0,0,0,0,3061,2292,409,276,86,0,0,210,21,0,0,0,132,2978,2639,181,50,93,13,2,0,0,2370,2139,118,35,69,10,1,0,0,2697,2210,300,66,41,1,0,28,51,3263,2588,432,123,74,27,2,2697,2210,300,101,54,19,2
25009001142,9,25009001142,2138,1261,827,2413,1588,810,2434,1702,668,1922,1100,747,1933,1361,571,1928,429,1495,2240,1376,674,1720,644,1071,1696,946,750,2533,2408,86,15,19,0,0,15,19,0,0,0,3574,3213,306,15,39,0,0,0,0,2535,2381,119,18,5,0,0,18,5,0,0,15,0,3420,3011,314,17,24,42,15,17,24,0,0,37,15,3361,3202,51,34,60,11,0,0,0,2464,2371,28,19,37,7,0,0,0,2719,2497,104,9,42,1,0,12,54,3462,3127,155,52,88,15,5,2719,2497,104,31,56,13,2
25009001085,9,25009001085,1817,960,812,2061,1299,743,2105,1238,807,1606,823,721,1590,1031,558,1576,381,1191,1967,976,851,1387,609,761,1381,874,507,2287,2075,143,9,51,15,0,9,43,0,0,0,2862,2491,221,17,131,20,0,0,0,2369,2113,152,28,45,23,0,28,44,0,0,0,0,3025,2561,221,57,106,45,0,52,71,0,0,0,120,3318,2963,171,97,74,17,0,0,0,2642,2416,106,60,50,12,0,0,0,2740,2237,248,74,99,6,0,13,63,3378,2635,369,204,163,39,3,2740,2237,248,124,107,36,3
25009000638,5,25009000638,1687,838,808,2044,1156,871,2076,1138,896,1409,685,662,1401,856,544,1387,300,1078,1837,899,808,1029,395,627,1033,573,460,2988,2594,146,68,146,15,0,68,146,0,19,0,4205,3253,304,369,250,15,19,0,0,2880,2519,177,55,112,15,0,55,82,0,0,10,0,3886,3076,340,271,182,13,12,254,123,0,0,0,94,3459,3082,138,108,121,20,2,0,0,2721,2468,90,71,86,17,2,0,0,3290,2799,141,70,111,6,0,30,133,3947,3242,220,180,182,47,16,3290,2799,141,116,134,31,10
25009000829,9,25009000829,1127,722,373,1310,933,365,1341,903,410,965,659,264,955,732,221,967,304,660,1234,788,342,693,397,291,703,501,202,2378,2315,26,22,19,0,0,22,19,0,0,0,3163,2948,72,122,19,0,0,0,0,2462,2414,18,15,13,0,0,15,13,0,0,0,0,3285,3017,124,101,14,0,0,101,14,0,0,0,26,2754,2510,136,56,31,13,0,0,0,2315,2150,90,37,19,12,0,0,0,2389,1941,206,38,48,8,2,47,99,2873,2240,318,114,77,55,5,2389,1941,206,72,64,33,4
25009000980,7,25009000980,615,514,93,665,552,112,685,543,126,502,450,41,488,425,62,496,309,183,858,788,51,509,420,81,475,418,57,1278,194,1063,1,24,0,0,1,24,0,0,0,3137,220,2870,40,41,10,12,0,0,1205,165,1014,1,24,0,0,1,24,0,0,0,0,3073,206,2822,47,40,31,0,6,40,0,0,0,0,3182,201,2910,459,25,71,16,0,0,2214,155,2005,334,22,52,11,0,0,2432,113,2266,31,1,0,0,6,15,3371,139,3157,485,8,98,8,2432,113,2266,372,7,76,8
25009000048,7,25009000048,2089,1143,887,2436,1514,885,2463,1583,812,1844,978,784,1829,1190,638,1827,425,1394,2147,1162,818,1379,474,901,1385,678,707,2715,2013,261,117,292,25,0,117,281,0,0,0,4146,2595,471,220,836,25,0,0,0,3055,1928,464,121,512,40,0,110,493,0,0,0,0,4629,2358,838,296,1152,57,0,225,1122,0,0,0,87,3809,2732,292,93,697,21,2,0,0,2691,1987,190,58,459,13,2,0,0,3193,2204,182,62,642,2,2,18,81,4203,2739,285,169,974,20,6,3193,2204,182,104,666,15,5
25009001641,5,25009001641,1372,563,772,1637,787,842,1669,759,864,1174,457,652,1164,619,545,1154,209,940,1450,547,783,890,340,547,914,472,442,2694,2522,71,30,64,0,0,30,64,0,0,0,3390,3114,98,46,80,16,0,0,0,2931,2807,31,25,56,9,0,25,56,0,0,0,0,3474,3255,56,40,73,23,0,37,73,0,0,47,9,2776,2645,43,26,42,20,3,0,0,2245,2155,27,17,29,17,0,0,0,2288,2109,42,17,37,7,0,3,73,2763,2507,74,44,70,43,3,2288,2109,42,23,50,37,2
25009001616,9,25009001616,1928,1219,663,2126,1514,602,2147,1573,526,1765,1135,571,1773,1298,475,1758,517,1236,1990,1246,569,1436,743,686,1453,907,546,2204,2163,14,4,23,0,0,4,4,0,0,0,2606,2537,24,4,43,0,0,0,0,2200,2143,26,4,15,9,0,4,4,3,0,0,0,2543,2459,40,4,33,10,0,4,4,5,0,0,34,2561,2462,41,27,30,12,0,0,0,2133,2084,22,12,11,9,0,0,0,2188,2085,45,6,8,0,0,2,42,2482,2341,66,29,18,26,1,2188,2085,45,21,15,22,0
25009001237,5,25009001237,2395,1042,1300,2825,1413,1379,2864,1405,1399,2064,841,1135,2063,1128,935,2021,381,1640,2537,1069,1315,1629,472,1147,1642,705,937,3168,3105,4,0,55,0,0,0,32,0,9,0,4035,3857,58,8,75,45,0,0,0,3403,3293,14,75,19,0,0,75,9,0,0,5,0,4309,4088,57,79,26,40,0,74,15,0,0,23,51,3884,3663,52,31,103,37,2,0,0,2848,2708,28,18,66,24,2,0,0,3372,3113,76,18,100,1,0,16,48,4217,3848,114,51,141,25,2,3372,3113,76,32,112,14,2
25023002041,4,25023002041,2067,975,1035,2372,1370,984,2426,1307,1055,1868,746,1068,1837,1094,742,1814,384,1423,2088,940,939,1379,518,849,1396,775,621,3116,2982,43,67,1,18,0,17,1,0,0,0,4291,3942,96,168,31,38,0,0,0,3237,3119,34,71,0,13,0,31,0,0,0,0,0,4435,4040,79,155,96,28,0,70,96,0,0,10,141,3677,3422,67,91,46,33,4,0,0,2851,2683,38,61,36,22,3,0,0,3207,2858,57,104,54,3,0,35,96,3990,3491,98,207,72,45,5,3207,2858,57,134,61,36,3
25023000876,4,25023000876,1951,823,1090,2247,1108,1118,2281,1098,1123,1750,632,1075,1724,942,782,1701,311,1385,2008,829,1060,1291,419,860,1306,618,688,3114,3040,4,1,70,0,0,0,70,0,0,0,3922,3763,4,3,110,0,0,0,0,2863,2742,5,1,115,0,0,0,115,0,0,0,0,3700,3405,5,4,219,0,1,0,219,0,0,55,17,3264,3151,24,58,20,11,1,0,0,2406,2333,13,31,13,10,1,0,0,2820,2657,41,29,15,0,0,14,64,3462,3243,64,60,28,29,5,2820,2657,41,47,18,21,4
25023000467,3,25023000467,1151,791,346,1346,1030,316,1383,1038,331,958,650,286,950,740,210,954,385,569,1324,908,354,716,423,287,710,498,212,2030,925,155,770,115,85,0,695,115,50,14,0,3426,1350,231,1629,129,158,0,0,0,2005,710,180,960,100,75,0,925,100,40,0,19,0,3212,1028,258,1806,104,195,0,1543,98,38,0,54,193,3285,1504,235,1293,98,20,5,0,0,2388,1241,137,821,73,10,4,0,0,2582,839,281,1070,56,6,0,81,249,3542,961,442,1982,87,50,10,2582,839,281,1327,63,23,3
25023001660,4,25023001660,2016,1048,920,2319,1324,983,2339,1427,852,1812,913,843,1794,1129,663,1777,429,1340,2058,1064,827,1433,514,900,1451,712,739,2336,2317,0,3,7,10,0,3,7,0,0,0,3167,3121,1,16,20,10,0,0,0,2449,2261,4,7,175,0,0,7,155,0,0,0,0,3243,2934,7,6,294,0,0,6,240,0,0,0,54,3119,2984,36,31,45,5,12,0,0,2248,2176,20,15,22,5,7,0,0,2491,2382,18,4,25,0,1,9,52,3333,3159,35,32,55,24,3,2491,2382,18,26,36,12,1
25023000971,4,25023000971,2219,925,1239,2638,1264,1349,2693,1299,1319,1931,750,1131,1900,978,920,1891,364,1521,2279,909,1179,1414,440,967,1444,647,797,3147,2876,63,103,20,69,0,103,20,0,10,0,4015,3530,130,244,19,69,13,0,0,3084,2881,29,95,20,53,0,95,20,0,0,15,0,4020,3618,86,215,19,51,18,165,19,0,0,13,121,3685,3535,28,47,40,22,0,0,0,2800,2700,17,30,27,16,0,0,0,3458,3166,64,32,40,4,1,30,121,4308,3860,105,140,82,55,12,3458,3166,64,64,53,40,6
25023000966,4,25023000966,1954,878,1040,2262,1122,1128,2309,1174,1083,1748,747,950,1716,970,745,1714,346,1365,2034,921,992,1337,425,899,1324,590,734,2510,2380,74,0,54,0,0,0,8,0,0,0,3408,3203,127,10,71,0,0,0,0,2233,2103,70,4,55,0,0,4,8,0,0,0,0,3084,2868,121,35,63,0,0,14,8,0,0,1,74,3222,3053,43,42,64,6,1,0,0,2313,2212,25,23,37,6,1,0,0,2760,2568,53,21,32,2,0,19,65,3554,3265,81,65,80,27,2,2760,2568,53,45,45,24,1
25009001228,5,25009001228,2287,965,1276,2636,1292,1318,2683,1263,1372,2006,807,1117,1977,1073,901,1980,355,1619,2487,1001,1336,1619,485,1120,1614,730,884,3217,2830,290,6,93,0,0,6,73,0,0,0,4121,3290,682,249,137,0,0,0,0,3305,2758,223,245,81,0,0,241,61,0,0,0,0,4535,3202,553,795,121,0,0,630,95,0,0,0,55,3761,3411,194,46,110,12,2,0,0,2883,2647,129,30,76,6,1,0,0,3573,3001,256,61,159,2,0,22,72,4403,3573,390,148,248,47,3,3573,3001,256,101,182,31,3
25009001627,9,25009001627,1732,1289,394,1970,1627,321,1991,1617,325,1543,1183,302,1532,1287,245,1527,709,818,1840,1332,350,1081,675,397,1093,848,245,2826,2424,164,114,35,50,0,108,25,50,40,0,3505,2814,251,267,204,62,109,0,0,2827,2322,272,156,41,0,0,153,31,0,0,30,0,3457,2761,323,268,176,8,88,192,54,0,0,3,124,3046,2444,352,167,99,39,11,0,0,2576,2162,232,108,76,26,7,0,0,2836,2387,250,49,59,2,0,16,73,3276,2664,336,148,102,46,5,2836,2387,250,103,75,39,4
25009000159,9,25009000159,2018,1057,918,2239,1348,890,2284,1382,858,1842,928,838,1841,1173,668,1814,385,1427,2129,1134,830,1482,494,979,1476,786,690,2459,2419,22,9,11,0,0,0,11,0,0,0,3246,3150,40,42,15,9,0,0,0,2414,2370,27,9,11,0,0,0,11,0,0,0,0,3202,3074,48,49,13,13,0,0,9,13,0,19,38,3309,3172,39,28,64,10,1,0,0,2386,2296,22,18,43,7,0,0,0,2455,2283,48,8,48,0,0,5,63,3159,2897,70,32,90,42,5,2455,2283,48,16,58,31,3
25009001618,5,25009001618,3629,1672,1852,4147,2168,1947,4227,2180,1942,3216,1435,1659,3213,1849,1363,3141,709,2413,3858,1679,1809,2573,854,1698,2620,1231,1389,4940,4760,25,120,35,0,0,25,35,0,0,0,6372,6076,51,167,78,0,0,0,0,5160,5035,25,65,35,0,0,20,35,0,0,0,0,6375,6182,27,104,62,0,0,57,50,0,0,0,59,5856,5660,59,29,73,15,4,0,0,4425,4307,32,17,45,10,3,0,0,4958,4658,81,17,78,0,0,26,98,6161,5715,135,84,122,56,1,4958,4658,81,49,90,38,1
25009001389,7,25009001389,1933,1045,844,2263,1379,862,2282,1373,838,1689,875,721,1689,1122,567,1686,405,1281,2080,1098,823,1324,488,823,1325,697,628,2798,2631,61,59,55,0,0,27,33,0,0,0,3950,3450,167,139,193,0,0,0,0,2694,2555,25,40,77,0,0,5,49,0,0,0,0,4054,3730,95,39,190,0,0,5,163,0,0,0,63,3660,3224,203,74,139,23,2,0,0,2755,2478,132,44,90,12,1,0,0,2986,2463,226,72,118,3,0,9,95,3958,3111,385,178,237,34,3,2986,2463,226,106,150,25,1
