GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,Total_2020_TotalAdj,White_2020_TotalAdj,Hispanic_2020_TotalAdj,Black_2020_TotalAdj,Asian_2020_TotalAdj,Native_2020_TotalAdj,Pacific_2020_TotalAdj
2400513-008,4,2400513-008,1249,403,815,1157,353,773,1141,168,966,1121,413,708,1136,435,622,1495,462,962,1492,572,872,2215,1955,85,135,25,25,0,120,25,0,0,0,2919,2420,230,282,46,26,0,0,0,2345,2030,125,165,25,25,0,150,25,0,0,0,0,2874,1986,217,226,45,27,0,197,45,0,0,401,28,2798,2370,205,105,110,25,1,0,0,2262,1953,144,68,84,23,1,0,0,2269,1656,264,104,133,4,2,6,100,2842,1938,413,212,211,64,9,2269,1656,264,125,157,56,4,2850,1943,413,218,211,65,9
2400503-003,3,2400503-003,1692,1497,164,1874,1746,108,1563,1138,410,1570,1435,129,1587,1445,86,1798,1614,115,1792,1596,146,2650,566,51,1974,43,10,0,1963,43,0,10,0,3270,568,170,2465,65,8,87,0,0,2453,524,53,1807,54,4,0,1775,54,0,0,10,0,3198,546,199,2380,74,6,109,2289,63,0,0,4,96,3123,582,138,2360,57,29,2,0,0,2455,535,91,1798,37,22,1,0,0,2544,311,137,1963,43,3,0,9,78,3166,348,208,2552,82,52,12,2544,311,137,2060,52,39,2,3172,349,208,2540,79,50,12
2400512-012,4,2400512-012,1345,470,837,1552,606,905,1193,205,974,1169,460,709,1182,478,617,1488,473,957,1490,602,847,2404,2047,74,213,31,42,0,202,31,27,0,0,3100,2631,123,263,42,42,0,0,0,2530,1980,110,394,18,43,0,357,18,20,0,0,0,3162,2431,198,440,32,41,0,399,32,20,0,0,85,3061,2656,116,202,42,58,12,0,0,2441,2188,71,126,24,41,5,0,0,2807,2239,194,169,58,11,0,4,132,3534,2758,293,294,90,114,8,2807,2239,194,215,73,87,5,3542,2764,293,296,91,107,6
2451015-005,3,2451015-005,683,628,41,813,774,26,615,481,126,611,583,26,619,594,16,740,684,23,718,651,29,1214,113,9,1097,0,0,0,1056,0,0,0,0,1793,111,9,1665,8,0,0,0,0,1336,103,25,1205,0,0,0,1136,0,0,0,0,0,1850,101,25,1705,6,0,0,1637,6,0,0,13,69,1773,18,11,1743,13,12,3,0,0,1372,11,7,1349,13,8,3,0,0,1241,37,35,1116,6,1,2,2,42,1501,37,45,1410,15,28,5,1241,37,35,1165,9,20,5,1514,37,45,1411,13,28,4
2451027-029,3,2451027-029,409,379,24,517,493,19,330,247,77,325,298,27,329,304,16,492,471,7,480,455,12,1028,27,34,967,0,6,0,954,0,0,0,0,1410,48,52,1337,9,7,0,0,0,893,18,19,855,0,0,0,837,0,0,0,0,0,1223,31,58,1193,9,0,0,1110,0,0,0,0,26,1135,31,12,1092,6,10,1,0,0,858,10,7,836,5,8,1,0,0,908,30,7,836,4,1,0,8,22,1112,37,18,1051,7,13,0,908,30,7,859,6,12,0,1122,37,19,1054,7,12,0
2451008-001,3,2451008-001,53,46,6,64,59,5,50,36,14,49,48,1,50,45,4,57,46,6,61,49,8,157,95,2,61,1,0,0,60,1,0,0,0,211,108,5,95,1,0,0,0,0,151,89,7,55,1,0,0,55,1,0,0,0,0,213,99,15,96,1,1,0,94,1,0,0,0,3,188,100,4,80,4,2,0,0,0,150,83,2,59,2,2,0,0,0,102,59,2,37,2,0,0,0,2,123,69,2,49,2,2,0,102,59,2,38,2,2,0,123,69,2,49,2,2,0
2451027-061,3,2451027-061,310,249,55,474,392,78,245,151,91,242,185,57,245,210,28,340,283,43,332,281,37,777,287,16,465,0,13,1,458,0,0,0,0,1074,485,23,549,10,13,2,0,0,717,214,23,461,0,19,4,442,0,0,4,1,0,999,337,39,589,25,20,5,548,22,0,4,0,51,1053,473,24,537,21,9,2,0,0,808,345,15,430,14,7,2,0,0,830,140,35,603,16,0,0,11,25,1067,212,57,758,31,13,3,830,140,35,623,19,12,3,1071,213,57,762,31,9,3
2404508-005,2,2404508-005,608,279,302,835,431,381,496,170,316,495,241,254,500,254,216,672,279,323,672,305,330,1668,1241,37,364,12,10,9,314,12,7,7,0,2069,1447,69,520,30,19,18,0,0,1545,1151,18,290,3,81,4,281,3,1,4,0,0,2058,1356,30,580,12,81,6,561,4,1,6,0,102,1755,1315,55,267,126,18,1,0,0,1417,1099,36,192,87,12,1,0,0,1502,891,61,373,105,7,0,8,57,1881,1052,100,543,139,40,2,1502,891,61,395,110,33,1,1891,1053,100,547,140,39,2
2400307-004,8,2400307-004,1122,412,678,1466,660,764,1023,177,839,984,386,598,1006,406,551,1155,417,657,1132,442,661,1793,1519,57,201,20,0,0,190,6,0,0,0,2362,1933,117,292,25,0,0,0,0,2190,1771,145,258,17,2,0,250,8,0,0,0,0,2721,2147,251,310,21,0,0,283,7,0,0,0,36,2290,1897,80,275,30,12,0,0,0,1835,1530,55,222,20,11,0,0,0,1770,1500,59,148,6,1,2,4,50,2201,1816,108,183,33,49,4,1770,1500,59,155,13,42,3,2202,1817,108,183,33,49,4
2400306-003,8,2400306-003,869,713,136,1114,937,156,747,478,264,752,650,102,752,643,76,957,815,101,920,754,132,2384,1020,390,928,50,0,0,928,43,0,0,0,3643,1238,1317,1048,64,0,0,0,0,2415,1087,460,846,27,0,0,846,27,0,0,0,0,4260,1596,1433,1289,43,0,0,1186,43,0,0,0,0,2995,511,1030,1360,99,29,3,0,0,2352,448,720,1096,90,18,2,0,0,2309,516,812,844,65,3,0,10,59,2965,566,1232,1066,89,90,2,2309,516,812,893,73,59,1,2982,566,1233,1084,85,61,1
2451027-036,3,2451027-036,413,384,20,438,412,19,339,276,55,340,324,16,346,329,8,519,488,7,512,477,17,988,33,0,940,5,9,0,938,5,4,0,0,1347,51,0,1282,5,9,0,0,0,888,36,0,838,6,9,0,838,6,4,0,0,0,1225,52,31,1125,5,10,5,1125,5,6,0,0,4,1338,36,30,1268,6,28,0,0,0,970,32,18,913,3,20,0,0,0,932,47,11,829,1,2,0,13,29,1242,48,20,1158,11,31,0,932,47,11,861,8,19,0,1260,48,20,1164,11,28,0
2400303-014,8,2400303-014,1103,325,745,1193,363,808,995,153,833,969,348,618,980,339,551,1251,327,848,1251,403,811,1933,1862,23,19,23,0,0,19,13,0,10,0,2421,2296,34,52,34,15,0,0,0,2121,1967,22,51,82,2,0,31,71,0,0,10,0,2511,2317,25,64,99,16,0,31,71,0,0,8,61,2413,2268,51,66,22,9,1,0,0,1896,1804,30,38,20,7,1,0,0,1843,1599,78,48,23,4,0,16,75,2337,1977,111,106,59,69,6,1843,1599,78,64,33,52,3,2340,1979,111,106,59,69,6
2403105-001,6,2403105-001,2262,1689,506,2826,2189,563,2033,1160,855,2014,1607,407,2026,1598,346,2363,1790,432,2324,1810,437,3611,1343,584,1037,622,15,0,1027,523,0,0,0,5339,1525,1249,1777,718,15,0,0,0,3595,1170,390,1560,475,0,0,1550,370,0,0,0,0,5843,1341,977,2891,562,0,0,2883,412,0,0,82,148,5007,1711,768,1651,914,71,7,0,0,3762,1415,526,1108,724,59,4,0,0,3946,1141,792,1135,659,1,1,28,189,5085,1289,1103,1817,891,107,4,3946,1141,792,1289,714,73,4,5090,1289,1103,1826,899,89,3
2402501-005,4,2402501-005,1247,685,523,1737,1028,662,1069,444,614,1066,628,438,1068,630,388,1268,671,530,1253,706,501,2586,1000,157,1364,66,0,0,1364,59,0,0,0,3428,1241,261,1880,84,0,0,0,0,2264,1003,253,932,75,0,0,932,20,0,0,0,0,3186,1314,307,1613,77,0,0,1444,20,0,0,0,100,3690,2127,282,1185,100,60,22,0,0,2731,1671,170,799,75,41,16,0,0,2782,1399,236,875,65,4,3,21,179,3642,1674,360,1430,123,113,22,2782,1399,236,996,92,82,16,3661,1679,361,1413,118,96,21
2403113-024,6,2403113-024,1758,1406,307,1886,1614,231,1691,1068,607,1685,1445,239,1691,1424,207,1785,1434,252,1779,1449,284,2415,1289,284,522,295,14,0,518,280,4,15,0,3368,1726,455,782,438,28,0,0,0,2330,1365,325,325,270,30,0,325,260,15,0,10,0,3232,1820,575,411,398,39,0,372,342,24,0,23,76,2943,1709,359,499,374,37,3,0,0,2263,1355,257,363,275,22,2,0,0,2301,1327,294,323,246,4,1,18,88,3109,1752,427,490,396,65,5,2301,1327,294,362,280,48,1,3109,1752,427,490,396,65,5
2403109-021,6,2403109-021,1619,1066,491,1819,1314,443,1432,734,674,1398,976,420,1400,951,380,1841,1225,465,1823,1194,573,2240,1039,249,609,329,0,4,609,285,0,4,0,2984,1209,453,822,524,24,1,0,0,2230,1004,399,368,450,0,4,368,323,0,4,4,0,2951,1199,674,440,703,61,1,349,504,0,1,0,225,3693,1530,760,717,705,29,13,0,0,2732,1219,517,476,530,17,8,0,0,2902,982,806,495,491,4,0,40,84,3805,1146,1176,818,659,77,8,2902,982,806,558,528,58,4,3810,1146,1177,819,665,63,7
2404509-008,2,2404509-008,717,344,355,879,463,398,645,232,409,644,328,316,646,340,278,763,354,370,753,365,364,1250,847,10,269,123,0,0,269,117,0,0,0,1811,1158,165,331,158,0,0,0,0,1287,958,0,249,79,0,0,249,75,0,0,0,0,1808,1197,139,342,128,0,0,319,124,0,0,0,26,1689,1221,53,225,186,8,2,0,0,1279,954,33,151,136,7,1,0,0,1199,715,20,242,192,0,1,4,25,1520,849,38,372,262,9,3,1199,715,20,261,197,9,1,1523,850,38,375,266,9,3
2403107-021,6,2403107-021,1034,760,247,1178,986,156,1004,480,514,991,753,237,1009,784,189,1028,789,160,1024,767,250,1020,945,30,8,33,0,0,8,29,0,0,0,1456,1310,52,20,69,1,0,0,0,1123,1068,29,8,23,0,0,8,19,0,0,0,0,1691,1508,57,17,105,2,0,11,38,0,0,0,77,1636,1467,60,23,68,14,1,0,0,1156,1057,32,11,45,5,1,0,0,1137,972,47,8,41,2,0,5,62,1627,1377,78,48,92,12,2,1137,972,47,25,65,12,2,1627,1377,78,48,92,12,2
2451024-004,3,2451024-004,1827,1192,555,1854,1425,375,1723,737,972,1667,1181,483,1692,1232,323,2056,1328,528,2014,1263,669,2571,2403,71,32,59,0,0,22,41,0,0,0,2995,2714,124,30,126,0,0,0,0,2667,2520,71,54,27,0,0,41,10,0,0,0,0,3141,2787,117,92,62,0,0,70,36,0,0,0,129,2952,2680,80,75,113,16,1,0,0,2673,2448,68,56,98,12,1,0,0,2693,2257,136,98,85,1,0,4,112,3080,2536,178,167,158,40,3,2693,2257,136,123,125,32,3,3082,2538,178,166,159,39,2
2401314-003,7,2401314-003,600,161,417,806,258,519,484,67,409,471,141,330,478,142,302,678,180,458,675,174,476,987,913,20,35,16,3,2,29,16,0,0,0,1219,1087,29,57,34,4,2,0,0,970,926,14,13,14,3,3,13,14,0,3,0,0,1190,1117,18,15,28,2,2,15,28,0,2,7,5,1292,1197,31,34,23,10,2,0,0,990,932,22,23,13,6,0,0,0,1018,901,27,13,25,2,0,10,40,1299,1128,55,30,51,24,0,1018,901,27,22,35,22,0,1300,1129,55,30,51,24,0
2404504-001,2,2404504-001,193,47,142,223,53,162,185,18,164,181,51,130,189,56,115,193,42,146,191,51,137,283,270,2,4,5,0,0,2,0,0,0,0,350,337,3,9,5,0,0,0,0,262,239,2,14,6,0,0,7,0,0,0,0,0,385,351,3,23,6,0,0,14,0,0,0,0,15,344,309,6,20,5,1,0,0,0,263,238,4,13,4,1,0,0,0,308,276,0,13,6,0,0,3,10,380,342,4,16,6,8,2,308,276,0,13,6,8,1,384,346,4,16,6,8,2
2451026-025,3,2451026-025,654,591,46,765,714,39,542,413,119,541,512,29,544,512,21,793,726,34,774,693,41,1885,169,16,1709,0,20,0,1689,0,0,0,0,3359,251,17,2764,327,18,0,0,0,2224,153,15,1989,7,20,0,1969,0,0,0,60,0,3109,261,15,2623,268,18,0,2545,202,0,0,0,84,2922,161,46,2611,131,35,17,0,0,2299,146,28,2043,95,26,12,0,0,2227,107,61,1943,60,4,0,1,51,2812,115,92,2516,109,29,3,2227,107,61,1992,78,22,1,2834,115,92,2509,109,29,1
2401708-005,2,2401708-005,316,120,188,405,181,218,278,67,208,269,120,149,274,123,140,339,112,212,330,115,201,553,375,18,107,34,16,0,103,34,0,0,0,756,402,60,189,85,27,0,0,0,522,332,0,123,48,21,0,112,48,0,0,0,0,719,352,0,232,108,35,0,180,48,0,0,6,133,633,473,14,130,10,8,2,0,0,495,375,9,99,8,7,1,0,0,539,379,24,85,16,0,0,0,35,660,440,36,138,35,25,1,539,379,24,97,25,18,0,661,441,36,136,34,25,1
2402503-016,7,2402503-016,1494,526,921,2056,870,1131,1308,254,1045,1286,512,774,1303,515,691,1524,518,913,1517,505,980,2539,2181,51,157,102,43,0,157,54,43,0,0,3539,2757,247,325,178,44,0,0,0,2441,1981,127,155,136,44,0,155,74,40,0,0,0,3395,2524,276,322,234,42,0,276,73,41,0,0,206,3308,2859,77,177,187,12,6,0,0,2527,2247,47,112,115,10,3,0,0,2577,2121,72,127,165,3,1,3,85,3212,2573,104,193,283,52,6,2577,2121,72,146,194,40,6,3213,2574,104,196,287,52,6
2402102-017,5,2402102-017,1208,905,256,1357,1041,271,1070,699,355,1073,881,190,1080,872,161,1378,1024,259,1287,921,284,2095,1210,135,690,50,4,0,655,30,4,0,0,3486,1520,408,1452,116,22,0,0,0,2070,855,305,845,60,0,0,820,10,0,0,0,0,3395,1064,446,1834,84,41,0,1777,33,0,0,0,75,3420,1278,795,1071,284,47,15,0,0,2535,1087,522,715,209,35,13,0,0,3603,1000,1176,1042,191,14,1,31,148,5056,1179,1849,1703,290,164,8,3603,1000,1176,1162,220,123,3,5065,1180,1851,1733,294,141,8
2403306-098,1,2403306-098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403320-003,1,2403320-003,1278,1176,89,1523,1434,75,1167,878,280,1166,1131,35,1169,1127,31,1334,1259,55,1321,1233,49,1819,19,51,1737,14,0,0,1737,5,0,4,0,2633,23,451,2148,17,0,0,0,0,1684,18,128,1531,3,0,0,1531,3,0,0,3,0,2522,19,632,1867,6,0,0,1864,3,0,0,2,4,2499,29,117,2303,63,14,0,0,0,1875,26,79,1730,47,13,0,0,0,1957,10,163,1671,49,4,0,10,50,2464,16,236,2160,60,28,0,1957,10,163,1738,53,24,0,2473,16,236,2153,58,21,0
2403305-003,1,2403305-003,1583,1404,159,1993,1824,145,1432,1038,378,1417,1314,100,1424,1303,103,1641,1493,116,1579,1436,107,2702,182,153,2263,76,6,0,2192,76,0,26,0,4441,243,1330,2782,120,16,0,0,0,3011,312,126,2238,203,141,0,2152,203,113,0,26,0,4825,389,1112,2837,306,302,0,2647,281,272,0,1,122,3504,244,271,2802,209,34,11,0,0,2706,217,184,2138,180,25,9,0,0,2906,178,470,2019,137,9,4,13,76,3587,189,669,2546,205,86,13,2906,178,470,2108,160,53,13,3597,189,669,2529,197,76,13
2402706-010,7,2402706-010,1306,912,339,1418,1122,252,1229,664,555,1218,911,304,1234,917,247,1381,948,301,1360,908,375,1616,1102,60,384,66,6,0,375,59,4,0,0,2314,1457,93,583,169,20,0,0,0,1897,1287,73,462,74,10,0,454,49,5,0,0,0,2500,1620,112,554,231,26,0,513,171,4,0,0,80,2172,1324,154,519,200,14,4,0,0,1628,1035,98,384,128,10,2,0,0,1698,1029,140,306,159,3,1,8,52,2187,1249,210,481,230,39,7,1698,1029,140,338,173,30,2,2188,1250,210,481,233,39,7
2402706-007,7,2402706-007,794,546,221,1197,868,300,676,366,304,659,493,166,672,498,134,792,526,216,780,530,217,1693,779,85,803,0,0,0,794,0,0,27,0,2198,960,242,1007,45,0,0,0,0,1772,810,141,808,0,0,0,795,0,0,0,16,0,2441,1033,316,1075,27,0,0,986,0,0,0,18,89,2163,1105,165,770,133,40,24,0,0,1703,920,99,589,93,25,13,0,0,1947,826,177,647,231,3,1,3,59,2479,979,280,859,353,45,3,1947,826,177,689,243,31,3,2484,980,280,856,351,38,3
2402702-013,7,2402702-013,617,390,202,853,624,201,552,212,330,539,360,176,554,395,120,603,384,166,601,365,218,1030,794,24,43,170,0,0,34,138,0,0,0,1587,1046,98,69,373,5,0,0,0,1026,772,24,38,194,0,0,28,160,0,0,0,0,1509,1024,61,51,373,3,0,27,336,0,0,0,62,1363,1002,38,78,242,7,1,0,0,965,738,19,54,153,2,1,0,0,964,669,23,66,166,1,0,4,35,1305,862,38,110,284,8,5,964,669,23,73,186,7,3,1306,862,38,112,289,8,5
2400305-013,8,2400305-013,1457,583,820,1581,827,682,1408,227,1172,1390,645,745,1422,646,700,1489,593,754,1470,563,876,1497,1421,31,5,38,0,0,5,38,0,0,0,2123,1979,61,5,52,0,0,0,0,1499,1390,72,6,26,0,0,6,26,0,0,0,0,2036,1778,180,14,39,0,0,7,27,0,0,31,13,2325,2203,39,20,52,12,0,0,0,1702,1627,23,14,27,11,0,0,0,1743,1571,50,23,22,3,0,9,65,2323,2038,83,51,66,47,4,1743,1571,50,37,35,27,2,2323,2038,83,51,66,47,4
2402705-015,7,2402705-015,1882,1375,443,2217,1794,360,1773,945,809,1757,1364,390,1782,1379,297,1898,1389,375,1876,1389,428,3235,1833,321,542,403,0,0,542,346,0,140,0,4053,2097,374,940,909,0,0,0,0,2788,1735,247,275,521,10,0,275,476,0,0,0,0,3422,1988,297,366,836,20,0,291,725,0,0,0,122,3367,2031,186,722,461,19,4,0,0,2614,1651,121,510,339,12,3,0,0,2679,1590,155,552,258,2,3,17,102,3344,1892,212,803,408,58,8,2679,1590,155,592,314,41,6,3346,1892,212,798,408,58,8
2402706-005,7,2402706-005,1127,785,290,1264,960,264,1075,569,484,1064,805,259,1077,798,196,1136,787,241,1138,787,292,1662,646,246,565,170,20,0,545,145,0,40,0,2591,867,712,727,288,18,0,0,0,1966,731,219,821,190,14,0,806,161,0,0,0,0,2939,1159,608,666,211,16,0,604,182,0,0,294,91,1941,1127,201,457,175,17,4,0,0,1506,939,127,306,134,13,2,0,0,1576,857,188,315,116,3,5,13,79,1999,983,279,524,213,44,9,1576,857,188,380,146,29,6,2001,983,279,511,211,43,8
2400307-015,8,2400307-015,1317,635,625,1743,1025,648,998,248,733,981,512,466,995,514,420,1607,770,702,1562,730,784,2256,1873,62,203,116,1,0,203,103,1,0,0,2912,2286,64,317,241,1,0,0,0,2047,1695,65,201,89,1,0,201,82,1,0,0,0,2794,2144,68,377,201,1,0,377,142,1,0,0,61,2763,2402,81,133,126,16,1,0,0,2085,1837,58,96,82,7,1,0,0,2124,1705,103,129,102,3,0,13,69,2853,2174,167,257,213,46,7,2124,1705,103,168,124,23,5,2853,2174,167,257,213,46,7
2402706-015,7,2402706-015,1453,1093,319,1414,1080,297,1317,762,538,1309,1030,277,1313,1030,234,1699,1342,272,1671,1308,303,2154,899,511,618,125,1,0,616,105,0,0,0,3189,1054,798,1160,207,54,0,0,0,1941,790,432,494,220,1,0,492,205,0,0,0,0,3018,921,708,1073,439,109,0,944,405,0,0,3,36,2907,1008,344,1140,445,51,9,0,0,2038,813,218,703,314,27,5,0,0,2273,579,374,777,412,1,2,27,101,3095,677,574,1232,575,65,7,2273,579,374,848,441,43,5,3097,677,574,1230,573,63,7
2400304-008,8,2400304-008,1348,590,708,1570,830,693,1226,290,922,1217,581,633,1227,591,568,1441,624,713,1400,622,721,2039,1687,79,213,26,4,0,203,19,0,37,0,2595,2067,167,248,39,5,52,0,0,2278,1943,89,183,19,4,0,163,15,0,0,39,0,2813,2331,170,219,26,7,48,184,20,0,6,18,84,2441,2011,104,233,85,35,7,0,0,1924,1613,69,167,67,29,3,0,0,2090,1571,110,197,94,6,0,11,101,2646,1931,175,316,162,85,9,2090,1571,110,243,114,56,7,2651,1934,176,308,162,74,9
2402701-014,7,2402701-014,1415,759,606,1589,1018,526,1335,376,938,1306,725,581,1324,750,479,1483,857,516,1456,826,597,1928,1417,46,216,246,0,0,186,246,0,0,0,2691,1886,66,246,490,0,0,0,0,1713,1412,27,84,191,0,0,84,191,0,0,0,0,2354,1882,51,85,331,0,0,85,295,0,0,5,37,2422,1686,80,194,449,20,10,0,0,1796,1296,51,131,306,15,5,0,0,1897,1295,65,129,361,3,0,0,44,2490,1648,101,194,534,20,3,1897,1295,65,143,378,16,3,2490,1648,101,194,534,20,3
2402706-034,7,2402706-034,1372,1094,246,1335,1060,244,1284,879,402,1281,1094,184,1277,1080,149,1545,1236,248,1515,1213,250,2996,861,159,1667,265,39,0,1614,265,0,0,0,5140,1194,487,2931,674,281,0,0,0,2924,790,198,1601,265,69,0,1523,265,0,0,0,0,4767,1011,353,2645,635,69,0,2566,635,0,0,54,149,3433,1050,509,1625,287,54,10,0,0,2652,914,335,1204,212,39,6,0,0,3065,642,603,1268,389,3,0,32,128,4172,723,887,1966,597,111,12,3065,642,603,1395,429,83,11,4179,726,888,1938,604,72,12
2403320-013,1,2403320-013,382,346,29,381,355,18,297,218,73,296,270,25,297,277,16,516,482,21,511,478,21,890,22,30,841,0,25,0,816,0,0,0,0,1418,22,120,1276,0,24,0,0,0,802,4,26,771,0,21,0,750,0,0,0,0,0,1365,7,100,1258,0,22,0,1236,0,0,0,0,22,1283,22,153,1084,39,25,11,0,0,920,19,100,782,28,17,7,0,0,1145,28,151,874,53,1,0,9,29,1528,34,229,1217,68,10,0,1145,28,151,925,56,9,0,1528,34,229,1217,68,10,0
2403321-017,1,2403321-017,1299,1069,157,336,285,34,616,422,185,594,534,59,616,536,42,2883,2451,228,2745,2184,391,8835,5381,553,1295,1565,9,13,1136,1389,9,21,0,9284,5484,564,1449,1764,17,30,0,0,8710,5308,468,1531,1388,8,0,1390,1207,8,0,11,0,9271,5426,485,1641,1661,15,6,1470,1460,7,0,78,345,10775,6791,585,1394,1947,51,16,0,0,10748,6779,584,1381,1935,46,16,0,0,9104,5279,432,961,1993,6,0,21,412,9137,5292,443,1082,2324,26,3,9104,5279,432,1078,2318,23,2,9137,5292,443,1082,2324,26,3
2403318-005,1,2403318-005,857,801,39,739,690,28,728,590,119,735,718,15,743,710,21,1131,1091,20,1072,1002,27,1466,66,119,1222,16,41,0,1220,3,41,0,0,2109,65,295,1820,59,52,0,0,0,1568,82,151,1275,17,44,0,1270,9,44,0,0,0,2171,80,350,1842,60,66,0,1649,20,43,0,0,29,2140,23,225,1908,6,27,2,0,0,1632,19,150,1471,6,21,2,0,0,1708,32,362,1235,10,6,3,3,57,2194,42,522,1640,27,56,5,1708,32,362,1305,18,42,3,2198,42,522,1631,26,48,5
2403313-016,1,2403313-016,1860,1749,75,2148,2048,60,1604,1320,270,1610,1586,21,1624,1573,16,2116,2019,37,2085,1953,57,2974,115,68,2736,10,31,0,2704,0,0,50,0,4182,164,177,3871,21,81,0,0,0,3038,114,222,2627,4,59,0,2565,0,0,0,68,0,4117,143,478,3637,33,121,9,3357,0,0,0,0,138,3940,68,205,3668,59,34,0,0,0,2983,64,149,2767,44,28,0,0,0,3339,73,228,2866,52,5,0,15,100,4156,82,340,3739,65,69,4,3339,73,228,3014,59,50,4,4170,82,340,3678,65,51,3
2403319-098,1,2403319-098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-008,2,2403708-008,416,199,198,646,341,281,363,121,235,353,190,162,365,195,154,391,175,175,372,172,181,913,825,10,58,18,0,0,45,12,0,0,0,1170,1015,10,114,31,0,0,0,0,963,721,44,201,0,0,0,201,0,0,0,0,0,1212,865,43,304,0,0,0,240,0,0,0,0,63,998,784,55,93,65,8,4,0,0,712,584,31,55,41,5,3,0,0,1053,812,43,115,49,2,0,0,32,1198,882,54,173,82,17,4,1053,812,43,132,63,13,2,1201,884,54,166,77,17,4
2400508-021,4,2400508-021,422,162,247,538,251,271,410,66,343,399,174,225,400,185,195,393,160,195,389,136,248,535,488,5,4,33,4,0,4,22,0,0,0,711,627,9,4,50,20,0,0,0,521,448,5,30,37,1,0,30,17,0,0,0,0,694,568,11,30,66,19,0,30,18,0,0,0,68,764,647,11,20,72,3,0,0,0,510,438,5,10,47,3,0,0,0,565,486,11,10,47,0,0,0,11,755,641,21,16,67,3,0,565,486,11,11,49,1,0,755,641,21,16,67,3,0
